Date,Country,Development,BondYield,CBPR,TotalPrices,Prices,Earnings,PE,Returns6M_Concurrent,BondYield_T_Difference,BondYield_T_PercentChange,BondYield_T_PercentChangeMedian,Returns6M_Subsequent,CBPR_T_Difference,CBPR_T_PercentChange,CBPR_T_PercentChangeMedian
1996-06-30,germany,DM,6.505,,,53.58,1.98,27.06060606,,-0.435,-0.062680115,-0.060433454,,,,
1996-12-31,germany,DM,5.779,,,58.57,2.61,22.44061303,,-0.252,-0.041784115,-0.035294118,,,,
1997-06-30,germany,DM,5.707,,,76.88,2.68,28.68656716,,-0.798,-0.122674865,-0.112680034,,,,
1997-12-31,germany,DM,5.368,,2074.091,84.23,2.74,30.74087591,,-0.411,-0.071119571,-0.058622165,0.364878879,,,
1998-06-30,germany,DM,4.779,,2830.883,114.86,3.64,31.55494505,0.364878879,-0.928,-0.162607324,-0.133717579,-0.051724851,,,
1998-12-31,germany,DM,3.866,3,2684.456,100,3.83,26.10966057,-0.051724851,-1.502,-0.279806259,-0.219944355,-0.042068486,,,
1999-06-30,germany,DM,4.511,2.5,2571.525,108.45,4.09,26.51589242,-0.042068486,-0.268,-0.056078678,-0.039892825,0.253162618,,,
1999-12-31,germany,DM,5.358,3,3222.539,139.05,4,34.7625,0.253162618,1.492,0.385928608,0.223772028,-0.074403134,0,0,0
2000-06-30,germany,DM,5.221,4.25,2982.772,133.94,4.81,27.84615385,-0.074403134,0.71,0.157393039,0.10729938,-0.088032206,1.75,0.7,0.583333333
2000-12-31,germany,DM,4.851,,2720.192,123.99,5,24.798,-0.088032206,-0.507,-0.09462486,-0.077274806,-0.151125729,,,
2001-06-30,germany,DM,5.103,,2309.101,115.17,6.59,17.47647951,-0.151125729,-0.118,-0.022601034,-0.018139892,-0.085677067,,,
2001-12-31,germany,DM,4.998,3.25,2111.264,100.05,4.29,23.32167832,-0.085677067,0.147,0.03030303,0.023452457,-0.052601664,,,
2002-06-30,germany,DM,4.942,,2000.208,84.37,2.53,33.34782609,-0.052601664,-0.161,-0.031550069,-0.026695407,-0.29471135,,,
2002-12-31,germany,DM,4.204,2.75,1410.724,55.98,0.17,329.2941176,-0.29471135,-0.794,-0.158863545,-0.13446232,0.206748139,-0.5,-0.153846154,-0.166666667
2003-06-30,germany,DM,3.802,2,1702.388562,60.36,-0.97,-62.22680412,0.206748139,-1.14,-0.23067584,-0.197265963,0.357376118,,,
2003-12-31,germany,DM,4.292,2,2310.781577,74.59,1.37,54.44525547,0.357376118,0.088,0.020932445,0.015323002,-0.009068221,-0.75,-0.272727273,-0.260869565
2004-06-30,germany,DM,4.318,2,2289.826899,75.43,3.19,23.64576803,-0.009068221,0.516,0.135718043,0.090415279,0.172312379,0,0,0
2004-12-31,germany,DM,3.683,2,2684.392419,79.15,4.03,19.64019851,0.172312379,-0.609,-0.141891892,-0.108372631,-0.0409471,0,0,0
2005-06-30,germany,DM,3.134,2,2574.474334,83.51,5.2,16.05961538,-0.0409471,-1.184,-0.274201019,-0.214027477,0.146131492,0,0,0
2005-12-31,germany,DM,3.309,,2950.686109,98.23,6.39,15.37245696,0.146131492,-0.374,-0.101547651,-0.068623853,0.134135745,,,
2006-06-30,germany,DM,4.071,2.75,3346.478588,100.56,8,12.57,0.134135745,0.937,0.298978941,0.174552906,0.199056741,0.75,0.375,0.285714286
2006-12-31,germany,DM,3.948,,4012.61771,116.89,8.11,14.41307028,0.199056741,0.639,0.193109701,0.11914973,0.240831123,,,
2007-06-30,germany,DM,4.574,,4978.980939,138.83,9.3,14.92795699,0.240831123,0.503,0.123556866,0.093878313,0.089642533,,,
2007-12-31,germany,DM,4.307,4,5425.309404,139.72,9.98,14,0.089642533,0.359,0.090932118,0.067870309,-0.138744936,,,
2008-06-30,germany,DM,4.621,4,4672.575197,108.84,8.63,12.61181924,-0.138744936,0.047,0.01027547,0.009002107,-0.371489374,,,
2008-12-31,germany,DM,2.951,2.5,2936.763161,77.53,5.84,13.27568493,-0.371489374,-1.356,-0.314836313,-0.26268888,-0.006056535,-1.5,-0.375,-0.545454545
2009-06-30,germany,DM,3.386,1,2918.976551,74.03,3.8,19.48157895,-0.006056535,-1.235,-0.267258169,-0.242014501,0.259167162,-3,-0.75,-1.142857143
2009-12-31,germany,DM,3.387,1,3675.479421,91.13,1.31,69.5648855,0.259167162,0.436,0.147746527,0.086328086,-0.151029061,-1.5,-0.6,-0.6
2010-06-30,germany,DM,2.577,1,3120.375216,88.6,5.46,16.22710623,-0.151029061,-0.809,-0.238924985,-0.161864746,0.277294415,0,0,0
2010-12-31,germany,DM,2.963,1,3985.637836,103.33,7.43,13.90713324,0.277294415,-0.424,-0.125184529,-0.085311871,0.142140756,0,0,0
2011-06-30,germany,DM,3.025,1.25,4552.159412,106.59,9.07,11.75192944,0.142140756,0.448,0.173845557,0.090651558,-0.282780532,0.25,0.25,0.111111111
2011-12-31,germany,DM,1.829,,3264.897351,85.37,8.35,10.2239521,-0.282780532,-1.134,-0.382720216,-0.231593996,0.058851749,,,
2012-06-30,germany,DM,1.583,,3457.042269,89.87,6.75,13.31407407,0.058851749,-1.442,-0.476694215,-0.297258297,0.236260212,,,
2012-12-31,germany,DM,1.316,0.75,4273.803808,106.92,7.44,14.37096774,0.236260212,-0.513,-0.280481137,-0.106542056,0.028899765,,,
2013-06-30,germany,DM,1.728,,4397.315735,108.9,7.79,13.97946085,0.028899765,0.145,0.091598231,0.030341076,0.276771816,,,
2013-12-31,germany,DM,1.929,0.25,5614.368798,131.16,7.13,18.39551192,0.276771816,0.613,0.465805471,0.130425532,0.013068278,-0.5,-0.666666667,-0.25
2014-06-30,germany,DM,1.245,0.15,5687.738928,131.03,7.12,18.40308989,0.013068278,-0.483,-0.279513889,-0.104522831,-0.115143545,,,
2014-12-31,germany,DM,0.541,0.05,5032.832506,131.17,7.55,17.37350993,-0.115143545,-1.388,-0.719543805,-0.301903208,0.02231057,-0.2,-0.8,-0.1
2015-06-30,germany,DM,0.764,0.05,5145.117867,142.89,8.02,17.81670823,0.02231057,-0.481,-0.386345382,-0.105159598,-0.04028157,-0.1,-0.666666667,-0.05
2015-12-31,germany,DM,0.629,0.05,4937.864439,140.65,6.36,22.11477987,-0.04028157,0.088,0.162661738,0.019372592,-0.079356725,0,0,0
2016-06-30,germany,DM,-0.13,0,4546.011689,123.79,5.59,22.14490161,-0.079356725,-0.894,-1.170157068,-0.198182221,0.11607415,-0.05,-1,-0.025
2016-12-31,germany,DM,0.208,,5073.68613,145.46,7.85,18.52993631,0.11607415,-0.421,-0.669316375,-0.095367539,0.153226008,,,
2017-06-30,germany,DM,0.466,0,5851.106802,152.07,7.67,19.82659713,0.153226008,0.596,-4.584615385,0.138026864,,0,,0
2013-12-31,greece,EM,8.268,0.25,,18,2.4,7.5,,,,,,,,
2014-06-30,greece,EM,5.905,0.15,,19.03,-5.91,-3.219966159,,,,,,,,
2014-12-31,greece,EM,9.416,0.05,,12.25,-2.39,-5.125523013,,1.148,0.138848573,0.138848573,,-0.2,-0.8,-1.333333333
2015-06-30,greece,EM,15.424,0.05,,9.73,-2.77,-3.512635379,,9.519,1.612023709,1.076566388,,-0.1,-0.666666667,-1
2015-12-31,greece,EM,8.285,0.05,,5.17,-13.77,-0.375453885,,-1.131,-0.120114698,-0.136511768,,0,0,0
2016-06-30,greece,EM,8.293,0,,3.79,2.29,1.655021834,,-7.131,-0.462331432,-0.860296779,,-0.05,-1,-1
2016-12-31,greece,EM,7.107,,,4.62,-0.03,-154,,-1.178,-0.142184671,-0.142184671,,,,
2017-06-30,greece,EM,5.424,0,,5.47,0.18,30.38888889,,-2.869,-0.345954419,-0.346644113,,0,,0
1998-06-30,hong kong,DM,9.999,,9726.115,4246.52,360.98,11.76386503,,,,,0.314603416,,,
1998-12-31,hong kong,DM,9.942,6.25,12785.984,5444.3,289.83,18.78445986,0.314603416,,,,0.314578839,,,
1999-06-30,hong kong,DM,7.67,6.25,16808.184,7051.5,332.94,21.1794918,0.314578839,-2.329,-0.232923292,-0.2342587,0.213494153,,,
1999-12-31,hong kong,DM,7.714,7,20396.633,8459.09,332.55,25.43704706,0.213494153,-2.228,-0.224099779,-0.252378795,-0.130518846,0.75,0.12,0.12
2000-06-30,hong kong,DM,7.487,8,17734.488,7275.89,966.12,7.531041693,-0.130518846,-0.183,-0.023859192,-0.023723101,-0.019435238,1.75,0.28,0.264150943
2000-12-31,hong kong,DM,6.446,,17389.814,7046.66,1000.11,7.045884953,-0.019435238,-1.268,-0.164376458,-0.164846594,-0.15829784,,,
2001-06-30,hong kong,DM,6.384,,14637.044,5826.92,-211.04,-27.61050038,-0.15829784,-1.103,-0.147322025,-0.14380704,-0.033076351,,,
2001-12-31,hong kong,DM,6.211,3.25,14152.904,5551.11,279.77,19.84169139,-0.033076351,-0.235,-0.036456717,-0.031008775,-0.04664442,,,
2002-06-30,hong kong,DM,5.381,,13492.75,5192.85,323.41,16.0565536,-0.04664442,-1.003,-0.157111529,-0.13396554,-0.13763762,,,
2002-12-31,hong kong,DM,4.339,2.75,11635.64,4406.13,329.9,13.35595635,-0.13763762,-1.872,-0.301400741,-0.268714563,0.034758,-0.5,-0.153846154,-0.08
2003-06-30,hong kong,DM,3.933,2.5,12040.07157,4434.01,285.47,15.53231513,0.034758,-1.448,-0.269094964,-0.224635433,0.33462711,,,
2003-12-31,hong kong,DM,4.385,2.5,16069.00593,5810.75,294.84,19.70814679,0.33462711,0.046,0.010601521,0.007170694,0.017271167,-0.25,-0.090909091,-0.052631579
2004-06-30,hong kong,DM,4.614,2.5,16346.53642,5817.83,411.36,14.14291618,0.017271167,0.681,0.173150267,0.106672932,0.22854396,0,0,0
2004-12-31,hong kong,DM,3.547,3.75,20082.43859,7026.85,509.32,13.79653263,0.22854396,-0.838,-0.191106043,-0.133068678,0.035231131,1.25,0.5,0.357142857
2005-06-30,hong kong,DM,3.562,4.5,20789.96561,7128.28,623.34,11.43562101,0.035231131,-1.052,-0.228001734,-0.169376912,0.04711505,2,0.8,0.533333333
2005-12-31,hong kong,DM,4.192,,21769.48588,7345.53,623.59,11.77942238,0.04711505,0.645,0.181843812,0.111283644,0.070226946,,,
2006-06-30,hong kong,DM,4.856,6.75,23298.29039,7732.07,690.01,11.20573615,0.070226946,1.294,0.363279057,0.240475748,0.217973285,2.25,0.5,0.545454545
2006-12-31,hong kong,DM,3.745,,28376.69527,9303.34,692.42,13.43597816,0.217973285,-0.447,-0.106631679,-0.087330273,0.063361926,,,
2007-06-30,hong kong,DM,4.786,,30174.69733,9787.51,713.16,13.72414325,0.063361926,-0.07,-0.014415157,-0.014415157,0.327896249,,,
2007-12-31,hong kong,DM,3.47,5.75,40068.86739,12823.19,993.58,12.90604682,0.327896249,-0.275,-0.073431242,-0.057042107,-0.220758955,,,
2008-06-30,hong kong,DM,3.495,3.5,31223.30611,9828.25,937.4,10.48458502,-0.220758955,-1.291,-0.26974509,-0.26974509,-0.373876784,,,
2008-12-31,hong kong,DM,1.197,0.5,19549.63682,6006.32,523.27,11.4784337,-0.373876784,-2.273,-0.655043228,-0.483617021,0.351412974,-5.25,-0.913043478,-1.4
2009-06-30,hong kong,DM,2.651,0.5,26419.63285,7961.92,378.5,21.03545575,0.351412974,-0.844,-0.24148784,-0.182921543,0.185071791,-3,-0.857142857,-0.827586207
2009-12-31,hong kong,DM,2.599,0.5,31309.16162,9326.7,741.24,12.58256435,0.185071791,1.402,1.171261487,0.311590177,-0.035368103,0,0,0
2010-06-30,hong kong,DM,2.305,0.5,30201.81597,8876.88,916.67,9.683833877,-0.035368103,-0.346,-0.130516786,-0.078905359,0.277522802,0,0,0
2010-12-31,hong kong,DM,2.868,0.5,38583.50857,11189.93,988.37,11.32160021,0.277522802,0.269,0.103501347,0.061668959,-0.013617993,0,0,0
2011-06-30,hong kong,DM,2.33,0.5,38058.07863,10886.2,1227.15,8.871124149,-0.013617993,0.025,0.010845987,0.005761696,-0.148629615,0,0,0
2011-12-31,hong kong,DM,1.51,,32401.52108,9123.49,1206.72,7.560569146,-0.148629615,-1.358,-0.473500697,-0.318368304,0.078755136,,,
2012-06-30,hong kong,DM,0.985,,34953.30728,9640.57,1089.23,8.850812042,0.078755136,-1.345,-0.577253219,-0.320849237,0.189096373,,,
2012-12-31,hong kong,DM,0.625,0.5,41562.8509,11330.39,942.06,12.0272488,0.189096373,-0.885,-0.586092715,-0.217846154,-0.012824236,,,
2013-06-30,hong kong,DM,2.048,,41029.8391,11005.85,1115.2,9.868947274,-0.012824236,1.063,1.079187817,0.270277142,0.125372664,,,
2013-12-31,hong kong,DM,2.334,0.5,46173.85933,12252.28,995.16,12.31186945,0.125372664,1.709,2.7344,0.445168013,0.046178885,0,0,0
2014-06-30,hong kong,DM,2.039,0.5,48306.11668,12570.59,987.53,12.72932468,0.046178885,-0.009,-0.004394531,-0.002403204,0.004359991,,,
2014-12-31,hong kong,DM,1.896,0.5,48516.73093,12502.01,1208.45,10.34549216,0.004359991,-0.438,-0.187660668,-0.119885042,0.118991413,0,0,0
2015-06-30,hong kong,DM,1.795,0.5,54289.80528,13755.63,1398.89,9.83324636,0.118991413,-0.244,-0.119666503,-0.068500842,-0.111179732,0,0,0
2015-12-31,hong kong,DM,1.579,0.75,48253.87925,12080.11,987.76,12.22980279,-0.111179732,-0.317,-0.167194093,-0.089182726,0.003808733,0.25,0.5,0.1
2016-06-30,hong kong,DM,1.022,0.75,48437.66541,11880.32,866.73,13.70705987,0.003808733,-0.773,-0.430640669,-0.217930646,0.018772325,0.25,0.5,0.1
2016-12-31,hong kong,DM,1.974,,49346.95303,11956.22,907.17,13.17969069,0.018772325,0.395,0.250158328,0.112184039,0.21555463,,,
2017-06-30,hong kong,DM,1.489,1.5,59983.91725,14360.59,988.05,14.53427458,0.21555463,0.467,0.456947162,0.133619456,,0.75,1,0.375
1998-12-31,india,EM,12.215,,,110.78,8.9,12.44719101,,,,,,,,
1999-06-30,india,EM,11.701,,,153.14,7.91,19.36030341,,,,,,,,
1999-12-31,india,EM,11.222,,,209.49,9.16,22.87008734,,-0.993,-0.081293492,-0.084864541,,,,
2000-06-30,india,EM,11.02,,,205.69,10.21,20.14593536,,-0.681,-0.058200154,-0.059416307,,,,
2000-12-31,india,EM,10.946,,100,173.43,10.32,16.80523256,,-0.276,-0.024594546,-0.024594546,-0.16863,,,
2001-06-30,india,EM,9.57,,83.137,144.25,10.63,13.57008467,-0.16863,-1.45,-0.131578947,-0.130383958,-0.035315203,,,
2001-12-31,india,EM,7.94,8.5,80.201,141.22,9.63,14.66458982,-0.035315203,-3.006,-0.274620866,-0.27277677,-0.008703133,,,
2002-06-30,india,EM,7.385,,79.503,141.04,10.16,13.88188976,-0.008703133,-2.185,-0.228317659,-0.198943822,0.088449492,,,
2002-12-31,india,EM,6.07,5.5,86.535,148.75,9.49,15.6743941,0.088449492,-1.87,-0.235516373,-0.170838663,0.063578818,-3,-0.352941176,-0.428571429
2003-06-30,india,EM,5.732,5,92.036793,151.91,12.37,12.28051738,0.063578818,-1.653,-0.223832092,-0.161142523,0.676863545,,,
2003-12-31,india,EM,5.132,5,154.333143,246.17,12.39,19.86844229,0.676863545,-0.938,-0.154530478,-0.098014629,-0.179600774,-0.5,-0.090909091,-0.095238095
2004-06-30,india,EM,5.846,5,126.614791,201.63,16.62,12.13176895,-0.179600774,0.114,0.019888346,0.013021131,0.451800485,0,0,0
2004-12-31,india,EM,6.554,5,183.819415,273.14,15.86,17.22194199,0.451800485,1.422,0.277084957,0.179093199,0.093083481,0,0,0
2005-06-30,india,EM,6.896,5,200.929966,296.25,19.19,15.43772798,0.093083481,1.05,0.17960999,0.137030995,0.258556745,0,0,0
2005-12-31,india,EM,7.114,,252.881764,382.87,19.98,19.16266266,0.258556745,0.56,0.085444004,0.075829384,0.099429202,,,
2006-06-30,india,EM,8.107,6.5,278.025596,427.45,23.48,18.2048552,0.099429202,1.211,0.175609049,0.158042414,0.373475883,1.5,0.3,0.3
2006-12-31,india,EM,7.611,,381.861451,560.78,24.15,23.22070393,0.373475883,0.497,0.069862243,0.065300223,0.167879255,,,
2007-06-30,india,EM,8.153,,445.968067,598.57,29.44,20.33186141,0.167879255,0.046,0.005674109,0.005916018,0.482266837,,,
2007-12-31,india,EM,7.793,7.75,661.043676,855.12,31.18,27.42527261,0.482266837,0.182,0.023912758,0.023354292,-0.413753661,,,
2008-06-30,india,EM,8.699,8.5,387.534435,544.61,35.3,15.42804533,-0.413753661,0.546,0.066969214,0.06940825,-0.396728616,,,
2008-12-31,india,EM,5.262,6.5,233.788435,369.22,32.95,11.20546282,-0.396728616,-2.531,-0.324778648,-0.324778648,0.574495004,-1.25,-0.161290323,-0.227272727
2009-06-30,india,EM,7.012,4.75,368.098723,568.95,27.25,20.87889908,0.574495004,-1.687,-0.193930337,-0.219034017,0.288091252,-3.75,-0.441176471,-0.714285714
2009-12-31,india,EM,7.589,4.75,474.144745,707.1,22.55,31.35698448,0.288091252,2.327,0.44222729,0.30574169,0.025059892,-1.75,-0.269230769,-0.35
2010-06-30,india,EM,7.546,5.25,486.026761,718.27,38.2,18.80287958,0.025059892,0.534,0.076155163,0.070263158,0.17992815,0.5,0.105263158,0.097560976
2010-12-31,india,EM,7.919,6.25,573.476657,811.34,45.4,17.87092511,0.17992815,0.33,0.04348399,0.043358297,-0.084776448,1.5,0.315789474,0.285714286
2011-06-30,india,EM,8.33,7.5,524.859343,736.94,45.84,16.07635253,-0.084776448,0.784,0.103896104,0.101791742,-0.313452,2.25,0.428571429,0.418604651
2011-12-31,india,EM,8.567,,360.341132,597.68,42.12,14.18993352,-0.313452,0.648,0.081828514,0.083151546,0.086036301,,,
2012-06-30,india,EM,8.183,,391.34355,675.8,45.71,14.78451105,0.086036301,-0.147,-0.017647059,-0.018711813,0.159884812,,,
2012-12-31,india,EM,8.05,8,453.91344,764.22,46.01,16.60986742,0.159884812,-0.517,-0.060347846,-0.065286021,-0.080129211,,,
2013-06-30,india,EM,7.463,,417.541714,756.18,46.93,16.11293416,-0.080129211,-0.72,-0.087987291,-0.091649695,0.045452972,,,
2013-12-31,india,EM,8.825,7.75,436.520226,817.17,47.42,17.23260228,0.045452972,0.775,0.096273292,0.097865892,0.218633093,-0.25,-0.03125,-0.042553191
2014-06-30,india,EM,8.748,8,531.957993,960.98,54.32,17.69108984,0.218633093,1.285,0.172182768,0.162053093,0.0164596,,,
2014-12-31,india,EM,7.857,8,540.713809,1016.3,54.03,18.80992041,0.0164596,-0.968,-0.109688385,-0.122237656,0.01588119,0.25,0.032258065,0.039215686
2015-06-30,india,EM,7.86,7.25,549.300988,1034.34,44.01,23.50238582,0.01588119,-0.888,-0.101508916,-0.112554661,-0.075915472,-0.75,-0.09375,-0.115384615
2015-12-31,india,EM,7.761,6.75,507.600544,986.11,43.9,22.46264237,-0.075915472,-0.096,-0.012218404,-0.01221374,0.011339458,-1.25,-0.15625,-0.192307692
2016-06-30,india,EM,7.45,6.5,513.356459,1009.11,45.45,22.20264026,0.011339458,-0.41,-0.05216285,-0.052172807,-0.025377513,-0.75,-0.103448276,-0.115384615
2016-12-31,india,EM,6.515,,500.328749,983.2,46.65,21.07609861,-0.025377513,-1.246,-0.160546321,-0.158584702,0.205262035,,,
2017-06-30,india,EM,6.511,6.25,603.027246,1119.85,52.44,21.35488177,0.205262035,-0.939,-0.126040268,-0.12,,-0.25,-0.038461538,-0.038461538
2003-12-31,indonesia,EM,11.92,,227.989141,831.11,83.93,9.902418682,,,,,0.009196021,,,
2004-06-30,indonesia,EM,12.4,,230.085734,927.26,96.25,9.63387013,0.009196021,,,,0.492713373,,,
2004-12-31,indonesia,EM,10.421,,343.452052,1323.97,106.37,12.44683651,0.492713373,-1.499,-0.125755034,-0.125755034,0.102001953,,,
2005-06-30,indonesia,EM,11.186,,378.484832,1518.66,135.29,11.2252199,0.102001953,-1.214,-0.097903226,-0.105080931,0.044590212,,,
2005-12-31,indonesia,EM,13.624,,395.361551,1579.77,127.28,12.41176933,0.044590212,3.203,0.307360138,0.268708054,0.229434212,,,
2006-06-30,indonesia,EM,12.649,,486.071017,1808.79,123.88,14.60114627,0.229434212,1.463,0.130788486,0.1203125,0.413473359,,,
2006-12-31,indonesia,EM,10.175,,687.048433,2449.02,133.38,18.36122357,0.413473359,-3.449,-0.253156195,-0.289345638,0.132926082,,,
2007-06-30,indonesia,EM,8.961,,778.375089,2757.2,151.22,18.23303796,0.132926082,-3.688,-0.291564551,-0.319224444,0.360848672,,,
2007-12-31,indonesia,EM,10.018,,1059.250706,3857.1,214.47,17.98433347,0.360848672,-0.157,-0.015429975,-0.014035401,-0.109086451,,,
2008-06-30,indonesia,EM,13.384,,943.700806,3338.07,203.33,16.41700684,-0.109086451,4.423,0.493583305,0.382844283,-0.511501782,,,
2008-12-31,indonesia,EM,11.889,,460.996162,1899.18,215.29,8.821496586,-0.511501782,1.871,0.186763825,0.157372361,0.562540306,,,
2009-06-30,indonesia,EM,11.09,,720.325084,2747.13,192.44,14.27525462,0.562540306,-2.294,-0.171398685,-0.198829902,0.447901163,,,
2009-12-31,indonesia,EM,10.06,,1042.959527,3613.58,201.78,17.90851422,0.447901163,-1.829,-0.153839684,-0.163507956,0.146542456,,,
2010-06-30,indonesia,EM,8.379,,1195.797378,3961.28,241.72,16.38788681,0.146542456,-2.711,-0.244454463,-0.24340097,0.16811879,,,
2010-12-31,indonesia,EM,7.606,,1396.833386,4546.52,244.18,18.61954296,0.16811879,-2.454,-0.243936382,-0.221280433,0.127245392,,,
2011-06-30,indonesia,EM,7.549,,1574.573998,4823.57,306.78,15.72322185,0.127245392,-0.83,-0.099057167,-0.07716982,-0.059643572,,,
2011-12-31,indonesia,EM,6.027,,1480.66078,4760.1,317.95,14.97122189,-0.059643572,-1.579,-0.207599264,-0.151520967,-0.035873224,,,
2012-06-30,indonesia,EM,6.153,,1427.544704,4675.26,320.45,14.58967078,-0.035873224,-1.396,-0.184925156,-0.135560303,0.085428937,,,
2012-12-31,indonesia,EM,5.191,,1549.49833,5181.32,324.74,15.95528731,0.085428937,-0.836,-0.138709142,-0.082162162,0.056488206,,,
2013-06-30,indonesia,EM,7.131,,1637.026711,5553.29,315.22,17.617188,0.056488206,0.978,0.158946855,0.096664196,-0.275702395,,,
2013-12-31,indonesia,EM,8.452,,1185.694526,4908.28,341.83,14.35883334,-0.275702395,3.261,0.628202658,0.32415507,0.216665797,,,
2014-06-30,indonesia,EM,8.213,,1442.593976,5725.29,354.76,16.13848799,0.216665797,1.082,0.151731875,0.107779659,0.040457732,,,
2014-12-31,indonesia,EM,7.796,,1500.958056,6200.14,370.43,16.73768323,0.040457732,-0.656,-0.077614766,-0.065482132,-0.120480165,,,
2015-06-30,indonesia,EM,8.329,,1320.122382,5777.04,352.73,16.37807955,-0.120480165,0.116,0.01412395,0.012224037,-0.084296425,,,
2015-12-31,indonesia,EM,8.993,,1208.840785,5454.39,317.55,17.17647615,-0.084296425,1.197,0.153540277,0.133103525,0.157935623,,,
2016-06-30,indonesia,EM,7.453,5.25,1399.759808,5958.81,324.74,18.34947958,0.157935623,-0.876,-0.105174691,-0.097582711,0.010264622,,,
2016-12-31,indonesia,EM,7.973,,1414.127813,6121.65,331.9,18.44426032,0.010264622,-1.02,-0.11342155,-0.113826582,0.160136674,,,
2017-06-30,indonesia,EM,6.829,4.75,1640.581538,6919.51,353.52,19.57317832,0.160136674,-0.624,-0.083724675,-0.071670591,,-0.5,-0.095238095,-0.1
1991-06-30,ireland,DM,9.531,,,,,,,,,,,,,
1991-12-31,ireland,DM,9.245,,,,,,,,,,,,,
1992-06-30,ireland,DM,9.167,,,,,,,-0.364,-0.038191166,-0.039372634,,,,
1992-12-31,ireland,DM,10.193,,,,,,,0.948,0.102541915,0.100979974,,,,
1993-06-30,ireland,DM,7.425,,,,,,,-1.742,-0.190029453,-0.188426176,,,,
1993-12-31,ireland,DM,6.493,,,,,,,-3.7,-0.362994212,-0.401911797,,,,
1994-06-30,ireland,DM,8.815,,,,,,,1.39,0.187205387,0.15163085,,,,
1994-12-31,ireland,DM,8.966,,,,,,,2.473,0.380871708,0.272762367,,,,
1995-06-30,ireland,DM,8.818,,,44.47,0.79,56.29113924,,0.003,0.000340329,0.000334597,,,,
1995-12-31,ireland,DM,7.487,,,47.93,0.75,63.90666667,,-1.479,-0.164956502,-0.166329285,,,,
1996-06-30,ireland,DM,7.622,,,55.33,5.05,10.95643564,,-1.196,-0.135631663,-0.135631663,,,,
1996-12-31,ireland,DM,6.686,,,58.46,4.42,13.22624434,,-0.801,-0.106985441,-0.090852379,,,,
1997-06-30,ireland,DM,6.539,,,67.83,4.46,15.20852018,,-1.083,-0.142088691,-0.122858763,,,,
1997-12-31,ireland,DM,5.556,,396.557,78.66,4.9,16.05306122,,-1.13,-0.169009871,-0.137494677,0.272049163,,,
1998-06-30,ireland,DM,5.056,,504.44,101.41,5.13,19.76803119,0.272049163,-1.483,-0.226793088,-0.194568355,0.063841091,,,
1998-12-31,ireland,DM,4.093,3,536.644,100,5.23,19.12045889,0.063841091,-1.463,-0.263318934,-0.193659408,-0.113522186,,,
1999-06-30,ireland,DM,4.751,2.5,475.723,100.1,5.78,17.3183391,-0.113522186,-0.305,-0.060324367,-0.040737278,-0.014449585,,,
1999-12-31,ireland,DM,5.596,3,468.849,100.72,4.53,22.23399558,-0.014449585,1.503,0.367212314,0.201582618,-0.177940019,0,0,0
2000-06-30,ireland,DM,5.487,4.25,385.422,85.83,5.56,15.43705036,-0.177940019,0.736,0.154914755,0.099124579,0.061566283,1.75,0.7,0.583333333
2000-12-31,ireland,DM,5.081,,409.151,92.13,4.17,22.09352518,0.061566283,-0.515,-0.092030021,-0.072992701,0.028676454,,,
2001-06-30,ireland,DM,5.29,,420.884,104.28,4.57,22.81838074,0.028676454,-0.197,-0.035903044,-0.029464553,-0.055062678,,,
2001-12-31,ireland,DM,5.095,3.25,397.709,93.14,1.46,63.79452055,-0.055062678,0.014,0.002755363,0.002117202,-0.150715724,,,
2002-06-30,ireland,DM,5.169,,337.768,70.22,2.03,34.591133,-0.150715724,-0.121,-0.022873346,-0.018504358,-0.131507425,,,
2002-12-31,ireland,DM,4.3,2.75,293.349,56.84,-0.41,-138.6341463,-0.131507425,-0.795,-0.156035329,-0.122007366,0.193236926,-0.5,-0.153846154,-0.166666667
2003-06-30,ireland,DM,3.846,2,350.034859,60.74,-0.25,-242.96,0.193236926,-1.323,-0.255948926,-0.203757893,0.205406025,,,
2003-12-31,ireland,DM,4.26,2,421.934128,65.93,3.1,21.26774194,0.205406025,-0.04,-0.009302326,-0.006617586,0.137626239,-0.75,-0.272727273,-0.260869565
2004-06-30,ireland,DM,4.48,2,480.003335,76.38,3.57,21.39495798,0.137626239,0.634,0.164846594,0.113295211,0.25764141,0,0,0
2004-12-31,ireland,DM,3.743,2,603.672071,85.15,5.01,16.99600798,0.25764141,-0.517,-0.121361502,-0.092718795,-0.08538092,0,0,0
2005-06-30,ireland,DM,3.156,2,552.129994,85.96,5.75,14.94956522,-0.08538092,-1.324,-0.295535714,-0.238300936,0.068283843,0,0,0
2005-12-31,ireland,DM,3.289,,589.831552,93.47,6.06,15.42409241,0.068283843,-0.454,-0.12129308,-0.082224033,0.150021276,,,
2006-06-30,ireland,DM,4.058,2.75,678.318834,97.86,6.67,14.67166417,0.150021276,0.902,0.285804816,0.164388555,0.276623502,0.75,0.375,0.285714286
2006-12-31,ireland,DM,3.953,,865.957765,120.28,6.92,17.38150289,0.276623502,0.664,0.201885071,0.123225387,0.026043229,,,
2007-06-30,ireland,DM,3.908,,888.510101,118.96,8.36,14.22966507,0.026043229,-0.15,-0.036964022,-0.028355388,-0.221171068,,,
