Date,Country,Development,BondYield,CBPR,TotalPrices,Prices,Earnings,PE,Returns6M_Concurrent,BondYield_T_Difference,BondYield_T_PercentChange,BondYield_T_PercentChangeMedian,Returns6M_Subsequent,CBPR_T_Difference,CBPR_T_PercentChange,CBPR_T_PercentChangeMedian
2013-06-30,mexico,EM,5.918,,582.989593,6656.8,312.94,21.27180929,-0.057785392,0.47,0.086270191,0.058071292,0.063591084,,,
2013-12-31,mexico,EM,6.447,3.5,620.062533,6976.54,315.39,22.12035892,0.063591084,1.069,0.198772778,0.133524856,0.012564273,-1,-0.222222222,-0.222222222
2014-06-30,mexico,EM,5.689,3,627.853168,7036.34,288.72,24.37080909,0.012564273,-0.229,-0.038695505,-0.028685958,-0.104591244,,,
2014-12-31,mexico,EM,5.844,3,562.185224,6262.81,291.99,21.448714,-0.104591244,-0.603,-0.093531875,-0.075753769,-0.016163274,-0.5,-0.142857143,-0.111111111
2015-06-30,mexico,EM,6.062,3,553.09847,6118.68,238.52,25.6526916,-0.016163274,0.373,0.065565126,0.047042502,-0.13001448,0,0,0
2015-12-31,mexico,EM,6.277,3.25,481.18766,5262.19,231.91,22.69065586,-0.13001448,0.433,0.074093087,0.054824006,0.008799935,0.25,0.083333333,0.055555556
2016-06-30,mexico,EM,5.901,4.25,485.42208,5268.51,233.78,22.53618787,0.008799935,-0.161,-0.026558891,-0.020644996,-0.099489718,1.25,0.416666667,0.277777778
2016-12-31,mexico,EM,7.436,,437.127574,4696.83,253.59,18.52135337,-0.099489718,1.159,0.184642345,0.150539031,0.243657063,,,
2017-06-30,mexico,EM,6.798,7,543.636795,5770.65,269.34,21.42515037,0.243657063,0.897,0.152008134,0.118533201,,2.75,0.647058824,0.611111111
1990-12-31,netherlands,DM,9.182,,,,,,,,,,,,,
1991-06-30,netherlands,DM,8.759,,,,,,,,,,,,,
1991-12-31,netherlands,DM,8.601,,,,,,,-0.581,-0.063275975,-0.066331773,,,,
1992-06-30,netherlands,DM,8.319,,,,,,,-0.44,-0.050234045,-0.050691244,,,,
1992-12-31,netherlands,DM,7.233,,,,,,,-1.368,-0.159051273,-0.159051273,,,,
1993-06-30,netherlands,DM,6.442,,,,,,,-1.877,-0.22562808,-0.221867612,,,,
1993-12-31,netherlands,DM,5.511,,,,,,,-1.722,-0.238075487,-0.206996033,,,,
1994-06-30,netherlands,DM,7.088,,,,,,,0.646,0.100279416,0.083076132,,,,
1994-12-31,netherlands,DM,7.777,,,,,,,2.266,0.411177645,0.291371994,,,,
1995-06-30,netherlands,DM,7.037,,,41.32,3.28,12.59756098,,-0.051,-0.00719526,-0.00679547,,,,
1995-12-31,netherlands,DM,6.028,,,46.57,3.3,14.11212121,,-1.749,-0.224893918,-0.241808378,,,,
1996-06-30,netherlands,DM,6.436,,,54.62,3.48,15.6954023,,-0.601,-0.085405713,-0.083932686,,,,
1996-12-31,netherlands,DM,5.674,,,62.58,3.48,17.98275862,,-0.354,-0.058725946,-0.049943567,,,,
1997-06-30,netherlands,DM,5.611,,,84.28,3.79,22.23746702,,-0.825,-0.128185208,-0.116814159,,,,
1997-12-31,netherlands,DM,5.308,,5416.794,89.18,3.99,22.35087719,,-0.366,-0.064504759,-0.0520108,0.228229466,,,
1998-06-30,netherlands,DM,4.827,,6653.066,109.04,5.7,19.12982456,0.228229466,-0.784,-0.139725539,-0.116329105,0.003302538,,,
1998-12-31,netherlands,DM,3.963,3,6675.038,100,5.57,17.95332136,0.003302538,-1.345,-0.253391108,-0.208786091,-0.066545988,,,
1999-06-30,netherlands,DM,4.676,2.5,6230.841,105.44,4.8,21.96666667,-0.066545988,-0.151,-0.03128237,-0.023450846,0.145044144,,,
1999-12-31,netherlands,DM,5.492,3,7134.588,123.3,4.89,25.21472393,0.145044144,1.529,0.385818824,0.237569919,0.010324352,0,0,0
2000-06-30,netherlands,DM,5.36,4.25,7208.248,129.38,6.58,19.66261398,0.010324352,0.684,0.146278871,0.109756098,-0.050674033,1.75,0.7,0.583333333
2000-12-31,netherlands,DM,4.987,,6842.977,124.51,8.06,15.44789082,-0.050674033,-0.505,-0.09195193,-0.083775713,-0.151675945,,,
2001-06-30,netherlands,DM,5.259,,5805.062,115.82,9.46,12.24312896,-0.151675945,-0.101,-0.018843284,-0.017262006,-0.081719885,,,
2001-12-31,netherlands,DM,5.108,3.25,5330.673,100.4,5.34,18.80149813,-0.081719885,0.121,0.024263084,0.021325344,0.015864789,,,
2002-06-30,netherlands,DM,5.081,,5415.243,90.92,1.11,81.90990991,0.015864789,-0.178,-0.033846739,-0.0315463,-0.220701269,,,
2002-12-31,netherlands,DM,4.229,2.75,4220.092,66,0.9,73.33333333,-0.220701269,-0.879,-0.172083007,-0.156656567,0.016893131,-0.5,-0.153846154,-0.166666667
2003-06-30,netherlands,DM,3.873,2,4291.382567,60.29,3.35,17.99701493,0.016893131,-1.208,-0.237748475,-0.217227117,0.259580215,,,
2003-12-31,netherlands,DM,4.292,2,5405.340576,68.39,4.59,14.89978214,0.259580215,0.063,0.014897139,0.011431682,-0.006718008,-0.75,-0.272727273,-0.260869565
2004-06-30,netherlands,DM,4.375,2,5369.027453,69.24,4.92,14.07317073,-0.006718008,0.502,0.129615285,0.091247841,0.129975393,0,0,0
2004-12-31,netherlands,DM,3.661,2,6066.868906,69.26,6.06,11.4290429,0.129975393,-0.631,-0.147017707,-0.114894392,0.023758155,0,0,0
2005-06-30,netherlands,DM,3.165,2,6211.006517,78.07,6.72,11.61755952,0.023758155,-1.21,-0.276571429,-0.223000369,0.112098486,0,0,0
2005-12-31,netherlands,DM,3.293,,6907.250945,88.28,6.4,13.79375,0.112098486,-0.368,-0.100518984,-0.068656716,0.107200165,,,
2006-06-30,netherlands,DM,4.048,2.75,7647.709383,88.89,8.12,10.94704433,0.107200165,0.883,0.278988942,0.165541807,0.186610652,0.75,0.375,0.285714286
2006-12-31,netherlands,DM,3.973,,9074.853415,101.26,9.19,11.01849837,0.186610652,0.68,0.206498633,0.128108515,0.165983251,,,
2007-06-30,netherlands,DM,4.607,,10581.12709,113.48,9.28,12.22844828,0.165983251,0.559,0.138092885,0.105801079,0.03423879,,,
2007-12-31,netherlands,DM,4.407,4,10943.41207,107.33,10.46,10.26099426,0.03423879,0.434,0.109237352,0.082525195,-0.148131773,,,
2008-06-30,netherlands,DM,4.811,4,9322.345044,82.92,9.42,8.802547771,-0.148131773,0.204,0.044280443,0.039355648,-0.392143339,,,
2008-12-31,netherlands,DM,3.546,2.5,5666.649533,56.34,2.62,21.50381679,-0.392143339,-0.861,-0.195371001,-0.168559123,0.045058335,-1.5,-0.375,-0.545454545
2009-06-30,netherlands,DM,3.799,1,5921.979324,56.91,0.51,111.5882353,0.045058335,-1.012,-0.210351278,-0.198645598,0.361191352,-3,-0.75,-1.142857143
2009-12-31,netherlands,DM,3.555,1,8060.947045,75.26,2.14,35.1682243,0.361191352,0.009,0.002538071,0.001771305,-0.140822927,-1.5,-0.6,-0.6
2010-06-30,netherlands,DM,2.808,1,6925.780889,74.47,4.45,16.73483146,-0.140822927,-0.991,-0.260858121,-0.196861343,0.18418085,0,0,0
2010-12-31,netherlands,DM,3.154,1,8201.377103,79.98,6.65,12.02706767,0.18418085,-0.401,-0.112798875,-0.080409064,0.055353418,0,0,0
2011-06-30,netherlands,DM,3.343,1.25,8655.351357,76.71,6.83,11.23133236,0.055353418,0.535,0.190527066,0.109027919,-0.167278591,0.25,0.25,0.111111111
2011-12-31,netherlands,DM,2.188,,7207.496374,70.78,5.33,13.27954972,-0.167278591,-0.966,-0.306277743,-0.200124301,0.009556016,,,
2012-06-30,netherlands,DM,2.103,,7276.371328,71.46,4.24,16.85377358,0.009556016,-1.24,-0.370924319,-0.257314796,0.194520811,,,
2012-12-31,netherlands,DM,1.499,0.75,8691.776979,81.65,3.46,23.5982659,0.194520811,-0.689,-0.314899452,-0.143213469,0.053050624,,,
2013-06-30,netherlands,DM,2.122,,9152.881171,85.81,3.5,24.51714286,0.053050624,0.019,0.009034712,0.004005481,0.246871746,,,
2013-12-31,netherlands,DM,2.234,0.25,11412.46892,100.39,5.32,18.87030075,0.246871746,0.735,0.490326885,0.157185629,0.015627433,-0.5,-0.666666667,-0.25
2014-06-30,netherlands,DM,1.479,0.15,11590.81652,101.53,5.2,19.525,0.015627433,-0.643,-0.303016023,-0.138532802,-0.049460892,,,
2014-12-31,netherlands,DM,0.685,0.05,11017.52439,108.64,5.08,21.38582677,-0.049460892,-1.549,-0.693375112,-0.33622748,0.07854273,-0.2,-0.8,-0.1
2015-06-30,netherlands,DM,1.035,0.05,11882.87083,125.57,5.33,23.55909944,0.07854273,-0.444,-0.30020284,-0.098513424,-0.060421621,-0.1,-0.666666667,-0.05
2015-12-31,netherlands,DM,0.793,0.05,11164.88852,120.08,5.63,21.3285968,-0.060421621,0.108,0.157664234,0.024506467,-0.018772725,0,0,0
2016-06-30,netherlands,DM,0.086,0,10955.29314,113.21,5.13,22.06822612,-0.018772725,-0.949,-0.916908213,-0.21612389,0.068221008,-0.05,-1,-0.025
2016-12-31,netherlands,DM,0.357,,11702.67427,126.41,5.52,22.90036232,0.068221008,-0.436,-0.549810845,-0.099657143,0.200154547,,,
2017-06-30,netherlands,DM,0.656,0,14045.01774,138.25,6.47,21.36785162,0.200154547,0.57,6.627906977,0.131533403,,0,,0
1989-06-30,new zealand,DM,13.03,,,,,,,,,,,,,
1989-12-31,new zealand,DM,12.52,,,,,,,,,,,,,
1990-06-30,new zealand,DM,12.12,,,,,,,-0.91,-0.069838833,-0.072683706,,,,
1990-12-31,new zealand,DM,12.26,,,,,,,-0.26,-0.020766773,-0.020984665,,,,
1991-06-30,new zealand,DM,9.74,,,,,,,-2.38,-0.196369637,-0.194127243,,,,
1991-12-31,new zealand,DM,8.96,,,,,,,-3.3,-0.269168026,-0.2707137,,,,
1992-06-30,new zealand,DM,8.42,,,,,,,-1.32,-0.135523614,-0.108910891,,,,
1992-12-31,new zealand,DM,7.7,,,,,,,-1.26,-0.140625,-0.115279048,,,,
1993-06-30,new zealand,DM,7.21,,,,,,,-1.21,-0.143705463,-0.124229979,,,,
1993-12-31,new zealand,DM,5.835,,,,,,,-1.865,-0.242207792,-0.199465241,,,,
1994-06-30,new zealand,DM,7.685,,,,,,,0.475,0.065880721,0.053013393,,,,
1994-12-31,new zealand,DM,8.49,,,,,,,2.655,0.455012853,0.304297994,,,,
1995-06-30,new zealand,DM,7.63,,,109.61,7.69,14.25357607,,-0.055,-0.007156799,-0.00647821,,,,
1995-12-31,new zealand,DM,7.23,,,115.02,7.81,14.72727273,,-1.26,-0.148409894,-0.149024246,,,,
1996-06-30,new zealand,DM,8.7,,,109.82,7.31,15.02325581,,1.07,0.140235911,0.126030624,,,,
1996-12-31,new zealand,DM,7.2,,,120.81,7.42,16.28167116,,-0.03,-0.004149378,-0.003548196,,,,
1997-06-30,new zealand,DM,6.95,,,130.92,4.82,27.16182573,,-1.75,-0.201149425,-0.20783848,,,,
1997-12-31,new zealand,DM,7.035,,155.059,122.39,5.08,24.09251969,,-0.165,-0.022916667,-0.020471464,-0.211822597,,,
1998-06-30,new zealand,DM,6.315,,122.214,106.16,5.23,20.29827916,-0.211822597,-0.635,-0.091366906,-0.082467532,-0.018287594,,,
1998-12-31,new zealand,DM,5.465,,119.979,100.59,5.02,20.03784861,-0.018287594,-1.57,-0.223169865,-0.204094898,0.071770893,,,
1999-06-30,new zealand,DM,6.505,4.5,128.59,105.93,4.05,26.15555556,0.071770893,0.19,0.030087094,0.024723487,0.053378956,,,
1999-12-31,new zealand,DM,7.316,5,135.454,111.77,4.32,25.87268519,0.053378956,1.851,0.338700823,0.2417238,-0.166506711,,,
2000-06-30,new zealand,DM,6.791,6.5,112.9,101.16,4.31,23.47099768,-0.166506711,0.286,0.04396618,0.037483617,-0.202710363,2,0.444444444,0.4
2000-12-31,new zealand,DM,6.029,,90.014,83.91,4.66,18.00643777,-0.202710363,-1.287,-0.175915801,-0.172219992,0.050114427,,,
2001-06-30,new zealand,DM,6.759,,94.525,95.73,0,#N/A,0.050114427,-0.032,-0.004712119,-0.004373975,0.032425284,,,
2001-12-31,new zealand,DM,6.815,4.75,97.59,94.18,-27.29,-3.451080982,0.032425284,0.786,0.130369879,0.108070947,0.172814838,,,
2002-06-30,new zealand,DM,6.66,,114.455,93.23,-5.57,-16.73788151,0.172814838,-0.099,-0.014647137,-0.013692946,0.059350837,,,
2002-12-31,new zealand,DM,6.085,5.75,121.248,89.99,0.22,409.0454545,0.059350837,-0.73,-0.107116654,-0.101108033,0.284871594,1,0.210526316,0.2
2003-06-30,new zealand,DM,5.345,5.25,155.788111,101.39,6.32,16.04272152,0.284871594,-1.315,-0.197447447,-0.182385576,0.209686373,,,
2003-12-31,new zealand,DM,5.93,5,188.454755,107.62,4.41,24.40362812,0.209686373,-0.155,-0.025472473,-0.021512838,0.058070198,-0.75,-0.130434783,-0.15
2004-06-30,new zealand,DM,6.353,5.75,199.39836,115.57,4.82,23.97717842,0.058070198,1.008,0.188587465,0.14,0.277498872,0.5,0.095238095,0.097560976
2004-12-31,new zealand,DM,5.963,6.5,254.73118,126.97,7.35,17.27482993,0.277498872,0.033,0.005564924,0.004636459,-0.000188348,1.5,0.3,0.285714286
2005-06-30,new zealand,DM,5.709,6.75,254.683202,129.05,8.88,14.53265766,-0.000188348,-0.644,-0.101369432,-0.091542289,0.017606077,1,0.173913043,0.181818182
2005-12-31,new zealand,DM,5.7,,259.167174,130.01,8.91,14.59147026,0.017606077,-0.263,-0.044105316,-0.037611727,-0.116317065,,,
2006-06-30,new zealand,DM,5.83,7.25,229.021609,124.45,2.44,51.00409836,-0.116317065,0.121,0.021194605,0.017410072,0.318976102,0.5,0.074074074,0.086956522
2006-12-31,new zealand,DM,5.923,,302.074029,138.15,2.61,52.93103448,0.318976102,0.223,0.039122807,0.032401017,0.141559247,,,
2007-06-30,new zealand,DM,6.71,,344.835401,141.04,7.64,18.46073298,0.141559247,0.88,0.150943396,0.129126926,-0.046034377,,,
2007-12-31,new zealand,DM,6.381,8.25,328.961118,131.68,10.54,12.49335863,-0.046034377,0.458,0.07732568,0.06732324,-0.26940631,,,
2008-06-30,new zealand,DM,6.34,8.25,240.336917,95,8.74,10.86956522,-0.26940631,-0.37,-0.05514158,-0.054483876,-0.367524657,,,
2008-12-31,new zealand,DM,4.627,5,152.007174,75.92,6.98,10.87679083,-0.367524657,-1.754,-0.274878546,-0.258892989,0.19876852,-3.25,-0.393939394,-0.565217391
2009-06-30,new zealand,DM,5.932,2.5,182.221415,79.87,7.26,11.00137741,0.19876852,-0.408,-0.064353312,-0.060363959,0.254654081,-5.75,-0.696969697,-1
2009-12-31,new zealand,DM,5.81,2.5,228.624842,87.19,3.56,24.49157303,0.254654081,1.183,0.255673222,0.175662633,-0.141596231,-2.5,-0.5,-0.454545455
2010-06-30,new zealand,DM,5.336,2.75,196.252426,77.29,3.54,21.83333333,-0.141596231,-0.596,-0.100472016,-0.088822653,0.261830542,0.25,0.1,0.047619048
2010-12-31,new zealand,DM,5.87,3,247.637305,83.8,4.44,18.87387387,0.261830542,0.06,0.010327022,0.008975318,0.159133714,0.5,0.2,0.097560976
2011-06-30,new zealand,DM,5.065,2.5,287.044749,90.12,4.42,20.38914027,0.159133714,-0.271,-0.050787106,-0.040690691,-0.089470625,-0.25,-0.090909091,-0.05
2011-12-31,new zealand,DM,3.814,,261.362676,84.82,4.52,18.76548673,-0.089470625,-2.056,-0.350255537,-0.312343335,0.070763004,,,
2012-06-30,new zealand,DM,3.43,,279.857484,86.11,4.06,21.20935961,0.070763004,-1.635,-0.322803554,-0.251345119,0.207141943,,,
2012-12-31,new zealand,DM,3.515,2.5,337.827707,98.68,4.94,19.9757085,0.207141943,-0.299,-0.078395385,-0.046406953,-0.010127639,,,
2013-06-30,new zealand,DM,4.131,,334.40631,102.03,5.14,19.85019455,-0.010127639,0.701,0.204373178,0.109857389,0.124101564,,,
2013-12-31,new zealand,DM,4.717,2.5,375.906656,105.04,5.23,20.08413002,0.124101564,1.202,0.341963016,0.188785927,0.149752586,0,0,0
2014-06-30,new zealand,DM,4.405,3.25,432.19965,110.64,4.78,23.14644351,0.149752586,0.274,0.066327766,0.04312923,-0.066374216,,,
2014-12-31,new zealand,DM,3.666,3.5,403.512737,113.46,5.99,18.94156928,-0.066374216,-1.051,-0.222811109,-0.165603088,-0.146336493,1,0.4,0.2
2015-06-30,new zealand,DM,3.626,3.25,344.464098,109.71,5.43,20.20441989,-0.146336493,-0.779,-0.176844495,-0.122870662,0.098106872,0,0,0
2015-12-31,new zealand,DM,3.571,2.5,378.258393,115.77,5.15,22.47961165,0.098106872,-0.095,-0.025913803,-0.015013829,0.181222321,-1,-0.285714286,-0.210526316
2016-06-30,new zealand,DM,2.351,2.25,446.807257,128.59,5.7,22.55964912,0.181222321,-1.275,-0.351627137,-0.201900238,0.002087092,-1,-0.307692308,-0.216216216
2016-12-31,new zealand,DM,3.329,,447.739785,128.54,5.87,21.89778535,0.002087092,-0.242,-0.067768132,-0.039032258,0.101577176,,,
2017-06-30,new zealand,DM,2.979,1.75,493.219928,131.87,7.02,18.78490028,0.101577176,0.628,0.267120374,0.103204601,,-0.5,-0.222222222,-0.111111111
2013-12-31,norway,DM,2.964,1.5,8903.250679,2629.11,205.29,12.80680988,,,,,0.122570152,,,
2014-06-30,norway,DM,2.452,1.5,9994.523469,2887.46,284.26,10.15781327,0.122570152,,,,-0.305520995,,,
2014-12-31,norway,DM,1.512,1.25,6940.986713,2429.34,264.09,9.198909463,-0.305520995,-1.452,-0.489878543,-0.592169657,0.05667005,-0.25,-0.166666667,-0.166666667
2015-06-30,norway,DM,1.852,1,7334.33278,2643.45,93.4,28.30246253,0.05667005,-0.6,-0.244698206,-0.278810409,-0.195496329,-0.5,-0.333333333,-0.363636364
2015-12-31,norway,DM,1.477,0.75,5900.497648,2373.17,60.8,39.03240132,-0.195496329,-0.035,-0.023148148,-0.018898488,0.041141782,-0.5,-0.4,-0.4
2016-06-30,norway,DM,1.008,0.5,6143.254637,2278.71,103.87,21.9380957,0.041141782,-0.844,-0.455723542,-0.501783591,0.088304452,-0.5,-0.5,-0.444444444
2016-12-31,norway,DM,1.65,,6685.73137,2523.77,94.05,26.83434343,0.088304452,0.173,0.117129316,0.104848485,0.055950588,,,
2017-06-30,norway,DM,1.649,0.5,7059.80197,2530.61,80.56,31.41273585,0.055950588,0.641,0.635912698,0.388602607,,0,0,0
2007-12-31,peru,EM,6.34,5,1200.011433,1248.7,86.9,14.3693901,,,,,0.077622941,,,
2008-06-30,peru,EM,7,5.75,1293.15985,1320.89,78.38,16.85238581,0.077622941,,,,-0.453147326,,,
2008-12-31,peru,EM,7.58,6.5,707.167922,719.26,57.58,12.4914901,-0.453147326,1.24,0.195583596,0.177142857,0.195945982,1.5,0.3,0.260869565
2009-06-30,peru,EM,5.99,3,845.734635,842.68,49.7,16.95533199,0.195945982,-1.01,-0.144285714,-0.151424288,0.439989234,-2.75,-0.47826087,-0.511627907
2009-12-31,peru,EM,5.87,1.25,1217.848769,1217.73,49.23,24.73552712,0.439989234,-1.71,-0.225593668,-0.269716088,0.04467797,-5.25,-0.807692308,-1.05
2010-06-30,peru,EM,6.23,1.75,1272.25978,1252.7,79.13,15.83091116,0.04467797,0.24,0.040066778,0.038186158,0.461866999,-1.25,-0.416666667,-0.3125
2010-12-31,peru,EM,5.89,3,1859.874586,1817.38,86.76,20.9472107,0.461866999,0.02,0.003407155,0.003210273,-0.264959018,1.75,1.4,0.583333333
2011-06-30,peru,EM,6.76,4.25,1367.084043,1307.11,90.43,14.45438461,-0.264959018,0.53,0.085072231,0.084327765,0.066238868,2.5,1.428571429,0.689655172
2011-12-31,peru,EM,6.76,,1457.638143,1383.19,119.49,11.5757804,0.066238868,0.87,0.14770798,0.137223975,0.087953076,,,
2012-06-30,peru,EM,6.76,,1585.841902,1479.72,122.34,12.09514468,0.087953076,0,0,0,0.104098172,,,
2012-12-31,peru,EM,4.09,4.25,1750.925145,1597.79,114.97,13.89745151,0.104098172,-2.67,-0.394970414,-0.421135647,-0.29985651,,,
2013-06-30,peru,EM,5.51,,1225.898841,1113.32,103.31,10.77649792,-0.29985651,-1.25,-0.184911243,-0.198886237,-0.010237943,,,
2013-12-31,peru,EM,5.55,4,1213.348159,1101.73,50.33,21.89012517,-0.010237943,1.46,0.356968215,0.23434992,0.130615324,-0.25,-0.058823529,-0.060606061
2014-06-30,peru,EM,5.3,4,1371.830022,1235.2,44.91,27.50389668,0.130615324,-0.21,-0.038112523,-0.034369885,-0.026175844,,,
2014-12-31,peru,EM,5.41,3.5,1335.921214,1202.65,54.01,22.26717275,-0.026175844,-0.14,-0.025225225,-0.023372287,-0.051131771,-0.5,-0.125,-0.125
2015-06-30,peru,EM,6.37,3.25,1267.613196,1127.42,64.4,17.50652174,-0.051131771,1.07,0.201886792,0.17512275,-0.276404212,-0.75,-0.1875,-0.1875
2015-12-31,peru,EM,7.31,3.75,917.23957,811.96,54.56,14.88196481,-0.276404212,1.9,0.351201479,0.304975923,0.501342638,0.25,0.071428571,0.064516129
2016-06-30,peru,EM,6.08,4.25,1377.090876,1205.62,59.34,20.31715538,0.501342638,-0.29,-0.045525903,-0.047116166,0.036483382,1,0.307692308,0.25
2016-12-31,peru,EM,6.38,,1427.331809,1248.5,62.54,19.96322354,0.036483382,-0.93,-0.127222982,-0.149277689,0.129712568,,,
2017-06-30,peru,EM,5.54,4,1612.474684,1387.24,64.14,21.62831307,0.129712568,-0.54,-0.088815789,-0.08773355,,-0.25,-0.058823529,-0.0625
1996-06-30,philippines,EM,16.471,,,835.55,36.62,22.81676679,,,,,,,,
1996-12-31,philippines,EM,15.835,10.75,,794.42,43.44,18.28775322,,,,,,,,
1997-06-30,philippines,EM,14.741,15,,699.36,42.33,16.52161588,,-1.73,-0.105033088,-0.109251658,,,,
1997-12-31,philippines,EM,22.221,11,,446.28,39.48,11.30395137,,6.386,0.403283865,0.395344518,,0.25,0.023255814,0.022727273
1998-06-30,philippines,EM,22.93,13.125,,445.72,29.59,15.06319703,,8.189,0.555525405,0.497176856,,-1.875,-0.125,-0.155440415
1999-06-30,philippines,EM,15.786,9.125,,605.91,24.26,24.97568013,,-6.435,-0.289590928,-0.39837801,,-1.875,-0.170454545,-0.170454545
1999-12-31,philippines,EM,17.035,8.75,,519.38,20.42,25.43486778,,-5.895,-0.257086786,-0.357901767,,-4.375,-0.333333333,-0.402298851
2000-06-30,philippines,EM,15.254,10,,355.79,-0.5,-711.58,,-0.532,-0.033700747,-0.032935059,,0.875,0.095890411,0.081395349
2000-12-31,philippines,EM,20.238,,100,352.57,-5.32,-66.27255639,,3.203,0.188024655,0.194462996,-0.04016,,,
2001-06-30,philippines,EM,16.559,,95.984,353.98,3.12,113.4551282,-0.04016,1.305,0.085551331,0.079019074,-0.160526754,,,
2001-12-31,philippines,EM,17.156,7.75,80.576,292.16,-6.53,-44.74119449,-0.160526754,-3.082,-0.152287775,-0.18612235,-0.08583201,,,
2002-06-30,philippines,EM,14.318,,73.66,259.07,10.21,25.374143,-0.08583201,-2.241,-0.135334259,-0.135694823,-0.228387184,,,
2002-12-31,philippines,EM,12.878,7,56.837,210.13,11.84,17.74746622,-0.228387184,-4.278,-0.249358825,-0.259729221,0.231675863,-0.75,-0.096774194,-0.075
2003-06-30,philippines,EM,12.22,7,70.004761,256.99,11.14,23.06912029,0.231675863,-2.098,-0.146528845,-0.129882994,0.149222365,,,
2003-12-31,philippines,EM,12.024,6.75,80.451037,303.72,12.01,25.2889259,0.149222365,-0.854,-0.066314645,-0.053931165,0.088221249,-0.25,-0.035714286,-0.02739726
2004-06-30,philippines,EM,13.025,6.75,87.548528,331.82,23.99,13.8315965,0.088221249,0.805,0.065875614,0.050915531,0.155877584,-0.25,-0.035714286,-0.027972028
2004-12-31,philippines,EM,14.533,6.75,101.195381,381.08,27.2,14.01029412,0.155877584,2.509,0.208666001,0.1589383,0.058551833,0,0,0
2005-06-30,philippines,EM,12.71,7,107.120556,396.82,27.4,14.48248175,0.058551833,-0.315,-0.024184261,-0.020296392,0.1582941,0.25,0.037037037,0.03030303
2005-12-31,philippines,EM,10.061,,124.077108,431.91,28.24,15.29426346,0.1582941,-4.472,-0.30771348,-0.293169005,0.036452405,,,
2006-06-30,philippines,EM,10.692,7.5,128.600017,445.55,33.99,13.10826714,0.036452405,-2.018,-0.15877262,-0.134555759,0.525881346,0.5,0.071428571,0.064516129
2006-12-31,philippines,EM,6.498,,196.228367,620.2,36.95,16.78484438,0.525881346,-3.563,-0.354139748,-0.241706804,0.31256329,,,
2007-06-30,philippines,EM,7.195,,257.562151,761.98,45.44,16.76892606,0.31256329,-3.497,-0.327066966,-0.238915078,0.069654924,,,
2007-12-31,philippines,EM,6.723,5.25,275.502623,721.03,44.52,16.19564241,0.069654924,0.225,0.034626039,0.015482006,-0.380417031,,,
2008-06-30,philippines,EM,9.69,5.25,170.696733,478.47,36.48,13.11595395,-0.380417031,2.495,0.346768589,0.17295761,-0.234226896,,,
2008-12-31,philippines,EM,7.614,5.5,130.714967,383.8,32.77,11.71193164,-0.234226896,0.891,0.13253012,0.062229362,0.3149138,0.25,0.047619048,0.034482759
2009-06-30,philippines,EM,8.774,4.25,171.878914,499.31,28.25,17.67469027,0.3149138,-0.916,-0.094530444,-0.067000695,0.259582604,-1,-0.19047619,-0.142857143
2009-12-31,philippines,EM,8.654,4,216.49569,597.93,30.28,19.74669749,0.259582604,1.04,0.136590491,0.079846449,0.075950907,-1.5,-0.272727273,-0.214285714
2010-06-30,philippines,EM,8.288,4,232.938734,633.81,35.15,18.03157895,0.075950907,-0.486,-0.055390928,-0.037524611,0.244598234,-0.25,-0.058823529,-0.035714286
2010-12-31,philippines,EM,6.326,4,289.915137,738.26,41.49,17.79368523,0.244598234,-2.328,-0.269008551,-0.180773412,-0.002726739,0,0,0
2011-06-30,philippines,EM,6.77,4.5,289.124614,716.43,43.7,16.39427918,-0.002726739,-1.518,-0.183156371,-0.118649367,-0.006178526,0.5,0.125,0.071428571
2011-12-31,philippines,EM,5.355,,287.33825,715.61,42.91,16.67699837,-0.006178526,-0.971,-0.153493519,-0.076396538,0.258643191,,,
2012-06-30,philippines,EM,5.529,,361.656332,853.5,44.42,19.21431787,0.258643191,-1.241,-0.183308715,-0.099558765,0.163468096,,,
2012-12-31,philippines,EM,4.299,3.5,420.775604,963.9,48.34,19.94000827,0.163468096,-1.056,-0.19719888,-0.086415712,0.081675251,,,
2013-06-30,philippines,EM,3.856,,455.142557,1084.43,54.46,19.91241278,0.081675251,-1.673,-0.302586363,-0.138013529,-0.100478046,,,
2013-12-31,philippines,EM,3.73,3.5,409.410722,997.06,53.99,18.46749398,-0.100478046,-0.569,-0.132356362,-0.047322023,0.199189463,0,0,0
2014-06-30,philippines,EM,4.072,3.5,490.961024,1162.98,51.26,22.68786578,0.199189463,0.216,0.056016598,0.019017433,0.047255173,,,
2014-12-31,philippines,EM,3.969,4,514.161472,1243.05,58.34,21.30699349,0.047255173,0.239,0.064075067,0.022353161,0.044504957,0.5,0.142857143,0.074074074
2015-06-30,philippines,EM,4.435,4,537.044206,1297.54,62.28,20.83397559,0.044504957,0.363,0.089145383,0.034982894,-0.107737461,0.5,0.142857143,0.074074074
2015-12-31,philippines,EM,4.519,4,479.184427,1201.97,57.88,20.76658604,-0.107737461,0.55,0.138573948,0.054666534,0.131514049,0,0,0
2016-06-30,philippines,EM,3.698,3,542.203911,1348.38,61.34,21.98206717,0.131514049,-0.737,-0.166178129,-0.074629133,-0.174414784,-1,-0.25,-0.163265306
