"","Date","Americas","Americas","Americas","Asia-Pacific","Asia-Pacific","Asia-Pacific","Europe","Australia","Austria","Belgium","Brazil","Canada","Chile","China","Colombia","Czech Republic","Denmark","EAFE","Egypt","Emerging","Finland","France","Germany","Greece","Hong Kong","Hungary","India","Indonesia","Ireland","Israel","Italy","Japan","Korea, Republic of","Malaysia","Mexico","Netherlands","New Zealand","Norway","Peru","Philippines","Poland","Portugal","Qatar","Russian Federation","Singapore","South Africa","Spain","Sweden","Switzerland","Taiwan, Province of China","Thailand","Turkey","United Arab Emirates","United Kingdom","United States","Developed"
"176",1984-07-31,NA,NA,NA,NA,NA,NA,NA,146.5,206.33,294.42,NA,315.2,NA,NA,NA,NA,478.17,321.48,NA,NA,NA,184.89,218.38,NA,653.24,NA,NA,NA,NA,NA,72.2,855.83,NA,NA,NA,353.13,NA,435.13,NA,NA,NA,NA,NA,NA,1105.29,NA,86.11,480.67,253.31,NA,NA,NA,NA,256.53,224.11,259.05
"177",1984-08-31,NA,NA,NA,NA,NA,NA,NA,161.19,206.68,330,NA,361.1,NA,NA,NA,NA,473.75,348.71,NA,NA,NA,204.48,231.44,NA,766.76,NA,NA,NA,NA,NA,76.28,929.09,NA,NA,NA,407.09,NA,485.06,NA,NA,NA,NA,NA,NA,1098.45,NA,87.8,472.79,271.19,NA,NA,NA,NA,282.45,248.22,285
"178",1984-09-28,NA,NA,NA,NA,NA,NA,NA,159.14,206.25,319.28,NA,357.64,NA,NA,NA,NA,414.46,345.64,NA,NA,NA,202.49,235.04,NA,830.63,NA,NA,NA,NA,NA,69.75,924.99,NA,NA,NA,422.21,NA,445.81,NA,NA,NA,NA,NA,NA,1056.58,NA,91.15,441.4,262.98,NA,NA,NA,NA,277.51,248.36,283.87
"179",1984-10-31,NA,NA,NA,NA,NA,NA,NA,164.94,209.51,326.71,NA,351.06,NA,NA,NA,NA,400.29,354.28,NA,NA,NA,205.91,241.19,NA,842.18,NA,NA,NA,NA,NA,69.73,970.48,NA,NA,NA,417.06,NA,455.33,NA,NA,NA,NA,NA,NA,986.9,NA,87.7,429.39,267.53,NA,NA,NA,NA,276.06,249.38,286.85
"180",1984-11-30,NA,NA,NA,NA,NA,NA,NA,166.08,212.71,314.46,NA,351.2,NA,NA,NA,NA,400.86,355.62,NA,NA,NA,201.45,238.64,NA,936.54,NA,NA,NA,NA,NA,69.71,976.94,NA,NA,NA,406.16,NA,429.35,NA,NA,NA,NA,NA,NA,952.85,NA,88.05,401.55,263.49,NA,NA,NA,NA,281.86,246.7,285.72
"181",1984-12-31,NA,NA,NA,NA,NA,NA,NA,154.2,214.04,312.15,NA,356.79,NA,NA,NA,NA,398.82,362.77,NA,NA,NA,198.75,238.74,NA,1003.23,NA,NA,NA,NA,NA,75.03,1014.21,NA,NA,NA,408.76,NA,424.61,NA,NA,NA,NA,NA,NA,944.66,NA,86.23,393.33,263.54,NA,NA,NA,NA,285.57,252.66,291.61
"182",1985-01-31,NA,NA,NA,NA,NA,NA,NA,163.67,214.93,301.49,NA,385.18,NA,NA,NA,NA,431.46,370.93,NA,NA,NA,210.14,248.57,NA,1152.22,NA,NA,NA,NA,NA,84.9,1008.98,NA,NA,NA,443.27,NA,482.94,NA,NA,NA,NA,NA,NA,967.96,NA,102.02,428.72,272.38,NA,NA,NA,NA,291.84,272.7,307.64
"183",1985-02-28,NA,NA,NA,NA,NA,NA,NA,147.97,234.92,305.44,NA,368.98,NA,NA,NA,NA,407.55,368.74,NA,NA,NA,204.54,240.55,NA,1160.53,NA,NA,NA,NA,NA,84.18,1041.92,NA,NA,NA,436.98,NA,449.03,NA,NA,NA,NA,NA,NA,948.47,NA,94.64,398.41,256.7,NA,NA,NA,NA,276.45,275.67,308.16
"184",1985-03-29,NA,NA,NA,NA,NA,NA,NA,151.77,272.76,331.31,NA,378.29,NA,NA,NA,NA,438.65,397.34,NA,NA,NA,229.95,263.91,NA,1161.64,NA,NA,NA,NA,NA,87.62,1101.22,NA,NA,NA,469.67,NA,454.45,NA,NA,NA,NA,NA,NA,947.81,NA,102.26,412.21,279.17,NA,NA,NA,NA,320.57,276.15,318.78
"185",1985-04-30,NA,NA,NA,NA,NA,NA,NA,149.47,349.31,327.21,NA,380.17,NA,NA,NA,NA,442.56,395.98,NA,NA,NA,235.48,275.09,NA,1281.26,NA,NA,NA,NA,NA,89.82,1063.48,NA,NA,NA,486.32,NA,490.53,NA,NA,NA,NA,NA,NA,925.15,NA,99.7,418.65,291.16,NA,NA,NA,NA,328.51,275.28,317.82
"186",1985-05-31,NA,NA,NA,NA,NA,NA,NA,152.88,400.06,343.72,NA,391.98,NA,NA,NA,NA,461.21,412.81,NA,NA,NA,255.34,303.14,NA,1353.26,NA,NA,NA,NA,NA,98.24,1100.46,NA,NA,NA,475.38,NA,502,NA,NA,NA,NA,NA,NA,951.8,NA,100.37,401.54,300.91,NA,NA,NA,NA,345.23,292.05,334.08
"187",1985-06-28,NA,NA,NA,NA,NA,NA,NA,153.58,426.89,331.59,NA,389.56,NA,NA,NA,NA,485.88,423.41,NA,NA,NA,247.94,329.31,NA,1339.97,NA,NA,NA,NA,NA,109.04,1150.02,NA,NA,NA,489.09,NA,476.53,NA,NA,NA,NA,NA,NA,902.28,NA,98.39,396.51,327.19,NA,NA,NA,NA,333.76,296.06,339.95
"188",1985-07-31,NA,NA,NA,NA,NA,NA,NA,181.03,420.45,361.85,NA,407.93,NA,NA,NA,NA,560.15,445.28,NA,NA,NA,253.43,340.16,NA,1436.06,NA,NA,NA,NA,NA,119.82,1155.71,NA,NA,NA,533.54,NA,548.51,NA,NA,NA,NA,NA,NA,897.67,NA,107.3,438.68,370.1,NA,NA,NA,NA,375.3,294.91,346.88
"189",1985-08-30,NA,NA,NA,NA,NA,NA,NA,175.53,436,377.23,NA,403.33,NA,NA,NA,NA,531.2,459.58,NA,NA,NA,264.63,371.94,NA,1409.56,NA,NA,NA,NA,NA,127.42,1183.38,NA,NA,NA,539.36,NA,551,NA,NA,NA,NA,NA,NA,833.54,NA,106.53,431.05,389.6,NA,NA,NA,NA,395.38,291.96,349.64
"190",1985-09-30,NA,NA,NA,NA,NA,NA,NA,187.41,455.03,415.52,NA,377.83,NA,NA,NA,NA,551.85,486.48,NA,NA,NA,260.37,413.84,NA,1303.75,NA,NA,NA,NA,NA,141.52,1308.85,NA,NA,NA,544.32,NA,599.16,NA,NA,NA,NA,NA,NA,915.5,NA,108.6,452.26,388.92,NA,NA,NA,NA,381.49,282.45,352.16
"191",1985-10-31,NA,NA,NA,NA,NA,NA,NA,193.48,455.24,495.87,NA,384.41,NA,NA,NA,NA,593.74,519.58,NA,NA,NA,283.38,477.34,NA,1433.71,NA,NA,NA,NA,NA,146.98,1350.04,NA,NA,NA,578.38,NA,694.05,NA,NA,NA,NA,NA,NA,906.87,NA,119.24,491.29,443.57,NA,NA,NA,NA,422.61,295,371.02
"192",1985-11-29,NA,NA,NA,NA,NA,NA,NA,181.87,563.1,542.6,NA,409.15,NA,NA,NA,NA,592.7,540.9,NA,NA,NA,329.53,483.58,NA,1482.44,NA,NA,NA,NA,NA,163.37,1370.08,NA,NA,NA,622.58,NA,731.96,NA,NA,NA,NA,NA,NA,837.12,NA,129.18,570.69,492.21,NA,NA,NA,NA,455.48,315.22,391.67
"193",1985-12-31,NA,NA,NA,NA,NA,NA,NA,184.37,591.3,551.31,NA,410.49,NA,NA,NA,NA,639.27,566.52,NA,NA,NA,361.75,561.5,NA,1521.79,NA,NA,NA,NA,NA,173.87,1451,NA,NA,NA,652.48,NA,715.9,NA,NA,NA,NA,NA,NA,735.01,NA,133.44,617.38,542.15,NA,NA,NA,NA,436.98,331.19,409.91
"194",1986-01-31,NA,NA,NA,NA,NA,NA,NA,207.94,612.47,544.45,NA,392.53,NA,NA,NA,NA,598.56,580.73,NA,NA,NA,393.59,582.96,NA,1488.26,NA,NA,NA,NA,NA,188.25,1491.06,NA,NA,NA,650.78,NA,698.32,NA,NA,NA,NA,NA,NA,724.34,NA,147.66,625.7,525.11,NA,NA,NA,NA,437.34,332.97,415.87
"195",1986-02-28,NA,NA,NA,NA,NA,NA,NA,196.12,657.8,689.41,NA,397.04,NA,NA,NA,NA,661.4,645.06,NA,NA,NA,464.55,614.75,NA,1501.09,NA,NA,NA,NA,NA,246.48,1670.6,NA,NA,NA,680.87,NA,715.31,NA,NA,NA,NA,NA,NA,741.71,NA,186.94,701.06,555.58,NA,NA,NA,NA,489.53,357.88,453.23
"196",1986-03-31,NA,NA,NA,NA,NA,NA,NA,217.32,625.93,711.66,NA,432.47,NA,NA,NA,NA,648.33,735.76,NA,NA,NA,510.14,635.69,NA,1453.55,NA,NA,NA,NA,NA,297.35,2028.96,NA,NA,NA,721.18,NA,677.86,NA,NA,NA,NA,NA,NA,677.59,NA,225.31,781.52,577.66,NA,NA,NA,NA,533.49,377.55,497.42
"197",1986-04-30,NA,NA,NA,NA,NA,NA,NA,240.2,763.12,792.6,NA,440.31,NA,NA,NA,NA,696.99,783.94,NA,NA,NA,573.66,721.87,NA,1646.63,NA,NA,NA,NA,NA,331.82,2106.08,NA,NA,NA,772.62,NA,670.37,NA,NA,NA,NA,NA,NA,645.19,NA,257.22,871.62,620.24,NA,NA,NA,NA,564.9,371.98,510.97
"198",1986-05-30,NA,NA,NA,NA,NA,NA,NA,241.01,681.06,733.42,NA,445.73,NA,NA,NA,NA,614.19,749.08,NA,NA,NA,496.49,607.97,NA,1608.27,NA,NA,NA,NA,NA,318.62,2092.1,NA,NA,NA,757.66,NA,641.66,NA,NA,NA,NA,NA,NA,709.78,NA,244.49,884.33,581.5,NA,NA,NA,NA,518.62,389.99,509.37
"199",1986-06-30,NA,NA,NA,NA,NA,NA,NA,214.58,707.88,783.19,NA,437,NA,NA,NA,NA,626.29,800.15,NA,NA,NA,525.6,632.48,NA,1567.31,NA,NA,NA,NA,NA,288.27,2304.52,NA,NA,NA,795.77,NA,701.58,NA,NA,NA,NA,NA,NA,834.48,NA,241.58,932.79,612.64,NA,NA,NA,NA,560.23,394.75,529.67
"200",1986-07-31,NA,NA,NA,NA,NA,NA,NA,180.5,730.06,806.56,NA,416.54,NA,NA,NA,NA,602.11,849.48,NA,NA,NA,584.34,627.62,NA,1690.89,NA,NA,NA,NA,NA,338.72,2609.12,NA,NA,NA,795.51,NA,634.06,NA,NA,NA,NA,NA,NA,834.84,NA,250.15,972.6,603.95,NA,NA,NA,NA,511.94,373.36,533.79
"201",1986-08-29,NA,NA,NA,NA,NA,NA,NA,193.19,776.8,870.07,NA,433.42,NA,NA,NA,NA,612.28,933.21,NA,NA,NA,646.55,739.15,NA,1753.24,NA,NA,NA,NA,NA,385.68,2846.26,NA,NA,NA,891.77,NA,720.63,NA,NA,NA,NA,NA,NA,939.85,NA,283.46,996.52,683.58,NA,NA,NA,NA,544.07,400.63,580.3
"202",1986-09-30,NA,NA,NA,NA,NA,NA,NA,210.2,776.14,873.83,NA,430.14,NA,NA,NA,NA,616.72,923.63,NA,NA,NA,597.07,695.23,NA,1897.99,NA,NA,NA,NA,NA,348.85,2917.18,NA,NA,NA,862.65,NA,706.34,NA,NA,NA,NA,NA,NA,910.94,NA,286.74,980.77,654.97,NA,NA,NA,NA,498.45,366.21,557.09
"203",1986-10-31,NA,NA,NA,NA,NA,NA,NA,237.16,742.92,883.15,NA,439.33,NA,NA,NA,NA,615.46,861.93,NA,NA,NA,596.37,691.68,NA,2138.88,NA,NA,NA,NA,NA,359.9,2527.96,NA,NA,NA,837.44,NA,706.44,NA,NA,NA,NA,NA,NA,1113.87,NA,256.07,1025.91,660.97,NA,NA,NA,NA,508.7,386.65,547.38
"204",1986-11-28,NA,NA,NA,NA,NA,NA,NA,240.56,786.01,955.68,NA,443.77,NA,NA,NA,NA,631.72,911.59,NA,NA,NA,641.13,755.92,NA,2218.42,NA,NA,NA,NA,NA,355.53,2695.48,NA,NA,NA,906.27,NA,723.59,NA,NA,NA,NA,NA,NA,1030.54,NA,275.38,1013.77,714.56,NA,NA,NA,NA,527.17,395.4,570.39
"205",1986-12-31,NA,NA,NA,NA,NA,NA,NA,262.31,796.75,983.39,NA,451.28,NA,NA,NA,NA,647.17,959.92,NA,NA,NA,645.17,759.64,NA,2375.64,NA,NA,NA,NA,NA,362.13,2893.41,NA,NA,NA,918.27,NA,697.85,NA,NA,NA,NA,NA,NA,1067.04,NA,295.22,1022.32,723.05,NA,NA,NA,NA,554.75,385.1,581.61
"206",1987-01-30,NA,NA,NA,NA,NA,NA,NA,265.45,750.9,1038.18,NA,514.81,NA,NA,NA,NA,784.6,1061.86,NA,NA,NA,715.26,705.41,NA,2397.14,NA,NA,NA,NA,NA,365.59,3358.73,NA,NA,NA,964,NA,754.96,NA,NA,NA,NA,NA,NA,1180.25,NA,333.67,929.92,733,NA,NA,NA,NA,617.84,435.89,649.78
"207",1987-02-27,NA,NA,NA,NA,NA,NA,NA,297.92,753.77,1080.56,NA,539.56,NA,NA,NA,NA,722.03,1093.68,NA,NA,NA,730.4,669.28,NA,2725.8,NA,NA,NA,NA,NA,354.3,3418.88,NA,NA,NA,964.62,NA,802.86,NA,NA,NA,NA,NA,NA,1343.7,NA,340.43,1079.31,709.87,NA,NA,NA,NA,692.69,451.19,671.05
"208",1987-03-31,NA,NA,NA,NA,NA,NA,NA,329.83,738.02,1140.82,NA,590.1,NA,NA,NA,NA,719.75,1183.33,NA,NA,NA,774.47,701.49,NA,2595.5,NA,NA,NA,NA,NA,370.91,3793.35,NA,NA,NA,1068.61,NA,875.41,NA,NA,NA,NA,NA,NA,1308.57,NA,314.78,1138.24,736.25,NA,NA,NA,NA,727.56,463,712.44
"209",1987-04-30,NA,NA,NA,NA,NA,NA,NA,340.95,731.84,1216.72,NA,574.66,NA,NA,NA,NA,727.26,1308.51,NA,NA,NA,779.5,704.7,NA,2509.33,NA,NA,NA,NA,NA,402.68,4390.07,NA,NA,NA,1075.49,NA,937.56,NA,NA,NA,NA,NA,NA,1419.79,NA,312.48,1228.27,731.17,NA,NA,NA,NA,776.17,458.46,754.05
"210",1987-05-29,NA,NA,NA,NA,NA,NA,NA,352.27,680.22,1162.15,NA,571.68,NA,NA,NA,NA,737.12,1308.5,NA,NA,NA,735.99,681.77,NA,2818.4,NA,NA,NA,NA,NA,356.11,4381.99,NA,NA,NA,1105.46,NA,933.39,NA,NA,NA,NA,NA,NA,1555.66,NA,319.8,1159.56,703.22,NA,NA,NA,NA,820.14,460.68,754.93
"211",1987-06-30,NA,NA,NA,NA,NA,NA,NA,359.88,692.04,1219.11,NA,589.22,NA,NA,NA,NA,741.22,1266.81,NA,NA,NA,690.24,726.45,NA,3081.6,NA,NA,NA,NA,NA,350.81,4057.36,NA,NA,NA,1188.19,NA,960.48,NA,NA,NA,NA,NA,NA,1583.51,NA,344.75,1177.72,741.14,NA,NA,NA,NA,848.35,484.17,754.32
"212",1987-07-31,NA,NA,NA,NA,NA,NA,NA,400.53,798.99,1308.03,NA,638.97,NA,NA,NA,NA,728.88,1264.59,NA,NA,NA,705.75,755.42,NA,3381.58,NA,NA,NA,NA,NA,347.31,3915.23,NA,NA,NA,1232.03,NA,1072.31,NA,NA,NA,NA,NA,NA,1750.7,NA,401.04,1255.25,791.57,NA,NA,NA,NA,865.94,506.83,769.22
"213",1987-08-31,NA,NA,NA,NA,NA,NA,NA,438.18,795.02,1358.8,NA,638.77,NA,NA,NA,NA,776.75,1359.42,NA,NA,NA,742.13,785.71,NA,3532.22,NA,NA,NA,NA,NA,327.09,4403.11,NA,NA,NA,1234.51,NA,1189.86,NA,NA,NA,NA,NA,NA,1759.49,NA,448.18,1305.95,813.45,NA,NA,NA,NA,848.09,526.43,814.51
"214",1987-09-30,NA,NA,NA,NA,NA,NA,NA,454.27,830.15,1285.62,NA,629.63,NA,NA,NA,NA,734.7,1338.03,NA,NA,NA,695.4,753.23,NA,3814.36,NA,NA,NA,NA,NA,331.87,4247.37,NA,NA,NA,1193.92,NA,1211.42,NA,NA,NA,NA,NA,NA,1732.01,NA,449.64,1348.98,826,NA,NA,NA,NA,891.6,514.84,800.15
"215",1987-10-30,NA,NA,NA,NA,NA,NA,NA,251.8,752.03,1042.11,NA,490.63,NA,NA,NA,NA,679.34,1150.54,NA,NA,NA,567.18,620.61,NA,2157.49,NA,NA,NA,NA,NA,291.44,3928.6,NA,NA,NA,984.92,NA,873.56,NA,NA,NA,NA,NA,NA,1015.96,NA,356.92,1112.18,679.84,NA,NA,NA,NA,699.6,405.21,664.11
"216",1987-11-30,NA,NA,NA,NA,NA,NA,NA,276.67,764.36,1031.94,NA,478.24,NA,NA,NA,NA,721.52,1161.87,NA,NA,NA,558.6,560.62,NA,2094.13,NA,NA,NA,NA,NA,299.44,4085.48,NA,NA,NA,912.47,NA,726.38,NA,NA,NA,NA,NA,NA,1025.89,NA,380.95,991.2,642.96,NA,NA,NA,NA,668.06,370.58,647.76
"217",1987-12-31,NA,NA,NA,NA,NA,NA,NA,286.58,814.5,1060.9,NA,514.04,NA,NA,NA,NA,732.78,1196.37,NA,NA,100,556.04,571.65,NA,2278.1,NA,NA,NA,100,NA,284.98,4138.37,NA,NA,NA,983.17,100,737.39,NA,NA,NA,100,NA,NA,1091.33,NA,404.2,1042.63,654.72,NA,NA,NA,NA,749.39,396.3,675.62
"218",1988-01-29,NA,NA,NA,NA,NA,NA,NA,268.98,704.52,1102.01,NA,507.02,NA,NA,NA,NA,732.11,1217.73,NA,NA,95.97,471.29,502.19,NA,2344.93,NA,NA,NA,111.8,NA,262.59,4361.19,NA,NA,NA,967.19,96.81,727.08,NA,NA,NA,105.82,NA,NA,1177.72,NA,418.52,1144.65,616.41,NA,NA,NA,NA,744.47,412.89,691.91
"219",1988-02-29,NA,NA,NA,NA,NA,NA,NA,271.59,706.88,1378.34,NA,540.45,NA,NA,NA,NA,763.12,1298.94,NA,NA,97.95,570.13,582.17,NA,2395.61,NA,NA,NA,110.24,NA,278.15,4690.51,NA,NA,NA,1007.46,81.35,787.68,NA,NA,NA,90.17,NA,NA,1152.59,NA,423.53,1187.6,653.59,NA,NA,NA,NA,741.73,429.79,731.87
"220",1988-03-31,NA,NA,NA,NA,NA,NA,NA,318.63,738.94,1431.83,NA,564.91,NA,NA,NA,NA,775.68,1378.76,NA,NA,107.06,535.95,581.62,NA,2539.96,NA,NA,NA,119.91,NA,289.34,5043.94,NA,NA,NA,1047.28,99.39,891.86,NA,NA,NA,95.14,NA,NA,1217.56,NA,462.74,1270.85,642.95,NA,NA,NA,NA,777.19,415.01,753.77
"221",1988-04-29,NA,NA,NA,NA,NA,NA,NA,338.52,748.74,1441.54,NA,573.94,NA,NA,NA,NA,777.12,1398.77,NA,NA,108.33,582.14,571.98,NA,2602.46,NA,NA,NA,120.56,NA,284.31,5096.39,NA,NA,NA,1074.24,101.58,924.5,NA,NA,NA,87.95,NA,NA,1286.05,NA,462.11,1307.28,638.75,NA,NA,NA,NA,798.04,418.42,763.08
"222",1988-05-31,NA,NA,NA,NA,NA,NA,NA,389.04,710.8,1373.77,NA,552.59,NA,NA,NA,NA,845.11,1353.95,NA,NA,114.74,620.58,565.3,NA,2531.82,NA,NA,NA,133.3,NA,254.21,4866.14,NA,NA,NA,1014.51,104,877.38,NA,NA,NA,82.47,NA,NA,1316.08,NA,468.39,1342.1,618.12,NA,NA,NA,NA,775.14,421.62,747.62
"223",1988-06-30,NA,NA,NA,NA,NA,NA,NA,376.44,691.99,1392.65,NA,599.12,NA,NA,NA,NA,844.34,1318.27,NA,NA,113.54,627.46,566.46,NA,2739.28,NA,NA,NA,133.79,NA,265.05,4682.68,NA,NA,NA,1018.57,100.53,889.85,NA,NA,NA,77.04,NA,NA,1436.33,NA,467.43,1277.32,624.64,NA,NA,NA,NA,749.93,440.83,746.39
"224",1988-07-29,NA,NA,NA,NA,NA,NA,NA,399.66,710.8,1320.35,NA,587.84,NA,NA,NA,NA,836.2,1359.63,NA,NA,112.44,610.12,571.43,NA,2782.67,NA,NA,NA,132.03,NA,272.99,4897.35,NA,NA,NA,1048.42,102,884.71,NA,NA,NA,73.36,NA,NA,1470.42,NA,452.41,1308.56,612.89,NA,NA,NA,NA,757.31,439.06,760.22
"225",1988-08-31,NA,NA,NA,NA,NA,NA,NA,388.83,719.82,1313.4,NA,557.09,NA,NA,NA,NA,795.04,1271.23,NA,NA,105.72,590.24,567.31,NA,2556.54,NA,NA,NA,121.88,NA,263.58,4527.38,NA,NA,NA,1000.85,94.7,793.14,NA,NA,NA,70.36,NA,NA,1341.56,NA,430.63,1235.69,598.64,NA,NA,NA,NA,706.27,423.92,718.25
"226",1988-09-30,NA,NA,NA,NA,NA,NA,NA,376.5,731.49,1438.47,NA,569,NA,NA,NA,NA,864.97,1326.76,NA,NA,101.04,647.59,609.3,NA,2578.06,NA,NA,NA,123.42,NA,280.81,4722.32,NA,NA,NA,1021.8,90.3,830.92,NA,NA,NA,67.97,NA,NA,1340.28,NA,429.84,1310.2,618.95,NA,NA,NA,NA,740.85,441.62,748.52
"227",1988-10-31,NA,NA,NA,NA,NA,NA,NA,402.7,820.3,1563.74,NA,587.8,NA,NA,NA,NA,987.91,1440.3,NA,NA,109.78,721.36,673.57,NA,2778.81,NA,NA,NA,131.99,NA,314.22,5116.37,NA,NA,NA,1097.35,94.1,889.23,NA,NA,NA,73.99,NA,NA,1396.81,NA,464.84,1427.86,684.64,NA,NA,NA,NA,799.65,454.74,798.13
"228",1988-11-30,NA,NA,NA,NA,NA,NA,NA,394.13,836.84,1606.63,NA,585.18,NA,NA,NA,NA,1036.1,1526.09,NA,NA,119.01,735.54,669.35,NA,2869.54,NA,NA,NA,123.32,NA,319.35,5571.02,NA,NA,NA,1094.59,90.46,954.2,NA,NA,NA,77.35,NA,NA,1398.17,NA,468.22,1470.11,696.91,NA,NA,NA,NA,808.4,447.32,825.71
"229",1988-12-30,NA,NA,NA,NA,NA,NA,NA,390.89,819.15,1629.81,NA,601.8,NA,NA,NA,NA,1118.71,1534.57,NA,NA,113.72,766.61,689.44,NA,2918.69,NA,NA,NA,125.09,NA,317.64,5602.97,NA,NA,NA,1122.67,86.25,1050.02,NA,NA,NA,71.35,NA,NA,1454.91,NA,458.89,1546.49,695.17,NA,NA,NA,NA,794,454.22,832.96
"230",1989-01-31,NA,NA,NA,NA,NA,NA,NA,426.82,802.89,1631.75,NA,651.37,NA,NA,NA,NA,1114.17,1561.6,NA,NA,111.83,773.71,656.49,NA,3329.27,NA,NA,NA,129.64,NA,308.99,5619.52,NA,NA,NA,1140.36,90.51,1185.06,NA,NA,NA,69.95,NA,NA,1597.31,NA,456.97,1617.36,675.09,NA,NA,NA,NA,883.9,488.34,862.88
"231",1989-02-28,NA,NA,NA,NA,NA,NA,NA,362.75,849.02,1594.54,NA,630.63,NA,NA,NA,NA,1095.98,1569.63,NA,NA,115.22,757.13,657.25,NA,3300.25,NA,NA,NA,137.15,NA,302.56,5728.16,NA,NA,NA,1138.87,90.08,1220.91,NA,NA,NA,73.88,NA,NA,1594.57,NA,444.02,1671.68,688.22,NA,NA,NA,NA,860.99,473.27,857.24
"232",1989-03-31,NA,NA,NA,NA,NA,NA,NA,369.32,930.41,1583.89,NA,637.65,NA,NA,NA,NA,1106.68,1538.82,NA,NA,121.37,765.32,644.87,NA,3307.79,NA,NA,NA,133.66,NA,306.85,5528.09,NA,NA,NA,1176.83,88.81,1308.13,NA,NA,NA,72.48,NA,NA,1658.78,NA,450.32,1715.41,682.16,NA,NA,NA,NA,866.47,483.49,851.52
"233",1989-04-28,NA,NA,NA,NA,NA,NA,NA,374.47,1000.16,1632.93,NA,654.52,NA,NA,NA,NA,1183.43,1553.09,NA,NA,127.25,795.83,677.04,NA,3458.46,NA,NA,NA,143.49,NA,309.19,5519.1,NA,NA,NA,1229.67,91.82,1417.79,NA,NA,NA,73.86,NA,NA,1755.95,NA,471.32,1729.58,702.91,NA,NA,NA,NA,878.7,509.31,870.94
"234",1989-05-31,NA,NA,NA,NA,NA,NA,NA,364.67,972.4,1571.39,NA,659.13,NA,NA,NA,NA,1152.06,1468.57,NA,NA,119.11,772,653.1,NA,3064.91,NA,NA,NA,133.49,NA,294.56,5206.51,NA,NA,NA,1171.8,84.71,1344.46,NA,NA,NA,68.61,NA,NA,1792.69,NA,452.02,1706.5,656,NA,NA,NA,NA,817.49,528.51,849.37
"235",1989-06-30,NA,NA,NA,NA,NA,NA,NA,368.38,1028.58,1583.33,NA,674.75,NA,NA,NA,NA,1322.93,1443.88,NA,NA,115.92,788.35,703.38,NA,2513.22,NA,NA,NA,128.31,NA,324.37,4973.26,NA,NA,NA,1218.58,86.41,1351.68,NA,NA,NA,68.08,NA,NA,1807.15,NA,456.74,1804.16,754.71,NA,NA,NA,NA,824.16,526.08,839.56
"236",1989-07-31,NA,NA,NA,NA,NA,NA,NA,400.73,1104.81,1663.69,NA,726.82,NA,NA,NA,NA,1435.7,1625.19,NA,NA,120.68,875.97,774.92,NA,2851.34,NA,NA,NA,148.92,NA,358.93,5632.95,NA,NA,NA,1330.17,90.21,1400.68,NA,NA,NA,72.46,NA,NA,1911.03,NA,479.24,2018.96,851.8,NA,NA,NA,NA,948.68,573.84,934.19
"237",1989-08-31,NA,NA,NA,NA,NA,NA,NA,434.46,1293.74,1627.21,NA,738.04,NA,NA,NA,NA,1289.51,1552.1,NA,NA,111.25,869.88,765.12,NA,2763.44,NA,NA,NA,149.77,NA,367.01,5244.26,NA,NA,NA,1314.33,115.05,1400.92,NA,NA,NA,79.06,NA,NA,1855.54,NA,489.42,1994.43,849.77,NA,NA,NA,NA,926.6,582.06,911.36
"238",1989-09-29,NA,NA,NA,NA,NA,NA,NA,433.9,1475.15,1767.69,NA,726.22,NA,NA,NA,NA,1322.04,1622.77,NA,NA,104.59,920.15,798.53,NA,3107.53,NA,NA,NA,156.01,NA,364.33,5578.47,NA,NA,NA,1357.85,109.37,1426.1,NA,NA,NA,101.52,NA,NA,1887.84,NA,511.4,1966.86,851.24,NA,NA,NA,NA,921.6,580.36,936.86
"239",1989-10-31,NA,NA,NA,NA,NA,NA,NA,415.78,1360.37,1698.86,NA,726.23,NA,NA,NA,NA,1400.28,1557.56,NA,NA,100.78,877.9,760.99,NA,3087.67,NA,NA,NA,150.95,NA,335.46,5432.25,NA,NA,NA,1319.75,100.7,1258.25,NA,NA,NA,98.95,NA,NA,1821.38,NA,487.65,1836.98,807.34,NA,NA,NA,NA,834.36,566.74,905.38
"240",1989-11-30,NA,NA,NA,NA,NA,NA,NA,405.96,1332.18,1819.64,NA,733.48,NA,NA,NA,NA,1511.9,1635.85,NA,NA,93.64,932.88,839.04,NA,3115.53,NA,NA,NA,160.58,NA,352.35,5709.36,NA,NA,NA,1392.85,99.36,1361.78,NA,NA,NA,101.49,NA,NA,1919.85,NA,485.67,1821.73,851.03,NA,NA,NA,NA,878.9,577.98,941.28
"241",1989-12-29,NA,NA,NA,NA,NA,NA,NA,427.25,1670.34,1911.59,NA,748.02,NA,NA,NA,NA,1610.24,1696.26,NA,NA,102.77,1043.74,1008.4,NA,3163.57,NA,NA,NA,176.6,NA,379.32,5698.92,NA,NA,NA,1524.5,96.11,1528.06,NA,NA,NA,100.84,NA,NA,2069.79,NA,503.7,2038.16,877.39,NA,NA,NA,NA,967.64,590.54,971.3
"242",1990-01-31,NA,NA,NA,NA,NA,NA,NA,423.98,2001.03,1838.71,NA,679.01,NA,NA,NA,NA,1656.02,1633.14,NA,NA,109.74,990.6,1038.38,NA,3068.49,NA,NA,NA,191.47,NA,377.77,5356.12,NA,NA,NA,1467.02,91.67,1685.6,NA,NA,NA,95.67,NA,NA,2134.46,NA,474.16,2028.98,874.99,NA,NA,NA,NA,974.12,551.75,925.69
