"","Date","Americas","Americas","Americas","Asia-Pacific","Asia-Pacific","Asia-Pacific","Europe","Australia","Austria","Belgium","Brazil","Canada","Chile","China","Colombia","Czech Republic","Denmark","EAFE","Egypt","Emerging","Finland","France","Germany","Greece","Hong Kong","Hungary","India","Indonesia","Ireland","Israel","Italy","Japan","Korea, Republic of","Malaysia","Mexico","Netherlands","New Zealand","Norway","Peru","Philippines","Poland","Portugal","Qatar","Russian Federation","Singapore","South Africa","Spain","Sweden","Switzerland","Taiwan, Province of China","Thailand","Turkey","United Arab Emirates","United Kingdom","United States","Developed"
"472",2009-03-31,69.38,73.79,72.48,88.76,121.07,104.29,83.86,1441.26,2028.89,3339.72,336.99,2533.26,251.72,224.37,1276.01,622.79,6373.39,2452.21,529.94,207.9,471.41,2745.26,2362.9,80.68,19457.24,150.5,230.29,466.21,176.43,110.78,548.81,2825.67,274.09,176.9,234.83,4734.73,147.36,3791.45,846.17,138.48,107.71,161.44,64.45,27.53,4479.51,244.16,2096.43,7229.96,4346.89,102.83,277.41,113.96,25.32,2614.7,1839.71,1894.51
"473",2009-04-30,76.03,81.89,79.9,98.09,138.56,117.31,95.84,1603.44,2229.24,3752.06,405.11,2884.8,270.67,249.24,1513.96,735.67,7541.38,2766.19,652.3,242.5,598.78,3105.41,2757.57,100.58,22738.46,191.59,275.31,608.61,200.94,115.42,653.13,3097.66,332.79,205.36,269,5328.82,161.94,4271.44,858.37,148.02,136.05,177.68,74.43,33.29,5263.34,272.46,2440.7,8999.98,4662.28,120.73,329.51,147.55,28.84,2944.32,2015.4,2107.04
"474",2009-05-29,81.1,88.6,85.8,109.99,156.25,131.93,107.94,1762.58,2778.1,4287.16,494.41,3496.37,321.98,292.29,1823.54,799.23,8538.26,3093.45,722.57,283.93,649.27,3481.83,3022.73,119.57,26852.49,243.82,376.28,676.16,196.78,126.59,737.75,3416.77,346.36,219.72,315.36,5998.7,174.83,5156.66,1018.19,172.46,141.03,205.09,86.17,42.76,6571.63,316.85,2752.44,9759.08,5103.84,139.14,385.02,169.44,34.01,3352.27,2124.65,2297.95
"475",2009-06-30,81.38,87.5,85.41,111.25,158.53,133.64,105.53,1849.82,2717.78,4206.76,474.91,3305.63,337.81,304.21,1947.36,818.51,8553.28,3075.85,727.33,280.11,618.85,3334.42,2918.98,112.03,26419.63,255.37,368.1,720.33,188.1,128.34,707.83,3476.85,342.9,226.52,318.36,5921.98,182.22,4726.36,940.73,171.88,147.17,203.79,86.79,37,6539.76,320.67,2863.59,9743.52,5055.37,128.55,425.77,178.44,33.76,3309.59,2128.34,2287.58
"476",2009-07-31,87.31,95.04,92.2,120.75,172.15,145.09,116.73,2039.22,2938.98,4570.65,516.58,3701.16,347.45,337.17,2175.23,977.18,9166.06,3356.68,799.68,311.6,617.85,3685.25,3262.75,122.95,30058.22,299.36,400.94,894.47,197.91,143.58,766.87,3625.55,406.68,249.88,352.17,6773.54,198.84,5232.88,1093.78,199.86,188.65,210.6,90.01,39.95,7558.78,337.08,3265.7,11490.39,5617.26,143.75,442.51,215.5,36.73,3616.3,2287.83,2481.33
"477",2009-08-31,88.51,99.26,94.89,122.48,175.23,147.43,123.98,2205.88,3305.12,5043.06,525.35,3646.93,332.05,313.46,2277.01,992.85,9892.96,3539.15,876.9,310.49,669.9,3976.48,3398.81,133.34,27928.64,338.07,396.58,887.93,208.49,140.89,838.46,3768.22,411.46,249.85,369.88,7175.88,212.62,5373.03,1146.71,197.89,200.6,225.97,95.17,41.29,7377.88,356.2,3466.39,12110.73,5982.99,139.67,453.43,228.7,39.68,3816,2365.76,2583.7
"478",2009-09-30,93.15,103.11,99.21,128.49,182.29,154.01,129.99,2462.48,3506.43,5414.2,605.19,3910.08,356.78,327.99,2645.7,1003.68,10096.44,3674.65,891.89,338.67,697.91,4219.81,3597.2,148.75,30226.59,362.73,440.24,992.26,224.13,141.55,898.62,3703.32,461.08,260.09,376.09,7769.67,228.74,5979.97,1354.57,197.43,196.97,244.86,98.25,45.5,7805.18,366.92,3644.2,12217.16,6200.47,157.43,510.44,236.28,45.8,3922.35,2456.4,2686.68
"479",2009-10-30,91.91,100.29,97.18,126.36,180.69,152.06,128.72,2464.11,3308.45,5310.6,621.61,3707.89,359.57,349.12,2404.85,961.23,9810.08,3628.74,929.32,339.09,642.31,4051.16,3454.03,151.5,31053.24,367.31,422.56,955.42,199.8,143.96,854.27,3610.45,432.13,272.22,377.92,7616.58,231.78,6189.77,1300.97,200.63,210.04,245,95.74,47.46,7744.72,362.51,3614.34,12780,6229.81,150.94,477.59,230.7,44.83,3972.83,2407.96,2638.88
"480",2009-11-30,97.58,106.45,103.16,128.27,182.2,153.84,132.4,2540.56,3349.74,5509.67,672.82,3981.99,379.26,357.7,2533.87,985.14,10127.03,3701.39,779.57,353.65,669.14,4208.16,3631.53,127.08,30669.46,380.22,458.11,986.93,207.48,152.58,865.31,3573.43,435.53,275.71,415.81,7770.87,219.92,6546.02,1461.46,210.74,227.9,248.48,95.67,48.34,8122.19,382.17,3771.75,12776.88,6333.86,156.78,480.6,215.53,38.27,4087.92,2549.37,2746.71
"481",2009-12-31,100.56,107.69,105.33,132.28,185.32,157.56,134.55,2583.66,3162.2,5499.57,683.43,4105.52,411.34,359.35,2617.11,934.48,9814.24,3754.7,836.2,367.62,673.52,4307.65,3675.48,115.39,31309.16,375.52,474.14,1042.96,218.14,161.4,874.61,3600.99,471.79,277.46,427.48,8060.95,228.62,6869.93,1365.65,216.5,222.31,245.94,92.87,50.64,8566.59,401.21,3691.28,12661.58,6437.8,170.16,515.84,257.88,38.06,4195.53,2600.68,2796.03
"482",2010-01-29,95.06,104.52,100.9,127.21,181.42,152.89,127.07,2402.87,3011.69,5357.04,608.66,3801.07,424.43,328.32,2676.15,953.44,10121.12,3589.28,897.39,347.12,688.81,3989.27,3356.01,103.36,29247.37,378.21,449.04,1064.04,208.49,161.9,800.6,3669.34,450.74,275.03,400.84,7775.23,214.93,6363.69,1227.85,203.79,219.82,220.78,88.89,50.18,8052.51,379.99,3257.99,12346.57,6222.72,159.13,488.43,263.7,34.34,3993.64,2508.7,2680.47
"483",2010-02-26,98.85,107.31,104.25,129.12,183.13,154.75,124.28,2484.14,2902.32,5285.69,636.27,4019.62,420.26,335.52,2797.07,911.14,9991.29,3564.67,910.45,348.34,672.16,3897.63,3281.34,93.27,30389.95,359.05,455.1,1025.12,200.31,165.36,755.86,3710.41,447.73,277.43,417.87,7419.79,211.41,6040.35,1324.19,215.35,208.72,207.54,94.24,48.09,8116.73,378.7,3020.76,12701.09,6339.88,153.29,509.63,231.03,32.55,3935.5,2584.37,2718.26
"484",2010-03-31,104.72,114.24,110.72,137.91,194.29,164.72,132.6,2690.93,3123.5,5443.28,682.61,4351.63,412.37,353.69,2888.25,932.57,10769.78,3787.19,935.48,376.46,753.7,4139.9,3578.18,100.2,32070.19,422.9,497.16,1147.41,216.99,177.52,810.9,3895.71,489.5,302.62,460.97,7974.76,219.78,6430.66,1373.81,226.66,231.74,220.71,101.41,52.3,8458.31,419.56,3126.75,13621.5,6695.97,163.64,583.88,268.09,40.76,4170.29,2737.91,2886.6
"485",2010-04-30,106.49,115.62,112.31,138.37,196.37,165.88,129.23,2675.81,3131.28,5239.69,676.31,4413.46,426.66,352.43,2905.63,943.14,11389.98,3718.66,1019.62,381.02,686.02,3929.61,3507.45,88.71,31293.3,424.38,506.49,1217.25,234.59,164.66,754.98,3889.62,517.13,315.68,461.66,7931.51,227.8,6531.68,1389,238.02,230.29,201.22,106.79,52.4,8946.9,424.56,2976.19,14271.48,6353.77,167.81,568.34,287.81,39.61,4123.41,2780.94,2887.01
"486",2010-05-31,97.69,106.57,103.28,124.86,177.81,149.95,113.48,2228.87,2612.84,4830.16,605.2,4109.68,418.71,333.2,2855.59,828.87,10093.58,3290.79,887.14,347.51,595.68,3412.69,3127.42,65.79,29302.5,328.85,466.04,1124.93,188.05,146.5,642.14,3575.07,448.24,293.8,431.75,6973.55,197.98,5430.19,1430.2,227.16,196.4,183.25,96.11,46.39,8152.91,393.46,2481.47,12288.28,5666.48,151.33,552.93,254.65,34.69,3674.57,2555.04,2610.47
"487",2010-06-30,92.26,101.33,97.87,124.08,177.3,149.27,112.44,2179.98,2424.27,4750.28,578.37,3895.3,422.93,337.34,2991.53,805.99,10185.29,3257.97,810.22,344.96,554.5,3359.64,3120.38,59.62,30201.82,295.02,486.03,1195.8,173.99,144.58,635.88,3503.34,452.37,303.29,419.39,6925.78,196.25,5265.61,1431.48,232.94,181.22,182.16,98.06,44.11,8459.6,379.57,2476.85,12640.83,5908.34,148.41,573.17,256.43,32.08,3592.65,2418,2520.96
"488",2010-07-30,99.19,108.44,104.98,132.15,186.34,157.91,125.63,2445.66,2862.09,5244.79,657.79,4173.21,473.94,352.07,3387.75,916.58,11233.77,3566.92,853.43,373.68,622.22,3776.08,3416.62,77.87,31955.98,334.62,489.56,1268.96,186.01,143.1,736.53,3628.05,486.52,320.18,443.9,7685.57,210.5,6203.64,1545.95,239.44,216.86,202.05,99.89,49.35,9130.71,427.35,3020.89,14118.2,6192.54,161.81,608.23,297.41,33.94,4028.66,2586.09,2725.34
"489",2010-08-31,95.12,103.92,100.64,128.64,184.13,154.88,121.02,2370.21,2732.76,5046.68,636.51,4091.84,508.32,342.38,3695.96,873.09,10697.84,3456.17,867.5,366.43,597.17,3546.26,3214.08,70.6,32293.43,321.94,482.51,1234.39,157.33,146.77,681.68,3545.18,473.83,340.89,421.54,7116.81,203.51,5888.28,1610.72,252.21,209.21,198.35,102.13,47.72,9065.08,415.08,2854.5,13299.89,6346.92,159.47,664.96,293.17,33.31,3948.69,2469.51,2623.59
"490",2010-09-30,105.07,111.83,109.72,141.84,198.15,168.7,134.24,2694.8,3110.12,5681.07,703.95,4409.36,560.59,373.38,3959.22,943.44,11985.15,3794.83,895.99,407.14,701.71,4059.91,3640.02,70.83,36815.17,374.77,561.07,1407.17,167.82,161.08,761.56,3707.45,530,360.47,467.52,8051.72,222.31,6814.66,1787.67,300.8,245.48,219.57,108.18,50.08,9799.22,475.94,3156.66,15763.88,6694.22,176.64,758.72,338.15,37.51,4302.87,2692.78,2868.23
"491",2010-10-29,110.3,114.72,113.87,145.37,202.9,172.82,140.09,2772.03,3325.18,5920.98,713.99,4546.5,568.78,387.91,4192.86,945.18,12393.28,3931.93,889.75,418.97,730.29,4266.4,3924.24,76.58,37628.13,393.24,570.18,1447.46,171.25,160.44,810.32,3783.08,538.09,370.02,505.91,8189.32,237.81,7072.74,2083.8,305.74,256.8,239.78,110.15,51.91,10125.57,484.13,3303.84,15839.71,6846.87,181.48,772.82,356.95,39.68,4472.61,2797.87,2975.15
"492",2010-11-30,110.88,113.88,113.76,145.14,201.6,172.13,129.67,2676.01,2985.98,5189.89,679.82,4593.02,574.76,378.69,3642.27,842.2,11605.77,3742.63,882.14,407.91,663.06,3799.05,3724.88,64.72,38335.17,314.51,532.95,1348.13,157.25,157.57,683.27,3862.6,538.32,359.51,515.79,7396.94,234.38,6473.96,2013.65,265.55,232.18,205.6,114.54,52.24,9959.1,468.93,2628.66,15401.21,6599.85,184.34,775.7,321.29,37.38,4252.53,2799.07,2910.91
"493",2010-12-31,117.25,122.64,121.39,155.26,216.21,184.38,140.56,2958.88,3474.58,5476.57,728.16,4945.19,592.98,375.98,3753.17,910.8,12830.29,4045.69,940.06,437.01,742.79,4130.59,3985.64,63.61,38583.51,339.57,573.48,1396.83,178.62,168.55,743.34,4156.86,597.95,380.14,545.53,8201.38,247.64,7622.11,2093.84,289.92,256.2,218.12,121.93,58.35,10463.35,538.46,2881,16935.18,7197.03,207.32,803.22,311.54,37.33,4562.91,2984.85,3124.94
"494",2011-01-31,118.81,125.28,123.51,153.6,215.32,183,145.95,2891.37,3583.42,5580.9,697.6,4965.11,538.94,374.02,3674.79,993.14,13087.64,4141.16,744.04,425.16,776.13,4417.37,4156.45,74.9,39238.06,378.78,498.58,1258.1,182.88,163.81,826.06,4162.12,613.16,383.47,530.02,8559.42,250.16,7481.53,1841.62,259.65,259.93,230.59,123.29,60.38,10441.6,472.68,3272.46,17535.21,7174.06,213.95,732.36,280.79,34.46,4652.96,3055.51,3195.54
"495",2011-02-28,122.23,130.6,127.91,154.22,217.91,184.47,150.79,3023.98,3639.46,5730.65,718.45,5326.08,524.53,367.28,3587.47,979.72,13739.99,4277.7,740.04,421.19,726.9,4571.37,4301.49,73.94,37940.94,394.47,489.78,1333.71,195.05,159.85,849.21,4351.92,574.68,376.33,534.54,8891.5,247.79,8053.75,1873.12,256.17,261.52,236.5,114.75,65.5,9918.41,503.01,3300.32,17483.08,7428.28,195.17,774.62,274.11,31.52,4853.42,3155.95,3307.42
"496",2011-03-31,122.64,130.89,128.26,154.5,214.23,183.08,150.04,3090.42,3683.57,5779.75,746.91,5323.91,545.86,386.82,3761.99,1059.48,14038.94,4181.83,721.67,445.96,756.79,4567.1,4283.49,73.25,38425.31,408.13,544.18,1462.47,194.66,164.29,845.68,3952.1,641.73,396.31,548.8,9062.61,257.92,8141.49,1809.68,280.46,273.91,237.11,123.49,69.03,10397.42,528.42,3273.4,17834.39,7303.84,198.51,836.14,295.16,35.38,4735.24,3158.29,3274.81
"497",2011-04-29,126.18,134.16,131.72,159.17,219.86,188.26,161.7,3268.78,3781.35,6475.15,741.83,5386.12,596.59,392.98,3935.32,1179.27,14474.72,4431.79,672.76,459.79,808.54,4926.9,4761.11,69.97,39380.92,456.5,538.5,1535.61,215.81,159.41,916.36,3966.52,683.89,403.92,558.49,9365.3,279.25,8679.16,1717.2,296.72,302.65,246.8,128.38,69.36,10985.24,556.13,3534.08,19454.63,7998.11,211.68,891.9,325.64,38.76,5070.46,3253.89,3413.93
"498",2011-05-31,124.78,131.84,129.84,156.21,214.94,184.41,156.06,3104.68,3644.44,6181.6,718.6,5221.54,591.69,394.24,4027.24,1110.44,13788.7,4300.85,744.89,447.73,731.88,4745.66,4463.95,61.91,39600.92,423.77,515.74,1546.59,202.23,162.98,849.47,3901.93,660.19,402.57,540.51,8911.45,293.9,8292.05,1740.27,284.73,292.55,243.09,126.09,63.96,10776.85,527.21,3337.1,18814.49,8165.6,210.74,854.98,284.86,37.41,4959.86,3216.52,3343.11
"499",2011-06-30,122.87,129.21,127.56,154.14,214.65,183.06,153.2,3071.85,3736.15,5921.27,716.17,5072.1,592.43,379.48,3983.88,1118.73,13124.13,4247,713.39,440.84,697.77,4772.44,4552.16,61.18,38058.08,415.24,524.86,1574.57,209.36,155.6,823.77,3959.08,647.44,410.37,545.8,8655.35,287.05,7992.81,1535.24,289.12,284.58,237.79,125.95,63.9,10608.67,517.99,3327.47,17826.13,7809.61,201.64,819.42,282.82,36.18,4817.06,3160.45,3290.22
"500",2011-07-29,122.03,124.67,124.9,156.72,217.56,185.83,148.28,3004.34,3491.2,5672.2,685.34,4963.02,560.55,376.36,3869.47,1093.31,12664.7,4179.47,668.18,438.89,627.46,4384.96,4374.86,56.8,38827.53,384.8,512.84,1688.1,194.12,152.3,747.52,4099.3,658.87,409.56,541.52,8279.59,303.6,7938.51,1664.38,308.54,275.93,225.5,126.16,64.77,11114.25,514.33,3082.14,16971.13,7789.58,202.73,914.22,270.68,35.68,4820.32,3097.86,3230.56
"501",2011-08-31,115.5,117.87,118.15,142.2,201.37,170.3,133.15,2871.57,2995.4,5321.89,640.81,4786.2,535.78,341.28,3877.2,1026.03,10959.07,3802.1,624.81,399.67,603.11,3913.97,3562.05,40.96,36459.16,319.77,449.49,1554.76,181.37,133.25,637.63,3766.12,570.55,378.12,518.06,7484.7,291.62,7370.92,1771.55,295.88,240.88,211.23,125.53,57.12,10066.96,507.61,2815.47,15078.94,7272.88,184.01,846.35,230.66,34.63,4467.87,2924.32,3002.94
"502",2011-09-30,105.11,108.44,108.1,127.42,186.12,155.03,117.97,2451.76,2327.68,4789.87,523.02,4109.91,436.82,283.77,3487.01,873.36,9951.18,3439.81,565.65,341.4,515.61,3344.58,3141.03,32.67,30483.94,230.78,420.2,1400.4,165.98,115.9,566.9,3704.16,496.79,340.7,438.09,6763.48,267.34,6269.75,1463.15,268.6,190.6,185.48,126.72,44.96,8677.03,430.99,2584.99,13076.42,6443.56,164.63,701.01,238.76,32.8,4075.25,2712.72,2743.58
"503",2011-10-31,117.88,119.65,120.27,138.43,198.7,166.93,132.38,2868.81,2480.73,5048.86,624.24,4538.35,516.26,326.79,3720.39,933.59,10694.19,3771.48,619.6,386.62,589.53,3774.83,3646.87,31.31,34308.08,260.42,456.18,1518.68,187.21,131.1,643.67,3695.02,571.69,383.08,498.95,7645.17,271.92,7369.06,1686.44,295.45,216.36,192.45,128.92,52.76,9594.15,469.83,2811.29,15151.29,6986.08,175.9,788.2,232.99,33.2,4566.54,3009.53,3027.36
"504",2011-11-30,117.08,118.31,119.2,128.86,186.37,155.98,126.53,2676.54,2217.31,4920.58,580.64,4415.38,469.89,299.34,3446.27,859.93,11013.23,3588.52,555.38,360.85,551.52,3548.5,3493.72,24.72,31780.05,251.05,383.35,1432.67,189.88,121.6,598.22,3531.87,535.38,365.9,489.52,7205.1,253.02,7006.62,1676.67,277.28,195.43,175.65,129.33,52.58,8817.45,471.06,2577.63,14370.94,6596.36,159.26,763.21,220.92,31.99,4442.82,2998.71,2953.45
"505",2011-12-30,115.93,120.64,119.77,128.56,188.08,156.52,124.03,2634.74,2208.77,4895.1,569.07,4316.44,472.04,306.77,3564.61,856.37,10774.91,3554.5,499.56,356.5,505.87,3433.79,3264.9,23.68,32401.52,225.32,360.34,1480.66,203.11,121.29,571.05,3561.13,526.18,380.59,479.44,7207.5,261.36,6858.93,1645.99,287.34,179.03,167.84,131.96,46.55,8588.01,461.12,2527.27,14228.71,6709.47,164,781.4,201.24,30.75,4446.09,3025.49,2951.81
"506",2012-01-31,123.4,125.46,126.01,137.78,204.66,169.03,130.47,2867.17,2436.18,5086.6,655.42,4572.16,507.04,339.98,3898.6,890.9,11249.74,3744.11,644.08,396.94,542.51,3622.89,3609.74,29.53,35466.54,275.31,435.93,1538.07,201.45,132.37,607.39,3722.12,581.23,397.47,515.02,7435.71,279.34,7096.44,1815.29,317.01,206.08,161.93,128.78,53.31,9833.08,497.2,2554.93,15053.84,6880.33,178.75,846,238.64,32.44,4603.07,3166.9,3099.94
"507",2012-02-29,129.15,130.43,131.44,144.89,215.21,177.75,138.87,2953.67,2645.55,5553.92,691.16,4734.41,552.88,362.13,4189.09,947.83,12865.79,3958.94,739.99,420.71,586.81,3880.44,3912.97,27.16,38515.52,293.02,456.94,1517.48,213.53,129.27,637.89,3909.95,609.51,414.59,530.58,7762.45,289.05,8195.03,1800.04,333.33,215.1,171.52,133.5,58.48,10305.18,532.49,2600.41,16668.88,7234.69,192.04,949.45,255.51,36.89,4842.93,3304,3251.37
"508",2012-03-30,132.26,133.16,134.4,143.74,211.05,175.32,137.77,2870.48,2572.44,5824.23,647.29,4591.89,555.75,337.19,4209.07,935.85,12695.91,3940.55,704.63,406.67,590.94,3853.52,3947.69,26.89,36752.25,276.58,432.59,1540.81,222.35,131.71,621.86,3962.28,606.23,413.12,554.16,7835,304.08,7891.46,1850.6,348.14,210.4,170.59,137.14,54.67,10243.9,512.95,2443.59,16282.53,7383.76,187.75,946.07,255.73,36.03,4785.19,3408.23,3293.17
"509",2012-04-30,131.65,131.85,133.44,143.34,207.73,173.69,134.58,2926.18,2468.51,5704.57,607.09,4614.49,547.59,349.17,4557.39,890.99,13095.37,3863.41,705,401.81,542.29,3622.03,3822.49,25.16,37049.95,278.1,412.12,1531.38,218.1,133.42,569.31,3835.74,607.03,409.91,551.25,7506.56,305.91,7701.25,1886.54,357.73,204.11,163.24,137.19,53.54,10336.02,516.42,2138.8,15980.93,7289.45,179.91,979.16,248.65,36.78,4846.61,3386.49,3255.77
"510",2012-05-31,122.46,122.69,124.14,129,187.58,156.58,117.69,2547.84,2012.44,5227.72,519.45,4118.46,478.68,312.3,4214.62,768.95,11535.39,3419.85,669.89,356.75,449.35,3213.43,3298.84,17.54,33447.89,218.55,364.33,1356.92,197.66,117.14,477.08,3493.33,538.07,392.87,486.06,6721.12,277.63,6538.55,1762.51,342.77,169.4,132.68,134.57,42.49,9281.1,460.67,1767.4,13688.75,6523.71,170.87,866.08,219.09,34.23,4290.65,3175.95,2974.72
"511",2012-06-29,126.21,128.3,128.88,133.64,197.43,163.5,127.25,2724.93,2182.66,5841.84,525.29,4235.91,505.89,318.73,4205.26,823.41,12301.7,3659.61,671.68,370.52,463.56,3505.9,3457.04,19.27,34953.31,256.35,391.34,1427.55,212.18,113.42,546.88,3672.9,553.83,398.11,548.05,7276.37,279.86,7086.62,1789.47,361.66,198.73,139.25,130.24,46.18,9856.39,484.08,2137.64,14934.57,6935.19,169.97,893.6,258.03,34.28,4595.2,3299.8,3126.3
"512",2012-07-31,127.97,130.07,130.67,135.27,200.69,165.85,128.74,2927.86,2167.11,5888.05,532.89,4328.12,504.41,323.26,4284.62,803.91,12965.05,3701.12,694.03,377.75,466.99,3506.76,3544.15,18.88,36178.46,254.83,389.69,1511.02,199.12,118.15,517.1,3585.19,573.85,410.46,560.53,7531.43,299.96,7349.91,1721.64,369.09,195.48,135.2,132.08,47.14,10629.49,498.81,1985.4,15887.78,7087.32,171.24,916.54,268.12,36.42,4648.98,3343.31,3166.49
"513",2012-08-31,132.05,131.87,133.65,135.46,198.5,165.05,134.3,2933.19,2202.19,6238.19,535.25,4511.86,497.37,313.12,4173.38,925.4,13395.68,3800.52,754.96,376.49,493.84,3712.1,3728.48,20.98,36455.86,258.93,394.08,1457.14,198.39,115.46,573.67,3559.16,568.9,413.04,547.87,7847.27,301.07,7854.29,1720.42,359.91,205.55,148.41,134.14,48.79,10585.04,494.7,2247.22,15902.36,7248.01,175.81,921.03,279.22,36.4,4805.78,3419.1,3246.76
"514",2012-09-28,135.09,135.86,137.21,141.66,207.56,172.59,138.38,3010.26,2338.3,6428.54,550.24,4677.73,512.06,333.6,4301.85,907.32,13690.07,3912.94,823.66,399.21,512.79,3757.91,3938.74,19.33,39335.23,280.88,451.72,1533.61,208.74,120.39,587.77,3641.94,608.45,419.34,585.11,7941.89,322.85,8052.71,1840.81,377.37,223.09,157.37,133.74,51.44,10900.97,515.55,2375.44,16522.51,7473.93,188.46,992.99,279.08,37.66,4919.1,3504.62,3335.97
"515",2012-10-31,131.44,135.04,134.94,141.12,206.77,171.94,140.26,3089.86,2493.08,6389.65,545.08,4660.39,503.87,352.66,4559.96,904.7,13574.46,3945.51,796.61,396.78,526.73,3859.11,4004.01,22.56,39913.77,296.81,434.58,1576.68,207.37,121.41,607.46,3573.74,590.84,429.78,583.92,8202.9,326.88,7961.73,1842,387.94,217.86,162.69,132.9,49.55,10736.36,501.96,2444.7,16131.61,7670.24,176.94,975.9,308.21,39.06,4950.4,3439.93,3313.42
"516",2012-11-30,133.34,134.1,135.43,145.16,210.58,175.99,143.75,3125.03,2629.33,6698.77,528.78,4637.91,487.8,359.25,4493.32,838.15,13803.27,4040.85,679.19,401.82,555.12,4021.03,4108.5,24.15,41196.26,285.48,454,1523.67,202.94,123.26,620,3658.6,606.47,417.98,594.34,8459.36,331.46,8012.1,1865.84,409.24,229.78,158.68,130.33,49.34,10919.41,497.58,2489.57,16644.74,7972.38,189.65,990.82,309.02,39.12,5020.61,3459.29,3355.85
"517",2012-12-31,133.74,136.96,137.07,149.72,220.3,182.79,148.06,3216.22,2780.9,6831.2,569.34,4708.75,508.74,376.55,4844.06,877.55,14143.99,4170.03,734.85,421.47,579.56,4164.98,4273.8,24.75,41562.85,276.67,453.91,1549.5,214.76,115.61,642.3,3852.42,637.65,434.88,618.74,8691.78,337.83,8138.18,1978.57,420.78,249.28,173.77,129.26,52.89,11246.88,547.29,2603.17,17354.73,8074.85,191.36,1051.2,330.45,39.17,5124.34,3489.35,3418.96
"518",2013-01-31,139.31,144.66,143.77,152.67,229.35,188.32,156.54,3393.3,2901.79,7041.15,585.84,4794.03,546.99,392.08,4940.46,824.61,15743.83,4389.99,719.27,427.28,619.39,4397.34,4503.05,28.2,43991.78,307.46,476.66,1584.27,224.38,116.27,699.58,3993.87,613.49,414.19,652.82,9389.34,371.61,8677.92,1956.07,453.39,241.6,192.07,136.33,55.89,11409.03,516.79,2776.2,18758.59,8772.28,191.82,1112.63,336,46.52,5322.74,3672.62,3593.12
"519",2013-02-28,140.23,146.01,144.92,155.73,231.88,191.25,152.08,3525.74,2839.4,7260.39,571.27,4725.28,542.02,376.66,4675.71,791.52,15262.58,4348.35,700.25,421.91,608.39,4248.75,4326.57,29.15,43718,288.08,441.71,1744.13,232.41,118.88,611.5,4100.35,643.58,420.77,633.01,8770,365.76,8325.45,1832.81,492.74,232.58,175.91,135.74,52.99,11425.52,506.28,2613.35,18993.62,8843.95,192.58,1138.77,330.67,48.53,5189.79,3717.22,3599.05
"520",2013-03-29,144.77,150.87,149.68,157.3,233.22,192.77,151.65,3507.59,2651.02,7436.94,564.76,4750.03,531,359.45,4526.52,753.49,14707.6,4384.05,655.23,414.64,594.99,4188.08,4281.42,28.22,43014.68,258.31,442.33,1756.98,241.84,123.68,579.53,4300.57,615.93,431,656.38,8900.76,373.14,8175.07,1928.3,499.19,220.56,173.2,139.58,50.92,11585.54,498.16,2457.97,18991.46,8982.08,190.96,1156.98,357.42,49.25,5251.51,3855.32,3683.36
"521",2013-04-30,146.05,154.29,152.04,165.13,244.57,202.26,157.86,3671.41,2819.8,7531.21,574.71,4679.94,513.78,363.54,4357.4,752.44,15292.72,4612.49,653.26,417.77,627.13,4436.36,4448.38,28.25,44130.68,280.85,460.82,1791.86,238.8,121.71,648.36,4677.76,601.1,451.26,643.03,9218.72,397.03,8468,1699.14,511.8,222.56,192.06,142.92,49.49,11982.94,496.74,2711.43,19330.3,9369.54,198.67,1193.6,364.39,54.82,5413.31,3930.27,3799.35
"522",2013-05-31,148.02,156.57,154.19,159.21,229.7,192.51,158.01,3227.17,2785.49,7425.6,533.87,4655.05,473.7,360.35,4049.16,733.67,14687.25,4501.11,679.26,407.05,624.55,4518.48,4586.38,26.03,43370.3,294.03,447.25,1717.76,237.85,120.01,657.04,4412.8,603.89,464.96,604.91,9494.28,345.81,8390.45,1559.89,496.75,229.89,181.25,150.57,47.88,11387.23,470.16,2633.28,19124.14,9130.94,198.51,1113.92,350.08,58.67,5419.94,4010.14,3800.78
"523",2013-06-28,144.32,154.14,151.07,153.98,223.92,186.92,150.23,3019.03,2570.07,7106.17,466.96,4394.93,452.06,335.15,3926.9,690.51,14131.6,4341.19,591.48,381.14,597.96,4299.65,4397.32,25.41,41029.84,292.35,417.54,1637.03,233.06,118.18,584.26,4489.94,554.5,457.91,582.99,9152.88,334.41,7702.71,1398.85,455.14,210.29,172.01,151.51,46.48,10851.91,461.2,2442.34,17833.58,8956.27,194,1057.71,302.17,55.64,5138.23,3954.7,3707.13
"524",2013-07-31,152.23,161.09,158.61,155.97,227.6,189.66,160.96,3104.36,2765.47,7675.28,459.84,4647.21,410.73,348.71,4152.02,710.55,15309.64,4570.27,662.88,385.12,634.98,4690.73,4682.62,28.35,42734.31,283.22,405.94,1527.71,250.14,119.64,644.54,4517.01,574.95,445.65,594.11,10055.48,344.23,8347.09,1314.77,466.78,228.82,179.86,159.41,47.98,11254.22,472.41,2753.46,19802.42,9301.15,195.65,1026.37,287.12,62.44,5476.8,4161.09,3902.3
