"","Earnings","TotalPrices_1_period_chg_subsequent_6perc_binary","Date","quints"
"12/29/1995.553",31.3,0,"12/29/1995",3
"12/29/1995.1748",2.32,0,"12/29/1995",5
"12/29/1995.1848",61.3,0,"12/29/1995",1
"12/29/1995.2648",1.4,0,"12/29/1995",5
"12/29/1995.2848",8.83,0,"12/29/1995",4
"12/29/1995.4848",33.54,0,"12/29/1995",2
"12/29/2000.163",5.7,0,"12/29/2000",4
"12/29/2000.263",34.11,0,"12/29/2000",2
"12/29/2000.363",6.18,0,"12/29/2000",4
"12/29/2000.563",52.66,0,"12/29/2000",2
"12/29/2000.663",49.19,0,"12/29/2000",2
"12/29/2000.1258",5,0,"12/29/2000",4
"12/29/2000.1558",5.47,0,"12/29/2000",4
"12/29/2000.1758",4.56,0,"12/29/2000",5
"12/29/2000.1858",73.24,0,"12/29/2000",1
"12/29/2000.2058",1000.11,0,"12/29/2000",1
"12/29/2000.2358",4.17,0,"12/29/2000",5
"12/29/2000.2558",10.32,0,"12/29/2000",3
"12/29/2000.2658",4.77,0,"12/29/2000",4
"12/29/2000.2858",14.8,0,"12/29/2000",3
"12/29/2000.2958",10.13,0,"12/29/2000",3
"12/29/2000.3458",8.06,0,"12/29/2000",3
"12/29/2000.3658",4.66,0,"12/29/2000",5
"12/29/2000.3858",-5.32,0,"12/29/2000",5
"12/29/2000.4058",73.89,1,"12/29/2000",1
"12/29/2000.4358",389.65,1,"12/29/2000",1
"12/29/2000.4458",65.3,0,"12/29/2000",1
"12/29/2000.4558",-7.9,0,"12/29/2000",5
"12/29/2000.4858",50.09,0,"12/29/2000",2
"12/29/2000.5058",20.16,0,"12/29/2000",2
"12/29/2006.175",20.31,0,"12/29/2006",4
"12/29/2006.275",75.24,0,"12/29/2006",2
"12/29/2006.375",10.21,0,"12/29/2006",5
"12/29/2006.575",92.67,0,"12/29/2006",2
"12/29/2006.675",61.36,0,"12/29/2006",3
"12/29/2006.775",64.13,0,"12/29/2006",3
"12/29/2006.875",2.59,0,"12/29/2006",5
"12/29/2006.1270",8.11,0,"12/29/2006",5
"12/29/2006.1570",11.49,0,"12/29/2006",4
"12/29/2006.1770",10.22,0,"12/29/2006",4
"12/29/2006.1870",101.86,0,"12/29/2006",2
"12/29/2006.2070",692.42,0,"12/29/2006",1
"12/29/2006.2270",133.38,0,"12/29/2006",1
"12/29/2006.2370",6.92,0,"12/29/2006",5
"12/29/2006.2570",24.15,0,"12/29/2006",4
"12/29/2006.2670",9.02,0,"12/29/2006",5
"12/29/2006.2870",52.41,0,"12/29/2006",3
"12/29/2006.2970",34.71,0,"12/29/2006",3
"12/29/2006.3270",342.89,0,"12/29/2006",1
"12/29/2006.3370",34.25,0,"12/29/2006",4
"12/29/2006.3470",9.19,0,"12/29/2006",5
"12/29/2006.3670",2.61,0,"12/29/2006",5
"12/29/2006.3870",36.95,0,"12/29/2006",3
"12/29/2006.4070",155.39,0,"12/29/2006",1
"12/29/2006.4270",98.37,0,"12/29/2006",2
"12/29/2006.4370",581.69,0,"12/29/2006",1
"12/29/2006.4470",96.55,0,"12/29/2006",2
"12/29/2006.4570",33.8,0,"12/29/2006",4
"12/29/2006.4670",41476.99,0,"12/29/2006",1
"12/29/2006.4870",76.19,0,"12/29/2006",2
"12/29/2006.5070",40.21,0,"12/29/2006",3
"12/29/2017.197",8.46,0,"12/29/2017",4
"12/29/2017.297",70.56,0,"12/29/2017",3
"12/29/2017.397",4.25,0,"12/29/2017",5
"12/29/2017.497",114.97,0,"12/29/2017",2
"12/29/2017.597",111.58,0,"12/29/2017",2
"12/29/2017.697",51.54,0,"12/29/2017",3
"12/29/2017.797",78.31,0,"12/29/2017",2
"12/29/2017.897",5.14,0,"12/29/2017",5
"12/29/2017.997",41.32,0,"12/29/2017",4
"12/29/2017.1292",8.39,0,"12/29/2017",4
"12/29/2017.1392",389.43,0,"12/29/2017",1
"12/29/2017.1592",7.76,0,"12/29/2017",4
"12/29/2017.1692",5.41,0,"12/29/2017",5
"12/29/2017.1792",8.28,0,"12/29/2017",4
"12/29/2017.1892",94.64,0,"12/29/2017",2
"12/29/2017.1992",0.17,0,"12/29/2017",5
"12/29/2017.2092",1219.28,0,"12/29/2017",1
"12/29/2017.2292",377.02,0,"12/29/2017",1
"12/29/2017.2392",2.49,0,"12/29/2017",5
"12/29/2017.2592",53.51,0,"12/29/2017",3
"12/29/2017.2692",-0.17,0,"12/29/2017",5
"12/29/2017.2892",69.27,0,"12/29/2017",3
"12/29/2017.2992",68.06,0,"12/29/2017",3
"12/29/2017.3292",292.91,0,"12/29/2017",1
"12/29/2017.3392",38.65,0,"12/29/2017",4
"12/29/2017.3492",7.29,0,"12/29/2017",4
"12/29/2017.3592",120.36,0,"12/29/2017",1
"12/29/2017.3692",5.27,0,"12/29/2017",5
"12/29/2017.3792",70.95,0,"12/29/2017",2
"12/29/2017.3892",61.91,0,"12/29/2017",3
"12/29/2017.4092",110.94,0,"12/29/2017",2
"12/29/2017.4192",3.31,0,"12/29/2017",5
"12/29/2017.4292",81.66,0,"12/29/2017",2
"12/29/2017.4392",764.92,0,"12/29/2017",1
"12/29/2017.4492",131.61,0,"12/29/2017",1
"12/29/2017.4592",36.56,0,"12/29/2017",4
"12/29/2017.4692",170666.14,1,"12/29/2017",1
"12/29/2017.4892",112.03,0,"12/29/2017",2
"12/29/2017.5092",65.91,0,"12/29/2017",3
"12/30/2005.173",20.2,0,"12/30/2005",4
"12/30/2005.273",62.89,0,"12/30/2005",2
"12/30/2005.373",8.25,0,"12/30/2005",5
"12/30/2005.573",70.56,0,"12/30/2005",2
"12/30/2005.673",55.9,0,"12/30/2005",3
"12/30/2005.773",54.02,0,"12/30/2005",3
"12/30/2005.873",2.42,0,"12/30/2005",5
"12/30/2005.1268",6.39,0,"12/30/2005",5
"12/30/2005.1568",7.59,0,"12/30/2005",5
"12/30/2005.1768",9.27,0,"12/30/2005",4
"12/30/2005.1868",114.85,0,"12/30/2005",2
"12/30/2005.2068",623.59,0,"12/30/2005",1
"12/30/2005.2268",127.28,0,"12/30/2005",1
"12/30/2005.2368",6.06,0,"12/30/2005",5
"12/30/2005.2568",19.98,0,"12/30/2005",4
"12/30/2005.2668",7.58,0,"12/30/2005",5
"12/30/2005.2868",41.24,0,"12/30/2005",3
"12/30/2005.2968",34.83,0,"12/30/2005",3
"12/30/2005.3268",274.25,0,"12/30/2005",1
"12/30/2005.3368",23.21,0,"12/30/2005",4
"12/30/2005.3468",6.4,0,"12/30/2005",5
"12/30/2005.3668",8.91,0,"12/30/2005",4
"12/30/2005.3868",28.24,0,"12/30/2005",4
"12/30/2005.4068",162.51,0,"12/30/2005",1
"12/30/2005.4268",73.13,0,"12/30/2005",2
"12/30/2005.4368",439.54,0,"12/30/2005",1
"12/30/2005.4468",92.66,0,"12/30/2005",2
"12/30/2005.4568",28.72,0,"12/30/2005",3
"12/30/2005.4668",23871.49,1,"12/30/2005",1
"12/30/2005.4868",65.82,0,"12/30/2005",2
"12/30/2005.5068",37.2,0,"12/30/2005",3
"12/30/2011.185",7.24,0,"12/30/2011",5
"12/30/2011.285",68.66,0,"12/30/2011",3
"12/30/2011.385",2.88,0,"12/30/2011",5
"12/30/2011.485",307.73,0,"12/30/2011",1
"12/30/2011.585",107.09,0,"12/30/2011",2
"12/30/2011.685",54.08,0,"12/30/2011",3
"12/30/2011.785",134.65,0,"12/30/2011",2
"12/30/2011.885",5.85,0,"12/30/2011",5
"12/30/2011.985",56.31,0,"12/30/2011",3
"12/30/2011.1280",8.35,0,"12/30/2011",4
"12/30/2011.1580",10.37,0,"12/30/2011",4
"12/30/2011.1780",8.86,0,"12/30/2011",4
"12/30/2011.1880",163.89,0,"12/30/2011",2
"12/30/2011.2080",1206.72,0,"12/30/2011",1
"12/30/2011.2280",317.95,0,"12/30/2011",1
"12/30/2011.2380",1.15,0,"12/30/2011",5
"12/30/2011.2480",18.45,0,"12/30/2011",4
"12/30/2011.2580",42.12,0,"12/30/2011",3
"12/30/2011.2680",3.15,0,"12/30/2011",5
"12/30/2011.2880",23.95,0,"12/30/2011",4
"12/30/2011.2980",37.7,0,"12/30/2011",3
"12/30/2011.3280",212.73,0,"12/30/2011",1
"12/30/2011.3380",33.29,0,"12/30/2011",4
"12/30/2011.3480",5.33,0,"12/30/2011",5
"12/30/2011.3680",4.52,0,"12/30/2011",5
"12/30/2011.3780",119.49,0,"12/30/2011",2
"12/30/2011.3880",42.91,0,"12/30/2011",3
"12/30/2011.4080",190.75,0,"12/30/2011",1
"12/30/2011.4280",154.89,0,"12/30/2011",2
"12/30/2011.4380",572.47,0,"12/30/2011",1
"12/30/2011.4480",132.43,0,"12/30/2011",2
"12/30/2011.4580",35.99,0,"12/30/2011",4
"12/30/2011.4680",73992.07,0,"12/30/2011",1
"12/30/2011.4880",87.15,0,"12/30/2011",2
"12/30/2011.5080",56.55,0,"12/30/2011",3
"12/30/2016.195",5.62,0,"12/30/2016",4
"12/30/2016.295",44.94,0,"12/30/2016",3
"12/30/2016.395",2.48,0,"12/30/2016",5
"12/30/2016.495",16.19,0,"12/30/2016",4
"12/30/2016.595",88.6,0,"12/30/2016",2
"12/30/2016.695",38.72,0,"12/30/2016",3
"12/30/2016.795",72.39,0,"12/30/2016",2
"12/30/2016.895",4.58,0,"12/30/2016",5
"12/30/2016.995",30.26,0,"12/30/2016",4
"12/30/2016.1290",7.85,0,"12/30/2016",4
"12/30/2016.1390",267.65,0,"12/30/2016",1
"12/30/2016.1590",6.41,0,"12/30/2016",4
"12/30/2016.1690",4.33,0,"12/30/2016",5
"12/30/2016.1790",6.22,0,"12/30/2016",4
"12/30/2016.1890",32.08,0,"12/30/2016",3
"12/30/2016.1990",-0.03,0,"12/30/2016",5
"12/30/2016.2090",907.17,0,"12/30/2016",1
"12/30/2016.2290",331.9,0,"12/30/2016",1
"12/30/2016.2390",1.87,0,"12/30/2016",5
"12/30/2016.2490",10.81,0,"12/30/2016",4
"12/30/2016.2590",46.65,0,"12/30/2016",3
"12/30/2016.2690",2.47,0,"12/30/2016",5
"12/30/2016.2890",45.86,0,"12/30/2016",3
"12/30/2016.2990",47.54,0,"12/30/2016",2
"12/30/2016.3290",253.59,0,"12/30/2016",1
"12/30/2016.3390",33.43,0,"12/30/2016",3
"12/30/2016.3490",5.52,0,"12/30/2016",5
"12/30/2016.3590",94.05,0,"12/30/2016",2
"12/30/2016.3690",5.87,0,"12/30/2016",4
"12/30/2016.3790",62.54,0,"12/30/2016",2
"12/30/2016.3890",60.64,0,"12/30/2016",2
"12/30/2016.4090",33.94,0,"12/30/2016",3
"12/30/2016.4190",1.94,0,"12/30/2016",5
"12/30/2016.4290",59.28,0,"12/30/2016",2
"12/30/2016.4390",658.06,0,"12/30/2016",1
"12/30/2016.4490",115.19,0,"12/30/2016",1
"12/30/2016.4590",32.34,0,"12/30/2016",3
"12/30/2016.4690",127324.94,0,"12/30/2016",1
"12/30/2016.4890",98.43,0,"12/30/2016",1
"12/30/2016.5090",67.84,0,"12/30/2016",2
"12/31/1996.555",32.08,0,"12/31/1996",3
"12/31/1996.1750",2.65,0,"12/31/1996",5
"12/31/1996.1850",82.55,0,"12/31/1996",1
"12/31/1996.2650",3.15,0,"12/31/1996",5
"12/31/1996.2850",9.21,0,"12/31/1996",4
"12/31/1996.3850",43.44,0,"12/31/1996",1
"12/31/1996.4850",37.88,0,"12/31/1996",2
"12/31/1997.557",28.29,0,"12/31/1997",3
"12/31/1997.1752",3.6,0,"12/31/1997",5
"12/31/1997.1852",82.69,0,"12/31/1997",1
"12/31/1997.2652",3.56,0,"12/31/1997",5
"12/31/1997.2852",18.28,0,"12/31/1997",4
"12/31/1997.3852",39.48,0,"12/31/1997",2
"12/31/1997.4852",41.33,0,"12/31/1997",1
"12/31/1998.159",5.84,0,"12/31/1998",3
"12/31/1998.259",20.56,0,"12/31/1998",2
"12/31/1998.359",5.33,0,"12/31/1998",4
"12/31/1998.559",37.71,0,"12/31/1998",2
"12/31/1998.659",34.36,0,"12/31/1998",2
"12/31/1998.1254",3.83,0,"12/31/1998",5
"12/31/1998.1554",3.45,0,"12/31/1998",5
"12/31/1998.1754",3.7,0,"12/31/1998",5
"12/31/1998.1854",77.18,0,"12/31/1998",1
"12/31/1998.2054",289.83,0,"12/31/1998",1
"12/31/1998.2354",5.23,0,"12/31/1998",4
"12/31/1998.2554",8.9,0,"12/31/1998",3
"12/31/1998.2654",4.04,0,"12/31/1998",5
"12/31/1998.2854",6.72,0,"12/31/1998",3
"12/31/1998.3454",5.57,0,"12/31/1998",4
"12/31/1998.3654",5.02,0,"12/31/1998",4
"12/31/1998.4354",199.46,0,"12/31/1998",1
"12/31/1998.4454",27.25,0,"12/31/1998",2
"12/31/1998.4854",41.38,0,"12/31/1998",1
"12/31/1998.5054",15.51,0,"12/31/1998",3
"12/31/1999.161",2.85,0,"12/31/1999",5
"12/31/1999.261",24.78,0,"12/31/1999",2
"12/31/1999.361",5.34,0,"12/31/1999",3
"12/31/1999.561",32.64,0,"12/31/1999",2
"12/31/1999.661",34.71,0,"12/31/1999",2
"12/31/1999.1256",4,0,"12/31/1999",5
"12/31/1999.1556",4.04,0,"12/31/1999",5
"12/31/1999.1756",4.29,0,"12/31/1999",4
"12/31/1999.1856",71.9,0,"12/31/1999",1
"12/31/1999.2056",332.55,0,"12/31/1999",1
"12/31/1999.2356",4.53,0,"12/31/1999",4
"12/31/1999.2556",9.16,0,"12/31/1999",3
"12/31/1999.2656",3.86,0,"12/31/1999",5
"12/31/1999.2856",-5.21,0,"12/31/1999",5
"12/31/1999.3456",4.89,0,"12/31/1999",4
"12/31/1999.3656",4.32,0,"12/31/1999",4
"12/31/1999.3856",20.42,1,"12/31/1999",3
"12/31/1999.4056",40.02,0,"12/31/1999",1
"12/31/1999.4356",362.42,0,"12/31/1999",1
"12/31/1999.4456",36.01,0,"12/31/1999",2
"12/31/1999.4856",47.91,0,"12/31/1999",1
"12/31/1999.5056",15.56,0,"12/31/1999",3
"12/31/2001.165",6.79,0,"12/31/2001",4
"12/31/2001.265",29.31,0,"12/31/2001",2
"12/31/2001.365",6.03,0,"12/31/2001",4
"12/31/2001.565",34.31,0,"12/31/2001",2
"12/31/2001.665",49.57,0,"12/31/2001",1
"12/31/2001.1260",4.29,0,"12/31/2001",5
"12/31/2001.1560",6,0,"12/31/2001",4
"12/31/2001.1760",6.12,0,"12/31/2001",4
"12/31/2001.1860",21.53,0,"12/31/2001",3
"12/31/2001.2060",279.77,0,"12/31/2001",1
"12/31/2001.2360",1.46,0,"12/31/2001",5
"12/31/2001.2560",9.63,0,"12/31/2001",3
"12/31/2001.2660",5.79,0,"12/31/2001",4
"12/31/2001.2860",5.71,0,"12/31/2001",5
"12/31/2001.2960",15.95,0,"12/31/2001",3
"12/31/2001.3260",121.82,0,"12/31/2001",1
"12/31/2001.3460",5.34,0,"12/31/2001",5
"12/31/2001.3660",-27.29,0,"12/31/2001",5
"12/31/2001.3860",-6.53,0,"12/31/2001",5
"12/31/2001.4060",22.4,0,"12/31/2001",3
"12/31/2001.4260",59.33,0,"12/31/2001",1
"12/31/2001.4360",164.79,0,"12/31/2001",1
"12/31/2001.4460",33.97,0,"12/31/2001",2
"12/31/2001.4560",12.1,0,"12/31/2001",3
"12/31/2001.4860",39.05,0,"12/31/2001",2
"12/31/2001.5060",23.91,0,"12/31/2001",2
"12/31/2002.167",-5.46,0,"12/31/2002",5
"12/31/2002.267",-20.61,0,"12/31/2002",5
"12/31/2002.367",4.74,0,"12/31/2002",3
"12/31/2002.567",43.6,0,"12/31/2002",1
"12/31/2002.667",16.92,0,"12/31/2002",2
"12/31/2002.1262",0.17,0,"12/31/2002",5
"12/31/2002.1562",2.16,0,"12/31/2002",4
"12/31/2002.1762",-1.47,0,"12/31/2002",5
"12/31/2002.1862",21.04,0,"12/31/2002",2
"12/31/2002.2062",329.9,0,"12/31/2002",1
"12/31/2002.2362",-0.41,0,"12/31/2002",5
"12/31/2002.2562",9.49,0,"12/31/2002",3
"12/31/2002.2662",1.81,0,"12/31/2002",4
"12/31/2002.2862",-2.77,0,"12/31/2002",5
"12/31/2002.2962",12.64,0,"12/31/2002",3
"12/31/2002.3262",100.25,0,"12/31/2002",1
"12/31/2002.3462",0.9,0,"12/31/2002",4
"12/31/2002.3662",0.22,0,"12/31/2002",4
"12/31/2002.3862",11.84,0,"12/31/2002",3
"12/31/2002.4062",3.81,0,"12/31/2002",4
"12/31/2002.4262",33.9,0,"12/31/2002",2
"12/31/2002.4362",94.32,0,"12/31/2002",1
"12/31/2002.4462",40.62,0,"12/31/2002",2
"12/31/2002.4562",8.81,0,"12/31/2002",3
"12/31/2002.4862",42.95,0,"12/31/2002",1
"12/31/2002.5062",15.65,0,"12/31/2002",2
"12/31/2003.169",7.54,0,"12/31/2003",4
"12/31/2003.269",31.09,0,"12/31/2003",3
"12/31/2003.369",4.46,0,"12/31/2003",5
"12/31/2003.569",54.33,0,"12/31/2003",2
"12/31/2003.669",35.17,0,"12/31/2003",3
"12/31/2003.1264",1.37,0,"12/31/2003",5
"12/31/2003.1564",5.12,0,"12/31/2003",4
"12/31/2003.1764",3.67,0,"12/31/2003",5
"12/31/2003.1864",54.53,0,"12/31/2003",2
"12/31/2003.2064",294.84,0,"12/31/2003",1
"12/31/2003.2264",83.93,0,"12/31/2003",1
"12/31/2003.2364",3.1,0,"12/31/2003",5
"12/31/2003.2564",12.39,0,"12/31/2003",3
"12/31/2003.2664",3.5,0,"12/31/2003",5
"12/31/2003.2864",5.08,0,"12/31/2003",4
"12/31/2003.2964",20.5,0,"12/31/2003",3
"12/31/2003.3264",134.66,0,"12/31/2003",1
"12/31/2003.3464",4.59,0,"12/31/2003",4
"12/31/2003.3664",4.41,0,"12/31/2003",5
"12/31/2003.3864",12.01,0,"12/31/2003",4
"12/31/2003.4064",60.09,0,"12/31/2003",2
"12/31/2003.4264",46.28,0,"12/31/2003",2
"12/31/2003.4364",148.17,0,"12/31/2003",1
"12/31/2003.4464",60.24,0,"12/31/2003",1
"12/31/2003.4564",21.49,0,"12/31/2003",3
"12/31/2003.4664",291560.34,0,"12/31/2003",1
"12/31/2003.4864",51.64,0,"12/31/2003",2
"12/31/2003.5064",13.24,0,"12/31/2003",3
"12/31/2004.171",9.74,0,"12/31/2004",4
"12/31/2004.271",52.05,0,"12/31/2004",3
"12/31/2004.371",6.44,0,"12/31/2004",5
"12/31/2004.571",64.73,0,"12/31/2004",2
"12/31/2004.671",48.44,0,"12/31/2004",3
"12/31/2004.1266",4.03,0,"12/31/2004",5
"12/31/2004.1566",6.57,0,"12/31/2004",5
"12/31/2004.1766",6.69,0,"12/31/2004",4
"12/31/2004.1866",90.25,0,"12/31/2004",2
"12/31/2004.2066",509.32,0,"12/31/2004",1
"12/31/2004.2266",106.37,0,"12/31/2004",2
"12/31/2004.2366",5.01,0,"12/31/2004",5
"12/31/2004.2566",15.86,0,"12/31/2004",4
"12/31/2004.2666",4.16,0,"12/31/2004",5
"12/31/2004.2866",33,0,"12/31/2004",3
"12/31/2004.2966",33.89,0,"12/31/2004",3
"12/31/2004.3266",206.21,0,"12/31/2004",1
"12/31/2004.3466",6.06,0,"12/31/2004",5
"12/31/2004.3666",7.35,0,"12/31/2004",4
"12/31/2004.3866",27.2,0,"12/31/2004",3
"12/31/2004.4066",117.69,0,"12/31/2004",1
"12/31/2004.4266",65.4,0,"12/31/2004",2
"12/31/2004.4366",346.14,0,"12/31/2004",1
"12/31/2004.4466",108.05,0,"12/31/2004",1
"12/31/2004.4566",24.22,0,"12/31/2004",4
"12/31/2004.4666",303674.72,0,"12/31/2004",1
"12/31/2004.4866",60.97,0,"12/31/2004",2
"12/31/2004.5066",29.2,0,"12/31/2004",3
"12/31/2007.177",25.2,0,"12/31/2007",4
"12/31/2007.277",80.95,0,"12/31/2007",3
"12/31/2007.377",13.48,0,"12/31/2007",4
"12/31/2007.477",256.07,0,"12/31/2007",1
"12/31/2007.577",99.22,0,"12/31/2007",2
"12/31/2007.677",60.05,0,"12/31/2007",3
"12/31/2007.777",96.21,0,"12/31/2007",2
"12/31/2007.877",3.81,1,"12/31/2007",5
"12/31/2007.1272",9.98,0,"12/31/2007",5
"12/31/2007.1572",13.31,0,"12/31/2007",4
"12/31/2007.1772",10.02,0,"12/31/2007",5
"12/31/2007.1872",149.01,0,"12/31/2007",2
"12/31/2007.2072",993.58,0,"12/31/2007",1
"12/31/2007.2272",214.47,0,"12/31/2007",1
"12/31/2007.2372",8.91,0,"12/31/2007",5
"12/31/2007.2572",31.18,1,"12/31/2007",4
"12/31/2007.2672",8.57,0,"12/31/2007",5
"12/31/2007.2872",53.27,0,"12/31/2007",3
"12/31/2007.2972",37.75,0,"12/31/2007",3
"12/31/2007.3272",398.21,0,"12/31/2007",1
"12/31/2007.3372",31.9,0,"12/31/2007",4
"12/31/2007.3472",10.46,0,"12/31/2007",5
"12/31/2007.3672",10.54,1,"12/31/2007",5
"12/31/2007.3772",86.9,0,"12/31/2007",2
"12/31/2007.3872",44.52,1,"12/31/2007",3
"12/31/2007.4072",169,0,"12/31/2007",1
"12/31/2007.4272",117.63,0,"12/31/2007",2
"12/31/2007.4372",680.04,0,"12/31/2007",1
"12/31/2007.4472",154.38,0,"12/31/2007",2
"12/31/2007.4572",25.34,0,"12/31/2007",4
"12/31/2007.4672",89463.12,1,"12/31/2007",1
"12/31/2007.4872",78.66,0,"12/31/2007",3
"12/31/2007.5072",49.57,0,"12/31/2007",3
"12/31/2008.179",20.16,0,"12/31/2008",4
"12/31/2008.279",58.93,0,"12/31/2008",3
"12/31/2008.379",3.4,0,"12/31/2008",5
"12/31/2008.479",207.17,0,"12/31/2008",1
"12/31/2008.579",111.19,0,"12/31/2008",2
"12/31/2008.679",12.04,0,"12/31/2008",4
"12/31/2008.779",88.52,0,"12/31/2008",2
"12/31/2008.879",3.16,0,"12/31/2008",5
"12/31/2008.1274",5.84,0,"12/31/2008",5
"12/31/2008.1574",13.93,0,"12/31/2008",4
"12/31/2008.1774",7.09,0,"12/31/2008",5
"12/31/2008.1874",54.93,0,"12/31/2008",3
"12/31/2008.2074",523.27,0,"12/31/2008",1
"12/31/2008.2274",215.29,0,"12/31/2008",1
"12/31/2008.2374",7.83,0,"12/31/2008",5
"12/31/2008.2574",32.95,0,"12/31/2008",3
"12/31/2008.2674",9.63,0,"12/31/2008",4
"12/31/2008.2874",44.31,0,"12/31/2008",3
"12/31/2008.2974",32.45,0,"12/31/2008",3
"12/31/2008.3274",218.38,0,"12/31/2008",1
"12/31/2008.3374",25.4,0,"12/31/2008",4
"12/31/2008.3474",2.62,0,"12/31/2008",5
"12/31/2008.3674",6.98,0,"12/31/2008",5
"12/31/2008.3774",57.58,0,"12/31/2008",3
"12/31/2008.3874",32.77,0,"12/31/2008",3
"12/31/2008.4074",89.47,0,"12/31/2008",2
"12/31/2008.4274",90.51,0,"12/31/2008",2
"12/31/2008.4374",508.67,0,"12/31/2008",1
"12/31/2008.4474",167.77,0,"12/31/2008",1
"12/31/2008.4574",23.2,0,"12/31/2008",4
"12/31/2008.4674",59258.02,0,"12/31/2008",1
"12/31/2008.4874",60.01,0,"12/31/2008",2
"12/31/2008.5074",61.77,0,"12/31/2008",2
"12/31/2009.281",35.38,0,"12/31/2009",3
"12/31/2009.381",-21.79,0,"12/31/2009",5
"12/31/2009.481",219.18,0,"12/31/2009",1
"12/31/2009.581",75.66,0,"12/31/2009",2
"12/31/2009.681",48.69,0,"12/31/2009",3
"12/31/2009.781",117.93,0,"12/31/2009",1
"12/31/2009.881",3.83,0,"12/31/2009",4
"12/31/2009.981",37.4,0,"12/31/2009",3
"12/31/2009.1276",1.31,0,"12/31/2009",5
"12/31/2009.1576",11.1,1,"12/31/2009",4
"12/31/2009.1776",2.89,0,"12/31/2009",5
"12/31/2009.1876",79.83,0,"12/31/2009",2
"12/31/2009.2076",741.24,0,"12/31/2009",1
"12/31/2009.2276",201.78,0,"12/31/2009",1
"12/31/2009.2376",1.52,0,"12/31/2009",5
"12/31/2009.2576",22.55,0,"12/31/2009",4
"12/31/2009.2676",2.52,1,"12/31/2009",5
"12/31/2009.2876",-19.5,0,"12/31/2009",5
"12/31/2009.2976",22.45,0,"12/31/2009",4
"12/31/2009.3276",288.73,0,"12/31/2009",1
"12/31/2009.3376",25.93,0,"12/31/2009",3
"12/31/2009.3476",2.14,0,"12/31/2009",5
"12/31/2009.3676",3.56,0,"12/31/2009",4
"12/31/2009.3776",49.23,0,"12/31/2009",3
"12/31/2009.3876",30.28,0,"12/31/2009",3
"12/31/2009.4076",108.26,0,"12/31/2009",2
"12/31/2009.4276",78.21,0,"12/31/2009",2
"12/31/2009.4376",365.57,0,"12/31/2009",1
"12/31/2009.4476",108.75,0,"12/31/2009",2
"12/31/2009.4576",15.28,0,"12/31/2009",4
"12/31/2009.4676",72177.57,0,"12/31/2009",1
"12/31/2009.4876",59.09,0,"12/31/2009",2
"12/31/2009.5076",36.04,0,"12/31/2009",3
"12/31/2010.183",11.56,0,"12/31/2010",4
"12/31/2010.283",60.04,0,"12/31/2010",3
"12/31/2010.383",3.93,0,"12/31/2010",5
"12/31/2010.483",334.64,0,"12/31/2010",1
"12/31/2010.583",88.37,0,"12/31/2010",2
"12/31/2010.683",57.25,0,"12/31/2010",3
"12/31/2010.783",147.94,0,"12/31/2010",1
"12/31/2010.883",5.15,0,"12/31/2010",5
"12/31/2010.983",48.45,0,"12/31/2010",3
"12/31/2010.1278",7.43,0,"12/31/2010",4
"12/31/2010.1578",12.19,0,"12/31/2010",4
"12/31/2010.1778",7.31,0,"12/31/2010",5
"12/31/2010.1878",99.02,0,"12/31/2010",2
"12/31/2010.2078",988.37,0,"12/31/2010",1
"12/31/2010.2278",244.18,0,"12/31/2010",1
"12/31/2010.2378",-0.45,0,"12/31/2010",5
"12/31/2010.2578",45.4,0,"12/31/2010",3
"12/31/2010.2678",4.66,0,"12/31/2010",5
"12/31/2010.2878",35.02,0,"12/31/2010",4
"12/31/2010.2978",47.35,0,"12/31/2010",3
"12/31/2010.3278",299.55,0,"12/31/2010",1
"12/31/2010.3378",31.5,0,"12/31/2010",4
"12/31/2010.3478",6.65,0,"12/31/2010",5
"12/31/2010.3678",4.44,0,"12/31/2010",5
"12/31/2010.3778",86.76,1,"12/31/2010",2
"12/31/2010.3878",41.49,0,"12/31/2010",4
"12/31/2010.4078",145.74,0,"12/31/2010",2
"12/31/2010.4278",124.55,0,"12/31/2010",2
"12/31/2010.4378",551.53,0,"12/31/2010",1
"12/31/2010.4478",121.76,0,"12/31/2010",2
"12/31/2010.4578",28.39,0,"12/31/2010",4
"12/31/2010.4678",80541.84,0,"12/31/2010",1
"12/31/2010.4878",79.25,0,"12/31/2010",2
"12/31/2010.5078",50.58,0,"12/31/2010",3
"12/31/2012.187",9.7,0,"12/31/2012",4
"12/31/2012.287",59.52,0,"12/31/2012",3
"12/31/2012.387",3.65,0,"12/31/2012",5
"12/31/2012.487",188.1,0,"12/31/2012",1
"12/31/2012.587",105.03,0,"12/31/2012",2
"12/31/2012.687",45.56,0,"12/31/2012",3
"12/31/2012.787",104.82,0,"12/31/2012",2
"12/31/2012.887",5.71,0,"12/31/2012",5
"12/31/2012.987",71.09,0,"12/31/2012",3
