Date,Country,Returns6M,BondYield,BondYieldDiff,BondYieldChg,BondYieldChgMedian,BondYieldDiffRank,BondYieldChgRank,BondYieldChgMedianRank
1997-12-31,sweden,0.29070603761946945,5.98,-0.8729999999999993,-0.12738946446811605,-0.08963959338741136,6.0,8.0,10.0
1997-12-31,switzerland,0.2048631786309214,3.283,-0.5800000000000001,-0.1501423763914057,-0.13272311212814647,10.0,7.0,5.0
1997-12-31,united kingdom,0.1569825753219487,6.291,-1.221,-0.16253993610223638,-0.1413358027549485,3.0,6.0,3.0
1997-12-31,denmark,0.1069150334796698,,,,,,,
1997-12-31,finland,0.655833111065443,,,,,,,
1997-12-31,norway,-0.0403016187459313,,,,,,,
1998-06-30,australia,0.04782177358173656,5.545,-1.5099999999999998,-0.21403260099220411,-0.16652881169010197,3.0,5.0,5.0
1998-06-30,austria,-0.18977863138059747,4.854,-0.8920000000000003,-0.15523842673163946,-0.13793103448275867,11.0,11.0,9.0
1998-06-30,belgium,0.17051712614998982,4.947,-0.8330000000000002,-0.14411764705882357,-0.12380173887196257,12.0,12.0,11.0
1998-06-30,canada,-0.13989004185965181,5.355,-0.9849999999999994,-0.15536277602523652,-0.12289457267623198,9.0,10.0,12.0
1998-06-30,france,0.020490501491994273,4.839,-0.7469999999999999,-0.13372717508055854,-0.09871159563924677,14.0,14.0,14.0
1998-06-30,germany,-0.051724850514839216,4.779,-0.9279999999999999,-0.16260732433853164,-0.13236342889744687,10.0,8.0,10.0
1998-06-30,hong kong,0.31460341564951677,9.999,,,,,,
1998-06-30,ireland,0.06384109111093483,5.056,-1.4829999999999997,-0.2267930876280776,-0.180446553507331,4.0,4.0,2.0
1998-06-30,italy,0.14530136568799623,5.072,-1.7649999999999997,-0.2581541611818049,-0.1754037267080745,1.0,2.0,3.0
1998-06-30,japan,0.07864698205426968,1.615,-1.0240000000000002,-0.38802576733611227,-0.22095155895997415,8.0,1.0,1.0
1998-06-30,malaysia,-0.00782357479947604,,,,,,,
1998-06-30,netherlands,0.0033025375067674556,4.827,-0.7839999999999998,-0.13972553911958652,-0.11141111269006676,13.0,13.0,13.0
1998-06-30,new zealand,-0.018287593892680087,6.315,-0.6349999999999998,-0.09136690647482015,-0.07878411910669972,15.0,15.0,15.0
1998-06-30,peru,-0.30453913042270153,,,,,,,
1998-06-30,portugal,-0.015727807236210367,,,,,,,
1998-06-30,singapore,0.26235400251677143,5.3,,,,,,
1998-06-30,spain,0.041717366056093,5.013,-1.3580000000000005,-0.21315335112227285,-0.14664434965714598,5.0,6.0,7.0
1998-06-30,sweden,-0.11706242222231344,4.984,-1.6580000000000004,-0.24962360734718458,-0.17292448894451404,2.0,3.0,4.0
1998-06-30,switzerland,0.025284658226018886,3.144,-0.19700000000000006,-0.05896438192158038,-0.047856188509656276,16.0,16.0,16.0
1998-06-30,united kingdom,0.01815838353899779,5.858,-1.2200000000000006,-0.1723650748799097,-0.14278190648955477,6.0,7.0,8.0
1998-06-30,denmark,-0.015406577539026967,,,,,,,
1998-06-30,finland,0.33853718305544844,,,,,,,
1998-06-30,norway,-0.2711934819183114,,,,,,,
1998-12-31,australia,0.14350179647225847,5.015,-1.0230000000000006,-0.16942696257038758,-0.11462184873949585,13.0,14.0,14.0
1998-12-31,austria,-0.05722598903679221,4.032,-1.3860000000000001,-0.2558139534883721,-0.21778755499685734,9.0,9.0,3.0
1998-12-31,belgium,-0.19383866384573556,4.103,-1.338,-0.24591067818415735,-0.20008972633467922,11.0,11.0,6.0
1998-12-31,canada,0.18639429403821728,4.909,-0.7060000000000004,-0.1257346393588603,-0.0890290037831022,15.0,15.0,15.0
1998-12-31,france,0.011263744493617445,3.941,-1.396,-0.26157017050777587,-0.18600932711525647,8.0,8.0,10.0
1998-12-31,germany,-0.042068486129033245,3.866,-1.5020000000000002,-0.279806259314456,-0.21642651296829976,6.0,6.0,4.0
1998-12-31,hong kong,0.31457883882851734,9.942,,,,,,
1998-12-31,ireland,-0.11352218603021746,4.093,-1.463,-0.26331893448524124,-0.19194437155602206,7.0,7.0,9.0
1998-12-31,italy,-0.1301962752186855,4.033,-1.6119999999999992,-0.28556244464127534,-0.1712525231063422,4.0,4.0,12.0
1998-12-31,japan,0.20715208602509083,2.218,0.278,0.14329896907216488,0.060831509846827135,16.0,17.0,16.0
1998-12-31,malaysia,0.7825131571808368,,,,,,,
1998-12-31,netherlands,-0.06654598820261381,3.963,-1.3449999999999998,-0.2533911077618688,-0.19956970101639585,10.0,10.0,7.0
1998-12-31,new zealand,0.07177089323965036,5.465,-1.5700000000000003,-0.22316986496090974,-0.20389610389610394,5.0,12.0,5.0
1998-12-31,peru,0.17012355929549283,,,,,,,
1998-12-31,portugal,-0.18059533649872173,,,,,,,
1998-12-31,singapore,0.6038478434087093,4.48,,,,,,
1998-12-31,spain,-0.06585269072880362,3.965,-1.6269999999999998,-0.2909513590844063,-0.18448803719242543,3.0,3.0,11.0
1998-12-31,sweden,0.19464271890014917,4.184,-1.7960000000000003,-0.3003344481605351,-0.19909100986586853,2.0,2.0,8.0
1998-12-31,switzerland,-0.12989022089087277,2.356,-0.927,-0.2823636917453549,-0.23996893606005695,14.0,5.0,1.0
1998-12-31,united kingdom,0.026233595373722052,4.361,-1.9300000000000006,-0.3067874741694485,-0.22840236686390541,1.0,1.0,2.0
1998-12-31,denmark,-0.08650321549797468,,,,,,,
1998-12-31,finland,0.28544711341182394,,,,,,,
1998-12-31,norway,0.10364984388507681,,,,,,,
1999-06-30,australia,0.02855289698576624,6.27,0.7249999999999996,0.13074842200180337,0.08134642356241228,20.0,19.0,20.0
1999-06-30,austria,-0.03596850271654384,4.769,-0.08499999999999996,-0.017511330861145424,-0.013902518809290148,13.0,13.0,13.0
1999-06-30,belgium,0.06357006027886247,4.8,-0.14700000000000024,-0.029714978775015166,-0.022568511552928567,12.0,12.0,12.0
1999-06-30,canada,0.29584216120844875,5.473,0.11799999999999944,0.022035480859010192,0.014936708860759422,16.0,16.0,16.0
1999-06-30,france,0.2782765135778562,4.64,-0.19900000000000073,-0.041124199214713886,-0.027988748241912904,10.0,10.0,9.0
1999-06-30,germany,0.25316261751295444,4.511,-0.2679999999999998,-0.056078677547604094,-0.03924439888709911,7.0,7.0,7.0
1999-06-30,hong kong,0.21349415261041882,7.67,-2.3290000000000006,-0.23292329232923292,-0.2335890878090367,2.0,2.0,2.0
1999-06-30,ireland,-0.014449585157749412,4.751,-0.3049999999999997,-0.060324367088607556,-0.040373287444569424,5.0,6.0,6.0
1999-06-30,italy,0.1466572844232905,4.837,-0.23500000000000032,-0.04633280757097802,-0.02601428017933252,9.0,9.0,10.0
1999-06-30,japan,0.3380823993256319,1.87,0.2550000000000001,0.1578947368421053,0.056894243641231614,18.0,20.0,19.0
1999-06-30,malaysia,0.204001603076283,,,,,,,
1999-06-30,netherlands,0.14504414412115474,4.676,-0.1509999999999998,-0.03128237000207168,-0.023439925488978545,11.0,11.0,11.0
1999-06-30,new zealand,0.0533789563729683,6.505,0.1899999999999995,0.0300870942201108,0.024699382515437046,17.0,17.0,17.0
1999-06-30,peru,-0.009113481076793883,,,,,,,
1999-06-30,portugal,0.11203777015336791,,,,,,,
1999-06-30,singapore,0.2432590354003057,4.59,-0.71,-0.13396226415094337,-0.14519427402862983,4.0,4.0,3.0
1999-06-30,spain,0.12225012381150657,4.766,-0.2469999999999999,-0.049271893077997175,-0.02935583551224149,8.0,8.0,8.0
1999-06-30,sweden,0.5045772724042712,5.049,0.06500000000000039,0.013041733547351608,0.007688668086113128,15.0,15.0,15.0
1999-06-30,switzerland,0.06860864073150985,2.862,-0.28200000000000003,-0.08969465648854957,-0.07305699481865285,6.0,5.0,5.0
1999-06-30,united kingdom,0.09575678284810696,5.064,-0.7939999999999996,-0.13554114032092857,-0.0950727414236963,3.0,3.0,4.0
1999-06-30,denmark,0.22675415626092854,,,,,,,
1999-06-30,finland,0.9650469314965902,,,,,,,
1999-06-30,norway,0.19327278422178984,,,,,,,
1999-12-31,australia,0.002184001238101141,6.98,1.9650000000000007,0.39182452642073806,0.22078651685393266,20.0,18.0,12.0
1999-12-31,austria,-0.09531456548982442,5.558,1.5259999999999998,0.3784722222222221,0.2602319236016371,12.0,12.0,18.0
1999-12-31,belgium,-0.16037412336651768,5.595,1.492,0.36363636363636376,0.23533123028391167,10.0,9.0,15.0
1999-12-31,canada,0.23174739224545626,6.255,1.346,0.27419026278264425,0.1710292249047014,8.0,7.0,7.0
1999-12-31,france,0.06028611721083754,5.478,1.537,0.39000253742704905,0.22889054355919583,15.0,17.0,14.0
1999-12-31,germany,-0.074403133678134,5.358,1.4919999999999995,0.38592860838075516,0.2220899077106281,9.0,15.0,13.0
1999-12-31,hong kong,-0.13051884592912955,7.714,-2.2279999999999998,-0.22409977871655595,-0.224099778716556,1.0,2.0,1.0
1999-12-31,ireland,-0.17794001906797274,5.596,1.5030000000000001,0.3672123137063279,0.2007479631361026,11.0,11.0,11.0
1999-12-31,italy,0.039357413390693985,5.579,1.5459999999999994,0.38333746590627316,0.17864571296510276,16.0,13.0,8.0
1999-12-31,japan,-0.053732407355199685,1.675,-0.5429999999999999,-0.24481514878268706,-0.12357760582612652,4.0,1.0,3.0
1999-12-31,malaysia,0.16369336041190907,,,,,,,
1999-12-31,netherlands,0.01032435229616624,5.492,1.529,0.38581882412313906,0.23745923280012424,13.0,14.0,16.0
1999-12-31,new zealand,-0.16650671076527823,7.316,1.851,0.338700823421775,0.24085881587508132,19.0,8.0,17.0
1999-12-31,peru,-0.04997345394042152,,,,,,,
1999-12-31,portugal,-0.019598329184422614,,,,,,,
1999-12-31,singapore,-0.22666501359019597,4.5600000000000005,0.08000000000000007,0.017857142857142794,0.01742919389978215,5.0,5.0,5.0
1999-12-31,spain,-0.0633060086150925,5.558,1.593,0.4017654476670871,0.19890123610937693,17.0,19.0,10.0
1999-12-31,sweden,0.0956944043292105,5.72,1.5359999999999996,0.3671128107074568,0.18176439263948874,14.0,10.0,9.0
1999-12-31,switzerland,-0.004850004530557728,3.503,1.1470000000000002,0.48684210526315796,0.2973813844957221,7.0,20.0,20.0
1999-12-31,united kingdom,-0.1172439703974042,5.484,1.1230000000000002,0.2575097454712223,0.13607173149157883,6.0,6.0,6.0
1999-12-31,denmark,0.038032199236349706,,,,,,,
1999-12-31,finland,0.02359729490995388,,,,,,,
1999-12-31,norway,-0.014829518027983601,,,,,,,
2000-06-30,australia,-0.10149320124969308,6.183,-0.08699999999999974,-0.013875598086124374,-0.009836065573770465,6.0,6.0,6.0
2000-06-30,austria,-0.026813726403533744,5.577,0.8079999999999998,0.16942755294611023,0.13822598580104353,20.0,20.0,20.0
2000-06-30,belgium,-0.00963243282047821,5.59,0.79,0.1645833333333333,0.12934916086778553,19.0,19.0,19.0
