Date,Country,Returns6M,BondYield,BondYieldDiff,BondYieldChg,BondYieldChgMedian,BondYieldDiffRank,BondYieldChgRank,BondYieldChgMedianRank
2000-06-30,canada,-0.14481662290406117,5.856,0.383,0.06997990133382048,0.04919717405266538,12.0,12.0,12.0
2000-06-30,france,-0.09748790357080883,5.379,0.7389999999999999,0.15926724137931036,0.11073649509253014,16.0,18.0,18.0
2000-06-30,germany,-0.08803220628328279,5.221,0.71,0.15739303923741965,0.10648668916385451,14.0,17.0,17.0
2000-06-30,hong kong,-0.01943523827696647,7.487,-0.18299999999999983,-0.023859191655801748,-0.020729497054825536,4.0,5.0,5.0
2000-06-30,ireland,0.06156628319089208,5.487,0.7359999999999998,0.1549147547884655,0.0987124463519313,15.0,14.0,14.0
2000-06-30,italy,-0.050652408299777796,5.59,0.7530000000000001,0.15567500516849297,0.09299166409385615,18.0,16.0,13.0
2000-06-30,japan,-0.2408091992841589,1.7610000000000001,-0.10899999999999999,-0.05828877005347588,-0.028242000259100914,5.0,2.0,4.0
2000-06-30,malaysia,-0.6456927265880718,,,,,,,
2000-06-30,netherlands,-0.05067403341283483,5.36,0.6840000000000002,0.1462788708297691,0.10627719080174024,13.0,13.0,16.0
2000-06-30,new zealand,-0.202710363153233,6.791,0.2860000000000005,0.04396617986164486,0.037349004244205085,11.0,10.0,10.0
2000-06-30,peru,-0.2191419725611793,,,,,,,
2000-06-30,portugal,-0.08503324511006383,,,,,,,
2000-06-30,singapore,-0.06537930871186426,4.67,0.08000000000000007,0.017429193899782147,0.01748633879781422,7.0,7.0,8.0
2000-06-30,spain,-0.10174087661948272,5.506,0.7400000000000002,0.15526647083508194,0.09987852611688489,17.0,15.0,15.0
2000-06-30,sweden,-0.2816063375687997,5.276,0.22699999999999942,0.04495939790057424,0.026873446193914935,9.0,11.0,9.0
2000-06-30,switzerland,0.0636636994370352,3.999,1.137,0.3972746331236898,0.3089673913043478,21.0,21.0,21.0
2000-06-30,united kingdom,0.002175327434996044,5.171,0.1070000000000002,0.021129541864139068,0.013254877671105631,8.0,8.0,7.0
2000-06-30,denmark,-0.003464561583854997,,,,,,,
2000-06-30,finland,-0.1618736242145863,,,,,,,
2000-06-30,norway,0.006040146940582858,,,,,,,
2000-12-31,australia,0.02929338792095071,5.48,-1.5,-0.21489971346704873,-0.17064846416382254,1.0,1.0,2.0
2000-12-31,austria,-0.021398722409381343,5.167,-0.391,-0.0703490464195754,-0.06710142440363824,14.0,13.0,13.0
2000-12-31,belgium,-0.13729207679331912,5.242,-0.35299999999999976,-0.0630920464700625,-0.06008510638297868,16.0,16.0,15.0
2000-12-31,brazil,-0.11507,,,,,,,
2000-12-31,canada,-0.15988178212545312,5.399,-0.8559999999999999,-0.13685051958433248,-0.11116883116883115,7.0,6.0,6.0
2000-12-31,chile,0.03676999999999997,,,,,,,
2000-12-31,china,0.01888999999999985,,,,,,,
2000-12-31,colombia,0.3828800000000001,,,,,,,
2000-12-31,france,-0.18794239420858772,5.007,-0.4710000000000001,-0.08598028477546549,-0.0710193003618818,12.0,12.0,11.0
2000-12-31,germany,-0.15112572936028046,4.851,-0.5069999999999997,-0.09462486002239634,-0.0766208251473477,10.0,9.0,9.0
2000-12-31,hong kong,-0.1582978403334273,6.446,-1.2680000000000007,-0.1643764583873477,-0.16437645838734777,4.0,5.0,4.0
2000-12-31,india,-0.16862999999999995,10.946,-0.2759999999999998,-0.024594546426661923,-0.024080617720193674,18.0,18.0,18.0
2000-12-31,indonesia,-0.03683000000000003,,,,,,,
2000-12-31,ireland,0.028676454414140462,5.081,-0.5149999999999997,-0.09203002144388839,-0.06936026936026932,9.0,10.0,12.0
2000-12-31,israel,-0.2585599999999999,,,,,,,
2000-12-31,italy,-0.20887961782619324,5.263,-0.31599999999999984,-0.056640975085140655,-0.04190425672987665,17.0,17.0,17.0
2000-12-31,japan,-0.08259075080009481,1.646,-0.029000000000000137,-0.017313432835820985,-0.008721804511278236,20.0,19.0,20.0
2000-12-31,malaysia,-0.10433911746070668,,,,,,,
2000-12-31,mexico,0.25024,,,,,,,
2000-12-31,netherlands,-0.1516759445486957,4.987,-0.5049999999999999,-0.09195193008011648,-0.08103337612323491,11.0,11.0,8.0
2000-12-31,new zealand,0.05011442664474419,6.029,-1.287,-0.1759158009841444,-0.16867627785058978,3.0,3.0,3.0
2000-12-31,peru,0.04758858242037434,,,,,,,
2000-12-31,philippines,-0.040160000000000085,20.238,3.2029999999999994,0.1880246551218081,0.19829133907014174,22.0,22.0,22.0
2000-12-31,poland,-0.25117,11.236,1.0940000000000012,0.10786827055807535,0.10786827055807545,21.0,21.0,21.0
2000-12-31,portugal,-0.23641708557485974,,,,,,,
2000-12-31,russia,0.38053000000000003,16.236,,,,,,
2000-12-31,singapore,-0.19704549197113574,4.09,-0.47000000000000064,-0.10307017543859665,-0.10239651416122018,13.0,8.0,7.0
2000-12-31,south africa,0.04844000000000004,12.722,-0.9459999999999997,-0.06921275973075791,-0.06501718213058418,6.0,14.0,14.0
2000-12-31,south korea,0.1803300000000001,6.871,,,,,,
2000-12-31,spain,-0.1134979910769306,5.193,-0.3650000000000002,-0.0656711047139259,-0.05360552210309887,15.0,15.0,16.0
2000-12-31,sweden,-0.2806129997369804,4.752,-0.968,-0.16923076923076918,-0.11493706957967227,5.0,4.0,5.0
2000-12-31,switzerland,-0.2002131582534794,3.463,-0.040000000000000036,-0.011418783899514673,-0.010370754472387875,19.0,20.0,19.0
2000-12-31,taiwan,-0.01055000000000006,5.252,,,,,,
2000-12-31,thailand,0.10809000000000002,5.82,,,,,,
2000-12-31,turkey,-0.33546999999999993,,,,,,,
2000-12-31,united kingdom,-0.12970648711314692,4.881,-0.6029999999999998,-0.10995623632385121,-0.07640648758236185,8.0,7.0,10.0
2000-12-31,denmark,-0.07481748313506353,,,,,,,
2000-12-31,finland,-0.44847564000906726,,,,,,,
2000-12-31,norway,-0.051762696945090725,,,,,,,
2001-06-30,australia,-0.012170671013067902,6.06,-0.12300000000000022,-0.019893255701115997,-0.014462081128747823,13.0,14.0,15.0
2001-06-30,austria,-0.03585647477548304,5.377,-0.20000000000000018,-0.035861574323112766,-0.03456320746565284,9.0,10.0,9.0
2001-06-30,belgium,0.03289069718812465,5.431,-0.1589999999999998,-0.028443649373881885,-0.02728442728442725,11.0,11.0,11.0
2001-06-30,brazil,-0.06197100335619765,,,,,,,
2001-06-30,canada,-0.05290082805134266,5.9030000000000005,0.0470000000000006,0.008025956284153146,0.006246262210113708,19.0,19.0,19.0
2001-06-30,chile,-0.07044956933553248,,,,,,,
2001-06-30,china,-0.26107823219385806,,,,,,,
2001-06-30,colombia,0.04957046164526191,,,,,,,
2001-06-30,france,-0.043949505566243996,5.236,-0.1429999999999998,-0.026584867075664542,-0.021788816090202622,12.0,12.0,12.0
2001-06-30,germany,-0.08567706652935492,5.103,-0.11800000000000033,-0.022601034284619903,-0.017985063252553016,14.0,13.0,13.0
2001-06-30,hong kong,-0.03307635066205983,6.384,-1.1029999999999998,-0.14732202484306123,-0.14339573582943313,3.0,5.0,5.0
2001-06-30,india,-0.03531520261736665,9.57,-1.4499999999999993,-0.13157894736842102,-0.1292104794154339,2.0,6.0,6.0
2001-06-30,indonesia,-0.05487089506525322,,,,,,,
2001-06-30,ireland,-0.05506267760237982,5.29,-0.19700000000000006,-0.035903043557499514,-0.027921479696690534,10.0,9.0,10.0
2001-06-30,israel,-0.07517803193785078,,,,,,,
2001-06-30,italy,-0.07206962330238675,5.498,-0.09199999999999964,-0.016457960644007064,-0.012797329253025406,16.0,16.0,17.0
2001-06-30,japan,-0.23048439906153662,1.194,-0.5670000000000002,-0.32197614991482115,-0.17299771167048061,8.0,1.0,4.0
2001-06-30,malaysia,0.19298525854593573,,,,,,,
2001-06-30,mexico,-0.052917839774763276,,,,,,,
2001-06-30,netherlands,-0.08171988516229456,5.259,-0.10099999999999998,-0.01884328358208953,-0.016755142667551425,15.0,15.0,14.0
2001-06-30,new zealand,0.032425284316318415,6.759,-0.03200000000000003,-0.004712118981004321,-0.004282082162451496,18.0,18.0,18.0
2001-06-30,peru,-0.012598757601924415,,,,,,,
2001-06-30,philippines,-0.1605267544590765,16.559,1.3050000000000015,0.08555133079847921,0.07923016210309038,22.0,22.0,22.0
2001-06-30,poland,-0.033946289545023545,11.773,-0.8719999999999999,-0.06896006326611304,-0.08157919356347645,5.0,8.0,8.0
2001-06-30,portugal,0.022129140551611526,,,,,,,
2001-06-30,russia,0.12602406322209592,12.684,,,,,,
2001-06-30,singapore,-0.04625002218455043,3.58,-1.0899999999999999,-0.23340471092077086,-0.23825136612021855,4.0,2.0,1.0
2001-06-30,south africa,-0.2103124642325741,10.882,-3.3100000000000005,-0.23322998872604284,-0.23032495998886648,1.0,3.0,2.0
2001-06-30,south korea,0.2540137080308049,6.886,,,,,,
2001-06-30,spain,-0.00013361941791367737,5.417,-0.08900000000000041,-0.016164184525971792,-0.013505311077390048,17.0,17.0,16.0
2001-06-30,sweden,0.012263645110823118,5.47,0.19399999999999995,0.0367702805155421,0.023103489341431457,21.0,21.0,21.0
2001-06-30,switzerland,-0.01698167998686917,3.358,-0.641,-0.16029007251812954,-0.17418478260869566,6.0,4.0,3.0
2001-06-30,taiwan,0.11218353630805011,3.8689999999999998,,,,,,
2001-06-30,thailand,-0.05228817153841292,6.048,,,,,,
2001-06-30,turkey,0.010699291228386976,,,,,,,
2001-06-30,united kingdom,-0.01238017173833772,5.289,0.11799999999999944,0.022819570682653056,0.015211086045762092,20.0,20.0,20.0
2001-06-30,denmark,-0.079159022788439,,,,,,,
2001-06-30,finland,0.12090065167011099,,,,,,,
2001-06-30,norway,-0.07431855654431285,,,,,,,
2001-12-31,australia,0.03980896540588552,6.02,0.5399999999999991,0.0985401459854014,0.0656934306569342,24.0,24.0,24.0
2001-12-31,austria,0.20773768782491087,5.172,0.004999999999999893,0.0009676795045481246,0.0008701705534284533,15.0,15.0,15.0
2001-12-31,belgium,0.008273470319120513,5.246,0.004000000000000448,0.0007630675314767021,0.0006920415224914269,14.0,14.0,14.0
2001-12-31,brazil,-0.19809900131311065,,,,,,,
2001-12-31,canada,-0.027900854662159857,5.357,-0.041999999999999815,-0.007779218373772934,-0.005715063273914793,12.0,12.0,12.0
2001-12-31,chile,-0.1597231589760617,,,,,,,
2001-12-31,china,-0.011715014344915398,,,,,,,
2001-12-31,colombia,0.10175482110745948,,,,,,,
2001-12-31,france,-0.045918883613071726,5.069,0.06200000000000028,0.012382664270021992,0.0095472744071451,19.0,19.0,19.0
2001-12-31,germany,-0.052601664216317845,4.998,0.14700000000000024,0.030303030303030276,0.022598001537279054,22.0,22.0,22.0
2001-12-31,hong kong,-0.04664442011335623,6.211,-0.23499999999999943,-0.036456717344089284,-0.030638852672750905,9.0,9.0,9.0
2001-12-31,india,-0.00870313337738926,7.9399999999999995,-3.0060000000000002,-0.2746208660697972,-0.27029943350418134,3.0,2.0,3.0
2001-12-31,indonesia,0.6520014939801388,,,,,,,
2001-12-31,ireland,-0.15071572431099123,5.095,0.013999999999999346,0.0027553631174963567,0.002093927609931102,17.0,17.0,17.0
2001-12-31,israel,-0.3063584658013707,,,,,,,
2001-12-31,italy,0.013125468108953653,5.271,0.008000000000000007,0.0015200456013679808,0.0011701038467163971,16.0,16.0,16.0
2001-12-31,japan,0.08161003317962079,1.3679999999999999,-0.278,-0.1688942891859052,-0.08606811145510837,8.0,6.0,7.0
2001-12-31,malaysia,0.08850590103100653,,,,,,,
2001-12-31,mexico,-0.04689716911019526,10.143,,,,,,
2001-12-31,netherlands,0.01586478855484108,5.108,0.12099999999999955,0.0242630840184479,0.020680225602461043,20.0,21.0,21.0
2001-12-31,new zealand,0.17281483758581806,6.8149999999999995,0.7859999999999996,0.13036987891856033,0.10743575724439579,26.0,26.0,26.0
2001-12-31,peru,0.0683889377040443,,,,,,,
2001-12-31,philippines,-0.08583200953137404,17.156,-3.0820000000000007,-0.15228777547188466,-0.18661822585528312,2.0,7.0,6.0
2001-12-31,poland,-0.04987489805228007,8.947,-2.2890000000000015,-0.2037201851192596,-0.20372018511925966,4.0,5.0,5.0
2001-12-31,portugal,-0.032015548256847604,,,,,,,
2001-12-31,russia,0.17937485123929742,10.854,-5.3820000000000014,-0.3314855875831486,-0.3721991701244814,1.0,1.0,1.0
2001-12-31,singapore,0.012435151028537872,3.9699999999999998,-0.1200000000000001,-0.02933985330073352,-0.02631578947368423,10.0,10.0,10.0
2001-12-31,south africa,0.21008768751358797,11.529,-1.1929999999999996,-0.09377456374783832,-0.08406144306651632,7.0,8.0,8.0
2001-12-31,south korea,0.24823835422085616,7.013,0.14199999999999946,0.02066656964051794,0.020644035763611172,21.0,20.0,20.0
2001-12-31,spain,-0.10261797738053957,5.178,-0.01499999999999968,-0.002888503755054783,-0.0023544184586406654,13.0,13.0,13.0
2001-12-31,sweden,-0.1690990328583084,5.352,0.6000000000000005,0.1262626262626263,0.07789678675754631,25.0,25.0,25.0
2001-12-31,switzerland,0.05818722429411127,3.4779999999999998,0.01499999999999968,0.004331504475887815,0.004282043962317922,18.0,18.0,18.0
2001-12-31,taiwan,-0.06562769776000732,3.9,-1.3519999999999999,-0.25742574257425743,-0.2964587216314001,5.0,3.0,2.0
2001-12-31,thailand,0.3722801504546971,4.54,-1.2800000000000002,-0.21993127147766323,-0.21570610043815305,6.0,4.0,4.0
2001-12-31,turkey,-0.38431302483473295,,,,,,,
2001-12-31,united kingdom,-0.05740503122447904,5.054,0.17300000000000004,0.03544355664822785,0.02269447723993179,23.0,23.0,23.0
2001-12-31,denmark,0.0028434896858922087,,,,,,,
2001-12-31,finland,-0.3143461748589621,,,,,,,
2001-12-31,norway,0.083954466987886,,,,,,,
2002-06-30,australia,-0.051134667970408554,6.075,0.015000000000000568,0.0024752475247524774,0.0019218449711723984,23.0,23.0,23.0
2002-06-30,austria,-0.03500830376932962,5.138,-0.23899999999999988,-0.044448577273572654,-0.04221496069946125,14.0,14.0,13.0
2002-06-30,belgium,-0.1566442443669812,5.17,-0.2610000000000001,-0.04805744798379674,-0.045890109890109915,12.0,13.0,11.0
2002-06-30,brazil,-0.1352061894388943,,,,,,,
2002-06-30,canada,-0.10693450403742233,5.433,-0.47000000000000064,-0.07962053193291552,-0.06514657980456035,8.0,8.0,8.0
2002-06-30,chile,-0.050926154606075635,,,,,,,
2002-06-30,china,-0.13025831250168007,,,,,,,
2002-06-30,colombia,0.13317949872429824,,,,,,,
2002-06-30,france,-0.17386613377053795,5.03,-0.20599999999999952,-0.039343009931245176,-0.03366013071895417,16.0,16.0,16.0
2002-06-30,germany,-0.29471135001959803,4.942,-0.1609999999999996,-0.03155006858710552,-0.025686024250159475,18.0,18.0,19.0
2002-06-30,hong kong,-0.1376376202034426,5.381,-1.0030000000000001,-0.15711152882205515,-0.1323480899914231,5.0,3.0,6.0
2002-06-30,india,0.08844949247198208,7.385,-2.1850000000000005,-0.2283176593521422,-0.19827586206896558,3.0,2.0,2.0
2002-06-30,indonesia,-0.14121089204375425,,,,,,,
2002-06-30,ireland,-0.1315074252149404,5.169,-0.12100000000000044,-0.022873345935727873,-0.018298676748582297,20.0,20.0,20.0
2002-06-30,israel,-0.009229863549397588,,,,,,,
2002-06-30,italy,-0.08528452413105347,5.188,-0.3100000000000005,-0.05638413968715905,-0.04967152699887847,9.0,10.0,10.0
2002-06-30,japan,-0.17050658488221015,1.32,0.1260000000000001,0.1055276381909549,0.040000000000000036,25.0,26.0,25.0
2002-06-30,malaysia,-0.08735458475380442,,,,,,,
2002-06-30,mexico,-0.09047893314430022,10.089,,,,,,
2002-06-30,netherlands,-0.22070126862266393,5.081,-0.17799999999999994,-0.033846738923749786,-0.03137116672541416,17.0,17.0,17.0
2002-06-30,new zealand,0.05935083657332574,6.66,-0.0990000000000002,-0.01464713715046606,-0.013611989550391888,21.0,21.0,21.0
2002-06-30,peru,0.11346762916689723,,,,,,,
2002-06-30,philippines,-0.2283871843605756,14.318,-2.2410000000000014,-0.13533425931517606,-0.13533425931517612,2.0,5.0,5.0
2002-06-30,poland,0.06292465045902262,8.947,-2.8260000000000005,-0.24004077125626433,-0.26438394611282634,1.0,1.0,1.0
2002-06-30,portugal,-0.10917679652601597,,,,,,,
2002-06-30,russia,-0.021250715902582762,10.854,-1.83,-0.14427625354777673,-0.14427625354777673,4.0,4.0,3.0
2002-06-30,singapore,-0.12139225689673427,3.7,0.1200000000000001,0.033519553072625774,0.026548672566371702,24.0,24.0,24.0
2002-06-30,south africa,0.05772148361081175,12.011,1.1289999999999996,0.10374931078845795,0.08043602165859215,26.0,25.0,26.0
2002-06-30,south korea,-0.1324218707714957,6.675,-0.2110000000000003,-0.03064188207958185,-0.0306418820795818,15.0,19.0,18.0
2002-06-30,spain,-0.05597892752462974,5.15,-0.26699999999999946,-0.049289274506184144,-0.044637632700827455,11.0,12.0,12.0
2002-06-30,sweden,-0.16342060501856648,5.451,-0.019000000000000128,-0.003473491773309023,-0.00271118721461189,22.0,22.0,22.0
2002-06-30,switzerland,-0.1523742740519055,3.212,-0.1459999999999999,-0.04347826086956519,-0.041827818364131186,19.0,15.0,14.0
2002-06-30,taiwan,-0.19395465994962213,3.6219,-0.24709999999999965,-0.06386663220470401,-0.06335897435897427,13.0,9.0,9.0
2002-06-30,thailand,-0.07265283464020555,5.235,-0.8129999999999997,-0.13442460317460314,-0.13969072164948448,6.0,6.0,4.0
2002-06-30,turkey,0.04229541497388278,,,,,,,
2002-06-30,united kingdom,-0.10072430473103045,5.006,-0.2829999999999995,-0.053507279258839024,-0.03739676247109342,10.0,11.0,15.0
2002-06-30,denmark,-0.16264500078956023,,,,,,,
2002-06-30,finland,0.016346333511594535,,,,,,,
2002-06-30,norway,-0.14442620643533788,,,,,,,
2002-12-31,australia,0.2036046073357336,5.17,-0.8499999999999996,-0.14119601328903653,-0.115020297699594,15.0,20.0,20.0
2002-12-31,austria,0.22830089632796824,4.27,-0.9020000000000001,-0.17440061871616397,-0.16173570019723868,12.0,13.0,12.0
2002-12-31,belgium,0.07128845026118591,4.316,-0.9300000000000006,-0.17727792603888692,-0.16621983914209126,11.0,12.0,11.0
2002-12-31,brazil,0.3138616867888473,,,,,,,
2002-12-31,canada,0.24325330609315055,4.796,-0.5609999999999999,-0.10472279260780282,-0.0792372881355932,25.0,24.0,24.0
2002-12-31,chile,0.2774753955449152,,,,,,,
2002-12-31,china,0.18042871712457886,,,,,,,
2002-12-31,colombia,0.2638733285874322,,,,,,,
2002-12-31,france,0.11176029083151962,4.2620000000000005,-0.8069999999999995,-0.15920299861905696,-0.14044552732335527,17.0,17.0,17.0
2002-12-31,germany,0.2067481392533197,4.204,-0.7940000000000005,-0.15886354541816738,-0.13165312551815628,19.0,18.0,18.0
2002-12-31,hong kong,0.034757999731858336,4.339,-1.8719999999999999,-0.30140074062147804,-0.25003339121143314,3.0,6.0,6.0
2002-12-31,india,0.06357881781937946,6.07,-1.8699999999999992,-0.2355163727959697,-0.17026313393426196,4.0,10.0,10.0
2002-12-31,indonesia,0.35346561723280856,,,,,,,
2002-12-31,ireland,0.1932369259823623,4.3,-0.7949999999999999,-0.1560353287536801,-0.12157822296987307,18.0,19.0,19.0
2002-12-31,israel,0.4996558441558441,,,,,,,
2002-12-31,italy,0.1596898148148147,4.427,-0.8440000000000003,-0.16012141908556254,-0.1495128432240922,16.0,16.0,15.0
2002-12-31,japan,0.029206083930653604,0.909,-0.45899999999999985,-0.33552631578947356,-0.14951140065146576,26.0,5.0,16.0
2002-12-31,malaysia,0.09177502647540181,,,,,,,
2002-12-31,mexico,0.15442602587584275,9.529,-0.6140000000000008,-0.06053435867100465,-0.06069592724397003,24.0,26.0,25.0
2002-12-31,netherlands,0.016893131002831296,4.229,-0.8789999999999996,-0.17208300704776813,-0.15578201151971635,14.0,15.0,14.0
2002-12-31,new zealand,0.28487159375824733,6.085,-0.7299999999999995,-0.10711665443873797,-0.1009681881051175,21.0,23.0,21.0
2002-12-31,peru,0.18535315787171003,,,,,,,
2002-12-31,philippines,0.23167586255432204,12.878,-4.277999999999999,-0.24935882490090922,-0.2590372388737511,1.0,7.0,5.0
2002-12-31,poland,0.057185195324262805,5.575,-3.371999999999999,-0.37688610707499715,-0.3324788010254387,2.0,2.0,3.0
2002-12-31,portugal,0.10228683748438439,,,,,,,
2002-12-31,russia,0.4578969956364003,10.854,0.0,0.0,0.0,27.0,27.0,27.0
2002-12-31,singapore,0.08620304815121305,2.55,-1.42,-0.35768261964735515,-0.31696428571428564,6.0,4.0,4.0
2002-12-31,south africa,0.052237480065300934,10.74,-0.7889999999999997,-0.06843611761644541,-0.05684438040345819,20.0,25.0,26.0
2002-12-31,south korea,0.07599310009233151,5.599,-1.4139999999999997,-0.20162555254527303,-0.2055680744348331,7.0,11.0,7.0
2002-12-31,spain,0.25494829912991457,4.281,-0.8970000000000002,-0.17323290845886452,-0.16040772532188846,13.0,14.0,13.0
2002-12-31,sweden,0.21067839138862254,4.703,-0.649,-0.1212630792227205,-0.09364403722675131,23.0,22.0,22.0
2002-12-31,switzerland,0.07368317876328989,2.205,-1.2729999999999997,-0.3660149511213341,-0.36601495112133403,8.0,3.0,2.0
2002-12-31,taiwan,0.121620596042471,2.253,-1.6469999999999998,-0.4223076923076923,-0.42399279186510486,5.0,1.0,1.0
2002-12-31,thailand,0.3798686022149058,3.461,-1.0790000000000002,-0.23766519823788546,-0.19520578923564003,10.0,9.0,8.0
2002-12-31,turkey,0.2512619660796733,,,,,,,
2002-12-31,united kingdom,0.07973571806224089,4.374,-0.6800000000000006,-0.13454689354966376,-0.09052183173588932,22.0,21.0,23.0
2002-12-31,denmark,0.19304956491119385,,,,,,,
2002-12-31,finland,0.053333937703393675,,,,,,,
2002-12-31,norway,0.0919186695166545,,,,,,,
2003-06-30,australia,0.2417788801083678,5.018,-1.0570000000000004,-0.1739917695473252,-0.14372153103542054,22.0,24.0,23.0
2003-06-30,austria,0.27787735382761536,3.903,-1.2349999999999999,-0.24036590112884393,-0.22182308037718904,17.0,14.0,10.0
2003-06-30,belgium,0.2632091971139743,3.9,-1.27,-0.2456479690522244,-0.22708985248100136,16.0,12.0,8.0
2003-06-30,brazil,0.6319143074676097,,,,,,,
2003-06-30,canada,0.24347810529539404,4.453,-0.9799999999999995,-0.18037916436591195,-0.1429926315021521,23.0,23.0,24.0
2003-06-30,chile,0.43484615948953986,,,,,,,
2003-06-30,china,0.5889917987454527,,,,,,,
2003-06-30,colombia,0.3163067865075575,,,,,,,
2003-06-30,france,0.2612276269595082,3.85,-1.1800000000000002,-0.2345924453280318,-0.20730850316233312,19.0,16.0,13.0
2003-06-30,germany,0.35737611763864763,3.802,-1.1400000000000001,-0.2306758397409956,-0.19305673158340395,21.0,17.0,16.0
2003-06-30,hong kong,0.3346271103046894,3.933,-1.4480000000000004,-0.26909496376138275,-0.2078518624847485,9.0,7.0,12.0
2003-06-30,india,0.6768635452128369,5.732,-1.6529999999999996,-0.2238320920785375,-0.15101406906632556,8.0,18.0,22.0
2003-06-30,indonesia,0.3042951724861205,,,,,,,
2003-06-30,ireland,0.2054060250039269,3.846,-1.3229999999999995,-0.25594892629135224,-0.2030386740331491,11.0,9.0,15.0
2003-06-30,israel,0.04734228556131681,,,,,,,
2003-06-30,italy,0.18850858323249176,3.899,-1.2889999999999997,-0.2484579799537393,-0.22946150422785933,13.0,10.0,6.0
2003-06-30,japan,0.32048768789897353,0.846,-0.4740000000000001,-0.3590909090909091,-0.16191289496157132,26.0,5.0,21.0
2003-06-30,malaysia,0.1596935299725566,,,,,,,
2003-06-30,mexico,0.1504830946106921,8.231,-1.8580000000000005,-0.18416096739022703,-0.18416096739022703,7.0,22.0,18.0
2003-06-30,netherlands,0.25958021490932714,3.873,-1.2080000000000002,-0.23774847470970284,-0.2152913919087507,18.0,15.0,11.0
2003-06-30,new zealand,0.20968637330739592,5.345,-1.3150000000000004,-0.19744744744744747,-0.1821329639889197,12.0,21.0,19.0
2003-06-30,peru,0.5883290239167618,,,,,,,
2003-06-30,philippines,0.1492223650331439,12.22,-2.097999999999999,-0.1465288448107277,-0.12737538704389526,6.0,26.0,25.0
2003-06-30,poland,0.2780942903239889,5.092,-3.8549999999999995,-0.4308706829104728,-0.4038975326104039,1.0,3.0,3.0
2003-06-30,portugal,0.29764684515656614,,,,,,,
2003-06-30,russia,0.20094010258170036,10.854,0.0,0.0,0.0,27.0,27.0,27.0
2003-06-30,singapore,0.2667853617741516,2.2800000000000002,-1.42,-0.38378378378378375,-0.3313885647607934,10.0,4.0,4.0
2003-06-30,south africa,0.38622369975432314,9.447,-2.564,-0.21347098493048045,-0.1861478147233919,3.0,20.0,17.0
2003-06-30,south korea,0.2548076921404423,4.5600000000000005,-2.1149999999999993,-0.3168539325842695,-0.3078154562654634,5.0,6.0,5.0
2003-06-30,spain,0.26264752536551583,3.872,-1.2780000000000005,-0.24815533980582527,-0.2292376681614351,15.0,11.0,7.0
2003-06-30,sweden,0.35898605740226297,4.2780000000000005,-1.1729999999999992,-0.21518987341772133,-0.17116591273894632,20.0,19.0,20.0
2003-06-30,switzerland,0.24879029089921967,2.432,-0.7800000000000002,-0.2428393524283936,-0.22475147673245938,25.0,13.0,9.0
2003-06-30,taiwan,0.2652362257431067,1.45,-2.1719,-0.5996576382561639,-0.561359524424916,4.0,1.0,1.0
2003-06-30,thailand,0.7647162255991737,2.5,-2.7350000000000003,-0.5224450811843362,-0.5224450811843362,2.0,2.0,2.0
2003-06-30,turkey,0.8005902470065163,10.766,,,,,,
2003-06-30,united kingdom,0.22305828790926352,4.157,-0.8490000000000002,-0.16959648421893736,-0.11375360085750656,24.0,25.0,26.0
2003-06-30,denmark,0.25101014620403395,,,,,,,
2003-06-30,finland,0.13349558522890304,,,,,,,
2003-06-30,norway,0.35641827415342164,,,,,,,
2003-12-31,australia,0.0008518864599118547,5.607,0.4370000000000003,0.08452611218568662,0.05970761032927999,22.0,19.0,20.0
2003-12-31,austria,0.24646802707925963,4.335,0.06500000000000039,0.015222482435597318,0.011694854264123856,16.0,16.0,17.0
2003-12-31,belgium,0.09320592484445389,4.344,0.02800000000000047,0.006487488415199305,0.005008944543828349,12.0,12.0,12.0
2003-12-31,brazil,-0.12506829008687448,,,,,,,
2003-12-31,canada,0.00751038778180857,4.658,-0.1379999999999999,-0.028773978315262738,-0.020823902218198267,7.0,6.0,7.0
2003-12-31,chile,-0.03459460910615575,,,,,,,
2003-12-31,china,-0.10759429145820587,,,,,,,
2003-12-31,colombia,0.3627248399424239,,,,,,,
2003-12-31,france,0.031152691343962813,4.301,0.0389999999999997,0.009150633505396355,0.006917346576800231,13.0,13.0,13.0
2003-12-31,germany,-0.009068220990061993,4.292,0.08800000000000008,0.020932445290199775,0.015227548018688367,18.0,18.0,18.0
2003-12-31,hong kong,0.01727116712813359,4.385,0.045999999999999375,0.010601521087808097,0.007136208501396118,14.0,14.0,14.0
2003-12-31,india,-0.1796007744104583,5.132,-0.9380000000000006,-0.15453047775947293,-0.09144082667186593,2.0,1.0,2.0
2003-12-31,indonesia,0.009196021314015201,11.92,,,,,,
2003-12-31,ireland,0.1376262386625431,4.26,-0.040000000000000036,-0.009302325581395321,-0.006160480517480369,8.0,8.0,8.0
2003-12-31,israel,0.19066724324898066,,,,,,,
2003-12-31,italy,0.053171505908433,4.423,-0.0039999999999995595,-0.0009035464196972542,-0.0007155635062611018,9.0,9.0,9.0
2003-12-31,japan,0.10732764323643651,1.37,0.4610000000000001,0.5071507150715071,0.16552962298025137,23.0,27.0,25.0
2003-12-31,malaysia,0.03437786011647792,,,,,,,
2003-12-31,mexico,0.14669403872185138,8.66,-0.8689999999999998,-0.09119529856228348,-0.0885921092873891,3.0,3.0,3.0
