Date,Country,Development,BondYield,CBPR,TotalPrices,Prices,Earnings,PE,BondYield_T_Difference,BondYield_T_PercentChange,BondYield_T_PercentChangeMedian,BondYield_T_PercentChangeStd,CBPR_T_Difference,CBPR_T_PercentChange,CBPR_T_PercentChangeMedian,CBPR_T_PercentChangeStd,Returns6M_Concurrent,Returns6M_Subsequent,,
6/30/1989,australia,1,13.5,,,,,,,,,,,,,,,,,
12/31/1989,australia,1,12.9,,,,,,-0.6,-0.044444444,-0.045454545,-0.219459696,,,,,,,,
6/30/1990,australia,1,13.45,15.5,,,,,0.55,0.042635659,0.040892193,0.201171388,,,,,,,,
12/31/1990,australia,1,12.05,12,,,,,-1.4,-0.104089219,-0.10626186,-0.512072625,-3.5,-0.225806452,-0.254545455,-1.408241226,,,,
6/30/1991,australia,1,11.155,10.5,,,,,-0.895,-0.074273859,-0.069379845,-0.327360714,-1.5,-0.125,-0.125,-0.603531954,,,,
12/31/1991,australia,1,9.388,8.5,,,,,-1.767,-0.158404303,-0.141643287,-0.646308806,-2,-0.19047619,-0.177777778,-0.804709272,,,,
6/30/1992,australia,1,8.9,6.5,,,,,-0.488,-0.051981253,-0.040497925,-0.178493886,-2,-0.235294118,-0.19047619,-0.804709272,,,,
12/31/1992,australia,1,8.925,5.75,,,,,0.025,0.002808989,0.002154708,0.009144154,-0.75,-0.115384615,-0.078947368,-0.301765977,,,,
6/30/1993,australia,1,7.39,5.25,,,,,-1.535,-0.171988796,-0.137606455,-0.561451057,-0.5,-0.086956522,-0.058823529,-0.201177318,,,,
12/31/1993,australia,1,6.675,4.75,,,,,-0.715,-0.096752368,-0.069610086,-0.261522805,-0.5,-0.095238095,-0.066666667,-0.201177318,,,,
6/30/1994,australia,1,9.635,4.75,,,,,2.96,0.443445693,0.307213285,1.082667836,0,0,0,0,,,,
12/31/1994,australia,1,10.04,7.5,,,,,0.405,0.04203425,0.041168996,0.148135295,2.75,0.578947368,0.392857143,1.106475249,,,,
6/30/1995,australia,1,9.21,7.5,,433.57,26.46,16.38586546,-0.83,-0.082669323,-0.086144266,-0.303585913,0,0,0,0,,,,
12/31/1995,australia,1,8.22,7.5,,458.07,27.61,16.590728,-0.99,-0.107491857,-0.104084529,-0.362108499,0,0,0,0,,,,
6/30/1996,australia,1,8.79,7.5,,454.85,25.49,17.84425265,0.57,0.069343066,0.060715807,0.208486712,0,0,0,0,,,,
12/31/1996,australia,1,7.319,6,,486.56,27.69,17.57168653,-1.471,-0.167349261,-0.158189053,-0.538042023,-1.5,-0.2,-0.2,-0.603531954,,,,
6/30/1997,australia,1,7.055,5.5,,541.29,22.89,23.6474443,-0.264,-0.036070501,-0.028664495,-0.096562266,-0.5,-0.083333333,-0.066666667,-0.201177318,,,,
12/31/1997,australia,1,6.038,5,694.037,518.65,23.79,21.80117697,-1.017,-0.144153083,-0.112158809,-0.371984186,-0.5,-0.090909091,-0.071428571,-0.201177318,,0.012290411,,
6/30/1998,australia,1,5.545,5,702.567,546.33,20.78,26.29114533,-0.493,-0.081649553,-0.055238095,-0.180322717,0,0,0,0,0.012290411,0.047821774,,
12/31/1998,australia,1,5.015,4.75,736.165,571.86,20.56,27.81420233,-0.53,-0.095581605,-0.059467041,-0.193856065,-0.25,-0.05,-0.04,-0.100588659,0.047821774,0.143501796,,
6/30/1999,australia,1,6.27,4.75,841.806,599.81,20.58,29.14528669,1.255,0.250249252,0.141011236,0.459036532,0,0,0,0,0.143501796,0.028552897,,
12/31/1999,australia,1,6.98,5,865.842,617.44,24.78,24.91686844,0.71,0.11323764,0.08027134,0.259693974,0.25,0.052631579,0.042553191,0.100588659,0.028552897,0.002184001,,
6/30/2000,australia,1,6.183,6,867.733,666.55,33.73,19.76134005,-0.797,-0.114183381,-0.090671217,-0.29151563,1,0.2,0.166666667,0.402354636,0.002184001,-0.101493201,,
12/31/2000,australia,1,5.48,6.25,779.664,640.24,34.11,18.76986221,-0.703,-0.113698852,-0.08265726,-0.257133611,0.25,0.041666667,0.041666667,0.100588659,-0.101493201,0.029293388,,
6/30/2001,australia,1,6.06,5,802.503,712.98,42.59,16.74054942,0.58,0.105839416,0.070559611,0.212144373,-1.25,-0.2,-0.208333333,-0.502943295,0.029293388,-0.012170671,,
12/31/2001,australia,1,6.02,4.25,792.736,690.91,29.31,23.57250085,-0.04,-0.00660066,-0.00512492,-0.014630646,-0.75,-0.15,-0.127659574,-0.301765977,-0.012170671,0.039808965,,
6/30/2002,australia,1,6.075,4.75,824.294,647.66,29.03,22.31002411,0.055,0.009136213,0.00744249,0.020117139,0.5,0.117647059,0.086956522,0.201177318,0.039808965,-0.051134668,,
12/31/2002,australia,1,5.17,4.75,782.144,604.46,-20.61,-29.32848132,-0.905,-0.148971193,-0.123053913,-0.331018376,0,0,0,0,-0.051134668,0.203604607,,
6/30/2003,australia,1,5.018,4.75,941.392122,601.7,28.64,21.00907821,-0.152,-0.029400387,-0.020767864,-0.055596456,0,0,0,0,0.203604607,0.24177888,,
12/31/2003,australia,1,5.607,5.25,1169.000855,655.61,31.09,21.08748794,0.589,0.117377441,0.081953527,0.215436269,0.5,0.105263158,0.093023256,0.201177318,0.24177888,0.000851886,,
6/30/2004,australia,1,5.947,5.25,1169.996711,700.74,46.46,15.08265174,0.34,0.060638488,0.048192771,0.124360495,0,0,0,0,0.000851886,0.302283599,,
12/31/2004,australia,1,5.33,5.25,1523.667528,798.05,52.05,15.33237272,-0.617,-0.10374979,-0.08792305,-0.225677721,0,0,0,0,0.302283599,0.056045817,,
6/30/2005,australia,1,5.107,5.5,1609.06272,853.75,57.77,14.77843171,-0.223,-0.041838649,-0.031948424,-0.081565854,0.25,0.047619048,0.047619048,0.100588659,0.056045817,0.098611836,,
12/31/2005,australia,1,5.2,5.5,1767.735349,959.8,62.89,15.26156782,0.093,0.0182103,0.013621384,0.034016253,0,0,0,0,0.098611836,0.097775753,,
6/30/2006,australia,1,5.78,5.75,1940.577003,1025.41,77.06,13.30664417,0.58,0.111538462,0.086891386,0.212144373,0.25,0.045454545,0.045454545,0.100588659,0.097775753,0.192042133,,
12/31/2006,australia,1,5.882,6.25,2313.249549,1135.25,75.24,15.08838384,0.102,0.017647059,0.01575898,0.037308148,0.5,0.086956522,0.090909091,0.201177318,0.192042133,0.204835686,,
6/30/2007,australia,1,6.256,6.25,2787.085608,1254.34,81.11,15.4646776,0.374,0.063583815,0.059649123,0.136796544,0,0,0,0,0.204835686,0.065185156,,
12/31/2007,australia,1,6.326,6.75,2968.762217,1273.96,80.95,15.73761581,0.07,0.011189258,0.01111464,0.025603631,0.5,0.08,0.090909091,0.201177318,0.065185156,-0.081878713,,
6/30/2008,australia,1,6.447,7.25,2725.683788,1053.96,73.32,14.37479542,0.121,0.019127411,0.019127411,0.044257705,0.5,0.074074074,0.090909091,0.201177318,-0.081878713,-0.462745725,,
12/31/2008,australia,1,3.992,4.25,1464.385268,765.28,58.93,12.98625488,-2.455,-0.38079727,-0.389806288,-0.897955925,-3,-0.413793103,-0.545454545,-1.207063908,-0.462745725,0.26320742,,
6/30/2009,australia,1,5.522,3,1849.822336,812.92,37.39,21.74164215,1.53,0.383266533,0.244019139,0.559622226,-1.25,-0.294117647,-0.227272727,-0.502943295,0.26320742,0.396708751,,
12/31/2009,australia,1,5.644,3.75,2583.663044,1001.31,35.38,28.30158282,0.122,0.022093444,0.019479483,0.044623472,0.75,0.25,0.136363636,0.301765977,0.396708751,-0.156245972,,
6/30/2010,australia,1,5.094,4.5,2179.9761,882.84,51.87,17.02024291,-0.55,-0.097448618,-0.087915601,-0.201171388,0.75,0.2,0.136363636,0.301765977,-0.156245972,0.357297352,,
12/31/2010,australia,1,5.545,4.75,2958.875787,966.29,60.04,16.09410393,0.451,0.088535532,0.072513868,0.164960539,0.25,0.055555556,0.046511628,0.100588659,0.357297352,0.038182733,,
6/30/2011,australia,1,5.207,4.75,3071.85375,941.71,66.56,14.14828726,-0.338,-0.060955816,-0.05466602,-0.123628962,0,0,0,0,0.038182733,-0.142294772,,
12/31/2011,australia,1,3.668,4.25,2634.74502,822.75,68.66,11.98295951,-1.539,-0.295563664,-0.251101322,-0.562914121,-0.5,-0.105263158,-0.095238095,-0.201177318,-0.142294772,0.034228087,,
6/30/2012,australia,1,3.038,3.5,2724.927301,831.7,65.46,12.70546899,-0.63,-0.171755725,-0.103703704,-0.230432681,-0.75,-0.176470588,-0.142857143,-0.301765977,0.034228087,0.180294274,,
12/31/2012,australia,1,3.273,3,3216.216091,945.48,59.52,15.88508065,0.235,0.077353522,0.038730944,0.085955048,-0.5,-0.142857143,-0.095238095,-0.201177318,0.180294274,-0.06130835,,
6/30/2013,australia,1,3.76,2.75,3019.035188,985.63,57.16,17.24335199,0.487,0.148793156,0.080363036,0.17812812,-0.25,-0.083333333,-0.047619048,-0.100588659,-0.06130835,0.109670277,,
12/31/2013,australia,1,4.235,2.5,3350.133614,1094.02,57.7,18.96048527,0.475,0.126329787,0.078525376,0.173738926,-0.25,-0.090909091,-0.047619048,-0.100588659,0.109670277,0.088572057,,
6/30/2014,australia,1,3.541,2.5,3646.861839,1104.86,59.14,18.68211025,-0.694,-0.163872491,-0.114938721,-0.253841716,0,0,0,0,0.088572057,-0.112731748,,
12/31/2014,australia,1,2.739,2.5,3235.74473,1105.74,64.5,17.14325581,-0.802,-0.226489692,-0.133023719,-0.293344461,0,0,0,0,-0.112731748,-0.032841206,,
6/30/2015,australia,1,3.01,2,3129.47897,1114.33,96.17,11.58708537,0.271,0.098941219,0.045016611,0.09912263,-0.5,-0.2,-0.1,-0.201177318,-0.032841206,-0.068953039,,
12/31/2015,australia,1,2.88,2,2913.691884,1068.79,49.11,21.76318469,-0.13,-0.043189369,-0.021726414,-0.047549601,0,0,0,0,-0.068953039,0.025684841,,
6/30/2016,australia,1,1.981,1.75,2988.529598,1047.41,44.12,23.7400272,-0.899,-0.312152778,-0.151168656,-0.328823779,-0.25,-0.125,-0.05,-0.100588659,0.025684841,0.086574354,,
12/31/2016,australia,1,2.765,1.5,3247.259618,1146.21,44.94,25.50534045,0.784,0.395759717,0.132555584,0.28676067,-0.25,-0.142857143,-0.05,-0.100588659,0.086574354,0.088983851,,
6/30/2017,australia,1,2.598,1.5,3536.213285,1153.98,60.52,19.0677462,-0.167,-0.06039783,-0.028391704,-0.061082949,0,0,0,0,0.088983851,,,
6/30/1993,austria,1,6.838,,,,,,,,,,,,,,,,,
12/31/1993,austria,1,5.864,,,,,,-0.974,-0.14243931,-0.153361675,-0.515337617,,,,,,,,
6/30/1994,austria,1,7.212,,,,,,1.348,0.229877217,0.197133665,0.713218796,,,,,,,,
12/31/1994,austria,1,7.723,,,,,,0.511,0.070854132,0.072740214,0.270367066,,,,,,,,
6/30/1995,austria,1,7.252,,,92.43,0.25,369.72,-0.471,-0.060986663,-0.06530782,-0.249203304,,,,,,,,
12/31/1995,austria,1,6.364,,,83.73,0.23,364.0434783,-0.888,-0.12244898,-0.126405694,-0.469835528,,,,,,,,
6/30/1996,austria,1,6.57,,,92.23,0.54,170.7962963,0.206,0.032369579,0.030125768,0.108993377,,,,,,,,
12/31/1996,austria,1,5.827,,,93.05,0.56,166.1607143,-0.743,-0.113089802,-0.110829356,-0.393116889,,,,,,,,
6/30/1997,austria,1,5.746,,,101.77,0.49,207.6938776,-0.081,-0.013900807,-0.012328767,-0.042856619,,,,,,,,
12/31/1997,austria,1,5.418,,1691.201,108.95,0.37,294.4594595,-0.328,-0.057083188,-0.050719035,-0.173542853,,,,,,0.238558279,,
6/30/1998,austria,1,4.854,,2094.651,134.7,0.35,384.8571429,-0.564,-0.104097453,-0.088623507,-0.298409051,,,,,0.238558279,-0.189778631,,
12/31/1998,austria,1,4.032,3,1697.131,100,5.84,17.12328767,-0.822,-0.16934487,-0.134445535,-0.43491532,,,,,-0.189778631,-0.057225989,,
6/30/1999,austria,1,4.769,2.5,1600.011,106.57,2.9,36.74827586,0.737,0.182787698,0.125682128,0.389942324,-0.5,-0.166666667,-0.181818182,-0.340008803,-0.057225989,-0.035968503,,
12/31/1999,austria,1,5.558,3,1542.461,104.88,2.85,36.8,0.789,0.165443489,0.134975622,0.417455215,0.5,0.2,0.166666667,0.340008803,-0.035968503,-0.095314565,,
6/30/2000,austria,1,5.577,4.25,1395.442,98.38,5.57,17.66247756,0.019,0.003418496,0.003260683,0.010052787,1.25,0.416666667,0.416666667,0.850022007,-0.095314565,-0.026813726,,
12/31/2000,austria,1,5.167,4.75,1358.025,96.94,5.7,17.00701754,-0.41,-0.073516227,-0.070854575,-0.216928566,0.5,0.117647059,0.166666667,0.340008803,-0.026813726,-0.021398722,,
6/30/2001,austria,1,5.377,4.5,1328.965,103.22,7.29,14.15912209,0.21,0.040642539,0.036547163,0.111109753,-0.25,-0.052631579,-0.068965517,-0.170004401,-0.021398722,-0.035856475,,
12/31/2001,austria,1,5.172,3.25,1281.313,94.62,6.79,13.93519882,-0.205,-0.038125349,-0.036209485,-0.108464283,-1.25,-0.277777778,-0.384615385,-0.850022007,-0.035856475,0.207737688,,
6/30/2002,austria,1,5.138,3.25,1547.49,101.32,-5.19,-19.522158,-0.034,-0.006573859,-0.006096468,-0.017989198,0,0,0,0,0.207737688,-0.035008304,,
12/31/2002,austria,1,4.27,2.75,1493.315,91.81,-5.46,-16.81501832,-0.868,-0.16893733,-0.155904805,-0.459253646,-0.5,-0.153846154,-0.153846154,-0.340008803,-0.035008304,0.228300896,,
6/30/2003,austria,1,3.903,2,1834.240153,101.62,6.57,15.46727549,-0.367,-0.085948478,-0.066030946,-0.194177521,-0.75,-0.272727273,-0.24,-0.510013204,0.228300896,0.277877354,,
12/31/2003,austria,1,4.335,2,2343.933953,118.02,7.54,15.65251989,0.432,0.110684089,0.078717201,0.228568635,0,0,0,0,0.277877354,0.246468027,,
6/30/2004,austria,1,4.377,2,2921.63873,150.7,9.51,15.84647739,0.042,0.009688581,0.007751938,0.022221951,0,0,0,0,0.246468027,0.37604156,,
12/31/2004,austria,1,3.67,2,4020.296315,185.32,9.74,19.02669405,-0.707,-0.161526159,-0.130986568,-0.374069502,0,0,0,0,0.37604156,0.076371961,,
6/30/2005,austria,1,3.16,2,4327.334228,221.21,17.16,12.89102564,-0.51,-0.138964578,-0.094848428,-0.269837972,0,0,0,0,0.076371961,0.157956031,,
12/31/2005,austria,1,3.28,2.25,5010.862768,262.66,20.2,13.0029703,0.12,0.037974684,0.022750972,0.063491288,0.25,0.125,0.090909091,0.170004401,0.157956031,0.111441728,,
6/30/2006,austria,1,4.098,2.75,5569.281972,266.05,20.05,13.26932668,0.818,0.249390244,0.158159319,0.432798943,0.5,0.222222222,0.181818182,0.340008803,0.111441728,0.228491999,,
12/31/2006,austria,1,3.98,3.5,6841.818341,316.6,20.31,15.58838011,-0.118,-0.028794534,-0.022826192,-0.062433099,0.75,0.272727273,0.272727273,0.510013204,0.228491999,0.110445457,,
6/30/2007,austria,1,4.622,4,7597.466096,339.74,21.17,16.04818139,0.642,0.161306533,0.124250048,0.339678388,0.5,0.142857143,0.173913043,0.340008803,0.110445457,-0.079899012,,
12/31/2007,austria,1,4.432,4,6990.436064,287.68,25.2,11.41587302,-0.19,-0.041107746,-0.036875303,-0.100527872,0,0,0,0,-0.079899012,-0.053344358,,
6/30/2008,austria,1,4.888,4,6617.53574,249.35,21.65,11.51732102,0.456,0.102888087,0.088750487,0.241266893,0,0,0,0,-0.053344358,-0.666301132,,
12/31/2008,austria,1,3.855,2.5,2208.264184,93.91,20.16,4.658234127,-1.033,-0.211333879,-0.206064233,-0.546554167,-1.5,-0.375,-0.5,-1.020026408,-0.666301132,0.230731095,,
6/30/2009,austria,1,4.139,1,2717.779398,111.41,9.66,11.53312629,0.284,0.073670558,0.058101473,0.150262714,-1.5,-0.6,-0.52173913,-1.020026408,0.230731095,0.163524943,,
12/31/2009,austria,1,3.717,1,3162.204118,125.92,,,-0.422,-0.101956994,-0.086635188,-0.223277694,0,0,0,0,0.163524943,-0.233361794,,
6/30/2010,austria,1,3.16,1,2424.266492,110.86,8.23,13.47023086,-0.557,-0.149852031,-0.114750721,-0.294705393,0,0,0,0,-0.233361794,0.433249745,,
12/31/2010,austria,1,3.507,1,3474.579332,144.57,11.56,12.50605536,0.347,0.109810127,0.072118882,0.18359564,0,0,0,0,0.433249745,0.075281636,,
6/30/2011,austria,1,3.502,1.25,3736.151348,141.12,10.82,13.04251386,-0.005,-0.00142572,-0.001048438,-0.00264547,0.25,0.25,0.095238095,0.170004401,0.075281636,-0.408811939,,
12/31/2011,austria,1,2.904,1,2208.768071,92.94,7.24,12.83701657,-0.598,-0.170759566,-0.127355979,-0.316398249,-0.25,-0.2,-0.1,-0.170004401,-0.408811939,-0.011821407,,
6/30/2012,austria,1,2.416,1,2182.657324,92.22,5.35,17.23738318,-0.488,-0.168044077,-0.105581999,-0.258197903,0,0,0,0,-0.011821407,0.274088201,,
12/31/2012,austria,1,1.748,0.75,2780.897943,112.2,9.7,11.56701031,-0.668,-0.276490066,-0.14755909,-0.353434834,-0.25,-0.25,-0.1,-0.170004401,0.274088201,-0.075814149,,
6/30/2013,austria,1,2.161,0.5,2570.066532,103.77,8.72,11.90022936,0.413,0.236270023,0.093185921,0.218515848,-0.25,-0.333333333,-0.105263158,-0.170004401,-0.075814149,0.227191043,,
12/31/2013,austria,1,2.272,0.25,3153.962628,119.05,5.61,21.22103387,0.111,0.051365109,0.025201498,0.058729441,-0.25,-0.5,-0.111111111,-0.170004401,0.227191043,-0.033623257,,
6/30/2014,austria,1,1.554,0.15,3047.916133,114.3,4.4,25.97727273,-0.718,-0.316021127,-0.164039296,-0.379889537,-0.1,-0.4,-0.047058824,-0.068001761,-0.033623257,-0.273219436,,
12/31/2014,austria,1,0.643,0.05,2215.166205,93.7,-1.97,-47.56345178,-0.911,-0.586229086,-0.209136823,-0.482004691,-0.1,-0.666666667,-0.05,-0.068001761,-0.273219436,0.063919792,,
6/30/2015,austria,1,1.143,0.05,2356.759168,107.43,-2.33,-46.10729614,0.5,0.777604977,0.115340254,0.264547031,0,0,0,0,0.063919792,-0.027551681,,
12/31/2015,austria,1,0.899,0.05,2291.826492,106.7,4.78,22.32217573,-0.244,-0.213473316,-0.056711214,-0.129098951,0,0,0,0,-0.027551681,-0.104514902,,
6/30/2016,austria,1,0.2,0,2052.296471,91.84,4,22.96,-0.699,-0.77753059,-0.163700234,-0.36983675,-0.05,-1,-0.025,-0.03400088,-0.104514902,0.242470955,,
12/31/2016,austria,1,0.426,0,2549.918757,119.62,5.62,21.28469751,0.226,1.13,0.053751932,0.119575258,0,,0,0,0.242470955,0.327600999,,
6/30/2017,austria,1,0.714,0,3385.27469,144.21,8.93,16.14893617,0.288,0.676056338,0.069582025,0.15237909,0,,0,0,0.327600999,,,
6/30/1993,belgium,1,6.985,,,,,,,,,,,,,,,,2,1
12/31/1993,belgium,1,6.34,,,,,,-0.645,-0.09234073,-0.096810507,-0.33619763,,,,,,,2,2
6/30/1994,belgium,1,7.93,,,,,,1.59,0.250788644,0.227630637,0.828766251,,,,,,,2,3
12/31/1994,belgium,1,8.359,,,,,,0.429,0.054098361,0.057525981,0.223610517,,,,,,,2,4
6/30/1995,belgium,1,7.572,,,38.97,2.91,13.39175258,-0.787,-0.094150018,-0.103935552,-0.410213233,,,,,,,2,5
12/31/1995,belgium,1,6.687,,,43.12,2.9,14.86896552,-0.885,-0.116877971,-0.121590987,-0.461294423,,,,,,,2,6
6/30/1996,belgium,1,6.77,,,46.71,3.09,15.11650485,0.083,0.012412143,0.011882606,0.043262641,,,,,,,2,7
12/31/1996,belgium,1,5.875,,,50.61,3.11,16.2733119,-0.895,-0.132200886,-0.130134497,-0.466506789,,,,,,,2,8
6/30/1997,belgium,1,5.78,,,63.03,3.93,16.03816794,-0.095,-0.016170213,-0.014032496,-0.04951748,,,,,,,2,9
12/31/1997,belgium,1,5.441,,4083.349,65.43,3.97,16.48110831,-0.339,-0.058650519,-0.0503827,-0.17669922,,,,,,0.433112624,2,10
6/30/1998,belgium,1,4.947,,5851.899,93.28,5.44,17.14705882,-0.494,-0.090792134,-0.073874682,-0.257490898,,,,,0.433112624,0.170517126,,
12/31/1998,belgium,1,4.103,3,6849.748,100,5.33,18.76172608,-0.844,-0.17060845,-0.129577032,-0.439923721,,,,,0.170517126,-0.193838664,,
6/30/1999,belgium,1,4.8,2.5,5522.002,91.02,5.07,17.95266272,0.697,0.169875701,0.109936909,0.363301935,-0.5,-0.166666667,-0.181818182,-0.340008803,-0.193838664,0.06357006,,
12/31/1999,belgium,1,5.595,3,5873.036,98.67,5.34,18.47752809,0.795,0.165625,0.130167826,0.414383126,0.5,0.2,0.166666667,0.340008803,0.06357006,-0.160374123,,
6/30/2000,belgium,1,5.59,4.25,4931.153,85.69,6.45,13.28527132,-0.005,-0.000893655,-0.000851064,-0.002606183,1.25,0.416666667,0.416666667,0.850022007,-0.160374123,-0.009632433,,
12/31/2000,belgium,1,5.242,4.75,4883.654,85.76,6.18,13.87702265,-0.348,-0.062254025,-0.05971686,-0.181390349,0.5,0.117647059,0.166666667,0.340008803,-0.009632433,-0.137292077,,
6/30/2001,belgium,1,5.431,4.5,4213.167,80.11,6.05,13.24132231,0.189,0.036054941,0.032698962,0.098513724,-0.25,-0.052631579,-0.068965517,-0.170004401,-0.137292077,0.032890697,,
12/31/2001,belgium,1,5.246,3.25,4351.741,78.64,6.03,13.04145937,-0.185,-0.034063708,-0.032527473,-0.096428778,-1.25,-0.277777778,-0.384615385,-0.850022007,0.032890697,0.00827347,,
6/30/2002,belgium,1,5.17,3.25,4387.745,69.67,5.01,13.90618762,-0.076,-0.014487228,-0.013583557,-0.039613984,0,0,0,0,0.00827347,-0.156644244,,
12/31/2002,belgium,1,4.316,2.75,3700.43,55.28,4.74,11.66244726,-0.854,-0.165183752,-0.152704515,-0.445136087,-0.5,-0.153846154,-0.153846154,-0.340008803,-0.156644244,0.07128845,,
6/30/2003,belgium,1,3.9,2,3964.22792,52.28,2.61,20.03065134,-0.416,-0.096385542,-0.074418605,-0.216834441,-0.75,-0.272727273,-0.24,-0.510013204,0.07128845,0.263209197,,
12/31/2003,belgium,1,4.344,2,5007.649168,60.1,4.46,13.47533632,0.444,0.113846154,0.080500408,0.231429066,0,0,0,0,0.263209197,0.093205925,,
6/30/2004,belgium,1,4.399,2,5474.39174,66.3,6.35,10.44094488,0.055,0.012661142,0.010108436,0.028668015,0,0,0,0,0.093205925,0.312896312,,
12/31/2004,belgium,1,3.688,2,7187.308724,77.85,6.44,12.08850932,-0.711,-0.161627643,-0.130794702,-0.370599248,0,0,0,0,0.312896312,-0.021952315,,
6/30/2005,belgium,1,3.195,2,7029.530656,83.2,7.61,10.93298292,-0.493,-0.13367679,-0.09077518,-0.256969662,0,0,0,0,-0.021952315,0.114944002,,
12/31/2005,belgium,1,3.327,2.25,7837.533041,94.76,8.25,11.48606061,0.132,0.041314554,0.024726047,0.068803236,0.25,0.125,0.090909091,0.170004401,0.114944002,0.114486644,,
6/30/2006,belgium,1,4.08,2.75,8734.8259,95.52,9.9,9.648484848,0.753,0.226330027,0.143537934,0.392491187,0.5,0.222222222,0.181818182,0.340008803,0.114486644,0.226203362,,
12/31/2006,belgium,1,3.993,3.5,10710.67289,112.96,10.21,11.06366308,-0.087,-0.021323529,-0.016590389,-0.045347587,0.75,0.272727273,0.272727273,0.510013204,0.226203362,0.086126478,,
6/30/2007,belgium,1,4.64,4,11633.14542,117.43,11,10.67545455,0.647,0.162033559,0.123426173,0.337240103,0.5,0.142857143,0.173913043,0.340008803,0.086126478,-0.104404503,,
12/31/2007,belgium,1,4.468,4,10418.59266,96.51,13.48,7.159495549,-0.172,-0.037068966,-0.033038801,-0.089652701,0,0,0,0,-0.104404503,-0.219405258,,
6/30/2008,belgium,1,4.955,4,8132.698652,67.99,11.16,6.092293907,0.487,0.108997314,0.094197292,0.253842242,0,0,0,0,-0.219405258,-0.570630256,,
12/31/2008,belgium,1,3.775,2.5,3491.93474,33.02,3.4,9.711764706,-1.18,-0.23814329,-0.23308642,-0.61505923,-1.5,-0.375,-0.5,-1.020026408,-0.570630256,0.204708168,,
6/30/2009,belgium,1,3.962,1,4206.762304,38.68,-22.72,-1.702464789,0.187,0.049536424,0.037739657,0.097471251,-1.5,-0.6,-0.52173913,-1.020026408,0.204708168,0.307315784,,
12/31/2009,belgium,1,3.709,1,5499.566761,49.34,-21.79,-2.264341441,-0.253,-0.063856638,-0.051100788,-0.131872869,0,0,0,0,0.307315784,-0.136244854,,
6/30/2010,belgium,1,3.444,1,4750.279088,49.13,4.86,10.1090535,-0.265,-0.07144783,-0.053567819,-0.138127709,0,0,0,0,-0.136244854,0.152894287,,
12/31/2010,belgium,1,3.97,1,5476.569623,51.6,3.93,13.12977099,0.526,0.152729384,0.107930645,0.274170471,0,0,0,0,0.152894287,0.08120087,,
6/30/2011,belgium,1,4.095,1.25,5921.271841,50.65,3.42,14.80994152,0.125,0.031486146,0.026041667,0.06515458,0.25,0.25,0.095238095,0.170004401,0.08120087,-0.173303508,,
12/31/2011,belgium,1,4.09,1,4895.094661,46.63,2.88,16.19097222,-0.005,-0.001221001,-0.001059322,-0.002606183,-0.25,-0.2,-0.1,-0.170004401,-0.173303508,0.193407691,,
6/30/2012,belgium,1,3.192,1,5841.843616,55.71,2.36,23.6059322,-0.898,-0.219559902,-0.193534483,-0.468070499,0,0,0,0,0.193407691,0.169357,,
12/31/2012,belgium,1,2.058,0.75,6831.200728,62.48,3.65,17.11780822,-1.134,-0.355263158,-0.249011858,-0.591082345,-0.25,-0.25,-0.1,-0.170004401,0.169357,0.040252313,,
6/30/2013,belgium,1,2.633,0.5,7106.172356,64.65,3.48,18.57758621,0.575,0.279397473,0.128692927,0.299711066,-0.25,-0.333333333,-0.105263158,-0.170004401,0.040252313,0.226766685,,
12/31/2013,belgium,1,2.557,0.25,8717.615505,74.47,5.32,13.9981203,-0.076,-0.028864413,-0.017142213,-0.039613984,-0.25,-0.5,-0.111111111,-0.170004401,0.226766685,0.075442587,,
6/30/2014,belgium,1,1.696,0.15,9375.294972,79.35,4.87,16.2936345,-0.861,-0.336722722,-0.195726301,-0.448784744,-0.1,-0.4,-0.047058824,-0.068001761,0.075442587,-0.031830678,,
12/31/2014,belgium,1,0.831,0.05,9076.872979,86.41,3.86,22.38601036,-0.865,-0.510023585,-0.197872584,-0.45086969,-0.1,-0.666666667,-0.05,-0.068001761,-0.031830678,0.070527147,,
6/30/2015,belgium,1,1.216,0.05,9717.038932,98.82,4.77,20.71698113,0.385,0.463297232,0.088627993,0.200676105,0,0,0,0,0.070527147,0.04715378,,
12/31/2015,belgium,1,0.969,0.05,10175.23404,105.38,4.78,22.0460251,-0.247,-0.203125,-0.05704388,-0.128745449,0,0,0,0,0.04715378,-0.001917333,,
6/30/2016,belgium,1,0.228,0,10155.72473,101.4,2.68,37.8358209,-0.741,-0.764705882,-0.171686747,-0.386236347,-0.05,-1,-0.025,-0.03400088,-0.001917333,-0.073903367,,
12/31/2016,belgium,1,0.534,0,9405.182483,97.99,2.48,39.51209677,0.306,1.342105263,0.072692719,0.159498411,0,,0,0,-0.073903367,0.102238636,,
6/30/2017,belgium,1,0.801,0,10366.75551,98.33,3.3,29.7969697,0.267,0.5,0.065074336,0.139170182,0,,0,0,0.102238636,,,
6/30/2007,brazil,0,10.68,12,500.831487,2857.33,203.7,14.02714777,,,,,,,,,,0.366474862,,
12/31/2007,brazil,0,12.45,11.25,684.373637,3867.16,256.07,15.10196431,1.77,0.165730337,0.15304799,1.245698348,-0.75,-0.0625,-0.064516129,-0.358191097,0.366474862,0.124039161,,
