Date,Country,Development,BondYield,CBPR,TotalPrices,Prices,Earnings,PE,BondYield_T_Difference,BondYield_T_PercentChange,BondYield_T_PercentChangeMedian,BondYield_T_PercentChangeStd,CBPR_T_Difference,CBPR_T_PercentChange,CBPR_T_PercentChangeMedian,CBPR_T_PercentChangeStd,Returns6M_Concurrent,Returns6M_Subsequent,,
6/30/2014,france,1,1.7,0.15,5506.4362,123.96,4.71,26.31847134,-0.858,-0.335418296,-0.184913793,-0.361623711,-0.1,-0.4,-0.047058824,-0.068001761,0.046533646,-0.139260042,,
12/31/2014,france,1,0.826,0.05,4739.609662,120.36,4.48,26.86607143,-0.874,-0.514117647,-0.188768898,-0.368367276,-0.1,-0.666666667,-0.05,-0.068001761,-0.139260042,0.050193522,,
6/30/2015,france,1,1.195,0.05,4977.507364,134.9,5.26,25.64638783,0.369,0.446731235,0.07987013,0.155523484,0,0,0,0,0.050193522,-0.048858626,,
12/31/2015,france,1,0.988,0.05,4734.313191,131.1,6.04,21.70529801,-0.207,-0.173221757,-0.04578633,-0.087244881,0,0,0,0,-0.048858626,-0.041924619,,
6/30/2016,france,1,0.182,0,4535.828913,120.18,6.04,19.89735099,-0.806,-0.815789474,-0.182270466,-0.339707122,-0.05,-1,-0.025,-0.03400088,-0.041924619,0.094734632,,
12/31/2016,france,1,0.686,0,4965.528995,137.99,6.22,22.18488746,0.504,2.769230769,0.11508163,0.21242232,0,,0,0,0.094734632,0.170549512,,
6/30/2017,france,1,0.815,0,5812.397542,146.69,7.83,18.73435504,0.129,0.188046647,0.029744063,0.054369998,0,,0,0,0.170549512,,,
6/30/1989,germany,1,6.718,,,,,,,,,,,,,,,,,
12/31/1989,germany,1,7.306,,,,,,0.588,0.087526049,0.083856246,0.250635961,,,,,,,,
6/30/1990,germany,1,8.715,,,,,,1.409,0.192855188,0.192855188,0.600588553,,,,,,,,
12/31/1990,germany,1,8.992,,,,,,0.277,0.03178428,0.034579614,0.118071703,,,,,,,,
6/30/1991,germany,1,8.492,,,,,,-0.5,-0.055604982,-0.058878945,-0.213125817,,,,,,,,
12/31/1991,germany,1,8.009,,,,,,-0.483,-0.056877061,-0.058541907,-0.20587954,,,,,,,,
6/30/1992,germany,1,8.034,,,,,,0.025,0.003121488,0.003111775,0.010656291,,,,,,,,
12/31/1992,germany,1,7.198,,,,,,-0.836,-0.104057755,-0.104219909,-0.356346367,,,,,,,,
6/30/1993,germany,1,6.617,,,,,,-0.581,-0.080716866,-0.072543389,-0.2476522,,,,,,,,
12/31/1993,germany,1,5.532,,,,,,-1.085,-0.163971588,-0.141691152,-0.462483024,,,,,,,,
6/30/1994,germany,1,7.082,,,,,,1.55,0.280187997,0.212154394,0.660690034,,,,,,,,
12/31/1994,germany,1,7.621,,,,,,0.539,0.076108444,0.072218128,0.229749631,,,,,,,,
6/30/1995,germany,1,6.94,,,45.6,1.8,25.33333333,-0.681,-0.089358352,-0.093211059,-0.290277363,,,,,,,,
12/31/1995,germany,1,6.031,,,48.52,1.92,25.27083333,-0.909,-0.130979827,-0.125344732,-0.387462736,,,,,,,,
6/30/1996,germany,1,6.505,,,53.58,1.98,27.06060606,0.474,0.078593931,0.065851625,0.202043275,,,,,,,,
12/31/1996,germany,1,5.779,,,58.57,2.61,22.44061303,-0.726,-0.111606457,-0.101680672,-0.309458687,,,,,,,,
6/30/1997,germany,1,5.707,,,76.88,2.68,28.68656716,-0.072,-0.012458903,-0.01016662,-0.030690118,,,,,,,,
12/31/1997,germany,1,5.368,,2074.091,84.23,2.74,30.74087591,-0.339,-0.059400736,-0.048352589,-0.144499304,,,,,,0.364878879,,
6/30/1998,germany,1,4.779,,2830.883,114.86,3.64,31.55494505,-0.589,-0.109724292,-0.084870317,-0.251062213,,,,,0.364878879,-0.051724851,,
12/31/1998,germany,1,3.866,3,2684.456,100,3.83,26.10966057,-0.913,-0.191044151,-0.133694538,-0.389167742,,,,,-0.051724851,-0.042068486,,
6/30/1999,germany,1,4.511,2.5,2571.525,108.45,4.09,26.51589242,0.645,0.16683911,0.096010717,0.274932304,-0.5,-0.166666667,-0.181818182,-0.340008803,-0.042068486,0.253162618,,
12/31/1999,germany,1,5.358,3,3222.539,139.05,4,34.7625,0.847,0.187763245,0.127034121,0.361035135,0.5,0.2,0.166666667,0.340008803,0.253162618,-0.074403134,,
6/30/2000,germany,1,5.221,4.25,2982.772,133.94,4.81,27.84615385,-0.137,-0.025569242,-0.020704247,-0.058396474,1.25,0.416666667,0.416666667,0.850022007,-0.074403134,-0.088032206,,
12/31/2000,germany,1,4.851,4.75,2720.192,123.99,5,24.798,-0.37,-0.07086765,-0.056393842,-0.157713105,0.5,0.117647059,0.166666667,0.340008803,-0.088032206,-0.151125729,,
6/30/2001,germany,1,5.103,4.5,2309.101,115.17,6.59,17.47647951,0.252,0.051948052,0.038739431,0.107415412,-0.25,-0.052631579,-0.068965517,-0.170004401,-0.151125729,-0.085677067,,
12/31/2001,germany,1,4.998,3.25,2111.264,100.05,4.29,23.32167832,-0.105,-0.020576132,-0.016751755,-0.044756422,-1.25,-0.277777778,-0.384615385,-0.850022007,-0.085677067,-0.052601664,,
6/30/2002,germany,1,4.942,3.25,2000.208,84.37,2.53,33.34782609,-0.056,-0.011204482,-0.009285359,-0.023870092,0,0,0,0,-0.052601664,-0.29471135,,
12/31/2002,germany,1,4.204,2.75,1410.724,55.98,0.17,329.2941176,-0.738,-0.149332254,-0.124978831,-0.314573706,-0.5,-0.153846154,-0.153846154,-0.340008803,-0.29471135,0.206748139,,
6/30/2003,germany,1,3.802,2,1702.388562,60.36,-0.97,-62.22680412,-0.402,-0.095623216,-0.069562208,-0.171353157,-0.75,-0.272727273,-0.24,-0.510013204,0.206748139,0.357376118,,
12/31/2003,germany,1,4.292,2,2310.781577,74.59,1.37,54.44525547,0.49,0.128879537,0.085321261,0.208863301,0,0,0,0,0.357376118,-0.009068221,,
6/30/2004,germany,1,4.318,2,2289.826899,75.43,3.19,23.64576803,0.026,0.006057782,0.004555809,0.011082543,0,0,0,0,-0.009068221,0.172312379,,
12/31/2004,germany,1,3.683,2,2684.392419,79.15,4.03,19.64019851,-0.635,-0.147058824,-0.112999377,-0.270669788,0,0,0,0,0.172312379,-0.0409471,,
6/30/2005,germany,1,3.134,2,2574.474334,83.51,5.2,16.05961538,-0.549,-0.149063264,-0.099240781,-0.234012147,0,0,0,0,-0.0409471,0.146131492,,
12/31/2005,germany,1,3.309,2.25,2950.686109,98.23,6.39,15.37245696,0.175,0.055839183,0.032110092,0.074594036,0.25,0.125,0.090909091,0.170004401,0.146131492,0.134135745,,
6/30/2006,germany,1,4.071,2.75,3346.478588,100.56,8,12.57,0.762,0.230281052,0.14195231,0.324803746,0.5,0.222222222,0.181818182,0.340008803,0.134135745,0.199056741,,
12/31/2006,germany,1,3.948,3.5,4012.61771,116.89,8.11,14.41307028,-0.123,-0.030213707,-0.022934924,-0.052428951,0.75,0.272727273,0.272727273,0.510013204,0.199056741,0.240831123,,
6/30/2007,germany,1,4.574,4,4978.980939,138.83,9.3,14.92795699,0.626,0.158561297,0.11683464,0.266833523,0.5,0.142857143,0.173913043,0.340008803,0.240831123,0.089642533,,
12/31/2007,germany,1,4.307,4,5425.309404,139.72,9.98,14,-0.267,-0.058373415,-0.050477361,-0.113809186,0,0,0,0,0.089642533,-0.138744936,,
6/30/2008,germany,1,4.621,4,4672.575197,108.84,8.63,12.61181924,0.314,0.072904574,0.060141735,0.133843013,0,0,0,0,-0.138744936,-0.371489374,,
12/31/2008,germany,1,2.951,2.5,2936.763161,77.53,5.84,13.27568493,-1.67,-0.361393638,-0.323518016,-0.71184023,-1.5,-0.375,-0.5,-1.020026408,-0.371489374,-0.006056535,,
6/30/2009,germany,1,3.386,1,2918.976551,74.03,3.8,19.48157895,0.435,0.147407658,0.085243974,0.185419461,-1.5,-0.6,-0.52173913,-1.020026408,-0.006056535,0.259167162,,
12/31/2009,germany,1,3.387,1,3675.479421,91.13,1.31,69.5648855,0.001,0.000295334,0.000198,0.000426252,0,0,0,0,0.259167162,-0.151029061,,
6/30/2010,germany,1,2.577,1,3120.375216,88.6,5.46,16.22710623,-0.81,-0.23914969,-0.162064826,-0.345263824,0,0,0,0,-0.151029061,0.277294415,,
12/31/2010,germany,1,2.963,1,3985.637836,103.33,7.43,13.90713324,0.386,0.149786574,0.077665996,0.164533131,0,0,0,0,0.277294415,0.142140756,,
6/30/2011,germany,1,3.025,1.25,4552.159412,106.59,9.07,11.75192944,0.062,0.020924738,0.012545528,0.026427601,0.25,0.25,0.095238095,0.170004401,0.142140756,-0.282780532,,
12/31/2011,germany,1,1.829,1,3264.897351,85.37,8.35,10.2239521,-1.196,-0.395371901,-0.244256101,-0.509796955,-0.25,-0.2,-0.1,-0.170004401,-0.282780532,0.058851749,,
6/30/2012,germany,1,1.583,1,3457.042269,89.87,6.75,13.31407407,-0.246,-0.134499727,-0.050711194,-0.104857902,0,0,0,0,0.058851749,0.236260212,,
12/31/2012,germany,1,1.316,0.75,4273.803808,106.92,7.44,14.37096774,-0.267,-0.168667088,-0.055451713,-0.113809186,-0.25,-0.25,-0.1,-0.170004401,0.236260212,0.028899765,,
6/30/2013,germany,1,1.728,0.5,4397.315735,108.9,7.79,13.97946085,0.412,0.313069909,0.086210504,0.175615673,-0.25,-0.333333333,-0.105263158,-0.170004401,0.028899765,0.276771816,,
12/31/2013,germany,1,1.929,0.25,5614.368798,131.16,7.13,18.39551192,0.201,0.116319444,0.042765957,0.085676579,-0.25,-0.5,-0.111111111,-0.170004401,0.276771816,0.013068278,,
6/30/2014,germany,1,1.245,0.15,5687.738928,131.03,7.12,18.40308989,-0.684,-0.354587869,-0.148019909,-0.291556118,-0.1,-0.4,-0.047058824,-0.068001761,0.013068278,-0.115143545,,
12/31/2014,germany,1,0.541,0.05,5032.832506,131.17,7.55,17.37350993,-0.704,-0.565461847,-0.153126699,-0.300081151,-0.1,-0.666666667,-0.05,-0.068001761,-0.115143545,0.02231057,,
6/30/2015,germany,1,0.764,0.05,5145.117867,142.89,8.02,17.81670823,0.223,0.41219963,0.048753826,0.095054115,0,0,0,0,0.02231057,-0.04028157,,
12/31/2015,germany,1,0.629,0.05,4937.864439,140.65,6.36,22.11477987,-0.135,-0.176701571,-0.029719318,-0.057543971,0,0,0,0,-0.04028157,-0.079356725,,
6/30/2016,germany,1,-0.13,0,4546.011689,123.79,5.59,22.14490161,-0.759,-1.206677266,-0.168255376,-0.323524991,-0.05,-1,-0.025,-0.03400088,-0.079356725,0.11607415,,
12/31/2016,germany,1,0.208,0,5073.68613,145.46,7.85,18.52993631,0.338,-2.6,0.076565862,0.144073053,0,,0,0,0.11607415,0.153226008,,
6/30/2017,germany,1,0.466,0,5851.106802,152.07,7.67,19.82659713,0.258,1.240384615,0.059749884,0.109972922,0,,0,0,0.153226008,,,
12/31/2013,greece,0,8.268,0.25,,18,2.4,7.5,,,,,,,,,,,,
6/30/2014,greece,0,5.905,0.15,,19.03,-5.91,-3.219966159,-2.363,-0.285800677,-0.333450928,-0.763461351,-0.1,-0.4,-0.5,-1.13137085,,,,
12/31/2014,greece,0,9.416,0.05,,12.25,-2.39,-5.125523013,3.511,0.594580864,0.42464925,1.134368516,-0.1,-0.666666667,-0.666666667,-1.13137085,,,,
6/30/2015,greece,0,15.424,0.05,,9.73,-2.77,-3.512635379,6.008,0.638062872,0.67948428,1.941123909,0,0,0,0,,,,
12/31/2015,greece,0,8.285,0.05,,5.17,-13.77,-0.375453885,-7.139,-0.462850104,-0.861677731,-2.306538546,0,0,0,0,,,,
6/30/2016,greece,0,8.293,0,,3.79,2.29,1.655021834,0.008,0.0009656,0.000965135,0.002584719,-0.05,-1,-1,-0.565685425,,,,
12/31/2016,greece,0,7.107,0,,4.62,-0.03,-154,-1.186,-0.143012179,-0.143150272,-0.38318458,0,,0,0,,,,
6/30/2017,greece,0,5.424,0,,5.47,0.18,30.38888889,-1.683,-0.23680878,-0.203346825,-0.543760243,0,,0,0,,,,
6/30/1998,hong kong,1,9.999,,9726.115,4246.52,360.98,11.76386503,,,,,,,,,,0.314603416,,
12/31/1998,hong kong,1,9.942,6.25,12785.984,5444.3,289.83,18.78445986,-0.057,-0.00570057,-0.005716865,-0.023624205,,,,,0.314603416,0.314578839,,
6/30/1999,hong kong,1,7.67,6.25,16808.184,7051.5,332.94,21.1794918,-2.272,-0.228525448,-0.228525448,-0.941652538,0,0,0,0,0.314578839,0.213494153,,
12/31/1999,hong kong,1,7.714,7,20396.633,8459.09,332.55,25.43704706,0.044,0.005736636,0.004984141,0.018236229,0.75,0.12,0.12,0.284425005,0.213494153,-0.130518846,,
6/30/2000,hong kong,1,7.487,8,17734.488,7275.89,966.12,7.531041693,-0.227,-0.029427016,-0.029427016,-0.094082362,1,0.142857143,0.150943396,0.37923334,-0.130518846,-0.019435238,,
12/31/2000,hong kong,1,6.446,8,17389.814,7046.66,1000.11,7.045884953,-1.041,-0.139041004,-0.135335413,-0.431452593,0,0,0,0,-0.019435238,-0.15829784,,
6/30/2001,hong kong,1,6.384,5.25,14637.044,5826.92,-211.04,-27.61050038,-0.062,-0.009618368,-0.008083442,-0.025696504,-2.75,-0.34375,-0.41509434,-1.042891685,-0.15829784,-0.033076351,,
12/31/2001,hong kong,1,6.211,3.25,14152.904,5551.11,279.77,19.84169139,-0.173,-0.027098997,-0.022827736,-0.071701536,-2,-0.380952381,-0.32,-0.75846668,-0.033076351,-0.04664442,,
6/30/2002,hong kong,1,5.381,3.25,13492.75,5192.85,323.41,16.0565536,-0.83,-0.133633875,-0.110858822,-0.344001588,0,0,0,0,-0.04664442,-0.13763762,,
12/31/2002,hong kong,1,4.339,2.75,11635.64,4406.13,329.9,13.35595635,-1.042,-0.193644304,-0.149572956,-0.431867053,-0.5,-0.153846154,-0.08,-0.18961667,-0.13763762,0.034758,,
6/30/2003,hong kong,1,3.933,2.5,12040.07157,4434.01,285.47,15.53231513,-0.406,-0.093569947,-0.062984797,-0.168270656,-0.25,-0.090909091,-0.043478261,-0.094808335,0.034758,0.33462711,,
12/31/2003,hong kong,1,4.385,2.5,16069.00593,5810.75,294.84,19.70814679,0.452,0.114924994,0.07045986,0.187335804,0,0,0,0,0.33462711,0.017271167,,
6/30/2004,hong kong,1,4.614,2.5,16346.53642,5817.83,411.36,14.14291618,0.229,0.052223489,0.035870927,0.094911281,0,0,0,0,0.017271167,0.22854396,,
12/31/2004,hong kong,1,3.547,3.75,20082.43859,7026.85,509.32,13.79653263,-1.067,-0.231252709,-0.169432314,-0.442228547,1.25,0.5,0.333333333,0.474041675,0.22854396,0.035231131,,
6/30/2005,hong kong,1,3.562,4.5,20789.96561,7128.28,623.34,11.43562101,0.015,0.004228926,0.00241507,0.006216896,0.75,0.2,0.181818182,0.284425005,0.035231131,0.04711505,,
12/31/2005,hong kong,1,4.192,5.75,21769.48588,7345.53,623.59,11.77942238,0.63,0.176866929,0.108695652,0.261109639,1.25,0.277777778,0.277777778,0.474041675,0.04711505,0.070226946,,
6/30/2006,hong kong,1,4.856,6.75,23298.29039,7732.07,690.01,11.20573615,0.664,0.158396947,0.123397138,0.27520127,1,0.173913043,0.205128205,0.37923334,0.070226946,0.217973285,,
12/31/2006,hong kong,1,3.745,6.75,28376.69527,9303.34,692.42,13.43597816,-1.111,-0.228789127,-0.217055778,-0.460464776,0,0,0,0,0.217973285,0.063361926,,
6/30/2007,hong kong,1,4.786,6.75,30174.69733,9787.51,713.16,13.72414325,1.041,0.277970628,0.21437397,0.431452593,0,0,0,0,0.063361926,0.327896249,,
12/31/2007,hong kong,1,3.47,5.75,40068.86739,12823.19,993.58,12.90604682,-1.316,-0.274968659,-0.272972412,-0.545429023,-1,-0.148148148,-0.173913043,-0.37923334,0.327896249,-0.220758955,,
6/30/2008,hong kong,1,3.495,3.5,31223.30611,9828.25,937.4,10.48458502,0.025,0.007204611,0.005223569,0.010361494,-2.25,-0.391304348,-0.409090909,-0.853275015,-0.220758955,-0.373876784,,
12/31/2008,hong kong,1,1.197,0.5,19549.63682,6006.32,523.27,11.4784337,-2.298,-0.65751073,-0.48893617,-0.952428492,-3,-0.857142857,-0.571428571,-1.13770002,-0.373876784,0.351412974,,
6/30/2009,hong kong,1,2.651,0.5,26419.63285,7961.92,378.5,21.03545575,1.454,1.214703425,0.315127872,0.602624468,0,0,0,0,0.351412974,0.185071791,,
12/31/2009,hong kong,1,2.599,0.5,31309.16162,9326.7,741.24,12.58256435,-0.052,-0.01961524,-0.01155684,-0.021551907,0,0,0,0,0.185071791,-0.035368103,,
6/30/2010,hong kong,1,2.305,0.5,30201.81597,8876.88,916.67,9.683833877,-0.294,-0.113120431,-0.06704675,-0.121851165,0,0,0,0,-0.035368103,0.277522802,,
12/31/2010,hong kong,1,2.868,0.5,38583.50857,11189.93,988.37,11.32160021,0.563,0.244251627,0.129069234,0.233340836,0,0,0,0,0.277522802,-0.013617993,,
6/30/2011,hong kong,1,2.33,0.5,38058.07863,10886.2,1227.15,8.871124149,-0.538,-0.187587169,-0.123991703,-0.222979342,0,0,0,0,-0.013617993,-0.148629615,,
12/31/2011,hong kong,1,1.51,0.5,32401.52108,9123.49,1206.72,7.560569146,-0.82,-0.35193133,-0.192240066,-0.33985699,0,0,0,0,-0.148629615,0.078755136,,
6/30/2012,hong kong,1,0.985,0.5,34953.30728,9640.57,1089.23,8.850812042,-0.525,-0.347682119,-0.12523855,-0.217591366,0,0,0,0,0.078755136,0.189096373,,
12/31/2012,hong kong,1,0.625,0.5,41562.8509,11330.39,942.06,12.0272488,-0.36,-0.365482234,-0.088615385,-0.149205508,0,0,0,0,0.189096373,-0.012824236,,
6/30/2013,hong kong,1,2.048,0.5,41029.8391,11005.85,1115.2,9.868947274,1.423,2.2768,0.361810323,0.589776216,0,0,0,0,-0.012824236,0.125372664,,
12/31/2013,hong kong,1,2.334,0.5,46173.85933,12252.28,995.16,12.31186945,0.286,0.139648438,0.074498567,0.118535487,0,0,0,0,0.125372664,0.046178885,,
6/30/2014,hong kong,1,2.039,0.5,48306.11668,12570.59,987.53,12.72932468,-0.295,-0.126392459,-0.078771696,-0.122265624,0,0,0,0,0.046178885,0.004359991,,
12/31/2014,hong kong,1,1.896,0.5,48516.73093,12502.01,1208.45,10.34549216,-0.143,-0.070132418,-0.03914055,-0.059267743,0,0,0,0,0.004359991,0.118991413,,
6/30/2015,hong kong,1,1.795,0.5,54289.80528,13755.63,1398.89,9.83324636,-0.101,-0.053270042,-0.028354857,-0.041860434,0,0,0,0,0.118991413,-0.111179732,,
12/31/2015,hong kong,1,1.579,0.75,48253.87925,12080.11,987.76,12.22980279,-0.216,-0.120334262,-0.060768041,-0.089523305,0.25,0.5,0.1,0.094808335,-0.111179732,0.003808733,,
6/30/2016,hong kong,1,1.022,0.75,48437.66541,11880.32,866.73,13.70705987,-0.557,-0.352754908,-0.157034113,-0.230854077,0,0,0,0,0.003808733,0.018772325,,
12/31/2016,hong kong,1,1.974,1,49346.95303,11956.22,907.17,13.17969069,0.952,0.931506849,0.270377734,0.394565676,0.25,0.333333333,0.1,0.094808335,0.018772325,0.21555463,,
6/30/2017,hong kong,1,1.489,1.5,59983.91725,14360.59,988.05,14.53427458,-0.485,-0.245694022,-0.138769671,-0.201012976,0.5,0.5,0.2,0.18961667,0.21555463,,,
12/31/1998,india,0,12.215,,,110.78,8.9,12.44719101,,,,,,,,,,,,
6/30/1999,india,0,11.701,,,153.14,7.91,19.36030341,-0.514,-0.042079411,-0.042983777,-0.305571031,,,,,,,,
12/31/1999,india,0,11.222,,,209.49,9.16,22.87008734,-0.479,-0.040936672,-0.040936672,-0.284763665,,,,,,,,
6/30/2000,india,0,11.02,,,205.69,10.21,20.14593536,-0.202,-0.018000356,-0.01762422,-0.120088226,,,,,,,,
12/31/2000,india,0,10.946,,100,173.43,10.32,16.80523256,-0.074,-0.006715064,-0.00659419,-0.043992716,,,,,,-0.16863,,
6/30/2001,india,0,9.57,6.5,83.137,144.25,10.63,13.57008467,-1.376,-0.125708021,-0.12372988,-0.818026728,,,,,-0.16863,-0.035315203,,
12/31/2001,india,0,7.94,8.5,80.201,141.22,9.63,14.66458982,-1.63,-0.170323929,-0.147912886,-0.969028755,2,0.307692308,0.266666667,1.58206375,-0.035315203,-0.008703133,,
6/30/2002,india,0,7.385,8.5,79.503,141.04,10.16,13.88188976,-0.555,-0.069899244,-0.050532641,-0.329945373,0,0,0,0,-0.008703133,0.088449492,,
12/31/2002,india,0,6.07,5.5,86.535,148.75,9.49,15.6743941,-1.315,-0.178063643,-0.120135209,-0.781762462,-3,-0.352941176,-0.4,-2.373095625,0.088449492,0.063578818,,
6/30/2003,india,0,5.732,5,92.036793,151.91,12.37,12.28051738,-0.338,-0.05568369,-0.032949893,-0.200939705,-0.5,-0.090909091,-0.076923077,-0.395515938,0.063578818,0.676863545,,
12/31/2003,india,0,5.132,5,154.333143,246.17,12.39,19.86844229,-0.6,-0.104675506,-0.062695925,-0.356697701,0,0,0,0,0.676863545,-0.179600774,,
6/30/2004,india,0,5.846,5,126.614791,201.63,16.62,12.13176895,0.714,0.139127046,0.081553398,0.424470264,0,0,0,0,-0.179600774,0.451800485,,
12/31/2004,india,0,6.554,5,183.819415,273.14,15.86,17.22194199,0.708,0.12110845,0.089168766,0.420903287,0,0,0,0,0.451800485,0.093083481,,
6/30/2005,india,0,6.896,5,200.929966,296.25,19.19,15.43772798,0.342,0.052181874,0.044632953,0.20331769,0,0,0,0,0.093083481,0.258556745,,
12/31/2005,india,0,7.114,6.25,252.881764,382.87,19.98,19.16266266,0.218,0.031612529,0.029519296,0.129600165,1.25,0.25,0.238095238,0.988789844,0.258556745,0.099429202,,
6/30/2006,india,0,8.107,6.5,278.025596,427.45,23.48,18.2048552,0.993,0.139583919,0.12959217,0.590334695,0.25,0.04,0.045454545,0.197757969,0.099429202,0.373475883,,
12/31/2006,india,0,7.611,7.25,381.861451,560.78,24.15,23.22070393,-0.496,-0.061181695,-0.065168835,-0.2948701,0.75,0.115384615,0.127659574,0.593273906,0.373475883,0.167879255,,
6/30/2007,india,0,8.153,7.75,445.968067,598.57,29.44,20.33186141,0.542,0.071212718,0.069706128,0.322216923,0.5,0.068965517,0.08,0.395515938,0.167879255,0.482266837,,
12/31/2007,india,0,7.793,7.75,661.043676,855.12,31.18,27.42527261,-0.36,-0.044155526,-0.046195303,-0.214018621,0,0,0,0,0.482266837,-0.413753661,,
6/30/2008,india,0,8.699,8.5,387.534435,544.61,35.3,15.42804533,0.906,0.11625818,0.115171932,0.538613529,0.75,0.096774194,0.115384615,0.593273906,-0.413753661,-0.396728616,,
12/31/2008,india,0,5.262,6.5,233.788435,369.22,32.95,11.20546282,-3.437,-0.395102885,-0.441036828,-2.043283331,-2,-0.235294118,-0.307692308,-1.58206375,-0.396728616,0.574495004,,
6/30/2009,india,0,7.012,4.75,368.098723,568.95,27.25,20.87889908,1.75,0.332573166,0.227213711,1.040368295,-1.75,-0.269230769,-0.269230769,-1.384305781,0.574495004,0.288091252,,
12/31/2009,india,0,7.589,4.75,474.144745,707.1,22.55,31.35698448,0.577,0.082287507,0.075811326,0.343024289,0,0,0,0,0.288091252,0.025059892,,
6/30/2010,india,0,7.546,5.25,486.026761,718.27,38.2,18.80287958,-0.043,-0.005666096,-0.005657895,-0.025563335,0.5,0.105263158,0.08,0.395515938,0.025059892,0.17992815,,
12/31/2010,india,0,7.919,6.25,573.476657,811.34,45.4,17.87092511,0.373,0.049430162,0.049008015,0.221747071,1,0.19047619,0.16,0.791031875,0.17992815,-0.084776448,,
6/30/2011,india,0,8.33,7.5,524.859343,736.94,45.84,16.07635253,0.411,0.051900492,0.053362763,0.244337925,1.25,0.2,0.2,0.988789844,-0.084776448,-0.313452,,
12/31/2011,india,0,8.567,8.5,360.341132,597.68,42.12,14.18993352,0.237,0.028451381,0.030411908,0.140895592,1,0.133333333,0.156862745,0.791031875,-0.313452,0.086036301,,
6/30/2012,india,0,8.183,8,391.34355,675.8,45.71,14.78451105,-0.384,-0.044823159,-0.048879837,-0.228286529,-0.5,-0.058823529,-0.076923077,-0.395515938,0.086036301,0.159884812,,
12/31/2012,india,0,8.05,8,453.91344,764.22,46.01,16.60986742,-0.133,-0.016253208,-0.01679505,-0.07906799,0,0,0,0,0.159884812,-0.080129211,,
6/30/2013,india,0,7.463,7.25,417.541714,756.18,46.93,16.11293416,-0.587,-0.072919255,-0.074719959,-0.348969251,-0.75,-0.09375,-0.115384615,-0.593273906,-0.080129211,0.045452972,,
12/31/2013,india,0,8.825,7.75,436.520226,817.17,47.42,17.23260228,1.362,0.182500335,0.171991413,0.809703781,0.5,0.068965517,0.076923077,0.395515938,0.045452972,0.218633093,,
6/30/2014,india,0,8.748,8,531.957993,960.98,54.32,17.69108984,-0.077,-0.008725212,-0.009710574,-0.045776205,0.25,0.032258065,0.038461538,0.197757969,0.218633093,0.0164596,,
12/31/2014,india,0,7.857,8,540.713809,1016.3,54.03,18.80992041,-0.891,-0.101851852,-0.112514206,-0.529696086,0,0,0,0,0.0164596,0.01588119,,
6/30/2015,india,0,7.86,7.25,549.300988,1034.34,44.01,23.50238582,0.003,0.000381825,0.000380252,0.001783489,-0.75,-0.09375,-0.103448276,-0.593273906,0.01588119,-0.075915472,,
12/31/2015,india,0,7.761,6.75,507.600544,986.11,43.9,22.46264237,-0.099,-0.01259542,-0.01259542,-0.058855121,-0.5,-0.068965517,-0.071428571,-0.395515938,-0.075915472,0.011339458,,
6/30/2016,india,0,7.45,6.5,513.356459,1009.11,45.45,22.20264026,-0.311,-0.040072156,-0.039574983,-0.184888308,-0.25,-0.037037037,-0.037037037,-0.197757969,0.011339458,-0.025377513,,
12/31/2016,india,0,6.515,6.25,500.328749,983.2,46.65,21.07609861,-0.935,-0.125503356,-0.119002164,-0.555853918,-0.25,-0.038461538,-0.037735849,-0.197757969,-0.025377513,0.205262035,,
6/30/2017,india,0,6.511,6.25,603.027246,1119.85,52.44,21.35488177,-0.004,-0.000613968,-0.000511182,-0.002377985,0,0,0,0,0.205262035,,,
12/31/2003,indonesia,0,11.92,,227.989141,831.11,83.93,9.902418682,,,,,,,,,,0.009196021,,
6/30/2004,indonesia,0,12.4,,230.085734,927.26,96.25,9.63387013,0.48,0.040268456,0.039473684,0.206973892,,,,,0.009196021,0.492713373,,
12/31/2004,indonesia,0,10.421,,343.452052,1323.97,106.37,12.44683651,-1.979,-0.159596774,-0.16602349,-0.853336109,,,,,0.492713373,0.102001953,,
6/30/2005,indonesia,0,11.186,,378.484832,1518.66,135.29,11.2252199,0.765,0.073409462,0.066216567,0.32986464,,,,,0.102001953,0.044590212,,
12/31/2005,indonesia,0,13.624,,395.361551,1579.77,127.28,12.41176933,2.438,0.21795101,0.204530201,1.051254893,,,,,0.044590212,0.229434212,,
6/30/2006,indonesia,0,12.649,,486.071017,1808.79,123.88,14.60114627,-0.975,-0.071564885,-0.080180921,-0.420415718,,,,,0.229434212,0.413473359,,
12/31/2006,indonesia,0,10.175,,687.048433,2449.02,133.38,18.36122357,-2.474,-0.195588584,-0.207550336,-1.066777935,,,,,0.413473359,0.132926082,,
6/30/2007,indonesia,0,8.961,,778.375089,2757.2,151.22,18.23303796,-1.214,-0.119312039,-0.105080931,-0.523471469,,,,,0.132926082,0.360848672,,
12/31/2007,indonesia,0,10.018,,1059.250706,3857.1,214.47,17.98433347,1.057,0.117955585,0.094493116,0.455773758,,,,,0.360848672,-0.109086451,,
6/30/2008,indonesia,0,13.384,,943.700806,3338.07,203.33,16.41700684,3.366,0.335995209,0.291352895,1.451404418,,,,,-0.109086451,-0.511501782,,
