Date,Country,Development,BondYield,CBPR,TotalPrices,Prices,Earnings,PE
2001-12-31,japan,DM,1.3679999999999999,,2653.436,651.39,5.71,114.07880910683012
2001-12-31,united kingdom,DM,5.054,4.0,2786.916,1586.41,21.53,73.68369716674408
2001-12-31,canada,DM,5.357,2.25,1501.997,965.94,34.31,28.153308073447974
2001-12-31,australia,DM,6.02,4.25,792.736,690.91,29.31,23.57250085295121
2001-12-31,switzerland,DM,3.4779999999999998,1.75,3425.752,808.23,49.57,16.304821464595523
2001-12-31,france,DM,5.069,3.25,2628.766,123.13,6.12,20.119281045751634
2001-12-31,germany,DM,4.998,3.25,2111.264,100.05,4.29,23.32167832167832
2001-12-31,south korea,EM,7.013,,148.015,190.38,15.95,11.936050156739812
2001-12-31,spain,DM,5.178,3.25,1294.549,99.04,6.0,16.506666666666668
2001-12-31,taiwan,EM,3.9,2.125,110.045,255.59,3.8,67.26052631578948
2001-12-31,hong kong,DM,6.211,3.25,14152.904,5551.11,279.77,19.841691389355542
2001-12-31,sweden,DM,5.352,3.75,6201.78,6178.12,164.79,37.49086716426968
2001-12-31,netherlands,DM,5.108,3.25,5330.673,100.4,5.34,18.801498127340825
2001-12-31,south africa,EM,11.529,9.5,82.794,309.31,23.91,12.936428272689252
2001-12-31,italy,DM,5.271,3.25,570.113,91.15,5.79,15.7426597582038
2001-12-31,india,EM,7.9399999999999995,8.5,80.201,141.22,9.63,14.664589823468328
2001-12-31,russia,EM,10.854,,155.451,237.76,59.33,4.007416146974549
2001-12-31,mexico,EM,10.143,,118.408,1698.24,121.82,13.940568051223117
2001-12-31,singapore,DM,3.9699999999999998,1.25,2901.935,941.2154,33.97,27.707253458934357
2001-12-31,belgium,DM,5.246,3.25,4351.741,78.64,6.03,13.041459369817579
2001-12-31,thailand,EM,4.54,2.25,105.015,107.5,12.1,8.884297520661157
2001-12-31,philippines,EM,17.156,7.75,80.576,292.16,-6.53,-44.741194486983154
2001-12-31,austria,DM,5.172,3.25,1281.313,94.62,6.79,13.93519882179676
2001-12-31,poland,EM,8.947,,72.341,891.9,22.4,39.816964285714285
2001-12-31,ireland,DM,5.095,3.25,397.709,93.14,1.46,63.794520547945204
2001-12-31,new zealand,DM,6.8149999999999995,4.75,97.59,94.18,-27.29,-3.4510809820447053
2002-06-30,united states,DM,4.7965,1.75,,925.68,39.4,23.494416243654822
2002-06-30,japan,DM,1.32,,2869.983,641.69,-10.93,-58.709057639524254
2002-06-30,united kingdom,DM,5.006,4.0,2626.933,1405.63,4.18,336.2751196172249
2002-06-30,canada,DM,5.433,2.5,1460.09,888.76,29.27,30.364195421933722
2002-06-30,australia,DM,6.075,4.75,824.294,647.66,29.03,22.310024112986564
2002-06-30,switzerland,DM,3.212,1.25,3625.087,761.36,23.94,31.80284043441938
2002-06-30,france,DM,5.03,3.25,2508.056,104.69,0.67,156.25373134328356
2002-06-30,germany,DM,4.942,3.25,2000.208,84.37,2.5300000000000002,33.34782608695652
2002-06-30,south korea,EM,6.675,,184.758,215.75,12.52,17.232428115015974
2002-06-30,spain,DM,5.15,3.25,1161.705,79.43,4.76,16.68697478991597
2002-06-30,taiwan,EM,3.6219,1.875,102.823,227.3,3.2800000000000002,69.29878048780488
2002-06-30,hong kong,DM,5.381,3.25,13492.75,5192.85,323.41,16.05655360069262
2002-06-30,sweden,DM,5.451,4.25,5153.065,4434.2,97.28,45.58182565789473
2002-06-30,netherlands,DM,5.081,3.25,5415.243,90.92,1.11,81.9099099099099
2002-06-30,south africa,EM,12.011,12.5,100.188,315.72,19.33,16.33316088980859
2002-06-30,italy,DM,5.188,3.25,577.596,81.26,3.16,25.71518987341772
2002-06-30,india,EM,7.385,8.5,79.503,141.04,10.16,13.881889763779526
2002-06-30,russia,EM,10.854,,183.335,276.61,52.39,5.2798243939683145
2002-06-30,mexico,EM,10.089,,112.855,1597.69,123.28,12.959847501622324
2002-06-30,singapore,DM,3.7,0.88,2938.021,901.5062,39.91,22.588479077925335
2002-06-30,belgium,DM,5.17,3.25,4387.745,69.67,5.01,13.9061876247505
2002-06-30,thailand,EM,5.235,2.0,144.11,135.6,7.72,17.564766839378237
2002-06-30,philippines,EM,14.318,7.0,73.66,259.07,10.21,25.3741429970617
2002-06-30,austria,DM,5.138,3.25,1547.49,101.32,-5.19,-19.522157996146433
2002-06-30,poland,EM,8.947,,68.733,860.99,20.56,41.87694552529183
2002-06-30,ireland,DM,5.169,3.25,337.768,70.22,2.03,34.591133004926114
2002-06-30,new zealand,DM,6.66,5.5,114.455,93.23,-5.57,-16.737881508078996
2002-12-31,united states,DM,3.816,1.25,,824.58,42.95,19.19860302677532
2002-12-31,japan,DM,0.909,,2380.632,525.17,-2.77,-189.59205776173283
2002-12-31,united kingdom,DM,4.374,4.0,2362.337,1179.32,21.04,56.051330798479086
2002-12-31,canada,DM,4.796,2.75,1303.956,818.47,43.6,18.772247706422018
2002-12-31,australia,DM,5.17,4.75,782.144,604.46,-20.61,-29.3284813197477
2002-12-31,switzerland,DM,2.205,0.75,3072.717,599.42,16.92,35.426713947990535
2002-12-31,france,DM,4.2620000000000005,2.75,2071.99,81.28,-1.47,-55.292517006802726
2002-12-31,germany,DM,4.204,2.75,1410.724,55.98,0.17,329.2941176470588
2002-12-31,south korea,EM,5.599,,160.292,184.68,12.64,14.610759493670885
2002-12-31,spain,DM,4.281,2.75,1096.674,69.85,2.16,32.337962962962955
2002-12-31,taiwan,EM,2.253,1.625,82.88,189.53,5.38,35.22862453531599
2002-12-31,hong kong,DM,4.339,2.75,11635.64,4406.13,329.9,13.355956350409215
2002-12-31,sweden,DM,4.703,3.75,4310.948,3516.97,94.32,37.287637828668366
2002-12-31,netherlands,DM,4.229,2.75,4220.092,66.0,0.9,73.33333333333333
2002-12-31,south africa,EM,10.74,13.5,105.971,272.73,15.65,17.426837060702876
2002-12-31,italy,DM,4.427,2.75,528.336,69.6,1.81,38.453038674033145
2002-12-31,india,EM,6.07,5.5,86.535,148.75,9.49,15.674394099051632
2002-12-31,russia,EM,10.854,,179.439,270.74,33.9,7.9864306784660775
2002-12-31,mexico,EM,9.529,,102.644,1442.84,100.25,14.392418952618453
2002-12-31,singapore,DM,2.55,0.81,2581.368,768.4202,40.62,18.917287050713934
2002-12-31,belgium,DM,4.316,2.75,3700.43,55.28,4.74,11.662447257383967
2002-12-31,thailand,EM,3.461,1.75,133.64,130.23,8.81,14.782065834279226
2002-12-31,philippines,EM,12.878,7.0,56.837,210.13,11.84,17.747466216216218
2002-12-31,austria,DM,4.27,2.75,1493.315,91.81,-5.46,-16.815018315018314
2002-12-31,poland,EM,5.575,,73.058,860.95,3.81,225.9711286089239
2002-12-31,ireland,DM,4.3,2.75,293.349,56.84,-0.41,-138.63414634146343
2002-12-31,new zealand,DM,6.085,5.75,121.248,89.99,0.22,409.0454545454545
2003-06-30,united states,DM,3.5133,1.0,,916.09,45.74,20.028202885876695
2003-06-30,japan,DM,0.846,,2450.160938,543.82,4.46,121.93273542600897
2003-06-30,united kingdom,DM,4.157,3.75,2550.699637,1215.59,39.31,30.923174764690913
2003-06-30,canada,DM,4.453,3.25,1621.147608,868.15,47.41,18.311537650284752
2003-06-30,australia,DM,5.018,4.75,941.392122,601.7,28.64,21.009078212290504
2003-06-30,switzerland,DM,2.432,0.25,3299.124556,622.67,18.42,33.80401737242128
2003-06-30,france,DM,3.85,2.0,2303.556205,81.17,0.85,95.49411764705883
2003-06-30,germany,DM,3.802,2.0,1702.388562,60.36,-0.97,-62.22680412371134
2003-06-30,south korea,EM,4.5600000000000005,,172.473086,196.72,20.84,9.439539347408829
2003-06-30,spain,DM,3.872,2.0,1376.269171,79.25,4.45,17.808988764044944
2003-06-30,taiwan,EM,1.45,1.375,92.959915,210.88,7.66,27.53002610966057
2003-06-30,hong kong,DM,3.933,2.5,12040.071572,4434.01,285.47,15.532315129435666
2003-06-30,sweden,DM,4.2780000000000005,3.0,5219.17159,3826.86,71.24,53.71785513756317
2003-06-30,netherlands,DM,3.873,2.0,4291.382567,60.29,3.35,17.997014925373133
2003-06-30,south africa,EM,9.447,12.0,111.506658,244.32,16.64,14.682692307692307
2003-06-30,italy,DM,3.899,2.0,612.705878,72.18,2.25,32.080000000000005
2003-06-30,india,EM,5.732,5.0,92.036793,151.91,12.37,12.280517380759903
2003-06-30,russia,EM,10.854,,261.603579,388.57,43.15,9.005098493626884
2003-06-30,mexico,EM,8.231,,118.494905,1637.31,119.67,13.681875156680873
2003-06-30,singapore,DM,2.2800000000000002,0.63,2803.88979,835.7567,44.53,18.76839658657085
2003-06-30,belgium,DM,3.9,2.0,3964.22792,52.28,2.61,20.03065134099617
2003-06-30,thailand,EM,2.5,1.25,184.40564,170.68,14.59,11.69842357779301
2003-06-30,turkey,EM,10.766,,53.930642,179224.56,31297.68,5.726448733580252
2003-06-30,philippines,EM,12.22,7.0,70.004761,256.99,11.14,23.069120287253142
2003-06-30,austria,DM,3.903,2.0,1834.240153,101.62,6.57,15.467275494672755
2003-06-30,poland,EM,5.092,,77.235836,914.01,41.85,21.840143369175625
2003-06-30,ireland,DM,3.846,2.0,350.034859,60.74,-0.25,-242.96
2003-06-30,new zealand,DM,5.345,5.25,155.788111,101.39,6.32,16.042721518987342
2003-12-31,united states,DM,4.2455,1.0,,1045.41,51.64,20.24419054996127
2003-12-31,japan,DM,1.37,,3235.407352,638.37,5.08,125.66338582677166
2003-12-31,united kingdom,DM,4.802,3.75,3119.654331,1348.82,54.53,24.73537502292316
2003-12-31,canada,DM,4.658,2.75,2015.861556,1019.89,54.33,18.772133259709186
2003-12-31,australia,DM,5.607,5.25,1169.000855,655.61,31.09,21.087487938243807
2003-12-31,switzerland,DM,2.717,0.25,4119.914714,709.77,35.17,20.18112027295991
2003-12-31,france,DM,4.301,2.0,2905.308726,93.18,3.67,25.38964577656676
2003-12-31,germany,DM,4.292,2.0,2310.781577,74.59,1.37,54.44525547445255
2003-12-31,south korea,EM,5.416,,216.420555,246.01,20.5,12.000487804878048
2003-12-31,spain,DM,4.288,2.0,1737.742863,89.64,5.12,17.5078125
2003-12-31,taiwan,EM,2.618,1.375,117.616252,259.11,11.85,21.865822784810128
2003-12-31,hong kong,DM,4.385,2.5,16069.00593,5810.75,294.84,19.708146791480125
2003-12-31,sweden,DM,4.775,2.75,7092.781422,4674.63,148.17,31.549099007896338
2003-12-31,netherlands,DM,4.292,2.0,5405.340576,68.39,4.59,14.899782135076252
2003-12-31,south africa,EM,9.113,8.0,154.573172,296.78,13.24,22.415407854984892
2003-12-31,italy,DM,4.423,2.0,728.206195,78.07,3.5,22.305714285714284
2003-12-31,india,EM,5.132,5.0,154.333143,246.17,12.39,19.868442292171103
2003-12-31,russia,EM,10.854,,314.170229,461.11,46.28,9.963483146067416
2003-12-31,mexico,EM,8.66,,136.326385,1873.05,134.66,13.909475716619635
2003-12-31,singapore,DM,3.75,0.75,3551.926542,1009.8126,60.24,16.763157370517927
2003-12-31,indonesia,EM,11.92,,227.989141,831.11,83.93,9.902418682235195
2003-12-31,belgium,DM,4.344,2.0,5007.649168,60.1,4.46,13.475336322869955
2003-12-31,thailand,EM,4.764,1.25,325.423625,280.47,21.49,13.051186598417871
2003-12-31,turkey,EM,7.289,,97.106988,319807.84,291560.34,1.0968838903123792
2003-12-31,philippines,EM,12.024,6.75,80.451037,303.72,12.01,25.28892589508743
2003-12-31,austria,DM,4.335,2.0,2343.933953,118.02,7.54,15.652519893899203
2003-12-31,poland,EM,6.545,,98.714681,1118.3,60.09,18.610417706773173
2003-12-31,ireland,DM,4.26,2.0,421.934128,65.93,3.1,21.267741935483873
2003-12-31,new zealand,DM,5.93,5.0,188.454755,107.62,4.41,24.403628117913833
2004-06-30,united states,DM,4.5806000000000004,1.25,,1068.88,56.8,18.818309859154933
2004-06-30,japan,DM,1.786,,3582.655998,715.8,28.38,25.22198731501057
2004-06-30,united kingdom,DM,5.099,4.5,3223.096134,1349.53,63.87,21.129325191795836
2004-06-30,canada,DM,4.84,2.0,2031.001458,1058.88,62.12,17.045717965228594
2004-06-30,australia,DM,5.947,5.25,1169.996711,700.74,46.46,15.082651743435212
2004-06-30,switzerland,DM,2.878,0.5,4233.069051,731.12,40.85,17.89767441860465
2004-06-30,france,DM,4.337,2.0,2995.816912,98.01,4.79,20.461377870563677
2004-06-30,germany,DM,4.318,2.0,2289.826899,75.43,3.19,23.64576802507837
2004-06-30,south korea,EM,4.998,,218.653323,237.3,29.85,7.949748743718593
2004-06-30,spain,DM,4.337,2.0,1759.133299,92.77,5.9,15.72372881355932
2004-06-30,taiwan,EM,2.939,1.375,114.254881,248.25,19.3,12.862694300518134
2004-06-30,hong kong,DM,4.614,2.5,16346.536417,5817.83,411.36,14.142916180474522
2004-06-30,sweden,DM,4.659,2.0,7936.977995,5384.57,296.27,18.174536740135686
2004-06-30,netherlands,DM,4.375,2.0,5369.027453,69.24,4.92,14.073170731707316
2004-06-30,south africa,EM,10.232,8.0,158.956579,278.92,19.66,14.187182095625637
2004-06-30,italy,DM,4.504,2.0,766.926015,83.05,4.15,20.012048192771083
2004-06-30,india,EM,5.846,5.0,126.614791,201.63,16.62,12.13176895306859
2004-06-30,russia,EM,10.854,,323.966709,470.47,43.99,10.694930666060468
2004-06-30,mexico,EM,10.621,,156.324653,2114.1,142.95,14.789087093389297
2004-06-30,singapore,DM,3.68,0.81,3673.495809,1046.1704,95.66,10.936341208446581
2004-06-30,indonesia,EM,12.4,,230.085734,927.26,96.25,9.63387012987013
2004-06-30,belgium,DM,4.399,2.0,5474.39174,66.3,6.35,10.440944881889765
2004-06-30,thailand,EM,5.13,1.25,280.968289,245.32,22.94,10.693984306887533
2004-06-30,turkey,EM,9.313,,89.023672,303284.41,302134.16,1.0038070835816777
2004-06-30,philippines,EM,13.025,6.75,87.548528,331.82,23.99,13.83159649854106
2004-06-30,austria,DM,4.377,2.0,2921.63873,150.7,9.51,15.846477392218716
2004-06-30,poland,EM,7.229,5.75,109.998271,1218.29,94.21,12.931642076212716
2004-06-30,ireland,DM,4.48,2.0,480.003335,76.38,3.57,21.394957983193276
2004-06-30,new zealand,DM,6.353,5.75,199.39836,115.57,4.82,23.977178423236513
2004-12-31,united states,DM,4.2182,2.25,,1137.43,60.97,18.655568312284732
2004-12-31,japan,DM,1.441,,3748.676104,700.24,33.0,21.21939393939394
2004-12-31,united kingdom,DM,4.537,4.75,3730.194611,1453.13,90.25,16.101163434903047
2004-12-31,canada,DM,4.306,2.5,2463.474911,1139.49,64.73,17.603738606519386
2004-12-31,australia,DM,5.33,5.25,1523.667528,798.05,52.05,15.332372718539865
2004-12-31,switzerland,DM,2.314,0.75,4736.182675,742.41,48.44,15.326383154417837
2004-12-31,france,DM,3.677,2.0,3442.300628,100.56,6.6899999999999995,15.031390134529149
2004-12-31,germany,DM,3.683,2.0,2684.392419,79.15,4.03,19.640198511166254
2004-12-31,south korea,EM,3.823,,264.152459,256.4,33.89,7.565653585128356
2004-12-31,spain,DM,3.71,2.0,2240.504268,104.34,6.57,15.881278538812785
2004-12-31,taiwan,EM,2.395,1.75,128.195017,257.67,20.44,12.606164383561644
2004-12-31,hong kong,DM,3.547,3.75,20082.438589,7026.85,509.32,13.796532631744288
2004-12-31,sweden,DM,4.006,2.0,9665.737388,5784.78,346.14,16.712255156872942
2004-12-31,netherlands,DM,3.661,2.0,6066.868906,69.26,6.06,11.42904290429043
2004-12-31,south africa,EM,8.112,7.5,223.991636,352.35,29.2,12.06678082191781
2004-12-31,italy,DM,3.832,2.0,964.764094,93.15,4.16,22.391826923076923
2004-12-31,india,EM,6.554,5.0,183.819415,273.14,15.86,17.221941992433795
2004-12-31,russia,EM,10.854,,331.329385,479.9,65.4,7.337920489296635
2004-12-31,mexico,EM,10.272,,202.199135,2715.56,206.21,13.168905484700062
2004-12-31,singapore,DM,2.58,1.44,4342.859068,1153.4733,108.05,10.675366034243407
2004-12-31,indonesia,EM,10.421,,343.452052,1323.97,106.37,12.446836514054715
2004-12-31,belgium,DM,3.6879999999999997,2.0,7187.308724,77.85,6.44,12.088509316770185
2004-12-31,thailand,EM,4.748,2.0,321.395855,263.88,24.22,10.89512799339389
2004-12-31,turkey,EM,6.776,,137.345901,425008.47,303674.72,1.3995516979483837
2004-12-31,philippines,EM,14.533,6.75,101.195381,381.08,27.2,14.010294117647058
2004-12-31,austria,DM,3.67,2.0,4020.296315,185.32,9.74,19.026694045174537
2004-12-31,poland,EM,5.822,6.5,159.007331,1419.34,117.69,12.059988104341915
2004-12-31,ireland,DM,3.743,2.0,603.672071,85.15,5.01,16.996007984031937
2004-12-31,new zealand,DM,5.963,6.5,254.73118,126.97,7.35,17.27482993197279
2005-06-30,united states,DM,3.9130000000000003,3.25,,1122.57,63.47,17.68662360170159
2005-06-30,japan,DM,1.174,,3529.581925,708.43,36.76,19.27176278563656
2005-06-30,united kingdom,DM,4.173,4.75,3764.447539,1539.72,112.18,13.72544125512569
2005-06-30,canada,DM,3.751,2.5,2615.186445,1228.24,69.3,17.723520923520926
2005-06-30,australia,DM,5.107,5.5,1609.06272,853.75,57.77,14.778431711961225
2005-06-30,switzerland,DM,1.9609999999999999,0.75,4675.028084,815.43,53.13,15.34782608695652
2005-06-30,france,DM,3.132,2.0,3457.311232,111.49,8.95,12.456983240223463
2005-06-30,germany,DM,3.134,2.0,2574.474334,83.51,5.2,16.059615384615384
2005-06-30,china,EM,3.592,5.58,130.17226,26.07,2.37,11.0
2005-06-30,south korea,EM,4.797,,294.694992,281.07,35.05,8.019115549215407
2005-06-30,spain,DM,3.115,2.0,2162.862346,111.5,7.03,15.860597439544808
2005-06-30,taiwan,EM,1.912,1.875,130.878861,260.81,15.65,16.66517571884984
2005-06-30,hong kong,DM,3.5620000000000003,4.5,20789.96561,7128.28,623.34,11.435621009400968
2005-06-30,sweden,DM,2.989,1.5,9382.228678,6466.68,432.11,14.965356043600009
2005-06-30,netherlands,DM,3.165,2.0,6211.006517,78.07,6.72,11.617559523809524
2005-06-30,south africa,EM,8.0,7.0,207.463018,378.53,37.33,10.140101794803106
2005-06-30,italy,DM,3.35,2.0,922.762439,97.47,6.6899999999999995,14.5695067264574
2005-06-30,india,EM,6.896,5.0,200.929966,296.25,19.19,15.437727983324647
2005-06-30,russia,EM,5.605,,370.445633,525.99,71.13,7.39477013918178
2005-06-30,mexico,EM,10.272,,222.615602,2940.26,265.95,11.05568715924046
2005-06-30,singapore,DM,2.62,2.06,4564.414839,1234.3392,93.67,13.177529625280238
2005-06-30,indonesia,EM,11.186,,378.484832,1518.66,135.29,11.225219897996897
2005-06-30,belgium,DM,3.195,2.0,7029.530656,83.2,7.61,10.932982917214192
2005-06-30,thailand,EM,3.947,2.5,311.489673,265.49,28.27,9.39122744959321
2005-06-30,turkey,EM,6.785,,148.004872,441093.84,41742.49,10.567022714744617
2005-06-30,philippines,EM,12.71,7.0,107.120556,396.82,27.4,14.482481751824817
2005-06-30,austria,DM,3.16,2.0,4327.334228,221.21,17.16,12.89102564102564
2005-06-30,poland,EM,4.671,5.0,155.453438,1529.05,151.0,10.126158940397351
2005-06-30,ireland,DM,3.156,2.0,552.129994,85.96,5.75,14.949565217391303
2005-06-30,malaysia,EM,4.25,2.7,148.839287,324.6,22.63,14.343791427308883
2005-06-30,new zealand,DM,5.709,6.75,254.683202,129.05,8.88,14.532657657657658
2005-12-31,united states,DM,4.3911,4.25,,1180.64,65.82,17.93740504405956
2005-12-31,japan,DM,1.48,,4705.315163,1000.95,41.24,24.27133850630456
2005-12-31,united kingdom,DM,4.1,4.5,4004.481771,1685.48,114.85,14.675489769264258
2005-12-31,canada,DM,3.979,3.25,3160.77607,1407.06,70.56,19.941326530612244
2005-12-31,australia,DM,5.2,5.5,1767.735349,959.8,62.89,15.261567816823023
2005-12-31,switzerland,DM,1.971,1.0,5509.757,988.34,55.9,17.680500894454383
2005-12-31,france,DM,3.304,2.25,3782.503044,124.89,9.27,13.472491909385115
2005-12-31,germany,DM,3.309,2.25,2950.686109,98.23,6.39,15.372456964006261
2005-12-31,china,EM,3.308,5.58,148.123704,29.27,2.42,12.09504132231405
2005-12-31,south korea,EM,5.632,,414.644345,386.26,34.83,11.089865058857308
2005-12-31,spain,DM,3.312,2.25,2339.232549,122.1,7.59,16.08695652173913
2005-12-31,taiwan,EM,1.775,2.25,136.375929,275.81,15.49,17.80568108457069
2005-12-31,hong kong,DM,4.192,5.75,21769.485881,7345.53,623.59,11.779422376882245
2005-12-31,sweden,DM,3.295,1.5,10661.863552,7488.94,439.54,17.038130773080947
2005-12-31,netherlands,DM,3.293,2.25,6907.250945,88.28,6.4,13.79375
2005-12-31,south africa,EM,7.47,7.0,287.466555,491.98,37.2,13.2252688172043
2005-12-31,italy,DM,3.509,2.25,983.04932,105.97,7.58,13.980211081794195
2005-12-31,india,EM,7.114,6.25,252.881764,382.87,19.98,19.16266266266266
2005-12-31,russia,EM,5.552,,573.608854,813.41,73.13,11.12279502256256
2005-12-31,mexico,EM,8.24,,301.506478,3943.63,274.25,14.379690063810392
2005-12-31,singapore,DM,3.21,3.25,4967.057888,1301.366,92.66,14.044528383336932
2005-12-31,indonesia,EM,13.624,,395.361551,1579.77,127.28,12.411769327467002
2005-12-31,belgium,DM,3.327,2.25,7837.533041,94.76,8.25,11.486060606060606
2005-12-31,thailand,EM,5.395,4.0,349.429746,291.98,28.72,10.166434540389973
2005-12-31,chile,EM,6.4313,4.5,218.019324,1180.68,54.02,21.856349500185118
2005-12-31,turkey,EM,6.481,,214.347449,645739.06,23871.49,27.05063906777499
2005-12-31,philippines,EM,10.061,7.5,124.077108,431.91,28.24,15.294263456090654
2005-12-31,austria,DM,3.2800000000000002,2.25,5010.862768,262.66,20.2,13.002970297029705
2005-12-31,poland,EM,5.1,4.5,197.480444,1867.42,162.51,11.491108239492956
2005-12-31,ireland,DM,3.289,2.25,589.831552,93.47,6.06,15.424092409240926
2005-12-31,malaysia,EM,4.2379999999999995,3.0,154.934916,329.03,23.21,14.176217147781127
2005-12-31,new zealand,DM,5.7,7.25,259.167174,130.01,8.91,14.591470258136923
2006-06-30,united states,DM,5.1364,5.25,,1199.29,72.25,16.59916955017301
2006-06-30,japan,DM,1.9300000000000002,,4795.063866,982.1,51.84,18.94483024691358
2006-06-30,united kingdom,DM,4.71,4.5,4549.639215,1742.83,113.64,15.336413234776487
2006-06-30,canada,DM,4.584,4.25,3440.425711,1449.08,84.48,17.152935606060606
2006-06-30,australia,DM,5.78,5.75,1940.577003,1025.41,77.06,13.3066441733714
2006-06-30,switzerland,DM,2.83,1.5,6057.833253,998.88,66.65,14.98694673668417
2006-06-30,france,DM,4.079,2.75,4390.137027,131.32,10.21,12.861900097943192
2006-06-30,germany,DM,4.071,2.75,3346.478588,100.56,8.0,12.57
2006-06-30,china,EM,3.14,5.85,183.238884,35.69,2.57,13.88715953307393
2006-06-30,south korea,EM,5.2,,422.643679,365.32,35.78,10.21017328116266
2006-06-30,spain,DM,4.065,2.75,2724.802657,129.38,11.27,11.480035492457853
2006-06-30,taiwan,EM,2.151,2.5,140.988622,279.49,18.45,15.148509485094852
2006-06-30,hong kong,DM,4.856,6.75,23298.290386,7732.07,690.01,11.205736148751468
2006-06-30,sweden,DM,4.03,2.25,11932.061269,7433.57,548.31,13.557239517791032
2006-06-30,netherlands,DM,4.048,2.75,7647.709383,88.89,8.12,10.94704433497537
2006-06-30,south africa,EM,8.651,7.5,288.502784,548.26,38.0,14.427894736842106
2006-06-30,italy,DM,4.377,2.75,1113.786467,107.67,8.91,12.084175084175085
2006-06-30,india,EM,8.107,6.5,278.025596,427.45,23.48,18.204855195911414
2006-06-30,russia,EM,6.391,,758.430896,1064.96,96.74,11.008476328302669
2006-06-30,mexico,EM,9.091,,310.577004,4016.03,289.83,13.856502087430565
2006-06-30,singapore,DM,3.57,3.56,5530.617469,1358.651,93.78,14.487641288121136
2006-06-30,indonesia,EM,12.649000000000001,,486.071017,1808.79,123.88,14.601146270584437
2006-06-30,belgium,DM,4.08,2.75,8734.8259,95.52,9.9,9.648484848484848
2006-06-30,thailand,EM,5.6850000000000005,5.0,357.501518,271.29,28.5,9.518947368421053
2006-06-30,chile,EM,6.7318,5.0,218.752191,1169.27,63.18,18.50696422918645
2006-06-30,turkey,EM,8.268,,161.001387,558350.13,35088.48,15.912633719100969
2006-06-30,philippines,EM,10.692,7.5,128.600017,445.55,33.99,13.10826713739335
2006-06-30,austria,DM,4.098,2.75,5569.281972,266.05,20.05,13.269326683291771
2006-06-30,poland,EM,5.6850000000000005,4.0,214.334641,1953.46,150.98,12.938534905285469
2006-06-30,ireland,DM,4.058,2.75,678.318834,97.86,6.67,14.671664167916042
2006-06-30,malaysia,EM,5.05,3.5,166.078866,338.47,33.3,10.164264264264267
2006-06-30,new zealand,DM,5.83,7.25,229.021609,124.45,2.44,51.00409836065574
2006-12-31,united states,DM,4.7022,5.25,,1336.3,76.19,17.539047119044493
2006-12-31,japan,DM,1.685,,4999.137912,1061.9,52.41,20.261400496088537
2006-12-31,united kingdom,DM,4.741,5.0,5230.16268,1865.83,101.86,18.31759277439623
2006-12-31,canada,DM,4.086,4.25,3723.548418,1628.54,92.67,17.573540520125174
2006-12-31,australia,DM,5.882,6.25,2313.249549,1135.25,75.24,15.08838383838384
2006-12-31,switzerland,DM,2.521,2.0,7019.438077,1152.16,61.36,18.77705345501956
2006-12-31,france,DM,3.981,3.5,5086.604504,147.1,10.22,14.393346379647747
2006-12-31,germany,DM,3.948,3.5,4012.61771,116.89,8.11,14.413070283600494
2006-12-31,china,EM,3.058,6.12,270.873616,52.3,2.59,20.193050193050194
2006-12-31,south korea,EM,5.057,,467.064199,395.18,34.71,11.38519158743878
2006-12-31,spain,DM,4.003,3.5,3493.783915,158.18,11.49,13.766753698868582
2006-12-31,taiwan,EM,2.025,2.75,163.607925,318.25,19.23,16.54966198647946
2006-12-31,hong kong,DM,3.745,6.75,28376.695268,9303.34,692.42,13.43597816354236
2006-12-31,sweden,DM,3.785,3.0,15287.5762,9046.52,581.69,15.552132579208855
2006-12-31,netherlands,DM,3.973,3.5,9074.853415,101.26,9.19,11.018498367791079
2006-12-31,south africa,EM,7.732,9.0,346.4869,641.26,40.21,15.947774185525988
2006-12-31,italy,DM,4.202,3.5,1302.450532,121.4,9.02,13.4589800443459
2006-12-31,india,EM,7.611,7.25,381.861451,560.78,24.15,23.220703933747412
2006-12-31,russia,EM,5.656,,892.519984,1250.28,98.37,12.709972552607502
2006-12-31,mexico,EM,7.405,,426.458083,5483.3,342.89,15.991425821692088
2006-12-31,singapore,DM,3.05,3.44,7287.094349,1704.0,96.55,17.64888658726049
2006-12-31,indonesia,EM,10.175,,687.048433,2449.02,133.38,18.36122357174989
2006-12-31,belgium,DM,3.993,3.5,10710.672888,112.96,10.21,11.063663075416256
2006-12-31,thailand,EM,5.398,5.0,388.264027,274.85,33.8,8.13165680473373
2006-12-31,chile,EM,5.7799,5.25,280.560865,1492.42,64.13,23.27179167316389
2006-12-31,turkey,EM,6.52,,198.900914,614409.13,41476.99,14.813252601020471
2006-12-31,philippines,EM,6.498,7.5,196.228367,620.2,36.95,16.784844384303113
2006-12-31,austria,DM,3.98,3.5,6841.818341,316.6,20.31,15.588380108321026
2006-12-31,poland,EM,5.223,4.0,274.940642,2253.24,155.39,14.500547010747152
2006-12-31,ireland,DM,3.953,3.5,865.957765,120.28,6.92,17.38150289017341
2006-12-31,malaysia,EM,3.7800000000000002,3.5,212.476687,408.81,34.25,11.936058394160584
2006-12-31,new zealand,DM,5.923,7.25,302.074029,138.15,2.61,52.931034482758626
2007-06-30,united states,DM,5.0244,5.25,,1420.27,79.7,17.820200752823087
2007-06-30,japan,DM,1.879,,5141.533105,1125.18,50.71,22.188522973772432
