Date,Country,Development,BondYield,CBPR,TotalPrices,Prices,Earnings,PE
2011-12-31,spain,DM,5.088,1.0,2527.272233,93.56,10.37,9.022179363548698
2011-12-31,taiwan,EM,1.2892000000000001,1.875,163.999878,254.27,16.38,15.523199023199025
2011-12-31,hong kong,DM,1.51,0.5,32401.521075,9123.49,1206.72,7.560569146115088
2011-12-31,sweden,DM,1.6219999999999999,1.75,14228.708919,7502.59,572.47,13.10564745750869
2011-12-31,netherlands,DM,2.188,1.0,7207.496374,70.78,5.33,13.279549718574108
2011-12-31,south africa,EM,8.204,5.5,461.115772,838.28,56.55,14.8236958443855
2011-12-31,italy,DM,7.108,1.0,571.053253,45.48,3.15,14.438095238095238
2011-12-31,india,EM,8.567,8.5,360.341132,597.68,42.12,14.189933523266856
2011-12-31,russia,EM,6.003,,567.858807,736.76,154.89,4.756666021047195
2011-12-31,mexico,EM,6.509,4.5,479.439257,5602.12,212.73,26.334414516053215
2011-12-31,singapore,DM,1.63,0.38,8588.0083,1410.01,132.43,10.647209846711469
2011-12-31,indonesia,EM,6.027,,1480.66078,4760.1,317.95,14.971221890234315
2011-12-31,belgium,DM,4.09,1.0,4895.094661,46.63,2.88,16.190972222222225
2011-12-31,thailand,EM,3.287,3.25,781.404201,406.61,35.99,11.297860516810225
2011-12-31,israel,DM,4.535,2.75,121.286177,197.95,18.45,10.728997289972899
2011-12-31,chile,EM,5.2856,5.25,472.042252,2267.92,134.65,16.84307463795024
2011-12-31,turkey,EM,5.505,5.75,201.235776,732898.44,73992.07,9.9050944243079
2011-12-31,philippines,EM,5.355,4.5,287.33825,715.61,42.91,16.676998368678632
2011-12-31,austria,DM,2.904,1.0,2208.768071,92.94,7.24,12.837016574585634
2011-12-31,peru,EM,6.76,4.25,1457.638143,1383.19,119.49,11.575780400033477
2011-12-31,poland,EM,5.89,4.5,179.029887,1490.98,190.75,7.816408912188729
2011-12-31,ireland,DM,8.207,1.0,203.111371,25.58,1.15,22.243478260869566
2011-12-31,malaysia,EM,3.699,3.0,380.588223,559.51,33.29,16.807149294082308
2011-12-31,new zealand,DM,3.814,2.5,261.362676,84.82,4.52,18.765486725663717
2011-12-31,colombia,EM,7.6,4.75,3564.610324,1033.91,56.31,18.361037115965193
2012-06-30,united states,DM,1.6449,0.25,,1298.66,93.68,13.862724167378309
2012-06-30,japan,DM,0.837,0.1,3672.90315,472.59,21.99,21.491132332878582
2012-06-30,united kingdom,DM,1.734,0.5,4595.202504,1651.76,150.02,11.010265297960272
2012-06-30,canada,DM,1.7389999999999999,1.0,4235.914614,1458.3,111.64,13.06252239340738
2012-06-30,australia,DM,3.038,3.5,2724.927301,831.7,65.46,12.705468988695388
2012-06-30,switzerland,DM,0.665,0.0,6935.188925,785.75,49.78,15.784451586982724
2012-06-30,france,DM,2.686,1.0,3505.895356,89.43,7.39,12.101488497970232
2012-06-30,germany,DM,1.583,1.0,3457.042269,89.87,6.75,13.314074074074075
2012-06-30,china,EM,3.34,6.5600000000000005,318.72572,53.68,5.83,9.20754716981132
2012-06-30,brazil,EM,10.139,8.5,525.295139,2557.51,243.07,10.521701567449707
2012-06-30,south korea,EM,3.62,3.25,553.832575,539.12,33.85,15.926735598227474
2012-06-30,spain,DM,6.329,1.0,2137.636441,77.86,6.79,11.466863033873343
2012-06-30,taiwan,EM,1.2368999999999999,1.875,169.967314,259.98,12.41,20.949234488315877
2012-06-30,hong kong,DM,0.985,0.5,34953.307277,9640.57,1089.23,8.850812041533928
2012-06-30,sweden,DM,1.599,1.5,14934.573433,7722.41,580.42,13.304865442265946
2012-06-30,netherlands,DM,2.103,1.0,7276.371328,71.46,4.24,16.853773584905657
2012-06-30,south africa,EM,7.492,5.5,484.083219,875.22,66.08,13.244854721549638
2012-06-30,italy,DM,5.819,1.0,546.877172,43.36,-8.31,-5.217809867629362
2012-06-30,india,EM,8.183,8.0,391.34355,675.8,45.71,14.78451104791074
2012-06-30,russia,EM,3.9459999999999997,,576.145565,725.76,155.75,4.659775280898876
2012-06-30,mexico,EM,5.448,4.5,548.052056,6344.13,290.25,21.857467700258397
2012-06-30,singapore,DM,1.6099999999999999,0.38,9856.385289,1551.96,128.49,12.078449684800374
2012-06-30,indonesia,EM,6.153,,1427.544704,4675.26,320.45,14.589670775471994
2012-06-30,belgium,DM,3.192,1.0,5841.843616,55.71,2.36,23.60593220338983
2012-06-30,thailand,EM,3.481,3.0,893.595469,460.3,34.75,13.246043165467626
2012-06-30,israel,DM,4.295,2.5,113.416038,182.86,17.2,10.631395348837211
2012-06-30,chile,EM,5.4391,5.0,505.893748,2391.65,125.69,19.02816453178455
2012-06-30,turkey,EM,4.594,5.75,258.03024,880148.88,82898.11,10.61723699128967
2012-06-30,philippines,EM,5.529,4.0,361.656332,853.5,44.42,19.214317874831156
2012-06-30,austria,DM,2.416,1.0,2182.657324,92.22,5.35,17.237383177570095
2012-06-30,peru,EM,6.76,4.25,1585.841902,1479.72,122.34,12.0951446787641
2012-06-30,poland,EM,5.151,4.75,198.73102,1581.16,211.54,7.474520185307744
2012-06-30,ireland,DM,8.207,1.0,212.179454,26.98,1.23,21.9349593495935
2012-06-30,malaysia,EM,3.516,3.0,398.112709,576.71,38.23,15.085273345540154
2012-06-30,new zealand,DM,3.43,2.5,279.857484,86.11,4.06,21.20935960591133
2012-06-30,colombia,EM,7.03,5.25,4205.259665,1187.06,74.94,15.840138777688818
2012-12-31,united states,DM,1.7574,0.25,,1361.88,92.78,14.678594524682044
2012-12-31,japan,DM,0.791,0.1,3852.422863,531.17,19.42,27.35169927909371
2012-12-31,united kingdom,DM,1.8279999999999998,0.5,5124.335943,1747.37,114.48,15.263539482879104
2012-12-31,canada,DM,1.798,1.0,4708.751543,1565.87,105.03,14.908787965343235
2012-12-31,australia,DM,3.273,3.0,3216.216091,945.48,59.52,15.88508064516129
2012-12-31,switzerland,DM,0.526,0.0,8074.851492,884.57,45.56,19.415496049165935
2012-12-31,france,DM,1.9969999999999999,0.75,4164.981478,101.62,6.55,15.514503816793894
2012-12-31,germany,DM,1.316,0.75,4273.803808,106.92,7.44,14.370967741935484
2012-12-31,china,EM,3.59,6.0,376.545562,62.93,5.71,11.021015761821365
2012-12-31,brazil,EM,9.166,7.25,569.339261,2727.71,188.1,14.501382243487507
2012-12-31,south korea,EM,3.16,2.75,637.651873,579.98,36.9,15.717615176151762
2012-12-31,spain,DM,5.265,0.75,2603.165875,89.11,4.36,20.43807339449541
2012-12-31,taiwan,EM,1.1691,1.875,191.360757,276.64,12.28,22.52768729641694
2012-12-31,hong kong,DM,0.625,0.5,41562.850896,11330.39,942.06,12.027248795193513
2012-12-31,sweden,DM,1.5390000000000001,1.0,17354.729375,8452.39,608.85,13.88254906791492
2012-12-31,netherlands,DM,1.499,0.75,8691.776979,81.65,3.46,23.59826589595376
2012-12-31,south africa,EM,6.789,5.0,547.287781,1011.22,67.12,15.065852205005958
2012-12-31,italy,DM,4.497,0.75,642.299449,48.63,-4.08,-11.919117647058824
2012-12-31,india,EM,8.05,8.0,453.91344,764.22,46.01,16.60986742012606
2012-12-31,russia,EM,2.746,,645.42398,807.53,175.43,4.603146554181155
2012-12-31,mexico,EM,5.378,4.5,618.743955,7118.53,337.51,21.091315812864803
2012-12-31,singapore,DM,1.3,0.38,11246.874508,1678.86,139.84,12.00557780320366
2012-12-31,indonesia,EM,5.191,,1549.49833,5181.32,324.74,15.95528730676849
2012-12-31,belgium,DM,2.058,0.75,6831.200728,62.48,3.65,17.11780821917808
2012-12-31,thailand,EM,3.51,2.75,1051.197474,515.87,33.83,15.248891516405559
2012-12-31,israel,DM,3.985,1.75,115.608288,184.15,14.58,12.630315500685871
2012-12-31,chile,EM,5.6703,5.0,508.741972,2394.7,104.82,22.84583094829231
2012-12-31,turkey,EM,3.261,5.5,330.450719,1111776.63,99039.24,11.225617543107155
2012-12-31,philippines,EM,4.299,3.5,420.775604,963.9,48.34,19.940008274720725
2012-12-31,austria,DM,1.748,0.75,2780.897943,112.2,9.7,11.567010309278352
2012-12-31,peru,EM,4.09,4.25,1750.925145,1597.79,114.97,13.897451509089327
2012-12-31,poland,EM,3.7359999999999998,4.25,249.283364,1774.76,199.74,8.885350956243116
2012-12-31,ireland,DM,8.207,0.75,214.760988,26.15,0.95,27.526315789473685
2012-12-31,malaysia,EM,3.503,3.0,434.882153,597.8,39.17,15.261679857033442
2012-12-31,new zealand,DM,3.515,2.5,337.827707,98.68,4.9399999999999995,19.975708502024293
2012-12-31,colombia,EM,5.47,4.25,4844.059863,1360.13,71.09,19.132508088338724
2013-06-30,united states,DM,2.4857,0.25,,1532.12,95.96,15.966235931638183
2013-06-30,japan,DM,0.853,0.1,4489.939636,704.27,30.26,23.27395902181097
2013-06-30,united kingdom,DM,2.443,0.5,5138.234753,1837.53,116.01,15.839410395655547
2013-06-30,canada,DM,2.439,1.0,4394.925055,1530.87,99.06,15.453967292549969
2013-06-30,australia,DM,3.76,2.75,3019.035188,985.63,57.16,17.24335199440168
2013-06-30,switzerland,DM,1.027,0.0,8956.2738,992.54,52.61,18.86599505797377
2013-06-30,france,DM,2.347,0.5,4299.648632,104.34,5.45,19.144954128440368
2013-06-30,germany,DM,1.728,0.5,4397.315735,108.9,7.79,13.979460847240052
2013-06-30,china,EM,3.61,6.0,335.15016,54.67,5.93,9.219224283305229
2013-06-30,brazil,EM,11.121,8.0,466.96214,2196.65,155.26,14.148203014298597
2013-06-30,south korea,EM,3.4,2.5,554.49951,533.83,34.76,15.357594936708862
2013-06-30,spain,DM,4.767,0.5,2442.342164,83.26,1.87,44.524064171122994
2013-06-30,taiwan,EM,1.4187,1.875,194.004148,289.37,13.87,20.863013698630137
2013-06-30,hong kong,DM,2.048,0.5,41029.839098,11005.85,1115.2,9.868947274031564
2013-06-30,sweden,DM,2.21,1.0,17833.575846,8789.77,551.52,15.937354946330144
2013-06-30,netherlands,DM,2.122,0.5,9152.881171,85.81,3.5,24.517142857142858
2013-06-30,south africa,EM,7.574,5.0,461.195546,983.0,64.03,15.352178666250195
2013-06-30,italy,DM,4.545,0.5,584.264289,43.87,0.83,52.855421686746986
2013-06-30,india,EM,7.463,7.25,417.541714,756.18,46.93,16.112934157255484
2013-06-30,russia,EM,4.221,,570.603079,694.7,163.63,4.245553993766425
2013-06-30,mexico,EM,5.918,4.0,582.989593,6656.8,312.94,21.27180929251614
2013-06-30,singapore,DM,2.35,0.38,10851.911444,1654.73,131.22,12.610349032159732
2013-06-30,indonesia,EM,7.131,,1637.026711,5553.29,315.22,17.61718799568555
2013-06-30,belgium,DM,2.633,0.5,7106.172356,64.65,3.48,18.577586206896555
2013-06-30,thailand,EM,3.733,2.5,1057.711949,517.54,34.91,14.824978516184474
2013-06-30,israel,DM,3.785,1.25,118.180004,185.89,11.67,15.928877463581832
2013-06-30,chile,EM,5.4869,5.0,452.064692,2106.62,92.46,22.784122863941164
2013-06-30,turkey,EM,4.829,4.5,302.166986,1080011.5,110497.49,9.77408174611025
2013-06-30,philippines,EM,3.856,3.5,455.142557,1084.43,54.46,19.912412780022034
2013-06-30,austria,DM,2.161,0.5,2570.066532,103.77,8.72,11.900229357798164
2013-06-30,peru,EM,5.51,4.25,1225.898841,1113.32,103.31,10.776497918884909
2013-06-30,poland,EM,4.341,2.75,210.295478,1592.95,146.41,10.880062837237894
2013-06-30,ireland,DM,4.109,0.5,233.061902,28.45,-0.49,-58.06122448979592
2013-06-30,malaysia,EM,3.633,3.0,457.911236,639.44,38.87,16.450733213275022
2013-06-30,new zealand,DM,4.131,2.5,334.40631,102.03,5.14,19.850194552529185
2013-06-30,colombia,EM,6.91,3.25,3926.902473,1075.47,65.84,16.33459902794654
2013-12-31,united states,DM,3.0282,0.25,,1768.42,101.86,17.36128018849401
2013-12-31,japan,DM,0.741,0.1,4898.86632,806.64,50.1,16.100598802395208
2013-12-31,united kingdom,DM,3.022,0.5,6183.385539,1992.96,121.06,16.462580538575914
2013-12-31,canada,DM,2.758,1.0,4973.706621,1725.99,97.27,17.744319934203762
2013-12-31,australia,DM,4.235,2.5,3350.133614,1094.02,57.7,18.960485268630848
2013-12-31,switzerland,DM,1.073,0.0,10223.32199,1064.22,60.08,17.713382157123835
2013-12-31,france,DM,2.558,0.25,5261.595,119.9,4.73,25.348837209302324
2013-12-31,germany,DM,1.929,0.25,5614.368798,131.16,7.13,18.395511921458624
2013-12-31,china,EM,4.62,6.0,390.267897,63.2,6.49,9.738058551617874
2013-12-31,brazil,EM,10.876,10.0,477.997043,2218.13,143.72,15.433690509323686
2013-12-31,south korea,EM,3.585,2.5,662.80041,589.43,32.08,18.37375311720698
2013-12-31,spain,DM,4.151,0.25,3418.395113,108.86,7.14,15.246498599439777
2013-12-31,taiwan,EM,1.6922000000000001,1.875,208.692543,302.66,18.05,16.76786703601108
2013-12-31,hong kong,DM,2.334,0.5,46173.859328,12252.28,995.16,12.311869448128945
2013-12-31,sweden,DM,2.504,0.75,21607.23615,10131.98,628.16,16.12961665817626
2013-12-31,netherlands,DM,2.234,0.25,11412.468924,100.39,5.32,18.870300751879697
2013-12-31,south africa,EM,7.906,5.0,513.296352,1137.9,69.44,16.38680875576037
2013-12-31,italy,DM,4.125,0.25,773.526766,54.38,0.46,118.21739130434783
2013-12-31,india,EM,8.825,7.75,436.520226,817.17,47.42,17.232602277520034
2013-12-31,russia,EM,4.635,5.5,650.308277,786.89,151.11,5.207398583813116
2013-12-31,mexico,EM,6.447,3.5,620.062533,6976.54,315.39,22.120358920701356
2013-12-31,singapore,DM,2.56,0.4,11437.782986,1704.49,127.4,13.379042386185242
2013-12-31,indonesia,EM,8.452,,1185.694526,4908.28,341.83,14.35883333820905
2013-12-31,belgium,DM,2.557,0.25,8717.615505,74.47,5.32,13.998120300751879
2013-12-31,thailand,EM,3.8970000000000002,2.25,897.830494,460.44,36.69,12.549468520032708
2013-12-31,israel,DM,3.645,1.0,128.238398,198.93,9.86,20.175456389452336
2013-12-31,chile,EM,5.3435,4.5,396.921464,1842.79,96.7,19.056773526370215
2013-12-31,turkey,EM,5.68,4.5,242.030495,962288.44,105680.06,9.105676510781693
2013-12-31,philippines,EM,3.73,3.5,409.410722,997.06,53.99,18.467493980366733
2013-12-31,austria,DM,2.2720000000000002,0.25,3153.962628,119.05,5.61,21.22103386809269
2013-12-31,peru,EM,5.55,4.0,1213.348159,1101.73,50.33,21.890125173852574
2013-12-31,poland,EM,4.3469999999999995,2.5,255.732528,1700.43,120.96,14.0577876984127
2013-12-31,ireland,DM,3.513,0.25,303.14275,34.77,-0.77,-45.15584415584416
2013-12-31,malaysia,EM,4.128,3.0,468.264998,667.02,38.11,17.502492784046183
2013-12-31,new zealand,DM,4.717,2.5,375.906656,105.04,5.23,20.084130019120458
2013-12-31,colombia,EM,6.769,3.25,3820.080967,1038.32,65.94,15.746436154079467
2013-12-31,norway,DM,2.964,1.5,8903.250679,2629.11,205.29,12.80680987870817
2013-12-31,denmark,DM,1.976,0.2,17715.248555,5277.1,282.86,18.656225694689955
2013-12-31,finland,DM,2.13,0.25,846.414247,99.75,4.28,23.306074766355138
2013-12-31,portugal,DM,6.01,0.25,192.861257,51.87,2.01,25.80597014925373
2013-12-31,greece,EM,8.268,0.25,,18.0,2.4,7.5
2014-06-30,united states,DM,2.5304,0.25,,1875.86,102.04,18.383575068600546
2014-06-30,japan,DM,0.566,0.1,4932.14029,775.27,52.54,14.755805100875524
2014-06-30,united kingdom,DM,2.67,0.5,6503.322147,1989.39,101.79,19.544061302681992
2014-06-30,canada,DM,2.237,1.0,5550.175156,1909.71,97.63,19.56068831301854
2014-06-30,australia,DM,3.541,2.5,3646.861839,1104.86,59.14,18.68211024687183
2014-06-30,switzerland,DM,0.658,0.0,10931.486075,1110.06,60.51,18.34506693108577
2014-06-30,france,DM,1.7,0.15,5506.4362,123.96,4.71,26.318471337579616
2014-06-30,germany,DM,1.245,0.15,5687.738928,131.03,7.12,18.403089887640448
2014-06-30,china,EM,4.09,6.0,387.656087,61.56,6.52,9.441717791411044
2014-06-30,brazil,EM,12.178,11.0,528.166258,2390.35,144.55,16.536492563126945
2014-06-30,south korea,EM,3.172,2.5,689.67108,583.2,32.6,17.88957055214724
2014-06-30,spain,DM,2.661,0.15,3838.581552,122.09,6.19,19.723747980613894
2014-06-30,taiwan,EM,1.631,1.875,232.723371,337.36,17.98,18.763070077864295
2014-06-30,hong kong,DM,2.039,0.5,48306.116684,12570.59,987.53,12.729324678743938
2014-06-30,sweden,DM,1.8479999999999999,0.75,21963.768279,10456.44,652.48,16.025686611083866
2014-06-30,netherlands,DM,1.479,0.15,11590.816516,101.53,5.2,19.525
2014-06-30,south africa,EM,8.321,5.5,561.83164,1247.83,67.24,18.55785246876859
2014-06-30,italy,DM,2.846,0.15,885.31796,61.66,-0.43,-143.3953488372093
2014-06-30,india,EM,8.748,8.0,531.957993,960.98,54.32,17.691089837997055
2014-06-30,russia,EM,4.436,7.5,615.820629,739.33,144.85,5.104107697618226
2014-06-30,mexico,EM,5.689,3.0,627.853168,7036.34,288.72,24.370809088390136
2014-06-30,singapore,DM,2.32,0.4,11981.127586,1732.8,131.05,13.222434185425408
2014-06-30,indonesia,EM,8.213,,1442.593976,5725.29,354.76,16.138487991881835
2014-06-30,belgium,DM,1.696,0.15,9375.294972,79.35,4.87,16.293634496919918
2014-06-30,thailand,EM,3.794,2.0,1037.837136,515.84,35.06,14.713063320022817
2014-06-30,israel,DM,2.805,0.75,155.278268,238.02,10.15,23.45024630541872
2014-06-30,chile,EM,4.8828,4.0,395.760887,1812.89,91.87,19.733209970610645
2014-06-30,turkey,EM,4.591,8.75,291.855107,1127128.38,91876.02,12.26792780096482
2014-06-30,philippines,EM,4.072,3.5,490.961024,1162.98,51.26,22.687865782286384
2014-06-30,austria,DM,1.554,0.15,3047.916133,114.3,4.4,25.977272727272723
2014-06-30,peru,EM,5.3,4.0,1371.830022,1235.2,44.91,27.503896682253398
2014-06-30,poland,EM,3.448,2.5,261.634514,1730.31,114.91,15.05795840222783
2014-06-30,ireland,DM,2.355,0.15,314.554544,35.98,-0.78,-46.128205128205124
2014-06-30,malaysia,EM,4.043,3.0,482.690287,664.17,39.93,16.63335837716003
2014-06-30,new zealand,DM,4.405,3.25,432.19965,110.64,4.78,23.14644351464435
2014-06-30,colombia,EM,6.559,4.0,4331.579259,1149.28,62.29,18.450473591266658
2014-06-30,norway,DM,2.452,1.5,9994.523469,2887.46,284.26,10.157813269541968
2014-06-30,denmark,DM,1.626,0.2,21208.517679,6269.4,273.83,22.895226965635615
2014-06-30,finland,DM,1.438,0.15,883.024002,101.11,5.89,17.166383701188455
2014-06-30,portugal,DM,3.635,0.15,206.156256,54.55,-2.4699999999999998,-22.085020242914982
2014-06-30,greece,EM,5.905,0.15,,19.03,-5.91,-3.2199661590524538
2014-12-31,united states,DM,2.1712,0.25,,1964.73,105.49,18.62479855910513
2014-12-31,japan,DM,0.329,0.1,4701.837089,867.95,54.38,15.960831187936742
2014-12-31,united kingdom,DM,1.756,0.5,5850.313129,1931.92,103.56,18.655079181151024
2014-12-31,canada,DM,1.788,1.0,5048.560143,1870.08,103.79,18.01792080161865
2014-12-31,australia,DM,2.739,2.5,3235.74473,1105.74,64.5,17.143255813953488
2014-12-31,switzerland,DM,0.319,-0.25,10214.336075,1161.32,59.85,19.403842940685045
2014-12-31,france,DM,0.826,0.05,4739.609662,120.36,4.48,26.866071428571427
2014-12-31,germany,DM,0.541,0.05,5032.832506,131.17,7.55,17.373509933774834
2014-12-31,china,EM,3.65,5.6,421.341371,66.15,6.65,9.947368421052632
2014-12-31,brazil,EM,12.364,11.75,410.871756,1832.34,133.58,13.717173229525375
2014-12-31,south korea,EM,2.605,2.0,589.076562,536.46,45.7,11.738730853391685
2014-12-31,spain,DM,1.611,0.05,3259.42549,116.79,6.61,17.668683812405447
2014-12-31,taiwan,EM,1.6173,1.875,228.232641,343.17,22.55,15.218181818181819
2014-12-31,hong kong,DM,1.896,0.5,48516.73093,12502.01,1208.45,10.345492159377715
2014-12-31,sweden,DM,0.926,0.0,19976.39899,11134.1,729.21,15.268715459195567
2014-12-31,netherlands,DM,0.685,0.05,11017.524389,108.64,5.08,21.385826771653544
2014-12-31,south africa,EM,7.969,5.75,540.060054,1288.68,72.33,17.816673579427626
2014-12-31,italy,DM,1.8900000000000001,0.05,699.814432,54.85,-0.12,-457.08333333333337
2014-12-31,india,EM,7.857,8.0,540.713809,1016.3,54.03,18.80992041458449
2014-12-31,russia,EM,6.720666666666667,17.0,349.411228,404.92,111.6,3.6283154121863803
2014-12-31,mexico,EM,5.844,3.0,562.185224,6262.81,291.99,21.448713997054693
2014-12-31,singapore,DM,2.2803,0.4,11783.836568,1778.96,135.44,13.134672179562907
2014-12-31,indonesia,EM,7.796,,1500.958056,6200.14,370.43,16.737683232999487
2014-12-31,belgium,DM,0.831,0.05,9076.872979,86.41,3.86,22.3860103626943
2014-12-31,thailand,EM,2.729,2.0,1045.736941,522.17,34.7,15.048126801152735
2014-12-31,israel,DM,2.305,0.25,157.437888,238.88,15.4,15.51168831168831
2014-12-31,chile,EM,4.1208,3.0,345.271336,1575.41,86.76,18.15825265099124
2014-12-31,turkey,EM,4.3629999999999995,8.25,287.324573,1222131.5,118826.02,10.285049520298669
2014-12-31,philippines,EM,3.969,4.0,514.161472,1243.05,58.34,21.306993486458687
2014-12-31,austria,DM,0.643,0.05,2215.166205,93.7,-1.97,-47.56345177664975
2014-12-31,peru,EM,5.41,3.5,1335.921214,1202.65,54.01,22.26717274578782
2014-12-31,poland,EM,2.518,2.0,219.385732,1665.41,115.43,14.427878367841982
2014-12-31,ireland,DM,1.25,0.05,310.08125,39.97,0.15,266.4666666666667
2014-12-31,malaysia,EM,4.147,3.25,418.334651,616.53,40.01,15.409397650587353
2014-12-31,new zealand,DM,3.666,3.5,403.512737,113.46,5.99,18.941569282136893
2014-12-31,colombia,EM,7.1,4.5,3063.3897,806.74,57.97,13.91650853889943
2014-12-31,norway,DM,1.512,1.25,6940.986713,2429.34,264.09,9.198909462683178
2014-12-31,denmark,DM,0.846,0.2,18809.607765,6275.4,292.92,21.423596886521914
2014-12-31,finland,DM,0.658,0.05,840.398694,108.88,6.92,15.734104046242773
2014-12-31,portugal,DM,2.654,0.05,119.107901,35.57,1.01,35.21782178217822
2014-12-31,greece,EM,9.416,0.05,,12.25,-2.39,-5.125523012552301
2015-06-30,united states,DM,2.3531,0.25,,1978.1,104.95,18.848022868032395
2015-06-30,japan,DM,0.465,0.1,5342.086102,998.08,54.5,18.313394495412844
2015-06-30,united kingdom,DM,2.024,0.5,5967.251256,1913.21,91.76,20.850152571926763
2015-06-30,canada,DM,1.683,0.75,4699.709372,1856.83,96.17,19.307788291567014
2015-06-30,australia,DM,3.01,2.0,3129.47897,1114.33,96.17,11.587085369657897
2015-06-30,switzerland,DM,0.129,-0.75,10806.289044,1130.33,65.28,17.315104166666664
2015-06-30,france,DM,1.195,0.05,4977.507364,134.9,5.26,25.64638783269962
2015-06-30,germany,DM,0.764,0.05,5145.117867,142.89,8.02,17.816708229426432
2015-06-30,china,EM,3.62,4.85,483.064803,74.49,6.47,11.513137557959814
2015-06-30,brazil,EM,12.616,13.75,375.117292,1642.49,71.23,23.058963919696755
2015-06-30,south korea,EM,2.452,1.5,591.494749,545.06,44.23,12.323309970608184
2015-06-30,spain,DM,2.301,0.05,3174.445822,122.84,6.85,17.93284671532847
2015-06-30,taiwan,EM,1.5191,1.875,239.667806,348.99,26.18,13.330404889228419
2015-06-30,hong kong,DM,1.795,0.5,54289.805275,13755.63,1398.89,9.833246359613693
2015-06-30,sweden,DM,0.987,-0.25,20392.68189,11790.04,766.07,15.39029070450481
2015-06-30,netherlands,DM,1.035,0.05,11882.87083,125.57,5.33,23.559099437148216
2015-06-30,south africa,EM,8.28,5.75,553.424828,1368.45,78.93,17.337514253135687
2015-06-30,italy,DM,2.334,0.05,766.267046,64.19,-0.56,-114.62499999999999
2015-06-30,india,EM,7.86,7.25,549.300988,1034.34,44.01,23.502385821404225
2015-06-30,russia,EM,5.2748333333333335,11.5,445.803384,512.84,70.19,7.306453910813507
2015-06-30,mexico,EM,6.062,3.0,553.09847,6118.68,238.52,25.65269159818883
2015-06-30,singapore,DM,2.6926,0.4,11552.566751,1742.84,116.21,14.99733241545478
2015-06-30,indonesia,EM,8.329,,1320.122382,5777.04,352.73,16.378079550931307
2015-06-30,belgium,DM,1.216,0.05,9717.038932,98.82,4.77,20.71698113207547
2015-06-30,thailand,EM,2.943,1.5,1034.185129,521.94,28.83,18.104058272632678
2015-06-30,israel,DM,2.36,0.1,168.945618,253.82,16.26,15.610086100861007
2015-06-30,chile,EM,4.7758,3.0,332.662862,1499.71,80.0,18.746375
2015-06-30,turkey,EM,4.75,7.5,243.799107,1158916.75,109435.94,10.589909950972231
2015-06-30,philippines,EM,4.435,4.0,537.044206,1297.54,62.28,20.8339755940912
2015-06-30,austria,DM,1.143,0.05,2356.759168,107.43,-2.33,-46.107296137339056
2015-06-30,peru,EM,6.37,3.25,1267.613196,1127.42,64.4,17.506521739130434
2015-06-30,poland,EM,3.312,1.5,210.813537,1675.49,82.49,20.311431688689538
2015-06-30,ireland,DM,1.647,0.05,348.616215,48.36,1.94,24.927835051546392
2015-06-30,malaysia,EM,4.009,3.25,379.16923,594.51,36.33,16.36416184971098
2015-06-30,new zealand,DM,3.626,3.25,344.464098,109.71,5.43,20.204419889502763
2015-06-30,colombia,EM,7.216,4.5,2563.423249,658.51,46.25,14.238054054054054
2015-06-30,norway,DM,1.8519999999999999,1.0,7334.33278,2643.45,93.4,28.302462526766593
2015-06-30,denmark,DM,1.003,0.05,22298.922583,8026.59,303.99,26.404125135695253
2015-06-30,finland,DM,0.895,0.05,827.769007,113.59,6.28,18.087579617834393
2015-06-30,portugal,DM,3.001,0.05,130.317494,41.36,1.2,34.46666666666667
2015-06-30,greece,EM,15.424,0.05,,9.73,-2.77,-3.512635379061372
2015-12-31,united states,DM,2.2694,0.5,,1949.7,100.24,19.450319233838787
2015-12-31,japan,DM,0.265,0.1,5151.754058,938.4,55.06,17.043225572103157
2015-12-31,united kingdom,DM,1.96,0.5,5407.986818,1818.4,50.66,35.89419660481643
2015-12-31,canada,DM,1.3940000000000001,0.5,3828.852807,1663.27,84.31,19.728027517494958
2015-12-31,australia,DM,2.88,2.0,2913.691884,1068.79,49.11,21.763184687436368
2015-12-31,switzerland,DM,-0.062,-0.75,10258.869851,1148.37,47.39,24.23232749525216
2015-12-31,france,DM,0.988,0.05,4734.313191,131.1,6.04,21.70529801324503
2015-12-31,germany,DM,0.629,0.05,4937.864439,140.65,6.36,22.114779874213838
2015-12-31,china,EM,2.86,4.35,388.37417,59.47,5.5,10.812727272727273
2015-12-31,brazil,EM,16.511,14.25,240.903053,1036.23,26.29,39.41536705971853
2015-12-31,south korea,EM,2.085,1.5,549.856234,526.86,49.56,10.630750605326876
2015-12-31,spain,DM,1.771,0.05,2749.505033,108.4,5.6,19.357142857142858
2015-12-31,taiwan,EM,1.0311,1.625,201.491894,305.49,24.69,12.373025516403402
2015-12-31,hong kong,DM,1.579,0.75,48253.879254,12080.11,987.76,12.229802786101887
2015-12-31,sweden,DM,1.004,-0.35,18974.198167,11136.65,607.36,18.336159773445733
2015-12-31,netherlands,DM,0.793,0.05,11164.888517,120.08,5.63,21.32859680284192
2015-12-31,south africa,EM,9.795,6.25,402.607939,1255.75,80.79,15.543384082188389
2015-12-31,italy,DM,1.596,0.05,715.910317,61.26,1.33,46.06015037593985
2015-12-31,india,EM,7.761,6.75,507.600544,986.11,43.9,22.462642369020504
2015-12-31,russia,EM,9.554,11.0,364.135642,404.73,70.4,5.749005681818182
