Date,Country,BondYield,Prices,Returns6M,BondYieldDiff,BondYieldChg,BondYieldChgMedian,BondYieldDiffRank,BondYieldChgRank,BondYieldChgMedianRank
2002-06-30,germany,4.942,2000.208,-0.29471135001959803,-0.1609999999999996,-0.03155006858710552,-0.025686024250159475,18.0,18.0,19.0
2002-06-30,south korea,6.675,184.758,-0.1324218707714957,-0.2110000000000003,-0.03064188207958185,-0.0306418820795818,15.0,19.0,18.0
2002-06-30,spain,5.15,1161.705,-0.05597892752462974,-0.26699999999999946,-0.049289274506184144,-0.044637632700827455,11.0,12.0,12.0
2002-06-30,taiwan,3.6219,102.823,-0.19395465994962213,-0.24709999999999965,-0.06386663220470401,-0.06335897435897427,13.0,9.0,9.0
2002-06-30,hong kong,5.381,13492.75,-0.1376376202034426,-1.0030000000000001,-0.15711152882205515,-0.1323480899914231,5.0,3.0,6.0
2002-06-30,sweden,5.451,5153.065,-0.16342060501856648,-0.019000000000000128,-0.003473491773309023,-0.00271118721461189,22.0,22.0,22.0
2002-06-30,netherlands,5.081,5415.243,-0.22070126862266393,-0.17799999999999994,-0.033846738923749786,-0.03137116672541416,17.0,17.0,17.0
2002-06-30,south africa,12.011,100.188,0.05772148361081175,1.1289999999999996,0.10374931078845795,0.08043602165859215,26.0,25.0,26.0
2002-06-30,italy,5.188,577.596,-0.08528452413105347,-0.3100000000000005,-0.05638413968715905,-0.04967152699887847,9.0,10.0,10.0
2002-06-30,india,7.385,79.503,0.08844949247198208,-2.1850000000000005,-0.2283176593521422,-0.19827586206896558,3.0,2.0,2.0
2002-06-30,russia,10.854,183.335,-0.021250715902582762,-1.83,-0.14427625354777673,-0.14427625354777673,4.0,4.0,3.0
2002-06-30,mexico,10.089,112.855,-0.09047893314430022,,,,,,
2002-06-30,singapore,3.7,2938.021,-0.12139225689673427,0.1200000000000001,0.033519553072625774,0.026548672566371702,24.0,24.0,24.0
2002-06-30,belgium,5.17,4387.745,-0.1566442443669812,-0.2610000000000001,-0.04805744798379674,-0.045890109890109915,12.0,13.0,11.0
2002-06-30,thailand,5.235,144.11,-0.07265283464020555,-0.8129999999999997,-0.13442460317460314,-0.13969072164948448,6.0,6.0,4.0
2002-06-30,philippines,14.318,73.66,-0.2283871843605756,-2.2410000000000014,-0.13533425931517606,-0.13533425931517612,2.0,5.0,5.0
2002-06-30,austria,5.138,1547.49,-0.03500830376932962,-0.23899999999999988,-0.044448577273572654,-0.04221496069946125,14.0,14.0,13.0
2002-06-30,poland,8.947,68.733,0.06292465045902262,-2.8260000000000005,-0.24004077125626433,-0.26438394611282634,1.0,1.0,1.0
2002-06-30,ireland,5.169,337.768,-0.1315074252149404,-0.12100000000000044,-0.022873345935727873,-0.018298676748582297,20.0,20.0,20.0
2002-06-30,new zealand,6.66,114.455,0.05935083657332574,-0.0990000000000002,-0.01464713715046606,-0.013611989550391888,21.0,21.0,21.0
2002-12-31,united states,3.816,,,-1.2350000000000003,-0.24450603840823604,-0.19242754752259275,9.0,8.0,9.0
2002-12-31,japan,0.909,2380.632,0.029206083930653604,-0.45899999999999985,-0.33552631578947356,-0.14951140065146576,26.0,5.0,16.0
2002-12-31,united kingdom,4.374,2362.337,0.07973571806224089,-0.6800000000000006,-0.13454689354966376,-0.09052183173588932,22.0,21.0,23.0
2002-12-31,canada,4.796,1303.956,0.24325330609315055,-0.5609999999999999,-0.10472279260780282,-0.0792372881355932,25.0,24.0,24.0
2002-12-31,australia,5.17,782.144,0.2036046073357336,-0.8499999999999996,-0.14119601328903653,-0.115020297699594,15.0,20.0,20.0
2002-12-31,switzerland,2.205,3072.717,0.07368317876328989,-1.2729999999999997,-0.3660149511213341,-0.36601495112133403,8.0,3.0,2.0
2002-12-31,france,4.2620000000000005,2071.99,0.11176029083151962,-0.8069999999999995,-0.15920299861905696,-0.14044552732335527,17.0,17.0,17.0
2002-12-31,germany,4.204,1410.724,0.2067481392533197,-0.7940000000000005,-0.15886354541816738,-0.13165312551815628,19.0,18.0,18.0
2002-12-31,south korea,5.599,160.292,0.07599310009233151,-1.4139999999999997,-0.20162555254527303,-0.2055680744348331,7.0,11.0,7.0
2002-12-31,spain,4.281,1096.674,0.25494829912991457,-0.8970000000000002,-0.17323290845886452,-0.16040772532188846,13.0,14.0,13.0
2002-12-31,taiwan,2.253,82.88,0.121620596042471,-1.6469999999999998,-0.4223076923076923,-0.42399279186510486,5.0,1.0,1.0
2002-12-31,hong kong,4.339,11635.64,0.034757999731858336,-1.8719999999999999,-0.30140074062147804,-0.25003339121143314,3.0,6.0,6.0
2002-12-31,sweden,4.703,4310.948,0.21067839138862254,-0.649,-0.1212630792227205,-0.09364403722675131,23.0,22.0,22.0
2002-12-31,netherlands,4.229,4220.092,0.016893131002831296,-0.8789999999999996,-0.17208300704776813,-0.15578201151971635,14.0,15.0,14.0
2002-12-31,south africa,10.74,105.971,0.052237480065300934,-0.7889999999999997,-0.06843611761644541,-0.05684438040345819,20.0,25.0,26.0
2002-12-31,italy,4.427,528.336,0.1596898148148147,-0.8440000000000003,-0.16012141908556254,-0.1495128432240922,16.0,16.0,15.0
2002-12-31,india,6.07,86.535,0.06357881781937946,-1.8699999999999992,-0.2355163727959697,-0.17026313393426196,4.0,10.0,10.0
2002-12-31,russia,10.854,179.439,0.4578969956364003,0.0,0.0,0.0,27.0,27.0,27.0
2002-12-31,mexico,9.529,102.644,0.15442602587584275,-0.6140000000000008,-0.06053435867100465,-0.06069592724397003,24.0,26.0,25.0
2002-12-31,singapore,2.55,2581.368,0.08620304815121305,-1.42,-0.35768261964735515,-0.31696428571428564,6.0,4.0,4.0
2002-12-31,belgium,4.316,3700.43,0.07128845026118591,-0.9300000000000006,-0.17727792603888692,-0.16621983914209126,11.0,12.0,11.0
2002-12-31,thailand,3.461,133.64,0.3798686022149058,-1.0790000000000002,-0.23766519823788546,-0.19520578923564003,10.0,9.0,8.0
2002-12-31,philippines,12.878,56.837,0.23167586255432204,-4.277999999999999,-0.24935882490090922,-0.2590372388737511,1.0,7.0,5.0
2002-12-31,austria,4.27,1493.315,0.22830089632796824,-0.9020000000000001,-0.17440061871616397,-0.16173570019723868,12.0,13.0,12.0
2002-12-31,poland,5.575,73.058,0.057185195324262805,-3.371999999999999,-0.37688610707499715,-0.3324788010254387,2.0,2.0,3.0
2002-12-31,ireland,4.3,293.349,0.1932369259823623,-0.7949999999999999,-0.1560353287536801,-0.12157822296987307,18.0,19.0,19.0
2002-12-31,new zealand,6.085,121.248,0.28487159375824733,-0.7299999999999995,-0.10711665443873797,-0.1009681881051175,21.0,23.0,21.0
2003-06-30,united states,3.5133,,,-1.2832,-0.2675284061294694,-0.2033436336264955,14.0,8.0,14.0
2003-06-30,japan,0.846,2450.160938,0.32048768789897353,-0.4740000000000001,-0.3590909090909091,-0.16191289496157132,26.0,5.0,21.0
2003-06-30,united kingdom,4.157,2550.699637,0.22305828790926352,-0.8490000000000002,-0.16959648421893736,-0.11375360085750656,24.0,25.0,26.0
2003-06-30,canada,4.453,1621.147608,0.24347810529539404,-0.9799999999999995,-0.18037916436591195,-0.1429926315021521,23.0,23.0,24.0
2003-06-30,australia,5.018,941.392122,0.2417788801083678,-1.0570000000000004,-0.1739917695473252,-0.14372153103542054,22.0,24.0,23.0
2003-06-30,switzerland,2.432,3299.124556,0.24879029089921967,-0.7800000000000002,-0.2428393524283936,-0.22475147673245938,25.0,13.0,9.0
2003-06-30,france,3.85,2303.556205,0.2612276269595082,-1.1800000000000002,-0.2345924453280318,-0.20730850316233312,19.0,16.0,13.0
2003-06-30,germany,3.802,1702.388562,0.35737611763864763,-1.1400000000000001,-0.2306758397409956,-0.19305673158340395,21.0,17.0,16.0
2003-06-30,south korea,4.5600000000000005,172.473086,0.2548076921404423,-2.1149999999999993,-0.3168539325842695,-0.3078154562654634,5.0,6.0,5.0
2003-06-30,spain,3.872,1376.269171,0.26264752536551583,-1.2780000000000005,-0.24815533980582527,-0.2292376681614351,15.0,11.0,7.0
2003-06-30,taiwan,1.45,92.959915,0.2652362257431067,-2.1719,-0.5996576382561639,-0.561359524424916,4.0,1.0,1.0
2003-06-30,hong kong,3.933,12040.071572,0.3346271103046894,-1.4480000000000004,-0.26909496376138275,-0.2078518624847485,9.0,7.0,12.0
2003-06-30,sweden,4.2780000000000005,5219.17159,0.35898605740226297,-1.1729999999999992,-0.21518987341772133,-0.17116591273894632,20.0,19.0,20.0
2003-06-30,netherlands,3.873,4291.382567,0.25958021490932714,-1.2080000000000002,-0.23774847470970284,-0.2152913919087507,18.0,15.0,11.0
2003-06-30,south africa,9.447,111.506658,0.38622369975432314,-2.564,-0.21347098493048045,-0.1861478147233919,3.0,20.0,17.0
2003-06-30,italy,3.899,612.705878,0.18850858323249176,-1.2889999999999997,-0.2484579799537393,-0.22946150422785933,13.0,10.0,6.0
2003-06-30,india,5.732,92.036793,0.6768635452128369,-1.6529999999999996,-0.2238320920785375,-0.15101406906632556,8.0,18.0,22.0
2003-06-30,russia,10.854,261.603579,0.20094010258170036,0.0,0.0,0.0,27.0,27.0,27.0
2003-06-30,mexico,8.231,118.494905,0.1504830946106921,-1.8580000000000005,-0.18416096739022703,-0.18416096739022703,7.0,22.0,18.0
2003-06-30,singapore,2.2800000000000002,2803.88979,0.2667853617741516,-1.42,-0.38378378378378375,-0.3313885647607934,10.0,4.0,4.0
2003-06-30,belgium,3.9,3964.22792,0.2632091971139743,-1.27,-0.2456479690522244,-0.22708985248100136,16.0,12.0,8.0
2003-06-30,thailand,2.5,184.40564,0.7647162255991737,-2.7350000000000003,-0.5224450811843362,-0.5224450811843362,2.0,2.0,2.0
2003-06-30,turkey,10.766,53.930642,0.8005902470065163,,,,,,
2003-06-30,philippines,12.22,70.004761,0.1492223650331439,-2.097999999999999,-0.1465288448107277,-0.12737538704389526,6.0,26.0,25.0
2003-06-30,austria,3.903,1834.240153,0.27787735382761536,-1.2349999999999999,-0.24036590112884393,-0.22182308037718904,17.0,14.0,10.0
2003-06-30,poland,5.092,77.235836,0.2780942903239889,-3.8549999999999995,-0.4308706829104728,-0.4038975326104039,1.0,3.0,3.0
2003-06-30,ireland,3.846,350.034859,0.2054060250039269,-1.3229999999999995,-0.25594892629135224,-0.2030386740331491,11.0,9.0,15.0
2003-06-30,new zealand,5.345,155.788111,0.20968637330739592,-1.3150000000000004,-0.19744744744744747,-0.1821329639889197,12.0,21.0,19.0
2003-12-31,united states,4.2455,,,0.4295,0.1125524109014675,0.06924068998871513,21.0,21.0,21.0
2003-12-31,japan,1.37,3235.407352,0.10732764323643651,0.4610000000000001,0.5071507150715071,0.16552962298025137,23.0,27.0,25.0
2003-12-31,united kingdom,4.802,3119.654331,0.03315809766873801,0.42799999999999994,0.09785093735711015,0.057720836142953466,20.0,20.0,19.0
2003-12-31,canada,4.658,2015.861556,0.00751038778180857,-0.1379999999999999,-0.028773978315262738,-0.020823902218198267,7.0,6.0,7.0
2003-12-31,australia,5.607,1169.000855,0.0008518864599118547,0.4370000000000003,0.08452611218568662,0.05970761032927999,22.0,19.0,20.0
2003-12-31,switzerland,2.717,4119.914714,0.027465213446163705,0.512,0.23219954648526087,0.147848686110309,24.0,24.0,24.0
2003-12-31,france,4.301,2905.308726,0.031152691343962813,0.0389999999999997,0.009150633505396355,0.006917346576800231,13.0,13.0,13.0
2003-12-31,germany,4.292,2310.781577,-0.009068220990061993,0.08800000000000008,0.020932445290199775,0.015227548018688367,18.0,18.0,18.0
2003-12-31,south korea,5.416,216.420555,0.01031680193223794,-0.18299999999999983,-0.0326844079299875,-0.027019046212904154,5.0,5.0,5.0
2003-12-31,spain,4.288,1737.742863,0.012309321738817047,0.007000000000000561,0.0016351319785097296,0.0012594458438288164,11.0,11.0,11.0
2003-12-31,taiwan,2.618,117.616252,-0.028579137175702596,0.36499999999999977,0.1620062139369729,0.09745157457715355,19.0,22.0,22.0
2003-12-31,hong kong,4.385,16069.00593,0.01727116712813359,0.045999999999999375,0.010601521087808097,0.007136208501396118,14.0,14.0,14.0
2003-12-31,sweden,4.775,7092.781422,0.11902193551059081,0.07200000000000006,0.015309376993408508,0.010670618747684336,17.0,17.0,15.0
2003-12-31,netherlands,4.292,5405.340576,-0.006718008327029734,0.06299999999999972,0.014897138803499521,0.011328897680273283,15.0,15.0,16.0
2003-12-31,south africa,9.113,154.573172,0.028358135783097094,-1.6270000000000007,-0.15148975791433894,-0.11903716710564828,1.0,2.0,1.0
2003-12-31,italy,4.423,728.206195,0.053171505908433,-0.0039999999999995595,-0.0009035464196972542,-0.0007155635062611018,9.0,9.0,9.0
2003-12-31,india,5.132,154.333143,-0.1796007744104583,-0.9380000000000006,-0.15453047775947293,-0.09144082667186593,2.0,1.0,2.0
2003-12-31,russia,10.854,314.170229,0.03118207613490953,0.0,0.0,0.0,10.0,10.0,10.0
2003-12-31,mexico,8.66,136.326385,0.14669403872185138,-0.8689999999999998,-0.09119529856228348,-0.0885921092873891,3.0,3.0,3.0
2003-12-31,singapore,3.75,3551.926542,0.03422628975078612,1.2000000000000002,0.47058823529411775,0.29339853300733504,26.0,26.0,27.0
2003-12-31,indonesia,11.92,227.989141,0.009196021314015201,,,,,,
2003-12-31,belgium,4.344,5007.649168,0.09320592484445389,0.02800000000000047,0.006487488415199305,0.005008944543828349,12.0,12.0,12.0
2003-12-31,thailand,4.764,325.423625,-0.13660758649590976,1.3030000000000004,0.376480785900029,0.26659846547314586,27.0,25.0,26.0
2003-12-31,turkey,7.289,97.106988,-0.08324134201340894,,,,,,
2003-12-31,philippines,12.024,80.451037,0.08822124940415632,-0.854000000000001,-0.06631464513123164,-0.052869436018077205,4.0,4.0,4.0
2003-12-31,austria,4.335,2343.933953,0.24646802707925963,0.06500000000000039,0.015222482435597318,0.011694854264123856,16.0,16.0,17.0
2003-12-31,poland,6.545,98.714681,0.1143050849751519,0.9699999999999998,0.1739910313901345,0.10841622890354306,25.0,23.0,23.0
2003-12-31,ireland,4.26,421.934128,0.1376262386625431,-0.040000000000000036,-0.009302325581395321,-0.006160480517480369,8.0,8.0,8.0
2003-12-31,new zealand,5.93,188.454755,0.05807019833487348,-0.15500000000000025,-0.025472473294987696,-0.02149791955617202,6.0,7.0,6.0
2004-06-30,united states,4.5806000000000004,,,1.0673000000000004,0.303788460991091,0.1744809547163643,23.0,23.0,22.0
2004-06-30,japan,1.786,3582.655998,0.046339951726506845,0.9400000000000001,1.1111111111111112,0.3387387387387387,20.0,28.0,25.0
2004-06-30,united kingdom,5.099,3223.096134,0.1573327185778568,0.9420000000000002,0.22660572528265588,0.12999379010556822,21.0,21.0,19.0
2004-06-30,canada,4.84,2031.001458,0.21293606230390005,0.38699999999999957,0.0869077026723557,0.05936948684513302,5.0,6.0,6.0
2004-06-30,australia,5.947,1169.996711,0.30228359932543425,0.9290000000000003,0.18513351933041067,0.12926116599415616,19.0,19.0,18.0
2004-06-30,switzerland,2.878,4233.069051,0.11885315782437944,0.4460000000000002,0.18338815789473695,0.1307726139862191,7.0,18.0,20.0
2004-06-30,france,4.337,2995.816912,0.14903571517056724,0.48699999999999966,0.12649350649350644,0.08677833214540265,10.0,11.0,11.0
2004-06-30,germany,4.318,2289.826899,0.17231237879697892,0.5159999999999996,0.13571804313519187,0.08984851123106383,13.0,14.0,12.0
2004-06-30,south korea,4.998,218.653323,0.20808801520020825,0.4379999999999997,0.09605263157894739,0.06561797752808984,6.0,8.0,8.0
2004-06-30,spain,4.337,1759.133299,0.27364098517925894,0.46499999999999986,0.12009297520661155,0.08405639913232102,8.0,9.0,9.0
2004-06-30,taiwan,2.939,114.254881,0.1220091069894862,1.489,1.0268965517241382,0.41111019078384275,25.0,26.0,27.0
2004-06-30,hong kong,4.614,16346.536417,0.22854396042667213,0.681,0.17315026697177727,0.10615744349181606,16.0,17.0,16.0
2004-06-30,sweden,4.659,7936.977995,0.21781078315815572,0.38099999999999934,0.08906030855539959,0.05736224028906946,4.0,7.0,5.0
2004-06-30,netherlands,4.375,5369.027453,0.12997539295688898,0.5019999999999998,0.12961528530854638,0.0910905461803665,12.0,13.0,14.0
2004-06-30,south africa,10.232,158.956579,0.40913724621615066,0.7850000000000001,0.08309516248544524,0.05949223190602502,17.0,5.0,7.0
2004-06-30,italy,4.504,766.926015,0.257962404626475,0.6049999999999995,0.1551679917927673,0.10833557167159093,14.0,15.0,17.0
2004-06-30,india,5.846,126.614791,0.4518004851423716,0.11399999999999988,0.019888346127006296,0.01191222570532914,3.0,3.0,3.0
2004-06-30,russia,10.854,323.966709,0.0227266438046263,0.0,0.0,0.0,2.0,2.0,2.0
2004-06-30,mexico,10.621,156.324653,0.2934564773989934,2.3900000000000006,0.2903656906815697,0.2508133067478225,27.0,22.0,24.0
2004-06-30,singapore,3.68,3673.495809,0.18221424327205482,1.4,0.6140350877192982,0.3473945409429281,24.0,25.0,26.0
2004-06-30,indonesia,12.4,230.085734,0.4927133726596016,,,,,,
2004-06-30,belgium,4.399,5474.39174,0.31289631165489085,0.4990000000000001,0.12794871794871798,0.09047230532136709,11.0,12.0,13.0
2004-06-30,thailand,5.13,280.968289,0.14388657931429383,2.63,1.052,0.5520570948782535,28.0,27.0,28.0
2004-06-30,turkey,9.313,89.023672,0.5428020201188735,-1.4529999999999994,-0.13496191714657246,-0.16095264469675985,1.0,1.0,1.0
2004-06-30,philippines,13.025,87.548528,0.15587758368707227,0.8049999999999997,0.06587561374795414,0.05083675402589199,18.0,4.0,4.0
2004-06-30,austria,4.377,2921.63873,0.3760415597311033,0.47399999999999975,0.12144504227517294,0.08637026239067051,9.0,10.0,10.0
2004-06-30,poland,7.229,109.998271,0.4455439122311293,2.1370000000000005,0.4196779261586805,0.2388510115122388,26.0,24.0,23.0
2004-06-30,ireland,4.48,480.003335,0.2576414099289539,0.6340000000000003,0.16484659386375466,0.10488874183141704,15.0,16.0,15.0
2004-06-30,new zealand,6.353,199.39836,0.2774988721070726,1.008,0.1885874649204864,0.13990284524635668,22.0,20.0,21.0
2004-12-31,united states,4.2182,,,-0.027299999999999436,-0.006430338004946301,-0.004526612502072531,22.0,22.0,22.0
2004-12-31,japan,1.441,3748.676104,-0.0584457480245405,0.07099999999999995,0.05182481751824808,0.025678119349005407,26.0,26.0,26.0
2004-12-31,united kingdom,4.537,3730.194611,0.009182611518174122,-0.2649999999999997,-0.055185339441899184,-0.03743995478948851,20.0,20.0,21.0
2004-12-31,canada,4.306,2463.474911,0.06158436334081263,-0.3520000000000003,-0.07556891369686569,-0.05491419656786276,18.0,18.0,19.0
2004-12-31,australia,5.33,1523.667528,0.056045817365479644,-0.27700000000000014,-0.04940253254859994,-0.03926293408929839,19.0,21.0,20.0
2004-12-31,switzerland,2.314,4736.182675,-0.012912211203931379,-0.403,-0.14832535885167464,-0.12001191185229304,17.0,7.0,8.0
2004-12-31,france,3.677,3442.300628,0.004360631339954013,-0.6240000000000001,-0.14508253894443157,-0.11170784103114932,11.0,9.0,10.0
2004-12-31,germany,3.683,2684.392419,-0.040947100067041164,-0.609,-0.14189189189189189,-0.10671105659716137,12.0,10.0,11.0
2004-12-31,south korea,3.823,264.152459,0.11562464008710971,-1.5930000000000004,-0.29412850812407687,-0.2595730813100864,1.0,2.0,2.0
2004-12-31,spain,3.71,2240.504268,-0.034653771076860185,-0.5780000000000003,-0.13479477611940305,-0.10497638939338907,14.0,11.0,13.0
2004-12-31,taiwan,2.395,128.195017,0.02093563433904766,-0.22299999999999986,-0.0851795263559969,-0.06797847856239231,21.0,17.0,17.0
2004-12-31,hong kong,3.547,20082.438589,0.03523113081433937,-0.8379999999999996,-0.1911060433295324,-0.13126566416040095,5.0,3.0,3.0
2004-12-31,sweden,4.006,9665.737388,-0.029331306926668188,-0.7690000000000001,-0.16104712041884817,-0.12185073680874665,6.0,4.0,6.0
2004-12-31,netherlands,3.661,6066.868906,0.023758154862626224,-0.6309999999999998,-0.14701770736253494,-0.11469599200218118,10.0,8.0,9.0
2004-12-31,south africa,8.112,223.991636,-0.0737912285260508,-1.0009999999999994,-0.10984308131241083,-0.07868259707593142,4.0,16.0,16.0
2004-12-31,italy,3.832,964.764094,-0.04353567391366875,-0.5910000000000002,-0.13361971512548043,-0.10593296289657649,13.0,12.0,12.0
2004-12-31,india,6.554,183.819415,0.09308348087170226,1.4220000000000006,0.27708495713172265,0.16242147344374652,27.0,29.0,28.0
2004-12-31,russia,10.854,331.329385,0.11805849336303198,0.0,0.0,0.0,24.0,24.0,24.0
2004-12-31,mexico,10.272,202.199135,0.10097207883703341,1.612,0.18614318706697452,0.16433887246406362,28.0,27.0,29.0
2004-12-31,singapore,2.58,4342.859068,0.05101610886535912,-1.17,-0.31199999999999994,-0.2947103274559194,3.0,1.0,1.0
2004-12-31,indonesia,10.421,343.452052,0.10200195280824809,-1.4990000000000006,-0.12575503355704698,-0.12327302631578951,2.0,13.0,4.0
2004-12-31,belgium,3.6879999999999997,7187.308724,-0.021952315401889577,-0.6560000000000006,-0.15101289134438323,-0.12056607241315946,9.0,6.0,7.0
2004-12-31,thailand,4.748,321.395855,-0.030822370126708742,-0.016000000000000014,-0.0033585222502099388,-0.0032342834040832856,23.0,23.0,23.0
2004-12-31,turkey,6.776,137.345901,0.077606764544069,-0.5129999999999999,-0.07038002469474547,-0.055084290776334144,16.0,19.0,18.0
2004-12-31,philippines,14.533,101.195381,0.058551832518916935,2.5090000000000003,0.20866600133067204,0.1586920084753803,29.0,28.0,27.0
2004-12-31,austria,3.67,4020.296315,0.07637196090607068,-0.665,-0.15340253748558252,-0.1227390180878553,8.0,5.0,5.0
2004-12-31,poland,5.822,159.007331,-0.02235049778931253,-0.7229999999999999,-0.11046600458365163,-0.08080920979099139,7.0,15.0,15.0
2004-12-31,ireland,3.743,603.672071,-0.085380920330833,-0.5169999999999999,-0.12136150234741783,-0.09238741958541814,15.0,14.0,14.0
2004-12-31,new zealand,5.963,254.73118,-0.0001883475748826191,0.03300000000000036,0.005564924114671133,0.004583333333333384,25.0,25.0,25.0
2005-06-30,united states,3.9130000000000003,,,-0.6676000000000002,-0.14574509889534126,-0.11291331923890068,23.0,22.0,23.0
2005-06-30,japan,1.174,3529.581925,0.33310835758543855,-0.6120000000000001,-0.3426651735722285,-0.22649888971132498,25.0,5.0,10.0
2005-06-30,united kingdom,4.173,3764.447539,0.06376346848062697,-0.9260000000000002,-0.1816042361247303,-0.13852943376467952,20.0,21.0,21.0
2005-06-30,canada,3.751,2615.186445,0.2086236054194599,-1.089,-0.22499999999999998,-0.1708235294117647,16.0,19.0,19.0
2005-06-30,australia,5.107,1609.06272,0.09861183596373424,-0.8399999999999999,-0.14124768790987052,-0.1197007481296758,22.0,23.0,22.0
2005-06-30,switzerland,1.9609999999999999,4675.028084,0.17855056718414364,-0.9170000000000003,-0.3186240444753302,-0.2737722048066876,21.0,6.0,7.0
2005-06-30,france,3.132,3457.311232,0.09405916626484379,-1.2049999999999996,-0.2778418261471062,-0.21782357194504692,11.0,11.0,15.0
2005-06-30,germany,3.134,2574.474334,0.14613149178903417,-1.1839999999999997,-0.27420101899027327,-0.2106949016816442,13.0,13.0,16.0
2005-06-30,china,3.592,130.17226,0.13790529564440246,,,,,,
2005-06-30,south korea,4.797,294.694992,0.4070288137098712,-0.2010000000000005,-0.04021608643457397,-0.0358992677263798,28.0,26.0,26.0
2005-06-30,spain,3.115,2162.862346,0.08154481182132511,-1.2219999999999995,-0.2817615863500115,-0.22374805456376445,7.0,9.0,12.0
2005-06-30,taiwan,1.912,130.878861,0.042001190704127556,-1.0270000000000001,-0.34943858455256893,-0.34943858455256893,19.0,4.0,2.0
2005-06-30,hong kong,3.5620000000000003,20789.96561,0.04711505008593431,-1.0519999999999996,-0.22800173385348932,-0.16705041683207614,18.0,18.0,20.0
2005-06-30,sweden,2.989,9382.228678,0.13638922242436524,-1.67,-0.3584460184588968,-0.2792642140468227,5.0,2.0,5.0
2005-06-30,netherlands,3.165,6211.006517,0.11209848614621887,-1.21,-0.2765714285714286,-0.22032046613255643,10.0,12.0,14.0
2005-06-30,south africa,8.0,207.463018,0.3856279435788408,-2.2319999999999993,-0.21813917122752147,-0.18048760764969876,4.0,20.0,18.0
2005-06-30,italy,3.35,922.762439,0.06533304613626556,-1.1539999999999995,-0.2562166962699821,-0.20835966416899873,15.0,16.0,17.0
2005-06-30,india,6.896,200.929966,0.25855674508997817,1.0499999999999998,0.17960998973657194,0.1322418136020151,29.0,29.0,29.0
2005-06-30,russia,5.605,370.445633,0.5484292508855138,-5.248999999999999,-0.48360051593882436,-0.4836005159388243,1.0,1.0,1.0
2005-06-30,mexico,10.272,222.615602,0.3543816124801533,-0.3490000000000002,-0.03285942943225684,-0.0345921300426207,26.0,27.0,27.0
2005-06-30,singapore,2.62,4564.414839,0.08821350889486945,-1.06,-0.2880434782608695,-0.2746113989637306,17.0,8.0,6.0
2005-06-30,indonesia,11.186,378.484832,0.04459021227038251,-1.2140000000000004,-0.09790322580645161,-0.10184563758389266,9.0,25.0,24.0
2005-06-30,belgium,3.195,7029.530656,0.11494400188870868,-1.2040000000000002,-0.27369856785633107,-0.221486387049301,12.0,14.0,13.0
2005-06-30,thailand,3.947,311.489673,0.12180202519908279,-1.1829999999999998,-0.23060428849902537,-0.248320738874895,14.0,17.0,8.0
2005-06-30,turkey,6.785,148.004872,0.4482458996349796,-2.5280000000000005,-0.2714485128315258,-0.30454162149138664,3.0,15.0,3.0
2005-06-30,philippines,12.71,107.120556,0.1582940999671436,-0.3149999999999995,-0.024184261036468313,-0.019954389965792442,27.0,28.0,28.0
2005-06-30,austria,3.16,4327.334228,0.15795603112355683,-1.2169999999999996,-0.2780443225953849,-0.22547475683186655,8.0,10.0,11.0
2005-06-30,poland,4.671,155.453438,0.27035108737833125,-2.558,-0.3538525383870521,-0.2859538315354089,2.0,3.0,4.0
2005-06-30,ireland,3.156,552.129994,0.06828384331534787,-1.3240000000000003,-0.29553571428571435,-0.23744619799139172,6.0,7.0,9.0
2005-06-30,malaysia,4.25,148.839287,0.04095443563902568,,,,,,
2005-06-30,new zealand,5.709,254.683202,0.017606076744708155,-0.6440000000000001,-0.10136943176452073,-0.09048120828942749,24.0,24.0,25.0
2005-12-31,united states,4.3911,,,0.1728999999999994,0.04098904746100218,0.02984121505005167,23.0,23.0,23.0
2005-12-31,japan,1.48,4705.315163,0.019073898323694438,0.038999999999999924,0.02706453851492019,0.01477832512315268,22.0,22.0,22.0
2005-12-31,united kingdom,4.1,4004.481771,0.13613682747864364,-0.4370000000000003,-0.09631915362574395,-0.06946431409950728,9.0,15.0,11.0
2005-12-31,canada,3.979,3160.77607,0.08847499310509521,-0.32699999999999996,-0.07594054807245698,-0.05157728706624605,17.0,18.0,18.0
2005-12-31,australia,5.2,1767.735349,0.0977757525173526,-0.1299999999999999,-0.024390243902439046,-0.018624641833810872,21.0,21.0,21.0
2005-12-31,switzerland,1.971,5509.757,0.09947376136551944,-0.34299999999999997,-0.14822817631806395,-0.10266387309188864,16.0,6.0,6.0
2005-12-31,france,3.304,3782.503044,0.16064335598192314,-0.3730000000000002,-0.1014413924394888,-0.0680905439941585,13.0,12.0,12.0
2005-12-31,germany,3.309,2950.686109,0.13413574483330426,-0.37399999999999967,-0.10154765137116473,-0.06760665220535063,12.0,11.0,14.0
2005-12-31,china,3.308,148.123704,0.23706658051165141,,,,,,
2005-12-31,south korea,5.632,414.644345,0.01929203689007264,1.8089999999999997,0.47318859534397073,0.32846118928733536,28.0,29.0,29.0
2005-12-31,spain,3.312,2339.232549,0.16482760902280869,-0.39800000000000013,-0.10727762803234508,-0.07347240169835705,10.0,9.0,9.0
2005-12-31,taiwan,1.775,136.375929,0.03382336629215543,-0.6200000000000001,-0.2588726513569938,-0.2231419830843981,7.0,3.0,3.0
