Year,Code,Country,Date,Development,BondYield,CBPR,TotalPrices,Prices,TotalPrices__pctChange,Prices__pctChange,pctchg.TotalPrices_subtract_pctchg.Prices,Earnings,PE,ForwardEarnings,ForwardPE,BondYield_T_Difference,BondYield_T_PercentChange,BondYield_T_PercentChangeMedian,BondYield_T_PercentChangeStd,CBPR_T_Difference,CBPR_T_PercentChange,CBPR_T_PercentChangeMedian,CBPR_T_PercentChangeStd,Returns6M_Concurrent,Returns6M_Subsequent,GDP.Growth,CPI.Change,X,EP,EP.minus.Bond.Yield,Bond.Yield.minus.CPI.Change,EP.over.Bond.Yield,Unemployment,BondYield__.Change,CBPR__.Change,TotalPrices__.Change,Prices__.Change,Earnings__.Change,EP__.Change,BondYield_z.score.cross_sectional,CBPR_z.score.cross_sectional,PE_z.score.cross_sectional,EP_z.score.cross_sectional,EP.minus.Bond.Yield_z.score.cross_sectional,Bond.Yield.minus.CPI.Change_z.score.cross_sectional,EP.over.Bond.Yield_z.score.cross_sectional,BondYield_z.score.longitudinal,CBPR_z.score.longitudinal,PE_z.score.longitudinal,EP_z.score.longitudinal,EP.minus.Bond.Yield_z.score.longitudinal,BondYield_.percentchangefromedian_z.score.longitudinal,Prices__.Change_6.month.offset,BondYield_T_Difference_6.month.offset,CBPR_T_Difference_6.month.offset,BondYield_T_Difference__6month,BondYield__subtract_historical_median,CBPR__subtract_historical_median,PE__subtract_historical_median,EP__subtract_historical_median,EP.minus.Bond.Yield__subtract_historical_median,Bond.Yield.minus.CPI.Change__subtract_historical_median,BondYield_z.score.cross_sectional__subtract_historical_median,Bond.Yield.minus.CPI.Change_z.score.cross_sectional__subtract_historical_median,Bond.Yield.minus.CPI.Change_z.score.cross_sectional__subtract_historical_median__rollingsum_3year,BondYield_z.score.cross_sectional__subtract_historical_median__rollingsum_3year,Bond.Yield.minus.CPI.Change__subtract_historical_median__rollingsum_3year,EP.minus.Bond.Yield__subtract_historical_median__rollingsum_3year,EP__subtract_historical_median__rollingsum_3year,PE__subtract_historical_median__rollingsum_3year,CBPR__subtract_historical_median__rollingsum_3year,BondYield__subtract_historical_median__rollingsum_3year,CPI.Change__subtract_historical_median,GDP.Growth__subtract_historical_median,Unemployment__.Change,Unemployment__.Change__subtract_historical_median,ForwardEarnings_.Change,ForwardPE_.Change,ForwardEarnings__zscore_crosssectional,ForwardPE__zscore_crosssectional,ForwardPE__.changefromedian,ForwardPE__.changefromedian__z_score_longitudinal,ForwardEarnings__last_period_earnings_forecast_for_this_period,PE__difference,pctchg.TotalPrices_subtract_pctchg.Pricespctchg.TotalPrices_subtract_pctchg.Prices_.6month.offset,PE__differencePE__difference_.6.month.offset,Prices__.Change_.6.month.offset,EarningsEarnings_.6.month.offset,Earnings__.Change_,Earnings_.pctchange,CPI.Change_.ZXsect,CPI.Change_.zX,ForwardPE_.Change_.6monthforwardoffset,BondYield__pctchg-1year,BondYield__difference-1year
,AU,australia,06/30/1989,1,13.5,,,,,,,,,,,,,,,,,,,,,3.880819843,7.559425097,,,,5.940574903,,,,,,,,,2.622415034,,,,,1.073196729,,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,2.784302156,2.784302156,,,
,AU,australia,12/31/1989,1,12.9,,,,,,,,,,,-0.6,-0.044444444,-0.045454545,-0.219459696,,,,,,,3.880819843,7.559425097,,,,5.340574903,,,-0.044444444,,,,,,2.402955338,,,,,0.80453464,,-0.707106781,,,,,,,,,,-0.3,,,,,-0.3,-0.109729848,-0.134331045,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,2.784302156,2.784302156,,,
,AU,australia,06/30/1990,1,13.45,15.5,,,,,,,,,,0.55,0.042635659,0.040892193,0.201171388,,,,,,,3.530801438,7.272260054,,,,6.177739946,,,0.042635659,,,,,,2.604126726,4.122306133,,,,1.179392155,,0.500626174,,,,,0.707106781,,-0.6,,-0.6,0,0,,,,0.237165043,0,0.106195426,,,,,,,,,-0.287165043,-0.350018405,,,,,,,,,,,0,,,,,,2.614409859,2.614409859,,-0.003703704,-0.05
,AU,australia,12/31/1990,1,12.05,12,,,,,,,,,,-1.4,-0.104089219,-0.10626186,-0.512072625,-3.5,-0.23,-0.25,-1.408241226,,,3.530801438,7.272260054,,,,4.777739946,,,-0.104089219,-0.225806452,,,,,2.092054101,2.714064908,,,,0.552513947,,-1.372568743,-0.707106781,,,,-0.937453595,,0.55,,0.55,-1.125,-1.75,,,,-0.862834957,-0.411486931,-0.386351738,,,,,,,,,-0.143582522,-0.175009203,,,,,,,,,,,0,,,,,,2.614409859,2.614409859,,-0.065891473,-0.85
,AU,australia,06/30/1991,1,11.155,10.5,,,,,,,,,,-0.895,-0.074273859,-0.069379845,-0.327360714,-1.5,-0.13,-0.13,-0.603531954,,,-0.375332994,3.222679913,,,,7.932320087,,9.579000473,-0.074273859,-0.125,,,,,1.764693387,2.110532954,,,,1.965040765,,-1.45374481,-0.844440743,,,,-0.389156579,,-1.4,-3.5,-1.4,-1.745,-1.5,,,,1.991745184,-0.638261951,0.891844036,,,,,,,,,-4.049580141,-3.906134432,,,,,,,,,,,0,,,,,,0.218601282,0.218601282,,-0.17063197,-2.295
,AU,australia,12/31/1991,1,9.388,8.5,,,,,,,,,,-1.767,-0.158404303,-0.141643287,-0.646308806,-2,-0.19,-0.18,-0.804709272,,,-0.375332994,3.222679913,,,,6.165320087,,9.579000473,-0.158404303,-0.19047619,,,,,1.118384581,1.305823682,,,,1.173830913,,-1.687311548,-1.057702739,,,,-1.115667904,,-0.895,-1.5,-0.895,-3.087,-2.75,,,,0.112372592,-1.129120139,0.050317092,,,,,,,,,-4.049580141,-3.906134432,0,0,,,,,,,,,0,,,,,,0.218601282,0.218601282,,-0.220912863,-2.662
,AU,australia,06/30/1992,1,8.9,6.5,,,,,,,,,,-0.488,-0.051981253,-0.040497925,-0.178493886,-2,-0.24,-0.19,-0.804709272,,,0.436463912,0.985915493,,,,7.914084507,,10.72900009,-0.051981253,-0.235294118,,,,,0.939890694,0.50111441,,,,1.956875417,,-1.443750284,-1.193556145,,,,0.317211174,,-1.767,-2,-1.767,-3.15,-4,,,,1.74876442,-1.152163407,0.783044504,1.310718276,-3.440762276,2.927212282,,,,,-9.407,-6.286344561,-3.094337526,0.12005424,0.06002712,,,,,,,,,0,,,,,,-1.104711061,-1.104711061,,-0.202151502,-2.255
,AU,australia,12/31/1992,1,8.925,5.75,,,,,,,,,,0.025,0.002808989,0.002154708,0.009144154,-0.75,-0.12,-0.08,-0.301765977,,,0.436463912,0.985915493,,,,7.939084507,,10.72900009,0.002808989,-0.115384615,,,,,0.949034848,0.199348433,,,,1.968069671,,-1.186470971,-1.105733561,,,,0.86556627,,-0.488,-2,-0.488,-2.6775,-3.75,,,,1.767554491,-0.979338896,0.791458137,2.102176413,-4.420101172,4.694766773,,,,,-12.0845,-4.261554491,-1.547168763,0,0,,,,,,,,,0,,,,,,-1.104711061,-1.104711061,,-0.049318279,-0.463
,AU,australia,06/30/1993,1,7.39,5.25,,,,,,,,,,-1.535,-0.171988796,-0.137606455,-0.561451057,-0.5,-0.09,-0.06,-0.201177318,,,4.0619942,1.813110181,,,,5.576889819,,10.8739996,-0.171988796,-0.086956522,,,,,0.387583791,-0.001828885,,,,0.910349405,,-1.526250828,-1.037436757,,,,-1.160971752,,0.025,-0.75,0.025,-3.765,-3.25,,,,-0.588430268,-1.377109596,-0.263481508,1.97302595,-5.68748092,4.406336505,,,,-17,-15.5495,-1.409569732,0.531192762,0.013514727,0.006757364,,,,,,,,,0,,,,,,-0.615326962,-0.615326962,,-0.169662921,-1.51
,AU,australia,12/31/1993,1,6.675,4.75,,,,,,,,,,-0.715,-0.096752368,-0.069610086,-0.261522805,-0.5,-0.1,-0.07,-0.201177318,,,4.0619942,1.813110181,,,,4.861889819,,10.8739996,-0.096752368,-0.095238095,,,,,0.126060986,-0.203006203,,,,0.590193749,,-1.495636476,-1.010079262,,,,-0.107998934,,-1.535,-0.5,-1.535,-3.5965,-2.75,,,,-1.191057676,-1.315477998,-0.533320072,1.333510452,-7.002958918,2.978113786,,,,-19.75,-19.146,-1.409569732,0.531192762,0,0,,,,,,,,,0,,,,,,-0.615326962,-0.615326962,,-0.25210084,-2.25
,AU,australia,06/30/1994,1,9.635,4.75,,,,,,,,,,2.96,0.443445693,0.307213285,1.082667836,0,0,0,0,,,4.051610741,1.894977169,,,,7.740022831,,9.718999863,0.443445693,0,,,,,1.208728822,-0.203006203,,,,1.878935794,,-0.302889551,-0.903118754,,,,2.556262459,,-0.715,-0.5,-0.715,0,-1.75,,,,1.574702744,0,0.705104881,2.42496707,-6.591471987,5.415651487,,,,-19.75,-18.021,-1.327702744,0.520809303,-0.106216643,-0.106216643,,,,,,,,,0,,,,,,-0.566892896,-0.566892896,,0.303788904,2.245
,AU,australia,12/31/1994,1,10.04,7.5,,,,,,,,,,0.405,0.04203425,0.041168996,0.148135295,2.75,0.58,0.39,1.106475249,,,4.051610741,1.894977169,,,,8.145022831,,9.718999863,0.04203425,0.578947368,,,,,1.356864118,0.903469046,,,,2.060282705,,-0.128587321,-0.167923892,,,,0.487402985,,2.96,0,2.96,0.2025,0.5,,,,1.973492815,0.074067648,0.883671171,2.416794205,-5.879142388,5.397399117,,,,-17.75,-16.0735,-0.663851372,0.345800101,0,0,,,,,,,,,0,,,,,,-0.566892896,-0.566892896,,0.50411985,3.365
,AU,australia,06/30/1995,1,9.21,7.5,,433.57,,,,26.46,16.39,,,-0.83,-0.082669323,-0.086144266,-0.303585913,0,0,0,0,,,3.88933225,4.638135783,,0.061012813,-9.148987187,4.571864217,0.006624627,8.468999863,-0.082669323,0,,,,,1.053278204,0.903469046,-0.150237157,0.348885414,-2.409915948,0.460328942,-0.808430233,-0.469234033,-0.160687067,,,,-0.501739424,,0.405,2.75,0.405,-0.425,0,0,0,0,-1.59345587,-0.155450618,-0.713501971,1.652975142,-4.905472867,3.691570655,,,,-15,-13.4115,1.41545587,0.008512407,-0.128614057,-0.128614057,,,,,,,,,0,,,,,,1.056011876,1.056011876,,-0.044110016,-0.425
,AU,australia,12/31/1995,1,8.22,7.5,,458.07,,0.0565076,-0.0565076,27.61,16.59,,,-0.99,-0.107491857,-0.104084529,-0.362108499,0,0,0,0,,,3.88933225,4.638135783,,0.060277275,-8.159722725,3.581864217,0.007333002,8.468999863,-0.107491857,0,,0.0565076,0.043461829,-0.012055468,0.691169705,0.903469046,-0.126664382,0.309794207,-1.804939798,0.017036495,-0.69623009,-0.858742293,-0.15430335,0.707106781,-0.707106781,0.707106781,-0.615855939,,-0.83,0,-0.83,-1.2915,0,0.1,-0.000367769,0.494632231,-2.471083278,-0.472386997,-1.106477326,-0.236546688,-4.225696457,-0.528277043,,,,-11,-11.553,1.41545587,0.008512407,0,0,,,,,,,,0.46,0,0.07,,31.82,,0.043461829,1.056011876,1.056011876,,-0.1812749,-1.82
,AU,australia,06/30/1996,1,8.79,7.5,,454.85,,-0.007029493,0.007029493,25.49,17.84,,,0.57,0.069343066,0.060715807,0.208486712,0,0,0,0,,,3.948807277,2.6124197,,0.056053812,-8.733946188,6.1775803,0.006376998,8.505999565,0.069343066,0,,-0.007029493,-0.076783774,-0.070067252,0.899656417,0.903469046,0.020665467,0.085332298,-2.156101204,1.179320671,-0.84765241,-0.572610546,-0.14861892,1.145312573,-1.143744913,-0.106813334,0.738572265,0.0565076,-0.99,0,-0.99,-0.598,0,1.25,-0.004223463,0,0.012260213,-0.218728164,0.005489758,-1.022515067,-3.465085725,-2.283571321,,,,-7.25,-9.4735,-0.610260213,0.067987434,0.00436884,0.00436884,,,,,,,,0.52,-0.132336893,-0.75,0.0565076,33.54,0.043461829,-0.076783774,-0.142440259,-0.142440259,,-0.045602606,-0.42
,AU,australia,12/31/1996,1,7.319,6,,486.56,,0.069715291,-0.069715291,27.69,17.57,,,-1.471,-0.167349261,-0.158189053,-0.538042023,-1.5,-0.2,-0.2,-0.603531954,,,3.948807277,2.6124197,,0.056915196,-7.262084804,4.7065803,0.007776362,8.505999565,-0.167349261,-0.2,,0.069715291,0.086308356,0.01536709,0.361614394,0.299937092,-0.011157781,0.131111768,-1.255997069,0.520650782,-0.626005907,-1.162559468,-0.601252782,0.661054709,-0.674344771,1.30218043,-1.064400641,-0.007029493,0.57,0,0.57,-1.98,-1.5,0.49,-0.00168104,1.184749653,-1.346367195,-0.724216999,-0.602863039,-1.361896598,-2.812193127,-3.041508248,,,,-5.5,-7.6885,-0.305130107,0.06373123,0,0,,,,,,,,-1.44,-0.096855801,4.34,-0.007029493,33.52,-0.076783774,0.086308356,-0.142440259,-0.142440259,,-0.109610706,-0.901
,AU,australia,06/30/1997,1,7.055,5.5,,541.29,,0.112483558,-0.112483558,22.89,23.65,,,-0.264,-0.036070501,-0.028664495,-0.096562266,-0.5,-0.08,-0.07,-0.201177318,,,3.947615227,0.250417362,,0.042283298,-7.012716702,6.804582638,0.00599338,8.362000465,-0.036070501,-0.083333333,,0.112483558,-0.173347779,-0.257082449,0.265052128,0.098759774,0.705454602,-0.646521129,-1.103498156,1.4600736,-0.908414004,-1.188144501,-0.72704674,1.750231393,-1.717632457,1.14250917,0.042483954,0.069715291,-1.471,-1.5,-1.471,-2.155,-2,6.08,-0.014631898,1.147006023,0.639262551,-0.788226076,0.286242687,-0.542333839,-2.284941205,-1.211188021,,,,-4.75,-6.247,-2.362002338,0.058282977,-0.016929121,-0.016929121,,,,,,,,5.03,-0.106393661,3.61,0.069715291,37.88,0.086308356,-0.173347779,-1.539845734,-1.539845734,,-0.19738339,-1.735
,AU,australia,12/31/1997,1,6.038,5,694.037,518.65,,-0.041826008,0.041826008,23.79,21.8,,,-1.017,-0.144153083,-0.112158809,-0.371984186,-0.5,-0.09,-0.07,-0.201177318,,0.012290411,3.947615227,0.250417362,,0.04587156,-5.99212844,5.787582638,0.007597145,8.362000465,-0.144153083,-0.090909091,,-0.041826008,0.03931848,0.084862396,-0.106932058,-0.102417544,0.487406426,-0.455817874,-0.479366207,1.00469136,-0.654392247,-1.489422176,-0.845960315,0.937350934,-1.008162104,1.463152259,-0.667325178,0.112483558,-0.264,-0.5,-0.264,-3.0295,-2,4.095,-0.010612944,1.718775325,-0.265364857,-1.108088584,-0.118822461,-1.366261181,-3.393029789,-3.051255622,,,,-5,-9.2765,-2.362002338,0.058282977,0,0,,,,,,,,0.13,-0.200380056,4.82,0.112483558,39.07,-0.173347779,0.03931848,-1.539845734,-1.539845734,,-0.17502391,-1.281
,AU,australia,06/30/1998,1,5.545,5,702.567,546.33,0.012290411,0.053369324,-0.041078913,20.78,26.29,,,-0.493,-0.081649553,-0.055238095,-0.180322717,0,0,0,0,0.012290411,0.047821774,4.44013975,0.853455454,,0.038037277,-5.506962723,4.691544546,0.006859743,7.676000118,-0.081649553,0,0.012290411,0.053369324,-0.126523749,-0.170787368,-0.287254775,-0.102417544,1.016615241,-0.872181915,-0.182667296,0.51391822,-0.771190002,-1.540135072,-0.804446803,1.607223286,-1.45172114,1.39038574,-0.150290015,-0.041826008,-1.017,-0.5,-1.017,-3.38,-1.5,8.45,-0.018016535,1.755122081,-1.249030357,-1.236289623,-0.559278509,-2.809210861,-4.70338706,-6.273778793,6.300285312,-0.049533649,20.465,-7,-12.859,-1.758964246,0.5508075,-0.082037827,-0.082037827,,,,,,,,3.81,-0.097405666,3.92,-0.041826008,41.33,0.03931848,-0.126523749,-1.183076937,-1.183076937,,-0.214032601,-1.51
,AU,australia,12/31/1998,1,5.015,4.75,736.165,571.86,0.047821774,0.046729998,0.001091776,20.56,27.81,,,-0.53,-0.095581605,-0.059467041,-0.193856065,-0.25,-0.05,-0.04,-0.100588659,0.047821774,0.143501796,4.44013975,0.853455454,,0.035958288,-4.979041712,4.161544546,0.007170147,7.676000118,-0.095581605,-0.05,0.047821774,0.046729998,-0.010587103,-0.05465662,-0.48111084,-0.203006203,1.195768337,-0.982672723,0.140178245,0.276600042,-0.722024838,-1.591861262,-0.846779918,1.500655127,-1.3341501,1.390035408,-0.1845819,0.053369324,-0.493,0,-0.493,-3.8975,-1.5,7.99,-0.015004398,2.158359041,-1.702534225,-1.425573611,-0.762344003,-2.858052893,-5.973510053,-6.382857148,8.458644353,-0.064538047,28.455,-8.5,-16.3315,-1.400242981,0.521666012,0,0,,,,,,,,1.7,-0.171362134,3.85,0.053369324,41.68,-0.126523749,-0.010587103,-1.183076937,-1.183076937,,-0.169426963,-1.023
,AU,australia,06/30/1999,1,6.27,4.75,841.806,599.81,0.143501796,0.048875599,0.094626197,20.58,29.15,,,1.255,0.250249252,0.141011236,0.459036532,0,0,0,0,0.143501796,0.028552897,5.006807026,1.465428277,,0.034305317,-6.235694683,4.804571723,0.005471342,6.872000217,0.250249252,0,0.143501796,0.048875599,0.000972763,-0.045969124,-0.022074309,-0.203006203,1.353705934,-1.070522203,-0.628317042,0.564528416,-0.991100065,-1.041835562,-0.809455922,1.437259506,-1.254723787,0.527441768,1.567555102,0.046729998,-0.53,-0.25,-0.53,-2.63,-1.25,7.35,-0.011566243,0.777022019,-0.983010915,-0.961965003,-0.440162944,-2.191738511,-6.46308806,-4.894784785,8.741034141,-0.075736521,35.705,-9.75,-17.67,-0.429548892,1.059191799,-0.104742039,-0.104742039,,,,,,,,0.24,-0.099486256,6.33,0.046729998,41.38,-0.010587103,0.000972763,-0.821022184,-0.821022184,,0.130748422,0.725
,AU,australia,12/31/1999,1,6.98,5,865.842,617.44,0.028552897,0.029392641,-0.000839744,24.78,24.92,,,0.71,0.11323764,0.08027134,0.259693974,0.25,0.05,0.04,0.100588659,0.028552897,0.002184001,5.006807026,1.465428277,,0.040128411,-6.939871589,5.514571723,0.005749056,6.872000217,0.11323764,0.052631579,0.028552897,0.029392641,0.204081633,0.169743192,0.237619666,-0.102417544,0.855141727,-0.761045643,-1.058950356,0.882445222,-0.947112699,-0.736571952,-0.695726549,0.560438847,-0.664227299,0.041705868,0.966421379,0.048875599,1.255,0,1.255,-1.865,-0.875,2.195,-0.003949018,0.036422556,-0.167664505,-0.68215389,-0.075075161,-2.272303429,-6.926513785,-5.074709503,8.777456698,-0.075462076,36.65,-10.625,-18.937,-0.429548892,1.059191799,0,0,,,,,,,,-4.94,-0.119547955,4.4,0.048875599,44.86,0.000972763,0.204081633,-0.821022184,-0.821022184,,0.391824526,1.965
,AU,australia,06/30/2000,1,6.183,6,867.733,666.55,0.002184001,0.079538093,-0.077354092,33.73,19.76,,,-0.797,-0.114183381,-0.090671217,-0.29151563,1,0.2,0.17,0.402354636,0.002184001,-0.101493201,3.867868797,4.475183076,,0.050607287,-6.132392713,1.707816924,0.008184908,6.282999992,-0.114183381,0.2,0.002184001,0.079538093,0.36117837,0.261133589,-0.053895965,0.299937092,0.246964114,-0.20413097,-0.565143613,-0.82210594,-0.561295945,-1.00530621,-0.334614515,-0.476091155,0.320544507,0.591961986,-0.573903914,0.029392641,0.71,0.25,0.71,-2.607,0,-2.04,0.004735727,0.807478876,-3.869072895,-0.953552382,-1.732455345,-3.401895735,-7.155849169,-7.597415203,8.400185921,-0.069045309,34.12,-9.125,-19.564,2.580205907,-0.07974643,-0.085710158,-0.085710158,,,,,,,,-10.42,-0.07951559,2.72,0.029392641,47.91,0.204081633,0.36117837,0.959605958,0.959605958,,-0.013875598,-0.087
,AU,australia,12/31/2000,1,5.48,6.25,779.664,640.24,-0.101493201,-0.039471908,-0.062021293,34.11,18.77,,,-0.703,-0.113698852,-0.08265726,-0.257133611,0.25,0.04,0.04,0.100588659,-0.101493201,0.029293388,3.867868797,4.475183076,,0.053276505,-5.426723495,1.004816924,0.00972199,6.282999992,-0.113698852,0.041666667,-0.101493201,-0.039471908,0.011265935,0.052743748,-0.311029576,0.400525751,0.130278874,-0.062271607,-0.133597689,-1.136888354,-0.317836167,-1.214856053,-0.238834736,-0.647990549,0.556278011,1.022476789,-0.48643913,0.079538093,-0.797,1,-0.797,-3.025,0.25,-2.01,0.005037082,1.161059641,-4.540913847,-1.106442637,-2.033285668,-5.72142409,-7.47406573,-12.7775916,8.414239539,-0.04937633,26.03,-6.875,-20.434,2.221484642,-0.050604942,0,0,,,,,,,,-8.97,0.025279073,1.26,0.079538093,50.81,0.36117837,0.011265935,0.959605958,0.959605958,,-0.214899713,-1.5
,AU,australia,06/30/2001,1,6.06,5,802.503,712.98,0.029293388,0.113613645,-0.084320257,42.59,16.74,,,0.58,0.105839416,0.070559611,0.212144373,-1.25,-0.2,-0.21,-0.502943295,0.029293388,-0.012170671,1.930054261,4.380841121,,0.059737157,-6.000262843,1.679158879,0.009857617,6.742000103,0.105839416,-0.2,0.029293388,0.113613645,0.248607446,0.121266438,-0.098885202,-0.102417544,-0.1089848,0.281088873,-0.484340731,-0.834938157,-0.296354087,-0.949862548,-0.677557145,-1.006434271,1.112216436,0.564054553,0.920437011,-0.039471908,-0.703,0.25,-0.703,-2.16,-1,-3.02,0.00912987,0.23543184,-3.835412844,-0.790054907,-1.717383379,-7.319985008,-7.156032053,-16.34763959,6.930896055,-0.029633516,18.915,-5.875,-19.5645,1.768421421,-1.959277989,0.073054291,0.073054291,,,,,,,,-8.21,0.113140473,-0.2,-0.039471908,50.09,0.011265935,0.248607446,0.903791464,0.903791464,,-0.019893256,-0.123
,AU,australia,12/31/2001,1,6.02,4.25,792.736,690.91,-0.012170671,-0.030954585,0.018783914,29.31,23.57,,,-0.04,-0.00660066,-0.00512492,-0.014630646,-0.75,-0.15,-0.13,-0.301765977,-0.012170671,0.039808965,1.930054261,4.380841121,,0.042426814,-5.977573186,1.639158879,0.007047643,6.742000103,-0.00660066,-0.15,-0.012170671,-0.030954585,-0.311810284,-0.289775139,-0.113515849,-0.404183521,0.696025491,-0.638893768,-0.470465066,-0.852848963,-0.741428355,-0.930312847,-0.920040809,0.470564137,-0.61717452,0.554817885,0.200936711,0.113613645,0.58,-1.25,0.58,-1.785,-1.625,2.79,-0.00581261,0.206470512,-3.788414434,-0.652892597,-1.696338894,-8.457045393,-6.572635027,-18.88702367,5.382244486,-0.01742959,13.255,-6,-17.9695,1.768421421,-1.959277989,0,0,,,,,,,,-0.48,0.069383771,-12.16,0.113613645,48.37,0.248607446,-0.311810284,0.903791464,0.903791464,,0.098540146,0.54
,AU,australia,06/30/2002,1,6.075,4.75,824.294,647.66,0.039808965,-0.062598602,0.102407567,29.03,22.31,,,0.055,0.009136213,0.00744249,0.020117139,0.5,0.12,0.09,0.201177318,0.039808965,-0.051134668,3.852927051,3.00317105,,0.044822949,-6.030177051,3.07182895,0.007378263,6.368000031,0.009136213,0.117647059,0.039808965,-0.062598602,-0.009553054,0.056476902,-0.09339871,-0.203006203,0.547517004,-0.511547787,-0.502634506,-0.211342072,-0.68906116,-0.878551293,-0.710805952,0.179552338,-0.354214497,0.492450979,0.315511198,-0.030954585,-0.04,-0.75,-0.04,-1.315,-1,0.51,-0.001048611,0.102215662,-2.268745953,-0.480982501,-1.015876712,-8.710578102,-5.628043917,-19.45323539,3.326101107,-0.003473803,5.775,-5.5,-15.387,0.39075135,-0.036405199,-0.055473163,-0.055473163,,,,,,,,-5.46,0.0675757,-45.91,-0.030954585,39.05,-0.311810284,-0.009553054,0.088735666,0.088735666,,0.002475248,0.015
,AU,australia,12/31/2002,1,5.17,4.75,782.144,604.46,-0.051134668,-0.066701664,0.015566996,-20.61,-29.33,,,-0.905,-0.148971193,-0.123053913,-0.331018376,0,0,0,0,-0.051134668,0.203604607,3.852927051,3.00317105,,-0.034094783,-5.204094783,2.16682895,-0.006594736,6.368000031,-0.148971193,0,-0.051134668,-0.066701664,-1.709955219,-1.760654615,-0.424417086,-0.203006203,-5.538973689,-4.705742178,0.00254898,-0.616574057,-2.902256835,-1.180552696,-0.690606179,-3.567366263,-3.436499068,1.08161076,-0.932632138,-0.062598602,0.055,0.5,0.055,-2.1845,-0.875,-50.11,-0.079442038,0.877190099,-2.934403411,-0.799016179,-1.313938252,-9.58435341,-5.465095092,-21.40462789,3.426269187,-0.071349598,-51.685,-5.125,-14.9415,0.195375675,-0.032148996,0,0,,,,,,,,-52.82,0.146476847,-312.79,-0.062598602,39.4,-0.009553054,-1.709955219,0.088735666,0.088735666,,-0.141196013,-0.85
,AU,australia,06/30/2003,1,5.018,4.75,941.392122,601.7,0.203604607,-0.004566059,0.208170666,28.64,21.01,,,-0.152,-0.029400387,-0.020767864,-0.055596456,0,0,0,0,0.203604607,0.24177888,3.068304851,2.770735241,,0.047596383,-4.970403617,2.247264759,0.00948513,5.928999901,-0.029400387,0,0.203604607,-0.004566059,-2.389616691,-2.396001934,-0.480013542,-0.203006203,0.394293962,-0.364149718,0.145460797,-0.580557302,-0.355352632,-1.186912742,-0.672053307,0.192115047,0.199982787,1.176331284,0.072989162,-0.066701664,-0.905,0,-0.905,-2.301,-0.75,0,0.001724823,1.059773434,-2.61462506,-0.841627936,-1.170751051,-10.6800293,-5.624569139,-23.85158844,4.449620064,-0.065675757,-53.88,-5,-15.3775,0,-0.812514992,-0.068938462,-0.068938462,,,,,,,,1.81,0.109217008,-36.85,-0.066701664,42.95,-1.709955219,-2.389616691,-0.048777776,-0.048777776,,-0.17399177,-1.057
,AU,australia,12/31/2003,1,5.607,5.25,1169.000855,655.61,0.24177888,0.089596144,0.152182736,31.09,21.09,,,0.589,0.117377441,0.081953527,0.215436269,0.5,0.11,0.09,0.201177318,0.24177888,0.000851886,3.068304851,2.770735241,,0.047415837,-5.559584163,2.836264759,0.008456543,5.928999901,0.117377441,0.105263158,0.24177888,0.089596144,0.085544693,-0.003793271,-0.264577273,-0.001828885,0.403723072,-0.37374509,-0.214847484,-0.316820685,-0.518271437,-0.928765065,-0.468717847,0.192811379,0.186400093,0.680274524,1.061981663,-0.004566059,-0.152,0,-0.152,-1.58,-0.125,0.04,0.000772139,0.455635784,-1.996966012,-0.577910534,-0.894181768,-9.841755723,-5.248927291,-21.97948156,4.097776972,-0.069639345,-51.8,-5.125,-14.3505,0,-0.812514992,0,0,,,,,,,,1.06,-0.11097771,-10.89,-0.004566059,45.74,-2.389616691,0.085544693,-0.048777776,-0.048777776,,0.084526112,0.437
,AU,australia,06/30/2004,1,5.947,5.25,1169.996711,700.74,0.000851886,0.068836656,-0.06798477,46.46,15.08,,,0.34,0.060638488,0.048192771,0.124360495,0,0,0,0,0.000851886,0.302283599,4.145671395,2.343612335,,0.066312997,-5.880687003,3.603387665,0.011150664,5.394999981,0.060638488,0,0.000851886,0.068836656,0.49437118,0.398541103,-0.140216779,-0.001828885,-0.304638838,0.630571183,-0.411215157,0.026674052,-0.091547228,-0.776215766,-0.459059887,-0.276818878,1.021299761,0.408965074,0.70627516,0.089596144,0.589,0.5,0.589,-1.108,0,-5.93,0.01889716,0.11957584,-1.201184058,-0.405268907,-0.537854364,-8.346324419,-4.547753561,-18.63975177,3.056293171,-0.055779267,-55.72,-5.375,-12.4335,-0.427122906,0.264851552,-0.090065766,-0.090065766,,,,,,,,-5.16,-0.141165169,-4.5,0.089596144,51.64,0.085544693,0.49437118,-0.301471805,-0.301471805,,0.185133519,0.929
